Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Nooit/een uitzonderlijke keer (%),Minstens maandelijks (%),Minstens wekelijks (%)
 Hamont-Achel ,72037,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.2,0.62
 Harelbeke ,34013,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.28,0.22,0.5
 Harelbeke ,34013,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.16,0.25,0.58
 Hasselt ,71022,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2014,0.32,0.21,0.47
 Hasselt ,71022,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2017,0.33,0.19,0.48
 Hasselt ,71022,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.27,0.19,0.54
 Hasselt ,71022,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2014,0.18,0.27,0.56
 Hasselt ,71022,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2017,0.19,0.18,0.63
 Hasselt ,71022,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.13,0.19,0.68
 Hechtel-Eksel,72038,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.26,0.21,0.53
 Hechtel-Eksel,72038,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.2,0.23,0.57
 Heers ,73022,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.48,0.23,0.29
 Heers ,73022,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.26,0.56
 Heist-Op-Den-Berg ,12014,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.26,0.21,0.53
 Heist-Op-Den-Berg ,12014,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.17,0.26,0.57
 Hemiksem ,11018,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.25,0.22,0.54
 Hemiksem ,11018,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.07,0.22,0.71
 Herent ,24038,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.31,0.18,0.51
 Herent ,24038,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.13,0.2,0.66
 Herentals ,13011,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.24,0.18,0.58
 Herentals ,13011,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.15,0.16,0.68
 Herenthout ,13012,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.28,0.21,0.51
 Herenthout ,13012,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.24,0.58
 Herk-De-Stad ,71024,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.33,0.28,0.4
 Herk-De-Stad ,71024,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.21,0.27,0.51
 Herne ,23032,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.51,0.25,0.24
 Herne ,23032,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.22,0.3,0.48
 Herselt ,13013,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.25,0.22,0.53
 Herselt ,13013,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.16,0.3,0.53
 Herzele ,41027,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.43,0.28,0.29
 Herzele ,41027,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.17,0.29,0.54
 Heusden-Zolder ,71070,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.38,0.22,0.4
 Heusden-Zolder ,71070,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.22,0.29,0.49
 Heuvelland ,33039,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.43,0.23,0.34
 Heuvelland ,33039,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.17,0.23,0.6
 Hoegaarden ,24041,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.41,0.23,0.35
 Hoegaarden ,24041,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.14,0.23,0.63
 Hoeilaart ,23033,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.46,0.25,0.29
 Hoeilaart ,23033,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.11,0.26,0.62
 Hoeselt ,73032,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.47,0.21,0.31
 Hoeselt ,73032,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.23,0.24,0.53
 Holsbeek ,24043,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.29,0.23,0.47
 Holsbeek ,24043,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.15,0.28,0.57
 Hooglede ,36006,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.31,0.24,0.45
 Hooglede ,36006,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.22,0.59
 Hoogstraten ,13014,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.19,0.21,0.59
 Hoogstraten ,13014,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.14,0.18,0.68
 Horebeke ,45062,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.5,0.26,0.24
 Horebeke ,45062,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.21,0.29,0.5
 Houthalen-Helchteren ,72039,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.41,0.26,0.33
 Houthalen-Helchteren ,72039,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.22,0.33,0.45
 Houthulst ,32006,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.32,0.26,0.42
 Houthulst ,32006,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.15,0.29,0.56
 Hove ,11021,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.2,0.15,0.65
 Hove ,11021,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.09,0.19,0.72
 Huldenberg ,24045,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.47,0.26,0.27
 Huldenberg ,24045,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.14,0.31,0.56
 Hulshout ,13016,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.25,0.26,0.48
 Hulshout ,13016,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.26,0.55
 Ichtegem ,35006,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.3,0.26,0.44
 Ichtegem ,35006,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.23,0.21,0.56
 Ieper ,33011,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.34,0.17,0.49
 Ieper ,33011,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.14,0.17,0.69
 Ingelmunster ,36007,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.31,0.24,0.45
 Ingelmunster ,36007,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.21,0.31,0.48
 Izegem ,36008,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.31,0.21,0.48
 Izegem ,36008,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.13,0.29,0.58
 Jabbeke ,31012,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.26,0.23,0.52
 Jabbeke ,31012,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.17,0.3,0.53
 Kalmthout ,11022,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.21,0.16,0.63
 Kalmthout ,11022,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.12,0.17,0.71
 Kampenhout ,23038,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.32,0.31,0.37
 Kampenhout ,23038,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.32,0.49
 Kapellen ,11023,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.24,0.2,0.56
 Kapellen ,11023,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.15,0.19,0.66
 Kapelle-Op-Den-Bos ,23039,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.27,0.27,0.46
 Kapelle-Op-Den-Bos ,23039,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.16,0.27,0.58
 Kaprijke ,43007,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.21,0.26,0.53
 Kaprijke ,43007,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.24,0.57
 Kasterlee ,13017,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.2,0.21,0.59
 Kasterlee ,13017,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.26,0.56
 Keerbergen ,24048,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.34,0.24,0.42
 Keerbergen ,24048,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.2,0.28,0.52
 Kinrooi ,72018,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.23,0.19,0.59
 Kinrooi ,72018,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.17,0.2,0.63
 Kluisbergen ,45060,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.39,0.23,0.38
 Kluisbergen ,45060,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.3,0.51
 Knokke-Heist ,31043,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.24,0.19,0.57
 Knokke-Heist ,31043,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.07,0.14,0.8
 Koekelare ,32010,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.36,0.27,0.37
 Koekelare ,32010,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.2,0.27,0.53
 Koksijde ,38014,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.27,0.18,0.54
 Koksijde ,38014,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.08,0.16,0.75
 Kontich ,11024,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.25,0.22,0.53
 Kontich ,11024,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.13,0.2,0.67
 Kortemark ,32011,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.34,0.27,0.38
 Kortemark ,32011,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.24,0.27,0.49
 Kortenaken ,24054,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.46,0.27,0.27
 Kortenaken ,24054,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.34,0.47
 Kortenberg ,24055,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.38,0.22,0.4
 Kortenberg ,24055,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.13,0.2,0.67
 Kortessem ,73040,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.4,0.25,0.34
 Kortessem ,73040,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.2,0.28,0.53
 Kortrijk ,34022,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2014,0.43,0.18,0.39
 Kortrijk ,34022,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2017,0.39,0.19,0.42
 Kortrijk ,34022,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.29,0.18,0.53
 Kortrijk ,34022,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2014,0.19,0.26,0.55
 Kortrijk ,34022,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2017,0.18,0.22,0.6
 Kortrijk ,34022,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.08,0.21,0.71
 Kraainem ,23099,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.47,0.24,0.3
 Kraainem ,23099,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.09,0.2,0.71
 Kruibeke ,46013,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.25,0.18,0.57
 Kruibeke ,46013,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.15,0.22,0.63
 Kruisem ,45068,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.33,0.27,0.4
 Kruisem ,45068,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.25,0.56
 Kuurne ,34023,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.26,0.22,0.52
 Kuurne ,34023,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.23,0.57
 Laakdal ,13053,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.25,0.2,0.55
 Laakdal ,13053,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.22,0.23,0.55
 Laarne ,42010,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.26,0.25,0.48
 Laarne ,42010,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.22,0.27,0.5
 Lanaken ,73042,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.37,0.2,0.43
 Lanaken ,73042,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.26,0.56
 Landen ,24059,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.53,0.21,0.27
 Landen ,24059,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.15,0.2,0.65
 Langemark-Poelkapelle ,33040,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.33,0.2,0.47
 Langemark-Poelkapelle ,33040,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.2,0.23,0.57
 Lebbeke ,42011,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.32,0.2,0.47
 Lebbeke ,42011,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.22,0.58
 Lede ,41034,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.38,0.22,0.4
 Lede ,41034,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.21,0.61
 Ledegem ,36010,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.29,0.25,0.46
 Ledegem ,36010,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.25,0.58
 Lendelede ,34025,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.31,0.24,0.45
 Lendelede ,34025,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.17,0.26,0.57
 Lennik ,23104,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.49,0.24,0.27
 Lennik ,23104,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.17,0.28,0.55
 Leopoldsburg ,71034,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.33,0.24,0.43
 Leopoldsburg ,71034,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.23,0.24,0.54
 Leuven ,24062,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2014,0.33,0.16,0.51
 Leuven ,24062,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2017,0.33,0.13,0.54
 Leuven ,24062,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.24,0.12,0.65
 Leuven ,24062,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2014,0.09,0.2,0.72
 Leuven ,24062,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2017,0.09,0.16,0.75
 Leuven ,24062,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.05,0.14,0.81
 Lichtervelde ,36011,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.26,0.21,0.53
 Lichtervelde ,36011,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.27,0.54
 Liedekerke ,23044,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.48,0.2,0.32
 Liedekerke ,23044,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.13,0.23,0.64
 Lier ,12021,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.31,0.15,0.54
 Lier ,12021,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.12,0.14,0.74
 Lierde ,45063,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.52,0.22,0.26
 Lierde ,45063,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.22,0.33,0.44
 Lievegem ,44085,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.28,0.23,0.49
 Lievegem ,44085,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.21,0.27,0.53
 Lille ,13019,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.2,0.22,0.58
 Lille ,13019,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.24,0.57
 Linkebeek ,23100,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.53,0.22,0.25
 Linkebeek ,23100,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.09,0.18,0.72
 Lint ,11025,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.22,0.17,0.61
 Lint ,11025,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.1,0.2,0.69
 Linter ,24133,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.34,0.27,0.38
 Linter ,24133,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.27,0.55
 Lochristi ,44034,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.3,0.24,0.46
 Lochristi ,44034,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.25,0.26,0.49
 Lokeren ,46014,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.22,0.21,0.56
 Lokeren ,46014,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.14,0.23,0.62
 Lommel ,72020,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.26,0.18,0.56
 Lommel ,72020,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.2,0.19,0.61
 Londerzeel ,23045,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.27,0.22,0.51
 Londerzeel ,23045,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.16,0.24,0.6
 Lo-Reninge ,32030,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.32,0.27,0.41
 Lo-Reninge ,32030,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.26,0.25,0.49
 Lubbeek ,24066,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.39,0.22,0.39
 Lubbeek ,24066,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.19,0.25,0.56
 Lummen ,71037,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.37,0.22,0.4
 Lummen ,71037,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.24,0.27,0.49
 Maarkedal ,45064,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.44,0.26,0.3
 Maarkedal ,45064,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.35,0.47
 Maaseik ,72021,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.29,0.19,0.52
 Maaseik ,72021,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.18,0.63
 Maasmechelen ,73107,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.42,0.28,0.3
 Maasmechelen ,73107,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.25,0.3,0.45
 Machelen ,23047,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.58,0.2,0.21
 Machelen ,23047,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.21,0.61
 Maldegem ,43010,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.27,0.22,0.51
 Maldegem ,43010,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.21,0.26,0.54
 Malle ,11057,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.19,0.18,0.63
 Malle ,11057,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.15,0.25,0.6
 Mechelen ,12025,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2014,0.33,0.22,0.45
 Mechelen ,12025,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2017,0.28,0.19,0.53
 Mechelen ,12025,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.23,0.18,0.59
 Mechelen ,12025,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2014,0.11,0.24,0.65
 Mechelen ,12025,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2017,0.13,0.18,0.69
 Mechelen ,12025,ja,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.11,0.2,0.69
 Meerhout ,13021,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.27,0.18,0.55
 Meerhout ,13021,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden te voet,2020,0.18,0.25,0.58
 Meise ,23050,nee,Duurzaam verplaatsingsgedrag voor korte afstanden (detail),Korte afstanden met fiets,2020,0.44,0.24,0.32
