Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Nooit/een uitzonderlijke keer (%) ,Minstens maandelijks (%),Minstens wekelijks (%) 
 Beringen ,71004,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.62,0.21,0.17
 Beringen ,71004,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.29,0.29,0.41
 Beringen ,71004,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.65,0.14,0.2
 Beringen ,71004,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.24,0.14,0.63
 Berlaar ,12002,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.27,0.23,0.5
 Berlaar ,12002,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.47,0.26,0.27
 Berlaar ,12002,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.28,0.22,0.51
 Berlaar ,12002,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.12,0.26,0.62
 Berlaar ,12002,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.32,0.05,0.63
 Berlaar ,12002,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.19,0.36,0.45
 Berlaar ,12002,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.6,0.23,0.17
 Berlaar ,12002,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.3,0.28,0.42
 Berlaar ,12002,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.6,0.19,0.21
 Berlaar ,12002,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.17,0.13,0.7
 Berlare ,42003,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.29,0.24,0.48
 Berlare ,42003,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.58,0.23,0.19
 Berlare ,42003,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.3,0.27,0.43
 Berlare ,42003,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.16,0.29,0.55
 Berlare ,42003,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.43,0.05,0.52
 Berlare ,42003,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.37,0.3,0.33
 Berlare ,42003,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.63,0.23,0.14
 Berlare ,42003,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.29,0.28,0.43
 Berlare ,42003,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.68,0.18,0.14
 Berlare ,42003,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.15,0.19,0.66
 Bertem ,24009,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.24,0.29,0.48
 Bertem ,24009,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.45,0.29,0.26
 Bertem ,24009,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.38,0.23,0.39
 Bertem ,24009,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.09,0.24,0.67
 Bertem ,24009,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.31,0.07,0.62
 Bertem ,24009,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.28,0.29,0.42
 Bertem ,24009,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.55,0.25,0.2
 Bertem ,24009,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.23,0.29,0.48
 Bertem ,24009,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.56,0.18,0.26
 Bertem ,24009,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.17,0.18,0.65
 Bever ,23009,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.22,0.3,0.48
 Bever ,23009,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.44,0.28,0.28
 Bever ,23009,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.57,0.21,0.22
 Bever ,23009,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.2,0.32,0.47
 Bever ,23009,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.36,0.03,0.62
 Bever ,23009,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.22,0.33,0.45
 Bever ,23009,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.53,0.3,0.17
 Bever ,23009,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.29,0.28,0.43
 Bever ,23009,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.61,0.21,0.19
 Bever ,23009,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.15,0.15,0.7
 Beveren ,46003,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.31,0.22,0.47
 Beveren ,46003,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.57,0.25,0.18
 Beveren ,46003,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.22,0.2,0.59
 Beveren ,46003,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.15,0.19,0.66
 Beveren ,46003,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.4,0.05,0.56
 Beveren ,46003,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.26,0.35,0.39
 Beveren ,46003,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.64,0.23,0.13
 Beveren ,46003,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.31,0.27,0.42
 Beveren ,46003,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.63,0.16,0.21
 Beveren ,46003,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.21,0.15,0.65
 Bierbeek ,24011,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.18,0.29,0.52
 Bierbeek ,24011,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.45,0.31,0.24
 Bierbeek ,24011,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.28,0.21,0.51
 Bierbeek ,24011,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.15,0.24,0.61
 Bierbeek ,24011,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.2,0.05,0.75
 Bierbeek ,24011,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.25,0.37,0.39
 Bierbeek ,24011,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.54,0.27,0.18
 Bierbeek ,24011,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.25,0.28,0.47
 Bierbeek ,24011,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.48,0.23,0.29
 Bierbeek ,24011,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.12,0.14,0.74
 Bilzen ,73006,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.28,0.26,0.46
 Bilzen ,73006,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.56,0.23,0.2
 Bilzen ,73006,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.38,0.23,0.39
 Bilzen ,73006,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.15,0.21,0.64
 Bilzen ,73006,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.25,0.07,0.68
 Bilzen ,73006,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.24,0.3,0.46
 Bilzen ,73006,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.63,0.21,0.16
 Bilzen ,73006,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.34,0.29,0.37
 Bilzen ,73006,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.67,0.17,0.16
 Bilzen ,73006,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.17,0.14,0.69
 Blankenberge ,31004,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.3,0.19,0.51
 Blankenberge ,31004,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.54,0.29,0.17
 Blankenberge ,31004,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.38,0.1,0.52
 Blankenberge ,31004,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.07,0.1,0.83
 Blankenberge ,31004,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.41,0.06,0.53
 Blankenberge ,31004,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.39,0.26,0.36
 Blankenberge ,31004,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.62,0.22,0.16
 Blankenberge ,31004,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.31,0.23,0.46
 Blankenberge ,31004,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.71,0.15,0.14
 Blankenberge ,31004,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.26,0.11,0.64
 Bocholt ,72003,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.34,0.24,0.42
 Bocholt ,72003,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.63,0.25,0.12
 Bocholt ,72003,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.28,0.21,0.51
 Bocholt ,72003,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.21,0.22,0.57
 Bocholt ,72003,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.28,0.05,0.67
 Bocholt ,72003,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.35,0.27,0.38
 Bocholt ,72003,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.66,0.19,0.15
 Bocholt ,72003,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.33,0.28,0.4
 Bocholt ,72003,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.71,0.17,0.13
 Bocholt ,72003,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.24,0.12,0.64
 Boechout ,11004,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.26,0.24,0.5
 Boechout ,11004,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.43,0.3,0.27
 Boechout ,11004,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.21,0.17,0.62
 Boechout ,11004,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.12,0.2,0.68
 Boechout ,11004,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.24,0.03,0.73
 Boechout ,11004,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.27,0.31,0.42
 Boechout ,11004,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.56,0.26,0.18
 Boechout ,11004,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.25,0.26,0.49
 Boechout ,11004,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.51,0.23,0.26
 Boechout ,11004,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.15,0.14,0.71
 Bonheiden ,12005,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.26,0.25,0.49
 Bonheiden ,12005,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.43,0.31,0.26
 Bonheiden ,12005,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.25,0.2,0.55
 Bonheiden ,12005,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.19,0.23,0.58
 Bonheiden ,12005,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.34,0.04,0.62
 Bonheiden ,12005,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.28,0.32,0.4
 Bonheiden ,12005,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.55,0.26,0.19
 Bonheiden ,12005,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.24,0.29,0.46
 Bonheiden ,12005,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.53,0.21,0.26
 Bonheiden ,12005,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.15,0.14,0.71
 Boom ,11005,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.31,0.28,0.41
 Boom ,11005,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.56,0.25,0.19
 Boom ,11005,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.37,0.17,0.46
 Boom ,11005,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.12,0.18,0.7
 Boom ,11005,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.36,0.07,0.57
 Boom ,11005,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.37,0.31,0.31
 Boom ,11005,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.6,0.23,0.17
 Boom ,11005,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.38,0.24,0.38
 Boom ,11005,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.56,0.21,0.23
 Boom ,11005,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.21,0.17,0.62
 Boortmeerbeek ,24014,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.27,0.26,0.47
 Boortmeerbeek ,24014,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.46,0.32,0.22
 Boortmeerbeek ,24014,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.25,0.24,0.51
 Boortmeerbeek ,24014,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.18,0.25,0.57
 Boortmeerbeek ,24014,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.28,0.05,0.67
 Boortmeerbeek ,24014,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.34,0.27,0.4
 Boortmeerbeek ,24014,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.58,0.26,0.16
 Boortmeerbeek ,24014,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.26,0.3,0.44
 Boortmeerbeek ,24014,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.53,0.23,0.24
 Boortmeerbeek ,24014,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.13,0.18,0.7
 Borgloon ,73009,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.3,0.26,0.44
 Borgloon ,73009,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.59,0.26,0.15
 Borgloon ,73009,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.5,0.21,0.3
 Borgloon ,73009,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.17,0.25,0.58
 Borgloon ,73009,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.32,0.1,0.58
 Borgloon ,73009,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.17,0.34,0.48
 Borgloon ,73009,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.59,0.28,0.12
 Borgloon ,73009,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.31,0.27,0.42
 Borgloon ,73009,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.7,0.13,0.17
 Borgloon ,73009,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.19,0.13,0.68
 Bornem ,12007,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.3,0.19,0.51
 Bornem ,12007,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.51,0.31,0.18
 Bornem ,12007,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.23,0.2,0.57
 Bornem ,12007,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.13,0.19,0.69
 Bornem ,12007,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.37,0.07,0.57
 Bornem ,12007,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.28,0.34,0.38
 Bornem ,12007,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.6,0.24,0.17
 Bornem ,12007,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.3,0.29,0.42
 Bornem ,12007,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.62,0.2,0.18
 Bornem ,12007,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.18,0.13,0.69
 Borsbeek ,11007,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.33,0.26,0.41
 Borsbeek ,11007,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.53,0.26,0.21
 Borsbeek ,11007,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.24,0.19,0.57
 Borsbeek ,11007,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.09,0.16,0.75
 Borsbeek ,11007,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.3,0.09,0.61
 Borsbeek ,11007,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.41,0.26,0.32
 Borsbeek ,11007,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.59,0.23,0.18
 Borsbeek ,11007,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.33,0.25,0.41
 Borsbeek ,11007,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.56,0.22,0.22
 Borsbeek ,11007,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.23,0.12,0.66
 Boutersem ,24016,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.29,0.25,0.46
 Boutersem ,24016,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.48,0.27,0.25
 Boutersem ,24016,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.37,0.24,0.4
 Boutersem ,24016,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.17,0.25,0.59
 Boutersem ,24016,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.32,0.06,0.62
 Boutersem ,24016,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.32,0.27,0.41
 Boutersem ,24016,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.58,0.28,0.14
 Boutersem ,24016,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.31,0.31,0.38
 Boutersem ,24016,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.51,0.2,0.29
 Boutersem ,24016,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.16,0.19,0.66
 Brakel ,45059,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.22,0.24,0.54
 Brakel ,45059,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.49,0.3,0.22
 Brakel ,45059,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.52,0.2,0.28
 Brakel ,45059,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.18,0.3,0.52
 Brakel ,45059,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.39,0.08,0.53
 Brakel ,45059,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.27,0.25,0.48
 Brakel ,45059,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.54,0.29,0.18
 Brakel ,45059,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.28,0.31,0.41
 Brakel ,45059,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.65,0.14,0.21
 Brakel ,45059,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.16,0.11,0.73
 Brasschaat ,11008,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.23,0.24,0.53
 Brasschaat ,11008,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.47,0.25,0.28
 Brasschaat ,11008,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.25,0.17,0.58
 Brasschaat ,11008,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.1,0.22,0.68
 Brasschaat ,11008,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.27,0.05,0.69
 Brasschaat ,11008,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.36,0.29,0.35
 Brasschaat ,11008,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.56,0.24,0.2
 Brasschaat ,11008,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.28,0.25,0.47
 Brasschaat ,11008,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.55,0.19,0.25
 Brasschaat ,11008,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.13,0.16,0.71
 Brecht ,11009,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.29,0.25,0.46
 Brecht ,11009,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.51,0.26,0.24
 Brecht ,11009,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.25,0.23,0.53
 Brecht ,11009,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.15,0.23,0.62
 Brecht ,11009,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.32,0.04,0.64
 Brecht ,11009,nee,Milieubewust handelen (detail),Lokaal geteelde groenten of fruit,2020,0.34,0.28,0.38
 Brecht ,11009,nee,Milieubewust handelen (detail),Producten van eerlijke handel (Fairtrade),2020,0.61,0.28,0.11
 Brecht ,11009,nee,Milieubewust handelen (detail),Seizoensgroenten,2020,0.3,0.26,0.44
 Brecht ,11009,nee,Milieubewust handelen (detail),Vegetarisch eten,2020,0.63,0.19,0.18
 Brecht ,11009,nee,Milieubewust handelen (detail),Weggooien eten beperken,2020,0.19,0.12,0.69
 Bredene ,35002,nee,Milieubewust handelen (detail),Aankoop van plastic beperken,2020,0.34,0.22,0.45
 Bredene ,35002,nee,Milieubewust handelen (detail),Biologische (BIO) producten,2020,0.52,0.3,0.19
 Bredene ,35002,nee,Milieubewust handelen (detail),Korte afstanden per fiets,2020,0.26,0.18,0.56
 Bredene ,35002,nee,Milieubewust handelen (detail),Korte afstanden te voet,2020,0.11,0.16,0.74
 Bredene ,35002,nee,Milieubewust handelen (detail),Kraantjeswater als drinkwater,2020,0.42,0.08,0.5
