Gemeente,Nis-code,Centrumstad?,Indicator,Nationaliteit,Jaar,Aantal personen met huidige niet-Belgische nationaliteit naar nationaliteitsgroep,Aantal inwoners,Procent
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2021,34308,529417,0.0648034
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteitsgroep",EU,2021,56930,529417,0.107533
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2021,19274,529417,0.0364061
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2021,6805,529417,0.0128538
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2021,57823,529417,0.10922
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2021,16710,529417,0.031563
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2021,24676,529417,0.0466098
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2021,12980,529417,0.0245175
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2022,35009,530630,0.0659763
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteitsgroep",EU,2022,57961,530630,0.109231
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2022,19300,530630,0.0363719
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2022,6770,530630,0.0127584
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2022,58723,530630,0.110667
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2022,16944,530630,0.0319319
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2022,24908,530630,0.0469404
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2022,13753,530630,0.0259182
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2011,71,12728,0.00557825
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2011,203,12728,0.0159491
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2011,30,12728,0.00235701
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2011,70,12728,0.00549969
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2011,157,12728,0.012335
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2011,16,12728,0.00125707
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2011,133,12728,0.0104494
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2011,40,12728,0.00314268
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2012,82,12724,0.00644451
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2012,214,12724,0.0168186
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2012,44,12724,0.00345803
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2012,60,12724,0.0047155
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2012,155,12724,0.0121817
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2012,13,12724,0.00102169
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2012,134,12724,0.0105313
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2012,36,12724,0.0028293
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2013,92,12774,0.00720213
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2013,243,12774,0.019023
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2013,56,12774,0.0043839
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2013,60,12774,0.00469704
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2013,169,12774,0.01323
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2013,17,12774,0.00133083
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2013,143,12774,0.0111946
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2013,44,12774,0.0034445
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2014,99,12804,0.00773196
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2014,245,12804,0.0191346
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2014,66,12804,0.00515464
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2014,54,12804,0.00421743
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2014,173,12804,0.0135114
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2014,20,12804,0.00156201
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2014,140,12804,0.0109341
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2014,39,12804,0.00304592
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2015,126,12792,0.00984991
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2015,272,12792,0.0212633
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2015,68,12792,0.00531582
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2015,59,12792,0.00461226
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2015,199,12792,0.0155566
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2015,14,12792,0.00109443
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2015,162,12792,0.0126642
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2015,42,12792,0.0032833
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2016,141,12844,0.0109779
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2016,298,12844,0.0232015
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2016,63,12844,0.00490501
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2016,59,12844,0.00459358
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2016,219,12844,0.0170508
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2016,19,12844,0.00147929
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2016,190,12844,0.0147929
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2016,45,12844,0.00350358
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2017,160,12908,0.0123954
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2017,329,12908,0.0254881
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2017,83,12908,0.00643012
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2017,62,12908,0.00480322
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2017,244,12908,0.018903
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2017,22,12908,0.00170437
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2017,185,12908,0.0143322
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2017,61,12908,0.00472575
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2018,218,13120,0.0166159
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2018,381,13120,0.0290396
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2018,107,13120,0.00815549
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2018,59,13120,0.00449695
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2018,300,13120,0.0228659
