Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Externe uitwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
Kruibeke,46013,Nee,Externe uitwijking van vreemdelingen,2006,5,15216,0.3286
Kruibeke,46013,Nee,Externe uitwijking van vreemdelingen,2007,3,15328,0.19572
Kruibeke,46013,Nee,Externe uitwijking van vreemdelingen,2008,23,15485,1.48531
Kruibeke,46013,Nee,Externe uitwijking van vreemdelingen,2009,18,15642,1.15075
Kruibeke,46013,Nee,Externe uitwijking van vreemdelingen,2010,22,15820,1.39064
Kruibeke,46013,Nee,Externe uitwijking van vreemdelingen,2011,8,15946,0.50169
Kruibeke,46013,Nee,Externe uitwijking van vreemdelingen,2012,12,16028,0.74869
Kruibeke,46013,Nee,Externe uitwijking van vreemdelingen,2013,33,16164,2.04157
Kruibeke,46013,Nee,Externe uitwijking van vreemdelingen,2014,14,16306,0.85858
Kruibeke,46013,Nee,Externe uitwijking van vreemdelingen,2015,10,16421,0.60898
Kruibeke,46013,Nee,Externe uitwijking van vreemdelingen,2016,10,16541,0.60456
Kruibeke,46013,Nee,Externe uitwijking van vreemdelingen,2017,6,16589,0.36169
Kruibeke,46013,Nee,Externe uitwijking van vreemdelingen,2018,1,16657,0.06003
Kruibeke,46013,Nee,Externe uitwijking van vreemdelingen,2019,15,16745,0.89579
Kruibeke,46013,Nee,Externe uitwijking van vreemdelingen,2020,5,16846,0.29681
Kruibeke,46013,Nee,Externe uitwijking van vreemdelingen,2021,7,16785,0.41704
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2000,13,36458,0.35657
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2001,7,36532,0.19161
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2002,15,36772,0.40792
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2003,17,37043,0.45893
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2004,28,37304,0.75059
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2005,22,37515,0.58643
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2006,15,37850,0.3963
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2007,20,38276,0.52252
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2008,34,38481,0.88355
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2009,26,38814,0.66986
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2010,16,39174,0.40843
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2011,23,39546,0.5816
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2012,33,39882,0.82744
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2013,28,40104,0.69818
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2014,18,40332,0.4463
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2015,35,40494,0.86433
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2016,31,40626,0.76306
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2017,31,41057,0.75505
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2018,32,41438,0.77224
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2019,37,41690,0.8875
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2020,39,42044,0.9276
Lokeren,46014,Nee,Externe uitwijking van vreemdelingen,2021,39,42145,0.92538
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2000,11,17302,0.63576
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2001,6,17385,0.34513
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2002,9,17328,0.51939
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2003,9,17441,0.51603
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2004,5,17576,0.28448
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2005,13,17790,0.73075
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2006,9,17908,0.50257
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2007,17,18164,0.93592
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2008,18,18378,0.97943
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2009,15,18420,0.81433
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2010,10,18501,0.54051
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2011,13,18780,0.69223
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2012,13,18876,0.68871
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2013,16,18968,0.84353
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2014,18,19076,0.94359
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2015,28,19235,1.45568
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2016,28,19204,1.45803
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2017,21,19252,1.0908
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2018,38,19273,1.97167
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2019,32,19370,1.65204
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2020,14,19499,0.71799
Sint-Gillis-Waas,46020,Nee,Externe uitwijking van vreemdelingen,2021,36,19590,1.83767
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2000,39,68290,0.57109
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2001,21,68364,0.30718
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2002,12,68473,0.17525
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2003,25,68663,0.3641
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2004,20,68820,0.29061
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2005,26,69082,0.37636
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2006,16,69725,0.22947
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2007,25,70016,0.35706
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2008,41,70445,0.58201
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2009,29,71062,0.40809
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2010,35,71806,0.48742
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2011,55,72366,0.76003
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2012,37,72883,0.50766
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2013,52,73280,0.70961
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2014,74,73716,1.00385
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2015,65,74289,0.87496
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2016,58,75208,0.77119
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2017,63,76028,0.82864
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2018,63,76756,0.82078
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2019,83,77679,1.0685
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2020,0,78531,0.0
Sint-Niklaas,46021,Ja,Externe uitwijking van vreemdelingen,2021,88,79357,1.10891
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2000,21,16532,1.27026
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2001,17,16605,1.02379
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2002,19,16688,1.13854
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2003,18,16791,1.072
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2004,16,16809,0.95187
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2005,34,16823,2.02104
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2006,13,16856,0.77124
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2007,20,17040,1.17371
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2008,37,17095,2.16438
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2009,10,17294,0.57824
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2010,23,17350,1.32565
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2011,25,17439,1.43357
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2012,18,17487,1.02934
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2013,11,17575,0.62589
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2014,15,17635,0.85058
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2015,15,17782,0.84355
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2016,36,17888,2.01252
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2017,29,18102,1.60203
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2018,28,18352,1.52572
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2019,24,18445,1.30117
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2020,25,18687,1.33783
Stekene,46024,Nee,Externe uitwijking van vreemdelingen,2021,30,18863,1.59042
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2000,2,25533,0.07833
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2001,5,25782,0.19393
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2002,8,25937,0.30844
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2003,4,25980,0.15396
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2004,6,26122,0.22969
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2005,3,26250,0.11429
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2006,8,26287,0.30433
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2007,8,26667,0.3
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2008,8,27280,0.29326
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2009,25,27748,0.90097
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2010,14,28147,0.49739
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2011,17,28502,0.59645
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2012,14,28889,0.48461
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2013,29,29012,0.99959
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2014,17,29073,0.58473
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2015,22,29182,0.75389
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2016,20,29194,0.68507
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2017,25,29515,0.84703
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2018,36,29528,1.21918
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2019,32,29926,1.0693
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2020,27,30196,0.89416
Temse,46025,Nee,Externe uitwijking van vreemdelingen,2021,37,30287,1.22165
As,71002,Nee,Externe uitwijking van vreemdelingen,2000,8,7213,1.10911
As,71002,Nee,Externe uitwijking van vreemdelingen,2001,8,7227,1.10696
As,71002,Nee,Externe uitwijking van vreemdelingen,2002,7,7279,0.96167
As,71002,Nee,Externe uitwijking van vreemdelingen,2003,8,7270,1.10041
As,71002,Nee,Externe uitwijking van vreemdelingen,2004,9,7335,1.22699
As,71002,Nee,Externe uitwijking van vreemdelingen,2005,11,7447,1.4771
As,71002,Nee,Externe uitwijking van vreemdelingen,2006,7,7497,0.93371
As,71002,Nee,Externe uitwijking van vreemdelingen,2007,10,7579,1.31944
As,71002,Nee,Externe uitwijking van vreemdelingen,2008,11,7610,1.44547
As,71002,Nee,Externe uitwijking van vreemdelingen,2009,12,7685,1.56148
As,71002,Nee,Externe uitwijking van vreemdelingen,2010,17,7785,2.18369
As,71002,Nee,Externe uitwijking van vreemdelingen,2011,13,7856,1.65479
As,71002,Nee,Externe uitwijking van vreemdelingen,2012,15,8004,1.87406
As,71002,Nee,Externe uitwijking van vreemdelingen,2013,10,8060,1.24069
As,71002,Nee,Externe uitwijking van vreemdelingen,2014,10,8020,1.24688
As,71002,Nee,Externe uitwijking van vreemdelingen,2015,12,8119,1.47801
As,71002,Nee,Externe uitwijking van vreemdelingen,2016,15,8164,1.83733
As,71002,Nee,Externe uitwijking van vreemdelingen,2017,19,8210,2.31425
As,71002,Nee,Externe uitwijking van vreemdelingen,2018,20,8190,2.442
As,71002,Nee,Externe uitwijking van vreemdelingen,2019,11,8202,1.34114
As,71002,Nee,Externe uitwijking van vreemdelingen,2020,11,8236,1.3356
As,71002,Nee,Externe uitwijking van vreemdelingen,2021,3,8279,0.36236
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2000,19,39261,0.48394
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2001,14,39565,0.35385
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2002,17,39833,0.42678
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2003,21,40204,0.52234
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2004,11,40396,0.2723
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2005,24,40849,0.58753
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2006,20,41072,0.48695
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2007,26,41531,0.62604
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2008,22,41974,0.52413
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2009,32,42327,0.75602
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2010,26,42758,0.60807
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2011,24,43203,0.55552
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2012,24,43661,0.54969
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2013,29,43975,0.65947
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2014,21,44262,0.47445
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2015,34,44885,0.75749
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2016,40,45242,0.88413
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2017,34,45704,0.74392
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2018,39,46065,0.84663
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2019,43,46346,0.9278
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2020,44,46598,0.94425
Beringen,71004,Nee,Externe uitwijking van vreemdelingen,2021,42,46882,0.89587
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2000,17,17173,0.98993
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2001,33,17251,1.91293
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2002,19,17343,1.09554
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2003,24,17464,1.37426
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2004,25,17653,1.41619
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2005,24,17673,1.358
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2006,31,17706,1.75082
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2007,17,17874,0.9511
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2008,26,17999,1.44452
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2009,54,18129,2.97865
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2010,71,18208,3.89938
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2011,93,18242,5.09813
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2012,71,18377,3.86353
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2013,78,18542,4.20667
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2014,59,18666,3.16083
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2015,56,18757,2.98555
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2016,58,18906,3.06781
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2017,94,19086,4.92508
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2018,64,19137,3.34431
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2019,71,19031,3.73076
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2020,67,19090,3.50969
Diepenbeek,71011,Nee,Externe uitwijking van vreemdelingen,2021,31,19157,1.61821
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2000,101,62842,1.60721
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2001,84,62860,1.3363
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2002,71,62949,1.1279
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2003,71,63197,1.12347
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2004,91,63550,1.43194
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2005,52,63607,0.81752
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2006,61,63787,0.95631
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2007,89,64095,1.38856
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2008,73,64297,1.13536
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2009,79,64527,1.22429
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2010,82,64757,1.26627
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2011,76,64987,1.16946
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2012,90,65264,1.37901
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2013,88,65224,1.3492
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2014,92,65399,1.40675
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2015,101,65463,1.54286
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2016,102,65691,1.55272
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2017,98,65986,1.48516
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2018,111,66110,1.67902
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2019,125,66227,1.88745
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2020,95,66447,1.42971
Genk,71016,Ja,Externe uitwijking van vreemdelingen,2021,140,66673,2.0998
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2000,1,7600,0.13158
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2001,0,7640,0.0
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2002,1,7608,0.13144
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2003,1,7716,0.1296
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2004,1,7717,0.12958
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2005,1,7776,0.1286
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2006,8,7847,1.0195
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2007,5,7879,0.6346
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2008,3,7966,0.3766
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2009,2,8060,0.24814
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2010,5,8121,0.61569
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2011,7,8214,0.8522
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2012,1,8245,0.12129
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2013,1,8297,0.12053
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2014,7,8291,0.84429
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2015,4,8383,0.47716
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2016,5,8377,0.59687
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2017,14,8394,1.66786
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2018,2,8391,0.23835
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2019,4,8405,0.47591
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2020,2,8389,0.23841
Gingelom,71017,Nee,Externe uitwijking van vreemdelingen,2021,0,8426,0.0
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2000,0,8216,0.0
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2001,3,8290,0.36188
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2002,7,8320,0.84135
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2003,1,8397,0.11909
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2004,1,8407,0.11895
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2005,4,8513,0.46987
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2006,21,8624,2.43506
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2007,6,8678,0.6914
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2008,18,8820,2.04082
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2009,19,9015,2.1076
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2010,19,9136,2.07968
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2011,33,9242,3.57066
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2012,31,9352,3.3148
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2013,14,9422,1.48588
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2014,13,9480,1.37131
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2015,15,9546,1.57134
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2016,9,9566,0.94083
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2017,19,9511,1.99769
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2018,8,9461,0.84558
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2019,9,9427,0.9547
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2020,23,9485,2.42488
Halen,71020,Nee,Externe uitwijking van vreemdelingen,2021,13,9360,1.38889
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2000,89,68058,1.30771
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2001,120,68373,1.75508
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2002,165,68771,2.39927
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2003,125,68931,1.81341
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2004,116,69127,1.67807
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2005,154,69538,2.21462
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2006,138,70035,1.97044
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2007,169,70584,2.39431
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2008,194,71545,2.71158
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2009,219,72315,3.02842
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2010,264,73067,3.61312
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2011,210,73807,2.84526
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2012,246,74588,3.29812
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2013,245,75579,3.24164
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2014,163,75991,2.14499
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2015,228,76331,2.98699
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2016,152,76685,1.98213
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2017,183,77124,2.3728
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2018,175,77651,2.25367
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2019,215,78296,2.74599
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2020,191,78714,2.42651
Hasselt,71022,Ja,Externe uitwijking van vreemdelingen,2021,143,79089,1.80809
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2000,7,11615,0.60267
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2001,4,11590,0.34513
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2002,3,11629,0.25798
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2003,3,11609,0.25842
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2004,5,11597,0.43115
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2005,1,11663,0.08574
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2006,4,11795,0.33913
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2007,11,11874,0.92639
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2008,10,11960,0.83612
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2009,8,12081,0.6622
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2010,8,12219,0.65472
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2011,8,12264,0.65232
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2012,7,12316,0.56837
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2013,8,12330,0.64882
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2014,10,12390,0.8071
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2015,5,12463,0.40119
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2016,8,12608,0.63452
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2017,10,12694,0.78777
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2018,8,12661,0.63186
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2019,6,12636,0.47483
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2020,10,12650,0.79051
Herk-de-Stad,71024,Nee,Externe uitwijking van vreemdelingen,2021,3,12716,0.23592
Leopoldsburg,71034,Nee,Externe uitwijking van vreemdelingen,2000,4,13796,0.28994
Leopoldsburg,71034,Nee,Externe uitwijking van vreemdelingen,2001,1,13857,0.07217
Leopoldsburg,71034,Nee,Externe uitwijking van vreemdelingen,2002,9,13966,0.64442
Leopoldsburg,71034,Nee,Externe uitwijking van vreemdelingen,2003,9,14029,0.64153
Leopoldsburg,71034,Nee,Externe uitwijking van vreemdelingen,2004,8,14150,0.56537
Leopoldsburg,71034,Nee,Externe uitwijking van vreemdelingen,2005,23,14247,1.61437
Leopoldsburg,71034,Nee,Externe uitwijking van vreemdelingen,2006,16,14403,1.11088
Leopoldsburg,71034,Nee,Externe uitwijking van vreemdelingen,2007,17,14472,1.17468
Leopoldsburg,71034,Nee,Externe uitwijking van vreemdelingen,2008,15,14643,1.02438
Leopoldsburg,71034,Nee,Externe uitwijking van vreemdelingen,2009,27,14828,1.82088
Leopoldsburg,71034,Nee,Externe uitwijking van vreemdelingen,2010,11,14907,0.73791
Leopoldsburg,71034,Nee,Externe uitwijking van vreemdelingen,2011,12,15070,0.79628
Leopoldsburg,71034,Nee,Externe uitwijking van vreemdelingen,2012,22,15172,1.45004
Leopoldsburg,71034,Nee,Externe uitwijking van vreemdelingen,2013,12,15178,0.79062
Leopoldsburg,71034,Nee,Externe uitwijking van vreemdelingen,2014,15,15210,0.98619
Leopoldsburg,71034,Nee,Externe uitwijking van vreemdelingen,2015,12,15213,0.7888
Leopoldsburg,71034,Nee,Externe uitwijking van vreemdelingen,2016,7,15358,0.45579
