Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal vreemde nationaliteiten
Gavere,44020,Nee,Vreemde nationaliteiten,2017,43
Gavere,44020,Nee,Vreemde nationaliteiten,2018,49
Gavere,44020,Nee,Vreemde nationaliteiten,2019,58
Gavere,44020,Nee,Vreemde nationaliteiten,2020,57
Gavere,44020,Nee,Vreemde nationaliteiten,2021,59
Gavere,44020,Nee,Vreemde nationaliteiten,2022,56
Gent,44021,Ja,Vreemde nationaliteiten,2000,136
Gent,44021,Ja,Vreemde nationaliteiten,2001,140
Gent,44021,Ja,Vreemde nationaliteiten,2002,144
Gent,44021,Ja,Vreemde nationaliteiten,2003,144
Gent,44021,Ja,Vreemde nationaliteiten,2004,148
Gent,44021,Ja,Vreemde nationaliteiten,2005,152
Gent,44021,Ja,Vreemde nationaliteiten,2006,148
Gent,44021,Ja,Vreemde nationaliteiten,2007,151
Gent,44021,Ja,Vreemde nationaliteiten,2008,153
Gent,44021,Ja,Vreemde nationaliteiten,2009,157
Gent,44021,Ja,Vreemde nationaliteiten,2010,158
Gent,44021,Ja,Vreemde nationaliteiten,2011,157
Gent,44021,Ja,Vreemde nationaliteiten,2012,157
Gent,44021,Ja,Vreemde nationaliteiten,2013,158
Gent,44021,Ja,Vreemde nationaliteiten,2014,157
Gent,44021,Ja,Vreemde nationaliteiten,2015,158
Gent,44021,Ja,Vreemde nationaliteiten,2016,159
Gent,44021,Ja,Vreemde nationaliteiten,2017,163
Gent,44021,Ja,Vreemde nationaliteiten,2018,165
Gent,44021,Ja,Vreemde nationaliteiten,2019,160
Gent,44021,Ja,Vreemde nationaliteiten,2020,162
Gent,44021,Ja,Vreemde nationaliteiten,2021,159
Gent,44021,Ja,Vreemde nationaliteiten,2022,154
Lochristi,44034,Nee,Vreemde nationaliteiten,2000,31
Lochristi,44034,Nee,Vreemde nationaliteiten,2001,34
Lochristi,44034,Nee,Vreemde nationaliteiten,2002,35
Lochristi,44034,Nee,Vreemde nationaliteiten,2003,38
Lochristi,44034,Nee,Vreemde nationaliteiten,2004,42
Lochristi,44034,Nee,Vreemde nationaliteiten,2005,45
Lochristi,44034,Nee,Vreemde nationaliteiten,2006,42
Lochristi,44034,Nee,Vreemde nationaliteiten,2007,43
Lochristi,44034,Nee,Vreemde nationaliteiten,2008,46
Lochristi,44034,Nee,Vreemde nationaliteiten,2009,45
Lochristi,44034,Nee,Vreemde nationaliteiten,2010,48
Lochristi,44034,Nee,Vreemde nationaliteiten,2011,55
Lochristi,44034,Nee,Vreemde nationaliteiten,2012,50
Lochristi,44034,Nee,Vreemde nationaliteiten,2013,53
Lochristi,44034,Nee,Vreemde nationaliteiten,2014,52
Lochristi,44034,Nee,Vreemde nationaliteiten,2015,57
Lochristi,44034,Nee,Vreemde nationaliteiten,2016,64
Lochristi,44034,Nee,Vreemde nationaliteiten,2017,63
Lochristi,44034,Nee,Vreemde nationaliteiten,2018,64
Lochristi,44034,Nee,Vreemde nationaliteiten,2019,66
Lochristi,44034,Nee,Vreemde nationaliteiten,2020,62
Lochristi,44034,Nee,Vreemde nationaliteiten,2021,64
Lochristi,44034,Nee,Vreemde nationaliteiten,2022,65
Melle,44040,Nee,Vreemde nationaliteiten,2000,31
Melle,44040,Nee,Vreemde nationaliteiten,2001,35
Melle,44040,Nee,Vreemde nationaliteiten,2002,39
Melle,44040,Nee,Vreemde nationaliteiten,2003,44
Melle,44040,Nee,Vreemde nationaliteiten,2004,43
Melle,44040,Nee,Vreemde nationaliteiten,2005,38
Melle,44040,Nee,Vreemde nationaliteiten,2006,39
Melle,44040,Nee,Vreemde nationaliteiten,2007,43
Melle,44040,Nee,Vreemde nationaliteiten,2008,36
Melle,44040,Nee,Vreemde nationaliteiten,2009,44
Melle,44040,Nee,Vreemde nationaliteiten,2010,53
Melle,44040,Nee,Vreemde nationaliteiten,2011,56
Melle,44040,Nee,Vreemde nationaliteiten,2012,55
Melle,44040,Nee,Vreemde nationaliteiten,2013,48
Melle,44040,Nee,Vreemde nationaliteiten,2014,57
Melle,44040,Nee,Vreemde nationaliteiten,2015,59
Melle,44040,Nee,Vreemde nationaliteiten,2016,62
Melle,44040,Nee,Vreemde nationaliteiten,2017,68
Melle,44040,Nee,Vreemde nationaliteiten,2018,67
Melle,44040,Nee,Vreemde nationaliteiten,2019,66
Melle,44040,Nee,Vreemde nationaliteiten,2020,69
Melle,44040,Nee,Vreemde nationaliteiten,2021,73
Melle,44040,Nee,Vreemde nationaliteiten,2022,74
Merelbeke,44043,Nee,Vreemde nationaliteiten,2000,47
Merelbeke,44043,Nee,Vreemde nationaliteiten,2001,51
Merelbeke,44043,Nee,Vreemde nationaliteiten,2002,50
Merelbeke,44043,Nee,Vreemde nationaliteiten,2003,46
Merelbeke,44043,Nee,Vreemde nationaliteiten,2004,49
Merelbeke,44043,Nee,Vreemde nationaliteiten,2005,51
Merelbeke,44043,Nee,Vreemde nationaliteiten,2006,57
Merelbeke,44043,Nee,Vreemde nationaliteiten,2007,58
Merelbeke,44043,Nee,Vreemde nationaliteiten,2008,64
Merelbeke,44043,Nee,Vreemde nationaliteiten,2009,64
Merelbeke,44043,Nee,Vreemde nationaliteiten,2010,66
Merelbeke,44043,Nee,Vreemde nationaliteiten,2011,67
Merelbeke,44043,Nee,Vreemde nationaliteiten,2012,72
Merelbeke,44043,Nee,Vreemde nationaliteiten,2013,76
Merelbeke,44043,Nee,Vreemde nationaliteiten,2014,72
Merelbeke,44043,Nee,Vreemde nationaliteiten,2015,74
Merelbeke,44043,Nee,Vreemde nationaliteiten,2016,79
Merelbeke,44043,Nee,Vreemde nationaliteiten,2017,85
Merelbeke,44043,Nee,Vreemde nationaliteiten,2018,87
Merelbeke,44043,Nee,Vreemde nationaliteiten,2019,94
Merelbeke,44043,Nee,Vreemde nationaliteiten,2020,95
Merelbeke,44043,Nee,Vreemde nationaliteiten,2021,93
Merelbeke,44043,Nee,Vreemde nationaliteiten,2022,98
Moerbeke,44045,Nee,Vreemde nationaliteiten,2000,15
Moerbeke,44045,Nee,Vreemde nationaliteiten,2001,16
Moerbeke,44045,Nee,Vreemde nationaliteiten,2002,15
Moerbeke,44045,Nee,Vreemde nationaliteiten,2003,17
Moerbeke,44045,Nee,Vreemde nationaliteiten,2004,18
Moerbeke,44045,Nee,Vreemde nationaliteiten,2005,20
Moerbeke,44045,Nee,Vreemde nationaliteiten,2006,22
Moerbeke,44045,Nee,Vreemde nationaliteiten,2007,23
Moerbeke,44045,Nee,Vreemde nationaliteiten,2008,24
Moerbeke,44045,Nee,Vreemde nationaliteiten,2009,22
Moerbeke,44045,Nee,Vreemde nationaliteiten,2010,24
Moerbeke,44045,Nee,Vreemde nationaliteiten,2011,24
Moerbeke,44045,Nee,Vreemde nationaliteiten,2012,24
Moerbeke,44045,Nee,Vreemde nationaliteiten,2013,23
Moerbeke,44045,Nee,Vreemde nationaliteiten,2014,24
Moerbeke,44045,Nee,Vreemde nationaliteiten,2015,23
Moerbeke,44045,Nee,Vreemde nationaliteiten,2016,23
Moerbeke,44045,Nee,Vreemde nationaliteiten,2017,23
Moerbeke,44045,Nee,Vreemde nationaliteiten,2018,24
Moerbeke,44045,Nee,Vreemde nationaliteiten,2019,28
Moerbeke,44045,Nee,Vreemde nationaliteiten,2020,34
Moerbeke,44045,Nee,Vreemde nationaliteiten,2021,34
Moerbeke,44045,Nee,Vreemde nationaliteiten,2022,34
Nazareth,44048,Nee,Vreemde nationaliteiten,2000,22
Nazareth,44048,Nee,Vreemde nationaliteiten,2001,24
Nazareth,44048,Nee,Vreemde nationaliteiten,2002,18
Nazareth,44048,Nee,Vreemde nationaliteiten,2003,24
Nazareth,44048,Nee,Vreemde nationaliteiten,2004,26
Nazareth,44048,Nee,Vreemde nationaliteiten,2005,26
Nazareth,44048,Nee,Vreemde nationaliteiten,2006,23
Nazareth,44048,Nee,Vreemde nationaliteiten,2007,28
Nazareth,44048,Nee,Vreemde nationaliteiten,2008,35
Nazareth,44048,Nee,Vreemde nationaliteiten,2009,36
Nazareth,44048,Nee,Vreemde nationaliteiten,2010,41
Nazareth,44048,Nee,Vreemde nationaliteiten,2011,36
Nazareth,44048,Nee,Vreemde nationaliteiten,2012,39
Nazareth,44048,Nee,Vreemde nationaliteiten,2013,39
Nazareth,44048,Nee,Vreemde nationaliteiten,2014,44
Nazareth,44048,Nee,Vreemde nationaliteiten,2015,46
Nazareth,44048,Nee,Vreemde nationaliteiten,2016,48
Nazareth,44048,Nee,Vreemde nationaliteiten,2017,53
Nazareth,44048,Nee,Vreemde nationaliteiten,2018,57
Nazareth,44048,Nee,Vreemde nationaliteiten,2019,55
Nazareth,44048,Nee,Vreemde nationaliteiten,2020,54
Nazareth,44048,Nee,Vreemde nationaliteiten,2021,57
Nazareth,44048,Nee,Vreemde nationaliteiten,2022,61
Oosterzele,44052,Nee,Vreemde nationaliteiten,2000,21
Oosterzele,44052,Nee,Vreemde nationaliteiten,2001,19
Oosterzele,44052,Nee,Vreemde nationaliteiten,2002,22
Oosterzele,44052,Nee,Vreemde nationaliteiten,2003,25
Oosterzele,44052,Nee,Vreemde nationaliteiten,2004,27
Oosterzele,44052,Nee,Vreemde nationaliteiten,2005,26
Oosterzele,44052,Nee,Vreemde nationaliteiten,2006,34
Oosterzele,44052,Nee,Vreemde nationaliteiten,2007,33
Oosterzele,44052,Nee,Vreemde nationaliteiten,2008,36
Oosterzele,44052,Nee,Vreemde nationaliteiten,2009,31
Oosterzele,44052,Nee,Vreemde nationaliteiten,2010,34
Oosterzele,44052,Nee,Vreemde nationaliteiten,2011,30
Oosterzele,44052,Nee,Vreemde nationaliteiten,2012,36
Oosterzele,44052,Nee,Vreemde nationaliteiten,2013,39
Oosterzele,44052,Nee,Vreemde nationaliteiten,2014,34
Oosterzele,44052,Nee,Vreemde nationaliteiten,2015,34
Oosterzele,44052,Nee,Vreemde nationaliteiten,2016,35
Oosterzele,44052,Nee,Vreemde nationaliteiten,2017,39
Oosterzele,44052,Nee,Vreemde nationaliteiten,2018,40
Oosterzele,44052,Nee,Vreemde nationaliteiten,2019,42
Oosterzele,44052,Nee,Vreemde nationaliteiten,2020,40
Oosterzele,44052,Nee,Vreemde nationaliteiten,2021,45
Oosterzele,44052,Nee,Vreemde nationaliteiten,2022,47
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2000,35
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2001,30
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2002,32
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2003,31
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2004,34
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2005,34
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2006,38
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2007,38
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2008,32
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2009,35
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2010,40
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2011,40
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2012,40
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2013,41
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2014,43
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2015,48
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2016,50
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2017,49
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2018,51
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2019,54
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2020,55
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2021,54
Sint-Martens-Latem,44064,Nee,Vreemde nationaliteiten,2022,57
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2000,16
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2001,16
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2002,15
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2003,21
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2004,23
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2005,23
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2006,26
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2007,24
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2008,35
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2009,30
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2010,34
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2011,39
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2012,36
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2013,34
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2014,30
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2015,32
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2016,43
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2017,44
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2018,47
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2019,48
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2020,49
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2021,55
Wachtebeke,44073,Nee,Vreemde nationaliteiten,2022,54
Zulte,44081,Nee,Vreemde nationaliteiten,2000,28
Zulte,44081,Nee,Vreemde nationaliteiten,2001,26
Zulte,44081,Nee,Vreemde nationaliteiten,2002,29
Zulte,44081,Nee,Vreemde nationaliteiten,2003,37
Zulte,44081,Nee,Vreemde nationaliteiten,2004,37
Zulte,44081,Nee,Vreemde nationaliteiten,2005,32
Zulte,44081,Nee,Vreemde nationaliteiten,2006,30
Zulte,44081,Nee,Vreemde nationaliteiten,2007,30
Zulte,44081,Nee,Vreemde nationaliteiten,2008,32
Zulte,44081,Nee,Vreemde nationaliteiten,2009,40
Zulte,44081,Nee,Vreemde nationaliteiten,2010,43
Zulte,44081,Nee,Vreemde nationaliteiten,2011,43
Zulte,44081,Nee,Vreemde nationaliteiten,2012,49
Zulte,44081,Nee,Vreemde nationaliteiten,2013,53
Zulte,44081,Nee,Vreemde nationaliteiten,2014,54
Zulte,44081,Nee,Vreemde nationaliteiten,2015,53
Zulte,44081,Nee,Vreemde nationaliteiten,2016,57
Zulte,44081,Nee,Vreemde nationaliteiten,2017,53
Zulte,44081,Nee,Vreemde nationaliteiten,2018,53
Zulte,44081,Nee,Vreemde nationaliteiten,2019,56
Zulte,44081,Nee,Vreemde nationaliteiten,2020,61
Zulte,44081,Nee,Vreemde nationaliteiten,2021,63
Zulte,44081,Nee,Vreemde nationaliteiten,2022,65
Deinze,44083,Nee,Vreemde nationaliteiten,2000,58
Deinze,44083,Nee,Vreemde nationaliteiten,2001,51
Deinze,44083,Nee,Vreemde nationaliteiten,2002,53
Deinze,44083,Nee,Vreemde nationaliteiten,2003,63
Deinze,44083,Nee,Vreemde nationaliteiten,2004,65
Deinze,44083,Nee,Vreemde nationaliteiten,2005,73
Deinze,44083,Nee,Vreemde nationaliteiten,2006,73
Deinze,44083,Nee,Vreemde nationaliteiten,2007,71
Deinze,44083,Nee,Vreemde nationaliteiten,2008,73
Deinze,44083,Nee,Vreemde nationaliteiten,2009,82
Deinze,44083,Nee,Vreemde nationaliteiten,2010,82
Deinze,44083,Nee,Vreemde nationaliteiten,2011,90
Deinze,44083,Nee,Vreemde nationaliteiten,2012,90
Deinze,44083,Nee,Vreemde nationaliteiten,2013,87
Deinze,44083,Nee,Vreemde nationaliteiten,2014,89
Deinze,44083,Nee,Vreemde nationaliteiten,2015,89
Deinze,44083,Nee,Vreemde nationaliteiten,2016,87
Deinze,44083,Nee,Vreemde nationaliteiten,2017,92
Deinze,44083,Nee,Vreemde nationaliteiten,2018,97
Deinze,44083,Nee,Vreemde nationaliteiten,2019,105
Deinze,44083,Nee,Vreemde nationaliteiten,2020,107
Deinze,44083,Nee,Vreemde nationaliteiten,2021,103
Deinze,44083,Nee,Vreemde nationaliteiten,2022,105
Aalter,44084,Nee,Vreemde nationaliteiten,2000,33
Aalter,44084,Nee,Vreemde nationaliteiten,2001,42
Aalter,44084,Nee,Vreemde nationaliteiten,2002,46
Aalter,44084,Nee,Vreemde nationaliteiten,2003,46
Aalter,44084,Nee,Vreemde nationaliteiten,2004,54
Aalter,44084,Nee,Vreemde nationaliteiten,2005,55
Aalter,44084,Nee,Vreemde nationaliteiten,2006,62
Aalter,44084,Nee,Vreemde nationaliteiten,2007,62
Aalter,44084,Nee,Vreemde nationaliteiten,2008,68
Aalter,44084,Nee,Vreemde nationaliteiten,2009,68
Aalter,44084,Nee,Vreemde nationaliteiten,2010,70
Aalter,44084,Nee,Vreemde nationaliteiten,2011,71
Aalter,44084,Nee,Vreemde nationaliteiten,2012,69
Aalter,44084,Nee,Vreemde nationaliteiten,2013,72
Aalter,44084,Nee,Vreemde nationaliteiten,2014,68
Aalter,44084,Nee,Vreemde nationaliteiten,2015,68
Aalter,44084,Nee,Vreemde nationaliteiten,2016,72
Aalter,44084,Nee,Vreemde nationaliteiten,2017,74
Aalter,44084,Nee,Vreemde nationaliteiten,2018,74
Aalter,44084,Nee,Vreemde nationaliteiten,2019,78
Aalter,44084,Nee,Vreemde nationaliteiten,2020,74
Aalter,44084,Nee,Vreemde nationaliteiten,2021,77
Aalter,44084,Nee,Vreemde nationaliteiten,2022,81
Lievegem,44085,Nee,Vreemde nationaliteiten,2000,34
Lievegem,44085,Nee,Vreemde nationaliteiten,2001,35
Lievegem,44085,Nee,Vreemde nationaliteiten,2002,36
Lievegem,44085,Nee,Vreemde nationaliteiten,2003,41
Lievegem,44085,Nee,Vreemde nationaliteiten,2004,41
Lievegem,44085,Nee,Vreemde nationaliteiten,2005,41
Lievegem,44085,Nee,Vreemde nationaliteiten,2006,39
Lievegem,44085,Nee,Vreemde nationaliteiten,2007,44
Lievegem,44085,Nee,Vreemde nationaliteiten,2008,50
Lievegem,44085,Nee,Vreemde nationaliteiten,2009,54
Lievegem,44085,Nee,Vreemde nationaliteiten,2010,54
Lievegem,44085,Nee,Vreemde nationaliteiten,2011,55
Lievegem,44085,Nee,Vreemde nationaliteiten,2012,58
Lievegem,44085,Nee,Vreemde nationaliteiten,2013,59
Lievegem,44085,Nee,Vreemde nationaliteiten,2014,56
Lievegem,44085,Nee,Vreemde nationaliteiten,2015,64
Lievegem,44085,Nee,Vreemde nationaliteiten,2016,67
Lievegem,44085,Nee,Vreemde nationaliteiten,2017,68
Lievegem,44085,Nee,Vreemde nationaliteiten,2018,70
Lievegem,44085,Nee,Vreemde nationaliteiten,2019,76
Lievegem,44085,Nee,Vreemde nationaliteiten,2020,73
Lievegem,44085,Nee,Vreemde nationaliteiten,2021,76
Lievegem,44085,Nee,Vreemde nationaliteiten,2022,77
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2000,47
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2001,44
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2002,51
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2003,45
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2004,44
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2005,50
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2006,57
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2007,61
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2008,72
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2009,76
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2010,83
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2011,83
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2012,86
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2013,82
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2014,87
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2015,91
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2016,96
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2017,93
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2018,94
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2019,97
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2020,97
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2021,99
Oudenaarde,45035,Nee,Vreemde nationaliteiten,2022,102
Ronse,45041,Nee,Vreemde nationaliteiten,2000,46
Ronse,45041,Nee,Vreemde nationaliteiten,2001,37
Ronse,45041,Nee,Vreemde nationaliteiten,2002,48
Ronse,45041,Nee,Vreemde nationaliteiten,2003,49
Ronse,45041,Nee,Vreemde nationaliteiten,2004,50
Ronse,45041,Nee,Vreemde nationaliteiten,2005,52
Ronse,45041,Nee,Vreemde nationaliteiten,2006,55
Ronse,45041,Nee,Vreemde nationaliteiten,2007,58
Ronse,45041,Nee,Vreemde nationaliteiten,2008,57
Ronse,45041,Nee,Vreemde nationaliteiten,2009,68
Ronse,45041,Nee,Vreemde nationaliteiten,2010,71
Ronse,45041,Nee,Vreemde nationaliteiten,2011,74
Ronse,45041,Nee,Vreemde nationaliteiten,2012,72
Ronse,45041,Nee,Vreemde nationaliteiten,2013,68
Ronse,45041,Nee,Vreemde nationaliteiten,2014,72
Ronse,45041,Nee,Vreemde nationaliteiten,2015,75
Ronse,45041,Nee,Vreemde nationaliteiten,2016,78
Ronse,45041,Nee,Vreemde nationaliteiten,2017,81
Ronse,45041,Nee,Vreemde nationaliteiten,2018,83
Ronse,45041,Nee,Vreemde nationaliteiten,2019,84
Ronse,45041,Nee,Vreemde nationaliteiten,2020,81
Ronse,45041,Nee,Vreemde nationaliteiten,2021,83
Ronse,45041,Nee,Vreemde nationaliteiten,2022,85
Brakel,45059,Nee,Vreemde nationaliteiten,2000,20
Brakel,45059,Nee,Vreemde nationaliteiten,2001,18
Brakel,45059,Nee,Vreemde nationaliteiten,2002,22
Brakel,45059,Nee,Vreemde nationaliteiten,2003,29
Brakel,45059,Nee,Vreemde nationaliteiten,2004,30
Brakel,45059,Nee,Vreemde nationaliteiten,2005,37
Brakel,45059,Nee,Vreemde nationaliteiten,2006,35
Brakel,45059,Nee,Vreemde nationaliteiten,2007,34
Brakel,45059,Nee,Vreemde nationaliteiten,2008,35
Brakel,45059,Nee,Vreemde nationaliteiten,2009,40
Brakel,45059,Nee,Vreemde nationaliteiten,2010,39
Brakel,45059,Nee,Vreemde nationaliteiten,2011,41
Brakel,45059,Nee,Vreemde nationaliteiten,2012,42
Brakel,45059,Nee,Vreemde nationaliteiten,2013,40
Brakel,45059,Nee,Vreemde nationaliteiten,2014,42
Brakel,45059,Nee,Vreemde nationaliteiten,2015,52
Brakel,45059,Nee,Vreemde nationaliteiten,2016,50
Brakel,45059,Nee,Vreemde nationaliteiten,2017,56
Brakel,45059,Nee,Vreemde nationaliteiten,2018,56
Brakel,45059,Nee,Vreemde nationaliteiten,2019,57
Brakel,45059,Nee,Vreemde nationaliteiten,2020,59
Brakel,45059,Nee,Vreemde nationaliteiten,2021,57
Brakel,45059,Nee,Vreemde nationaliteiten,2022,65
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2000,14
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2001,13
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2002,13
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2003,14
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2004,20
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2005,22
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2006,19
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2007,20
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2008,21
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2009,25
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2010,22
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2011,22
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2012,19
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2013,20
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2014,18
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2015,21
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2016,28
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2017,28
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2018,31
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2019,30
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2020,35
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2021,34
Kluisbergen,45060,Nee,Vreemde nationaliteiten,2022,34
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2000,11
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2001,12
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2002,12
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2003,14
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2004,12
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2005,14
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2006,16
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2007,15
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2008,18
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2009,15
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2010,16
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2011,18
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2012,20
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2013,19
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2014,19
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2015,26
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2016,24
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2017,22
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2018,19
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2019,26
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2020,30
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2021,31
Wortegem-Petegem,45061,Nee,Vreemde nationaliteiten,2022,30
Horebeke,45062,Nee,Vreemde nationaliteiten,2000,5
Horebeke,45062,Nee,Vreemde nationaliteiten,2001,3
Horebeke,45062,Nee,Vreemde nationaliteiten,2002,2
Horebeke,45062,Nee,Vreemde nationaliteiten,2003,3
Horebeke,45062,Nee,Vreemde nationaliteiten,2004,6
Horebeke,45062,Nee,Vreemde nationaliteiten,2005,6
Horebeke,45062,Nee,Vreemde nationaliteiten,2006,6
Horebeke,45062,Nee,Vreemde nationaliteiten,2007,5
Horebeke,45062,Nee,Vreemde nationaliteiten,2008,6
Horebeke,45062,Nee,Vreemde nationaliteiten,2009,8
Horebeke,45062,Nee,Vreemde nationaliteiten,2010,9
Horebeke,45062,Nee,Vreemde nationaliteiten,2011,10
Horebeke,45062,Nee,Vreemde nationaliteiten,2012,7
Horebeke,45062,Nee,Vreemde nationaliteiten,2013,8
Horebeke,45062,Nee,Vreemde nationaliteiten,2014,10
Horebeke,45062,Nee,Vreemde nationaliteiten,2015,6
Horebeke,45062,Nee,Vreemde nationaliteiten,2016,5
Horebeke,45062,Nee,Vreemde nationaliteiten,2017,6
Horebeke,45062,Nee,Vreemde nationaliteiten,2018,9
Horebeke,45062,Nee,Vreemde nationaliteiten,2019,8
Horebeke,45062,Nee,Vreemde nationaliteiten,2020,5
Horebeke,45062,Nee,Vreemde nationaliteiten,2021,6
