Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal vreemde nationaliteiten
Vorselaar,13044,Nee,Vreemde nationaliteiten,2018,33
Vorselaar,13044,Nee,Vreemde nationaliteiten,2019,36
Vorselaar,13044,Nee,Vreemde nationaliteiten,2020,41
Vorselaar,13044,Nee,Vreemde nationaliteiten,2021,40
Vorselaar,13044,Nee,Vreemde nationaliteiten,2022,45
Vosselaar,13046,Nee,Vreemde nationaliteiten,2000,17
Vosselaar,13046,Nee,Vreemde nationaliteiten,2001,20
Vosselaar,13046,Nee,Vreemde nationaliteiten,2002,20
Vosselaar,13046,Nee,Vreemde nationaliteiten,2003,24
Vosselaar,13046,Nee,Vreemde nationaliteiten,2004,24
Vosselaar,13046,Nee,Vreemde nationaliteiten,2005,27
Vosselaar,13046,Nee,Vreemde nationaliteiten,2006,29
Vosselaar,13046,Nee,Vreemde nationaliteiten,2007,37
Vosselaar,13046,Nee,Vreemde nationaliteiten,2008,40
Vosselaar,13046,Nee,Vreemde nationaliteiten,2009,37
Vosselaar,13046,Nee,Vreemde nationaliteiten,2010,41
Vosselaar,13046,Nee,Vreemde nationaliteiten,2011,41
Vosselaar,13046,Nee,Vreemde nationaliteiten,2012,42
Vosselaar,13046,Nee,Vreemde nationaliteiten,2013,47
Vosselaar,13046,Nee,Vreemde nationaliteiten,2014,47
Vosselaar,13046,Nee,Vreemde nationaliteiten,2015,49
Vosselaar,13046,Nee,Vreemde nationaliteiten,2016,47
Vosselaar,13046,Nee,Vreemde nationaliteiten,2017,43
Vosselaar,13046,Nee,Vreemde nationaliteiten,2018,46
Vosselaar,13046,Nee,Vreemde nationaliteiten,2019,48
Vosselaar,13046,Nee,Vreemde nationaliteiten,2020,53
Vosselaar,13046,Nee,Vreemde nationaliteiten,2021,51
Vosselaar,13046,Nee,Vreemde nationaliteiten,2022,52
Westerlo,13049,Nee,Vreemde nationaliteiten,2000,35
Westerlo,13049,Nee,Vreemde nationaliteiten,2001,35
Westerlo,13049,Nee,Vreemde nationaliteiten,2002,38
Westerlo,13049,Nee,Vreemde nationaliteiten,2003,38
Westerlo,13049,Nee,Vreemde nationaliteiten,2004,40
Westerlo,13049,Nee,Vreemde nationaliteiten,2005,45
Westerlo,13049,Nee,Vreemde nationaliteiten,2006,48
Westerlo,13049,Nee,Vreemde nationaliteiten,2007,55
Westerlo,13049,Nee,Vreemde nationaliteiten,2008,60
Westerlo,13049,Nee,Vreemde nationaliteiten,2009,62
Westerlo,13049,Nee,Vreemde nationaliteiten,2010,58
Westerlo,13049,Nee,Vreemde nationaliteiten,2011,64
Westerlo,13049,Nee,Vreemde nationaliteiten,2012,66
Westerlo,13049,Nee,Vreemde nationaliteiten,2013,68
Westerlo,13049,Nee,Vreemde nationaliteiten,2014,65
Westerlo,13049,Nee,Vreemde nationaliteiten,2015,73
Westerlo,13049,Nee,Vreemde nationaliteiten,2016,72
Westerlo,13049,Nee,Vreemde nationaliteiten,2017,68
Westerlo,13049,Nee,Vreemde nationaliteiten,2018,68
Westerlo,13049,Nee,Vreemde nationaliteiten,2019,72
Westerlo,13049,Nee,Vreemde nationaliteiten,2020,71
Westerlo,13049,Nee,Vreemde nationaliteiten,2021,73
Westerlo,13049,Nee,Vreemde nationaliteiten,2022,82
Laakdal,13053,Nee,Vreemde nationaliteiten,2000,27
Laakdal,13053,Nee,Vreemde nationaliteiten,2001,26
Laakdal,13053,Nee,Vreemde nationaliteiten,2002,27
Laakdal,13053,Nee,Vreemde nationaliteiten,2003,26
Laakdal,13053,Nee,Vreemde nationaliteiten,2004,26
Laakdal,13053,Nee,Vreemde nationaliteiten,2005,25
Laakdal,13053,Nee,Vreemde nationaliteiten,2006,28
Laakdal,13053,Nee,Vreemde nationaliteiten,2007,30
Laakdal,13053,Nee,Vreemde nationaliteiten,2008,33
Laakdal,13053,Nee,Vreemde nationaliteiten,2009,36
Laakdal,13053,Nee,Vreemde nationaliteiten,2010,40
Laakdal,13053,Nee,Vreemde nationaliteiten,2011,38
Laakdal,13053,Nee,Vreemde nationaliteiten,2012,40
Laakdal,13053,Nee,Vreemde nationaliteiten,2013,40
Laakdal,13053,Nee,Vreemde nationaliteiten,2014,42
Laakdal,13053,Nee,Vreemde nationaliteiten,2015,45
Laakdal,13053,Nee,Vreemde nationaliteiten,2016,48
Laakdal,13053,Nee,Vreemde nationaliteiten,2017,51
Laakdal,13053,Nee,Vreemde nationaliteiten,2018,56
Laakdal,13053,Nee,Vreemde nationaliteiten,2019,58
Laakdal,13053,Nee,Vreemde nationaliteiten,2020,55
Laakdal,13053,Nee,Vreemde nationaliteiten,2021,57
Laakdal,13053,Nee,Vreemde nationaliteiten,2022,61
Asse,23002,Nee,Vreemde nationaliteiten,2000,65
Asse,23002,Nee,Vreemde nationaliteiten,2001,65
Asse,23002,Nee,Vreemde nationaliteiten,2002,69
Asse,23002,Nee,Vreemde nationaliteiten,2003,78
Asse,23002,Nee,Vreemde nationaliteiten,2004,77
Asse,23002,Nee,Vreemde nationaliteiten,2005,82
Asse,23002,Nee,Vreemde nationaliteiten,2006,81
Asse,23002,Nee,Vreemde nationaliteiten,2007,80
Asse,23002,Nee,Vreemde nationaliteiten,2008,84
Asse,23002,Nee,Vreemde nationaliteiten,2009,88
Asse,23002,Nee,Vreemde nationaliteiten,2010,89
Asse,23002,Nee,Vreemde nationaliteiten,2011,93
Asse,23002,Nee,Vreemde nationaliteiten,2012,97
Asse,23002,Nee,Vreemde nationaliteiten,2013,98
Asse,23002,Nee,Vreemde nationaliteiten,2014,95
Asse,23002,Nee,Vreemde nationaliteiten,2015,96
Asse,23002,Nee,Vreemde nationaliteiten,2016,102
Asse,23002,Nee,Vreemde nationaliteiten,2017,107
Asse,23002,Nee,Vreemde nationaliteiten,2018,105
Asse,23002,Nee,Vreemde nationaliteiten,2019,99
Asse,23002,Nee,Vreemde nationaliteiten,2020,98
Asse,23002,Nee,Vreemde nationaliteiten,2021,102
Asse,23002,Nee,Vreemde nationaliteiten,2022,105
Beersel,23003,Nee,Vreemde nationaliteiten,2000,58
Beersel,23003,Nee,Vreemde nationaliteiten,2001,57
Beersel,23003,Nee,Vreemde nationaliteiten,2002,63
Beersel,23003,Nee,Vreemde nationaliteiten,2003,61
Beersel,23003,Nee,Vreemde nationaliteiten,2004,59
Beersel,23003,Nee,Vreemde nationaliteiten,2005,60
Beersel,23003,Nee,Vreemde nationaliteiten,2006,70
Beersel,23003,Nee,Vreemde nationaliteiten,2007,66
Beersel,23003,Nee,Vreemde nationaliteiten,2008,70
Beersel,23003,Nee,Vreemde nationaliteiten,2009,65
Beersel,23003,Nee,Vreemde nationaliteiten,2010,73
Beersel,23003,Nee,Vreemde nationaliteiten,2011,77
Beersel,23003,Nee,Vreemde nationaliteiten,2012,82
Beersel,23003,Nee,Vreemde nationaliteiten,2013,83
Beersel,23003,Nee,Vreemde nationaliteiten,2014,86
Beersel,23003,Nee,Vreemde nationaliteiten,2015,89
Beersel,23003,Nee,Vreemde nationaliteiten,2016,91
Beersel,23003,Nee,Vreemde nationaliteiten,2017,94
Beersel,23003,Nee,Vreemde nationaliteiten,2018,91
Beersel,23003,Nee,Vreemde nationaliteiten,2019,88
Beersel,23003,Nee,Vreemde nationaliteiten,2020,87
Beersel,23003,Nee,Vreemde nationaliteiten,2021,93
Beersel,23003,Nee,Vreemde nationaliteiten,2022,95
Bever,23009,Nee,Vreemde nationaliteiten,2000,11
Bever,23009,Nee,Vreemde nationaliteiten,2001,11
Bever,23009,Nee,Vreemde nationaliteiten,2002,9
Bever,23009,Nee,Vreemde nationaliteiten,2003,10
Bever,23009,Nee,Vreemde nationaliteiten,2004,9
Bever,23009,Nee,Vreemde nationaliteiten,2005,10
Bever,23009,Nee,Vreemde nationaliteiten,2006,11
Bever,23009,Nee,Vreemde nationaliteiten,2007,14
Bever,23009,Nee,Vreemde nationaliteiten,2008,14
Bever,23009,Nee,Vreemde nationaliteiten,2009,15
Bever,23009,Nee,Vreemde nationaliteiten,2010,19
Bever,23009,Nee,Vreemde nationaliteiten,2011,19
Bever,23009,Nee,Vreemde nationaliteiten,2012,18
Bever,23009,Nee,Vreemde nationaliteiten,2013,21
Bever,23009,Nee,Vreemde nationaliteiten,2014,20
Bever,23009,Nee,Vreemde nationaliteiten,2015,20
Bever,23009,Nee,Vreemde nationaliteiten,2016,21
Bever,23009,Nee,Vreemde nationaliteiten,2017,21
Bever,23009,Nee,Vreemde nationaliteiten,2018,25
Bever,23009,Nee,Vreemde nationaliteiten,2019,22
Bever,23009,Nee,Vreemde nationaliteiten,2020,22
Bever,23009,Nee,Vreemde nationaliteiten,2021,21
Bever,23009,Nee,Vreemde nationaliteiten,2022,23
Dilbeek,23016,Nee,Vreemde nationaliteiten,2000,70
Dilbeek,23016,Nee,Vreemde nationaliteiten,2001,74
Dilbeek,23016,Nee,Vreemde nationaliteiten,2002,79
Dilbeek,23016,Nee,Vreemde nationaliteiten,2003,81
Dilbeek,23016,Nee,Vreemde nationaliteiten,2004,80
Dilbeek,23016,Nee,Vreemde nationaliteiten,2005,85
Dilbeek,23016,Nee,Vreemde nationaliteiten,2006,87
Dilbeek,23016,Nee,Vreemde nationaliteiten,2007,90
Dilbeek,23016,Nee,Vreemde nationaliteiten,2008,89
Dilbeek,23016,Nee,Vreemde nationaliteiten,2009,96
Dilbeek,23016,Nee,Vreemde nationaliteiten,2010,95
Dilbeek,23016,Nee,Vreemde nationaliteiten,2011,94
Dilbeek,23016,Nee,Vreemde nationaliteiten,2012,94
Dilbeek,23016,Nee,Vreemde nationaliteiten,2013,90
Dilbeek,23016,Nee,Vreemde nationaliteiten,2014,96
Dilbeek,23016,Nee,Vreemde nationaliteiten,2015,99
Dilbeek,23016,Nee,Vreemde nationaliteiten,2016,102
Dilbeek,23016,Nee,Vreemde nationaliteiten,2017,101
Dilbeek,23016,Nee,Vreemde nationaliteiten,2018,107
Dilbeek,23016,Nee,Vreemde nationaliteiten,2019,105
Dilbeek,23016,Nee,Vreemde nationaliteiten,2020,102
Dilbeek,23016,Nee,Vreemde nationaliteiten,2021,102
Dilbeek,23016,Nee,Vreemde nationaliteiten,2022,104
Galmaarden,23023,Nee,Vreemde nationaliteiten,2000,18
Galmaarden,23023,Nee,Vreemde nationaliteiten,2001,18
Galmaarden,23023,Nee,Vreemde nationaliteiten,2002,17
Galmaarden,23023,Nee,Vreemde nationaliteiten,2003,18
Galmaarden,23023,Nee,Vreemde nationaliteiten,2004,16
Galmaarden,23023,Nee,Vreemde nationaliteiten,2005,17
Galmaarden,23023,Nee,Vreemde nationaliteiten,2006,20
Galmaarden,23023,Nee,Vreemde nationaliteiten,2007,30
Galmaarden,23023,Nee,Vreemde nationaliteiten,2008,31
Galmaarden,23023,Nee,Vreemde nationaliteiten,2009,30
Galmaarden,23023,Nee,Vreemde nationaliteiten,2010,32
Galmaarden,23023,Nee,Vreemde nationaliteiten,2011,35
Galmaarden,23023,Nee,Vreemde nationaliteiten,2012,34
Galmaarden,23023,Nee,Vreemde nationaliteiten,2013,32
Galmaarden,23023,Nee,Vreemde nationaliteiten,2014,29
Galmaarden,23023,Nee,Vreemde nationaliteiten,2015,34
Galmaarden,23023,Nee,Vreemde nationaliteiten,2016,32
Galmaarden,23023,Nee,Vreemde nationaliteiten,2017,39
Galmaarden,23023,Nee,Vreemde nationaliteiten,2018,44
Galmaarden,23023,Nee,Vreemde nationaliteiten,2019,40
Galmaarden,23023,Nee,Vreemde nationaliteiten,2020,41
Galmaarden,23023,Nee,Vreemde nationaliteiten,2021,40
Galmaarden,23023,Nee,Vreemde nationaliteiten,2022,40
Gooik,23024,Nee,Vreemde nationaliteiten,2000,19
Gooik,23024,Nee,Vreemde nationaliteiten,2001,20
Gooik,23024,Nee,Vreemde nationaliteiten,2002,20
Gooik,23024,Nee,Vreemde nationaliteiten,2003,21
Gooik,23024,Nee,Vreemde nationaliteiten,2004,21
Gooik,23024,Nee,Vreemde nationaliteiten,2005,24
Gooik,23024,Nee,Vreemde nationaliteiten,2006,26
Gooik,23024,Nee,Vreemde nationaliteiten,2007,30
Gooik,23024,Nee,Vreemde nationaliteiten,2008,23
Gooik,23024,Nee,Vreemde nationaliteiten,2009,26
Gooik,23024,Nee,Vreemde nationaliteiten,2010,29
Gooik,23024,Nee,Vreemde nationaliteiten,2011,35
Gooik,23024,Nee,Vreemde nationaliteiten,2012,32
Gooik,23024,Nee,Vreemde nationaliteiten,2013,36
Gooik,23024,Nee,Vreemde nationaliteiten,2014,42
Gooik,23024,Nee,Vreemde nationaliteiten,2015,40
Gooik,23024,Nee,Vreemde nationaliteiten,2016,42
Gooik,23024,Nee,Vreemde nationaliteiten,2017,45
Gooik,23024,Nee,Vreemde nationaliteiten,2018,43
Gooik,23024,Nee,Vreemde nationaliteiten,2019,44
Gooik,23024,Nee,Vreemde nationaliteiten,2020,42
Gooik,23024,Nee,Vreemde nationaliteiten,2021,44
Gooik,23024,Nee,Vreemde nationaliteiten,2022,46
Grimbergen,23025,Nee,Vreemde nationaliteiten,2000,74
Grimbergen,23025,Nee,Vreemde nationaliteiten,2001,75
Grimbergen,23025,Nee,Vreemde nationaliteiten,2002,75
Grimbergen,23025,Nee,Vreemde nationaliteiten,2003,80
Grimbergen,23025,Nee,Vreemde nationaliteiten,2004,91
Grimbergen,23025,Nee,Vreemde nationaliteiten,2005,89
Grimbergen,23025,Nee,Vreemde nationaliteiten,2006,89
Grimbergen,23025,Nee,Vreemde nationaliteiten,2007,89
Grimbergen,23025,Nee,Vreemde nationaliteiten,2008,93
Grimbergen,23025,Nee,Vreemde nationaliteiten,2009,98
Grimbergen,23025,Nee,Vreemde nationaliteiten,2010,97
Grimbergen,23025,Nee,Vreemde nationaliteiten,2011,100
Grimbergen,23025,Nee,Vreemde nationaliteiten,2012,99
Grimbergen,23025,Nee,Vreemde nationaliteiten,2013,99
Grimbergen,23025,Nee,Vreemde nationaliteiten,2014,100
Grimbergen,23025,Nee,Vreemde nationaliteiten,2015,105
Grimbergen,23025,Nee,Vreemde nationaliteiten,2016,107
Grimbergen,23025,Nee,Vreemde nationaliteiten,2017,107
Grimbergen,23025,Nee,Vreemde nationaliteiten,2018,108
Grimbergen,23025,Nee,Vreemde nationaliteiten,2019,109
Grimbergen,23025,Nee,Vreemde nationaliteiten,2020,109
Grimbergen,23025,Nee,Vreemde nationaliteiten,2021,109
Grimbergen,23025,Nee,Vreemde nationaliteiten,2022,110
Halle,23027,Nee,Vreemde nationaliteiten,2000,58
Halle,23027,Nee,Vreemde nationaliteiten,2001,62
Halle,23027,Nee,Vreemde nationaliteiten,2002,70
Halle,23027,Nee,Vreemde nationaliteiten,2003,69
Halle,23027,Nee,Vreemde nationaliteiten,2004,70
Halle,23027,Nee,Vreemde nationaliteiten,2005,77
Halle,23027,Nee,Vreemde nationaliteiten,2006,78
Halle,23027,Nee,Vreemde nationaliteiten,2007,78
Halle,23027,Nee,Vreemde nationaliteiten,2008,85
Halle,23027,Nee,Vreemde nationaliteiten,2009,89
Halle,23027,Nee,Vreemde nationaliteiten,2010,89
Halle,23027,Nee,Vreemde nationaliteiten,2011,96
Halle,23027,Nee,Vreemde nationaliteiten,2012,100
Halle,23027,Nee,Vreemde nationaliteiten,2013,100
Halle,23027,Nee,Vreemde nationaliteiten,2014,102
Halle,23027,Nee,Vreemde nationaliteiten,2015,101
Halle,23027,Nee,Vreemde nationaliteiten,2016,101
Halle,23027,Nee,Vreemde nationaliteiten,2017,101
Halle,23027,Nee,Vreemde nationaliteiten,2018,103
Halle,23027,Nee,Vreemde nationaliteiten,2019,105
Halle,23027,Nee,Vreemde nationaliteiten,2020,102
Halle,23027,Nee,Vreemde nationaliteiten,2021,103
Halle,23027,Nee,Vreemde nationaliteiten,2022,102
Herne,23032,Nee,Vreemde nationaliteiten,2000,22
Herne,23032,Nee,Vreemde nationaliteiten,2001,21
Herne,23032,Nee,Vreemde nationaliteiten,2002,19
Herne,23032,Nee,Vreemde nationaliteiten,2003,21
Herne,23032,Nee,Vreemde nationaliteiten,2004,20
Herne,23032,Nee,Vreemde nationaliteiten,2005,21
Herne,23032,Nee,Vreemde nationaliteiten,2006,19
Herne,23032,Nee,Vreemde nationaliteiten,2007,20
Herne,23032,Nee,Vreemde nationaliteiten,2008,19
Herne,23032,Nee,Vreemde nationaliteiten,2009,22
Herne,23032,Nee,Vreemde nationaliteiten,2010,25
Herne,23032,Nee,Vreemde nationaliteiten,2011,27
Herne,23032,Nee,Vreemde nationaliteiten,2012,27
Herne,23032,Nee,Vreemde nationaliteiten,2013,28
Herne,23032,Nee,Vreemde nationaliteiten,2014,30
Herne,23032,Nee,Vreemde nationaliteiten,2015,32
Herne,23032,Nee,Vreemde nationaliteiten,2016,34
Herne,23032,Nee,Vreemde nationaliteiten,2017,38
Herne,23032,Nee,Vreemde nationaliteiten,2018,34
Herne,23032,Nee,Vreemde nationaliteiten,2019,35
Herne,23032,Nee,Vreemde nationaliteiten,2020,39
Herne,23032,Nee,Vreemde nationaliteiten,2021,35
Herne,23032,Nee,Vreemde nationaliteiten,2022,33
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2000,52
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2001,55
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2002,58
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2003,59
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2004,60
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2005,62
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2006,59
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2007,60
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2008,62
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2009,65
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2010,63
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2011,73
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2012,71
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2013,72
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2014,66
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2015,67
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2016,69
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2017,75
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2018,85
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2019,83
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2020,80
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2021,86
Hoeilaart,23033,Nee,Vreemde nationaliteiten,2022,84
Kampenhout,23038,Nee,Vreemde nationaliteiten,2000,32
Kampenhout,23038,Nee,Vreemde nationaliteiten,2001,35
Kampenhout,23038,Nee,Vreemde nationaliteiten,2002,35
Kampenhout,23038,Nee,Vreemde nationaliteiten,2003,38
Kampenhout,23038,Nee,Vreemde nationaliteiten,2004,37
Kampenhout,23038,Nee,Vreemde nationaliteiten,2005,37
Kampenhout,23038,Nee,Vreemde nationaliteiten,2006,38
Kampenhout,23038,Nee,Vreemde nationaliteiten,2007,42
Kampenhout,23038,Nee,Vreemde nationaliteiten,2008,45
Kampenhout,23038,Nee,Vreemde nationaliteiten,2009,43
Kampenhout,23038,Nee,Vreemde nationaliteiten,2010,50
Kampenhout,23038,Nee,Vreemde nationaliteiten,2011,47
Kampenhout,23038,Nee,Vreemde nationaliteiten,2012,52
Kampenhout,23038,Nee,Vreemde nationaliteiten,2013,58
Kampenhout,23038,Nee,Vreemde nationaliteiten,2014,62
Kampenhout,23038,Nee,Vreemde nationaliteiten,2015,58
Kampenhout,23038,Nee,Vreemde nationaliteiten,2016,61
Kampenhout,23038,Nee,Vreemde nationaliteiten,2017,57
Kampenhout,23038,Nee,Vreemde nationaliteiten,2018,50
Kampenhout,23038,Nee,Vreemde nationaliteiten,2019,57
Kampenhout,23038,Nee,Vreemde nationaliteiten,2020,66
Kampenhout,23038,Nee,Vreemde nationaliteiten,2021,68
Kampenhout,23038,Nee,Vreemde nationaliteiten,2022,68
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2000,25
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2001,24
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2002,25
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2003,23
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2004,27
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2005,25
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2006,31
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2007,31
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2008,31
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2009,31
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2010,36
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2011,39
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2012,40
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2013,39
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2014,40
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2015,43
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2016,46
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2017,49
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2018,59
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2019,61
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2020,63
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2021,60
Kapelle-op-den-Bos,23039,Nee,Vreemde nationaliteiten,2022,58
Liedekerke,23044,Nee,Vreemde nationaliteiten,2000,27
Liedekerke,23044,Nee,Vreemde nationaliteiten,2001,27
Liedekerke,23044,Nee,Vreemde nationaliteiten,2002,31
Liedekerke,23044,Nee,Vreemde nationaliteiten,2003,29
Liedekerke,23044,Nee,Vreemde nationaliteiten,2004,30
Liedekerke,23044,Nee,Vreemde nationaliteiten,2005,37
Liedekerke,23044,Nee,Vreemde nationaliteiten,2006,39
Liedekerke,23044,Nee,Vreemde nationaliteiten,2007,42
Liedekerke,23044,Nee,Vreemde nationaliteiten,2008,52
Liedekerke,23044,Nee,Vreemde nationaliteiten,2009,51
Liedekerke,23044,Nee,Vreemde nationaliteiten,2010,50
Liedekerke,23044,Nee,Vreemde nationaliteiten,2011,54
Liedekerke,23044,Nee,Vreemde nationaliteiten,2012,54
Liedekerke,23044,Nee,Vreemde nationaliteiten,2013,62
Liedekerke,23044,Nee,Vreemde nationaliteiten,2014,63
Liedekerke,23044,Nee,Vreemde nationaliteiten,2015,64
Liedekerke,23044,Nee,Vreemde nationaliteiten,2016,69
Liedekerke,23044,Nee,Vreemde nationaliteiten,2017,70
Liedekerke,23044,Nee,Vreemde nationaliteiten,2018,70
Liedekerke,23044,Nee,Vreemde nationaliteiten,2019,66
Liedekerke,23044,Nee,Vreemde nationaliteiten,2020,67
Liedekerke,23044,Nee,Vreemde nationaliteiten,2021,66
Liedekerke,23044,Nee,Vreemde nationaliteiten,2022,69
Londerzeel,23045,Nee,Vreemde nationaliteiten,2000,35
Londerzeel,23045,Nee,Vreemde nationaliteiten,2001,35
Londerzeel,23045,Nee,Vreemde nationaliteiten,2002,33
Londerzeel,23045,Nee,Vreemde nationaliteiten,2003,31
Londerzeel,23045,Nee,Vreemde nationaliteiten,2004,32
Londerzeel,23045,Nee,Vreemde nationaliteiten,2005,35
Londerzeel,23045,Nee,Vreemde nationaliteiten,2006,35
Londerzeel,23045,Nee,Vreemde nationaliteiten,2007,40
Londerzeel,23045,Nee,Vreemde nationaliteiten,2008,42
Londerzeel,23045,Nee,Vreemde nationaliteiten,2009,44
Londerzeel,23045,Nee,Vreemde nationaliteiten,2010,47
Londerzeel,23045,Nee,Vreemde nationaliteiten,2011,46
Londerzeel,23045,Nee,Vreemde nationaliteiten,2012,55
Londerzeel,23045,Nee,Vreemde nationaliteiten,2013,57
Londerzeel,23045,Nee,Vreemde nationaliteiten,2014,56
Londerzeel,23045,Nee,Vreemde nationaliteiten,2015,59
Londerzeel,23045,Nee,Vreemde nationaliteiten,2016,61
Londerzeel,23045,Nee,Vreemde nationaliteiten,2017,65
Londerzeel,23045,Nee,Vreemde nationaliteiten,2018,69
Londerzeel,23045,Nee,Vreemde nationaliteiten,2019,71
Londerzeel,23045,Nee,Vreemde nationaliteiten,2020,69
Londerzeel,23045,Nee,Vreemde nationaliteiten,2021,70
Londerzeel,23045,Nee,Vreemde nationaliteiten,2022,72
Machelen,23047,Nee,Vreemde nationaliteiten,2000,49
Machelen,23047,Nee,Vreemde nationaliteiten,2001,53
Machelen,23047,Nee,Vreemde nationaliteiten,2002,55
Machelen,23047,Nee,Vreemde nationaliteiten,2003,62
Machelen,23047,Nee,Vreemde nationaliteiten,2004,59
Machelen,23047,Nee,Vreemde nationaliteiten,2005,61
Machelen,23047,Nee,Vreemde nationaliteiten,2006,61
Machelen,23047,Nee,Vreemde nationaliteiten,2007,66
Machelen,23047,Nee,Vreemde nationaliteiten,2008,77
Machelen,23047,Nee,Vreemde nationaliteiten,2009,79
Machelen,23047,Nee,Vreemde nationaliteiten,2010,79
Machelen,23047,Nee,Vreemde nationaliteiten,2011,80
Machelen,23047,Nee,Vreemde nationaliteiten,2012,82
Machelen,23047,Nee,Vreemde nationaliteiten,2013,82
Machelen,23047,Nee,Vreemde nationaliteiten,2014,88
Machelen,23047,Nee,Vreemde nationaliteiten,2015,86
Machelen,23047,Nee,Vreemde nationaliteiten,2016,83
Machelen,23047,Nee,Vreemde nationaliteiten,2017,85
Machelen,23047,Nee,Vreemde nationaliteiten,2018,87
Machelen,23047,Nee,Vreemde nationaliteiten,2019,88
Machelen,23047,Nee,Vreemde nationaliteiten,2020,90
Machelen,23047,Nee,Vreemde nationaliteiten,2021,91
Machelen,23047,Nee,Vreemde nationaliteiten,2022,91
Meise,23050,Nee,Vreemde nationaliteiten,2000,48
Meise,23050,Nee,Vreemde nationaliteiten,2001,55
Meise,23050,Nee,Vreemde nationaliteiten,2002,58
Meise,23050,Nee,Vreemde nationaliteiten,2003,59
Meise,23050,Nee,Vreemde nationaliteiten,2004,55
Meise,23050,Nee,Vreemde nationaliteiten,2005,60
Meise,23050,Nee,Vreemde nationaliteiten,2006,56
Meise,23050,Nee,Vreemde nationaliteiten,2007,59
Meise,23050,Nee,Vreemde nationaliteiten,2008,63
Meise,23050,Nee,Vreemde nationaliteiten,2009,61
Meise,23050,Nee,Vreemde nationaliteiten,2010,67
Meise,23050,Nee,Vreemde nationaliteiten,2011,66
Meise,23050,Nee,Vreemde nationaliteiten,2012,66
Meise,23050,Nee,Vreemde nationaliteiten,2013,69
