Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau naar nationaliteitsgroep,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau,Procent
Berlare,42003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Nederland,0,17,0.0
Berlare,42003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Onbepaalde nationaliteit,0,17,0.0
Berlare,42003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Derdelander,12,15,0.8
Berlare,42003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,EU+ (excl. Nederland),3,15,0.2
Berlare,42003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Nederland,0,15,0.0
Berlare,42003,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Onbepaalde nationaliteit,0,15,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Derdelander,12,18,0.666667
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,EU+,6,18,0.333333
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Onbepaalde nationaliteit,0,18,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Derdelander,13,13,1.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,EU+,0,13,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Onbepaalde nationaliteit,0,13,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Derdelander,9,11,0.818182
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,EU+ (excl. Nederland),2,11,0.181818
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Nederland,0,11,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Onbepaalde nationaliteit,0,11,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Derdelander,9,9,1.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,EU+ (excl. Nederland),0,9,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Nederland,0,9,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Onbepaalde nationaliteit,0,9,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Derdelander,5,7,0.714286
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,EU+ (excl. Nederland),2,7,0.285714
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Nederland,0,7,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Onbepaalde nationaliteit,0,7,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Derdelander,11,12,0.916667
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,EU+ (excl. Nederland),1,12,0.0833333
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Nederland,0,12,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Onbepaalde nationaliteit,0,12,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Derdelander,20,20,1.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,EU+ (excl. Nederland),0,20,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Nederland,0,20,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Onbepaalde nationaliteit,0,20,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Derdelander,7,7,1.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,EU+ (excl. Nederland),0,7,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Nederland,0,7,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Onbepaalde nationaliteit,0,7,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Derdelander,11,15,0.733333
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,EU+ (excl. Nederland),4,15,0.266667
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Nederland,0,15,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Onbepaalde nationaliteit,0,15,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Derdelander,19,24,0.791667
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,EU+ (excl. Nederland),4,24,0.166667
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Nederland,0,24,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Onbepaalde nationaliteit,1,24,0.0416667
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Derdelander,18,23,0.782609
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,EU+ (excl. Nederland),5,23,0.217391
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Nederland,0,23,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Onbepaalde nationaliteit,0,23,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Derdelander,9,11,0.818182
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,EU+ (excl. Nederland),2,11,0.181818
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Nederland,0,11,0.0
Buggenhout,42004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Onbepaalde nationaliteit,0,11,0.0
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Derdelander,64,74,0.864865
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,EU+,8,74,0.108108
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Onbepaalde nationaliteit,2,74,0.027027
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Derdelander,71,79,0.898734
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,EU+,7,79,0.0886076
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Onbepaalde nationaliteit,1,79,0.0126582
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Derdelander,38,46,0.826087
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,EU+ (excl. Nederland),7,46,0.152174
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Nederland,0,46,0.0
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Onbepaalde nationaliteit,1,46,0.0217391
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Derdelander,60,73,0.821918
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,EU+ (excl. Nederland),13,73,0.178082
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Nederland,0,73,0.0
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Onbepaalde nationaliteit,0,73,0.0
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Derdelander,54,72,0.75
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,EU+ (excl. Nederland),16,72,0.222222
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Nederland,0,72,0.0
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Onbepaalde nationaliteit,2,72,0.0277778
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Derdelander,71,84,0.845238
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,EU+ (excl. Nederland),10,84,0.119048
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Nederland,0,84,0.0
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Onbepaalde nationaliteit,3,84,0.0357143
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Derdelander,101,113,0.893805
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,EU+ (excl. Nederland),11,113,0.0973451
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Nederland,0,113,0.0
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Onbepaalde nationaliteit,1,113,0.00884956
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Derdelander,89,95,0.936842
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,EU+ (excl. Nederland),4,95,0.0421053
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Nederland,0,95,0.0
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Onbepaalde nationaliteit,2,95,0.0210526
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Derdelander,60,73,0.821918
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,EU+ (excl. Nederland),11,73,0.150685
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Nederland,0,73,0.0
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Onbepaalde nationaliteit,2,73,0.0273973
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Derdelander,76,108,0.703704
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,EU+ (excl. Nederland),30,108,0.277778
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Nederland,0,108,0.0
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Onbepaalde nationaliteit,2,108,0.0185185
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Derdelander,47,63,0.746032
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,EU+ (excl. Nederland),15,63,0.238095
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Nederland,0,63,0.0
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Onbepaalde nationaliteit,1,63,0.015873
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Derdelander,73,87,0.83908
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,EU+ (excl. Nederland),14,87,0.16092
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Nederland,0,87,0.0
Dendermonde,42006,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Onbepaalde nationaliteit,0,87,0.0
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Derdelander,37,59,0.627119
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,EU+,20,59,0.338983
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Onbepaalde nationaliteit,2,59,0.0338983
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Derdelander,37,52,0.711538
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,EU+,12,52,0.230769
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Onbepaalde nationaliteit,3,52,0.0576923
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Derdelander,34,46,0.73913
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,EU+ (excl. Nederland),10,46,0.217391
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Nederland,0,46,0.0
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Onbepaalde nationaliteit,2,46,0.0434783
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Derdelander,16,22,0.727273
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,EU+ (excl. Nederland),6,22,0.272727
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Nederland,0,22,0.0
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Onbepaalde nationaliteit,0,22,0.0
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Derdelander,18,32,0.5625
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,EU+ (excl. Nederland),14,32,0.4375
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Nederland,0,32,0.0
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Onbepaalde nationaliteit,0,32,0.0
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Derdelander,23,32,0.71875
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,EU+ (excl. Nederland),8,32,0.25
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Nederland,0,32,0.0
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Onbepaalde nationaliteit,1,32,0.03125
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Derdelander,22,28,0.785714
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,EU+ (excl. Nederland),6,28,0.214286
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Nederland,0,28,0.0
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Onbepaalde nationaliteit,0,28,0.0
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Derdelander,27,41,0.658537
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,EU+ (excl. Nederland),10,41,0.243902
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Nederland,1,41,0.0243902
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Onbepaalde nationaliteit,3,41,0.0731707
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Derdelander,20,29,0.689655
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,EU+ (excl. Nederland),9,29,0.310345
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Nederland,0,29,0.0
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Onbepaalde nationaliteit,0,29,0.0
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Derdelander,38,63,0.603175
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,EU+ (excl. Nederland),21,63,0.333333
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Nederland,3,63,0.047619
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Onbepaalde nationaliteit,1,63,0.015873
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Derdelander,27,44,0.613636
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,EU+ (excl. Nederland),16,44,0.363636
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Nederland,0,44,0.0
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2020,Onbepaalde nationaliteit,1,44,0.0227273
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Derdelander,46,63,0.730159
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,EU+ (excl. Nederland),16,63,0.253968
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Nederland,0,63,0.0
Hamme,42008,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2021,Onbepaalde nationaliteit,1,63,0.015873
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Derdelander,15,17,0.882353
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,EU+,1,17,0.0588235
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2010,Onbepaalde nationaliteit,1,17,0.0588235
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Derdelander,11,13,0.846154
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,EU+,2,13,0.153846
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2011,Onbepaalde nationaliteit,0,13,0.0
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Derdelander,1,3,0.333333
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,EU+ (excl. Nederland),2,3,0.666667
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Nederland,0,3,0.0
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2012,Onbepaalde nationaliteit,0,3,0.0
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Derdelander,10,11,0.909091
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,EU+ (excl. Nederland),1,11,0.0909091
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Nederland,0,11,0.0
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2013,Onbepaalde nationaliteit,0,11,0.0
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Derdelander,3,6,0.5
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,EU+ (excl. Nederland),2,6,0.333333
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Nederland,0,6,0.0
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2014,Onbepaalde nationaliteit,1,6,0.166667
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Derdelander,4,6,0.666667
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,EU+ (excl. Nederland),2,6,0.333333
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Nederland,0,6,0.0
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2015,Onbepaalde nationaliteit,0,6,0.0
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Derdelander,16,19,0.842105
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,EU+ (excl. Nederland),3,19,0.157895
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Nederland,0,19,0.0
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2016,Onbepaalde nationaliteit,0,19,0.0
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Derdelander,5,7,0.714286
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,EU+ (excl. Nederland),2,7,0.285714
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Nederland,0,7,0.0
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2017,Onbepaalde nationaliteit,0,7,0.0
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Derdelander,11,13,0.846154
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,EU+ (excl. Nederland),2,13,0.153846
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Nederland,0,13,0.0
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2018,Onbepaalde nationaliteit,0,13,0.0
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Derdelander,16,16,1.0
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,EU+ (excl. Nederland),0,16,0.0
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Nederland,0,16,0.0
Laarne,42010,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar nationaliteit",2019,Onbepaalde nationaliteit,0,16,0.0
