Gemeente,Nis-code,Centrumstad?,Indicator,Nationaliteitsgroep,Jaar,Aantal cursisten volwassenenonderwijs per nationaliteitsgroep,Totaal aantal cursisten,Procent
Sint-Lievens-Houtem,41063,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2019,3,200,0.015
Sint-Lievens-Houtem,41063,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2019,1,200,0.005
Sint-Lievens-Houtem,41063,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2020,23,170,0.135294
Sint-Lievens-Houtem,41063,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2020,136,170,0.8
Sint-Lievens-Houtem,41063,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2020,6,170,0.0352941
Sint-Lievens-Houtem,41063,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2020,3,170,0.0176471
Sint-Lievens-Houtem,41063,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2020,2,170,0.0117647
Sint-Lievens-Houtem,41063,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2020,28,170,0.164706
Sint-Lievens-Houtem,41063,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2020,3,170,0.0176471
Sint-Lievens-Houtem,41063,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2020,1,170,0.00588235
Sint-Lievens-Houtem,41063,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2020,2,170,0.0117647
Sint-Lievens-Houtem,41063,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2021,14,133,0.105263
Sint-Lievens-Houtem,41063,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2021,117,133,0.879699
Sint-Lievens-Houtem,41063,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2021,8,133,0.0601504
Sint-Lievens-Houtem,41063,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2021,4,133,0.0300752
Sint-Lievens-Houtem,41063,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2021,3,133,0.0225564
Sint-Lievens-Houtem,41063,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2021,8,133,0.0601504
Sint-Lievens-Houtem,41063,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2021,2,133,0.0150376
Sint-Lievens-Houtem,41063,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2021,3,133,0.0225564
Sint-Lievens-Houtem,41063,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2021,1,133,0.0075188
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2014,44,822,0.053528
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2014,713,822,0.867397
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2014,54,822,0.0656934
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2014,36,822,0.0437956
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2014,5,822,0.00608273
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2014,55,822,0.06691
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2014,6,822,0.00729927
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2014,9,822,0.0109489
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2014,9,822,0.0109489
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2015,50,872,0.0573394
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2015,738,872,0.84633
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2015,74,872,0.0848624
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2015,35,872,0.0401376
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2015,7,872,0.00802752
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2015,60,872,0.0688073
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2015,3,872,0.00344037
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2015,9,872,0.0103211
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2015,30,872,0.0344037
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2016,57,843,0.0676157
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2016,714,843,0.846975
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2016,62,843,0.0735469
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2016,31,843,0.0367734
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2016,5,843,0.0059312
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2016,67,843,0.0794781
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2016,5,843,0.0059312
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2016,6,843,0.00711744
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2016,25,843,0.029656
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2017,69,1000,0.069
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2017,830,1000,0.83
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2017,81,1000,0.081
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2017,42,1000,0.042
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2017,11,1000,0.011
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2017,89,1000,0.089
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2017,9,1000,0.009
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2017,11,1000,0.011
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2017,28,1000,0.028
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2018,93,915,0.101639
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2018,733,915,0.801093
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2018,64,915,0.0699454
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2018,37,915,0.0404372
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2018,12,915,0.0131148
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2018,118,915,0.128962
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2018,13,915,0.0142077
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2018,9,915,0.00983607
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2018,18,915,0.0196721
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2019,121,921,0.131379
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2019,708,921,0.76873
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2019,64,921,0.0694897
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2019,40,921,0.0434311
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2019,11,921,0.0119435
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2019,149,921,0.161781
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2019,17,921,0.0184582
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2019,8,921,0.00868621
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2019,16,921,0.0173724
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2020,124,814,0.152334
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2020,622,814,0.764128
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2020,48,814,0.0589681
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2020,23,814,0.0282555
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2020,7,814,0.00859951
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2020,144,814,0.176904
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2020,13,814,0.0159705
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2020,7,814,0.00859951
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2020,18,814,0.022113
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2021,111,585,0.189744
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2021,493,585,0.842735
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2021,46,585,0.0786325
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2021,24,585,0.0410256
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2021,12,585,0.0205128
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2021,46,585,0.0786325
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2021,12,585,0.0205128
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2021,7,585,0.0119658
Zottegem,41081,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2021,15,585,0.025641
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2014,25,624,0.0400641
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2014,572,624,0.916667
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2014,14,624,0.0224359
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2014,7,624,0.0112179
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2014,5,624,0.00801282
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2014,38,624,0.0608974
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2014,8,624,0.0128205
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2014,3,624,0.00480769
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2014,4,624,0.00641026
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2015,21,638,0.0329154
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2015,588,638,0.92163
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2015,20,638,0.031348
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2015,11,638,0.0172414
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2015,3,638,0.00470219
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2015,30,638,0.0470219
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2015,6,638,0.00940439
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2015,5,638,0.00783699
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2015,4,638,0.00626959
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2016,35,584,0.0599315
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2016,528,584,0.90411
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2016,15,584,0.0256849
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2016,10,584,0.0171233
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2016,1,584,0.00171233
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2016,41,584,0.0702055
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2016,5,584,0.00856164
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2016,3,584,0.00513699
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2016,2,584,0.00342466
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2017,43,605,0.0710744
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2017,530,605,0.876033
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2017,22,605,0.0363636
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2017,13,605,0.0214876
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2017,6,605,0.00991736
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2017,53,605,0.0876033
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2017,4,605,0.00661157
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2017,7,605,0.0115702
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2017,2,605,0.00330579
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2018,49,601,0.0815308
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2018,522,601,0.868552
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2018,19,601,0.031614
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2018,8,601,0.0133111
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2018,6,601,0.00998336
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2018,60,601,0.0998336
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2018,5,601,0.00831947
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2018,6,601,0.00998336
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2018,5,601,0.00831947
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2019,48,576,0.0833333
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2019,488,576,0.847222
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2019,21,576,0.0364583
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2019,11,576,0.0190972
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2019,9,576,0.015625
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2019,67,576,0.116319
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2019,10,576,0.0173611
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2019,3,576,0.00520833
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2019,7,576,0.0121528
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2020,53,507,0.104536
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2020,406,507,0.800789
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2020,28,507,0.0552268
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2020,12,507,0.0236686
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2020,13,507,0.025641
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2020,73,507,0.143984
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2020,7,507,0.0138067
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2020,6,507,0.0118343
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2020,10,507,0.0197239
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2021,38,396,0.0959596
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2021,342,396,0.863636
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2021,27,396,0.0681818
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2021,12,396,0.030303
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2021,8,396,0.020202
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2021,27,396,0.0681818
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2021,7,396,0.0176768
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2021,7,396,0.0176768
Erpe-Mere,41082,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2021,8,396,0.020202
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2014,15,530,0.0283019
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2014,493,530,0.930189
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2014,14,530,0.0264151
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2014,12,530,0.0226415
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2014,3,530,0.00566038
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2014,23,530,0.0433962
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2014,5,530,0.00943396
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2014,2,530,0.00377358
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2014,0,530,0.0
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2015,16,587,0.0272572
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2015,545,587,0.92845
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2015,18,587,0.0306644
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2015,9,587,0.0153322
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2015,3,587,0.00511073
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2015,24,587,0.0408859
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2015,5,587,0.00851789
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2015,5,587,0.00851789
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2015,4,587,0.00681431
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2016,25,518,0.0482625
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2016,467,518,0.901544
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2016,15,518,0.0289575
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2016,9,518,0.0173745
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2016,7,518,0.0135135
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2016,36,518,0.0694981
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2016,4,518,0.00772201
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2016,3,518,0.00579151
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2016,3,518,0.00579151
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2017,34,531,0.0640301
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2017,473,531,0.890772
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2017,17,531,0.0320151
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2017,11,531,0.0207156
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2017,5,531,0.0094162
