Gemeente,Nis-code,Centrumstad?,Indicator,Nationaliteitsgroep,Jaar,Aantal cursisten volwassenenonderwijs per nationaliteitsgroep,Totaal aantal cursisten,Procent
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2017,41,531,0.0772128
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2017,2,531,0.00376648
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2017,1,531,0.00188324
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2017,5,531,0.0094162
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2018,41,515,0.0796117
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2018,445,515,0.864078
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2018,16,515,0.031068
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2018,7,515,0.0135922
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2018,7,515,0.0135922
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2018,54,515,0.104854
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2018,6,515,0.0116505
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2018,4,515,0.00776699
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2018,5,515,0.00970874
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2019,40,494,0.0809717
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2019,426,494,0.862348
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2019,19,494,0.0384615
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2019,16,494,0.0323887
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2019,7,494,0.01417
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2019,49,494,0.0991903
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2019,2,494,0.00404858
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2019,3,494,0.00607287
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2019,0,494,0.0
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2020,33,452,0.0730088
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2020,388,452,0.858407
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2020,22,452,0.0486726
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2020,17,452,0.0376106
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2020,5,452,0.0110619
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2020,42,452,0.0929204
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2020,4,452,0.00884956
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2020,3,452,0.00663717
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2020,2,452,0.00442478
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2021,30,336,0.0892857
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2021,318,336,0.946429
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2021,9,336,0.0267857
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2021,8,336,0.0238095
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2021,2,336,0.00595238
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2021,9,336,0.0267857
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2021,5,336,0.014881
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2021,1,336,0.00297619
Berlare,42003,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2021,0,336,0.0
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2014,16,444,0.036036
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2014,418,444,0.941441
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2014,7,444,0.0157658
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2014,5,444,0.0112613
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2014,2,444,0.0045045
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2014,19,444,0.0427928
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2014,1,444,0.00225225
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2014,0,444,0.0
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2014,2,444,0.0045045
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2015,26,446,0.058296
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2015,405,446,0.908072
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2015,10,446,0.0224215
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2015,9,446,0.0201794
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2015,3,446,0.00672646
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2015,31,446,0.0695067
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2015,2,446,0.0044843
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2015,0,446,0.0
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2015,1,446,0.00224215
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2016,26,406,0.0640394
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2016,364,406,0.896552
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2016,10,406,0.0246305
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2016,7,406,0.0172414
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2016,3,406,0.00738916
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2016,32,406,0.0788177
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2016,3,406,0.00738916
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2016,1,406,0.00246305
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2016,2,406,0.00492611
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2017,33,414,0.0797101
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2017,367,414,0.886473
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2017,8,414,0.0193237
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2017,2,414,0.00483092
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2017,3,414,0.00724638
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2017,39,414,0.0942029
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2017,3,414,0.00724638
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2017,3,414,0.00724638
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2017,3,414,0.00724638
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2018,23,393,0.0585242
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2018,356,393,0.905852
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2018,8,393,0.0203562
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2018,3,393,0.00763359
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2018,3,393,0.00763359
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2018,29,393,0.0737913
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2018,3,393,0.00763359
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2018,3,393,0.00763359
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2018,2,393,0.00508906
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2019,28,401,0.0698254
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2019,350,401,0.872818
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2019,18,401,0.0448878
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2019,14,401,0.0349127
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2019,3,401,0.0074813
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2019,33,401,0.0822943
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2019,2,401,0.00498753
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2019,3,401,0.0074813
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2019,1,401,0.00249377
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2020,30,311,0.096463
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2020,254,311,0.81672
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2020,22,311,0.0707395
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2020,18,311,0.0578778
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2020,3,311,0.0096463
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2020,35,311,0.11254
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2020,2,311,0.00643087
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2020,3,311,0.0096463
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2020,1,311,0.00321543
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2021,24,279,0.0860215
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2021,227,279,0.81362
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2021,26,279,0.09319
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2021,24,279,0.0860215
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2021,7,279,0.0250896
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2021,26,279,0.09319
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2021,4,279,0.0143369
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2021,1,279,0.00358423
Buggenhout,42004,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2021,1,279,0.00358423
Dendermonde,42006,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2014,115,1980,0.0580808
Dendermonde,42006,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2014,1700,1980,0.858586
Dendermonde,42006,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2014,107,1980,0.0540404
Dendermonde,42006,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU13                                              ,2014,73,1980,0.0368687
Dendermonde,42006,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Europa niet-EU                                    ,2014,19,1980,0.00959596
Dendermonde,42006,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Niet-EU,2014,173,1980,0.0873737
Dendermonde,42006,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Turkije en Maghreb                                ,2014,39,1980,0.019697
Dendermonde,42006,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",West- en Noord-EU15,2014,9,1980,0.00454545
Dendermonde,42006,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Zuid-EU15,2014,25,1980,0.0126263
Dendermonde,42006,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",Andere landen                                     ,2015,167,2000,0.0835
Dendermonde,42006,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",België,2015,1668,2000,0.834
Dendermonde,42006,Nee,"Deelnemers volwassenenonderwijs, naar nationaliteit, naar woonplaats",EU,2015,102,2000,0.051
