Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Interne uitwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
Herselt,13013,Nee,Interne uitwijking van vreemdelingen,2010,38,14247,2.66723
Herselt,13013,Nee,Interne uitwijking van vreemdelingen,2011,34,14386,2.36341
Herselt,13013,Nee,Interne uitwijking van vreemdelingen,2012,38,14399,2.63907
Herselt,13013,Nee,Interne uitwijking van vreemdelingen,2013,41,14396,2.84801
Herselt,13013,Nee,Interne uitwijking van vreemdelingen,2014,30,14439,2.07771
Herselt,13013,Nee,Interne uitwijking van vreemdelingen,2015,47,14516,3.23781
Herselt,13013,Nee,Interne uitwijking van vreemdelingen,2016,35,14491,2.41529
Herselt,13013,Nee,Interne uitwijking van vreemdelingen,2017,36,14408,2.49861
Herselt,13013,Nee,Interne uitwijking van vreemdelingen,2018,27,14537,1.85733
Herselt,13013,Nee,Interne uitwijking van vreemdelingen,2019,41,14523,2.82311
Herselt,13013,Nee,Interne uitwijking van vreemdelingen,2020,56,14521,3.85648
Herselt,13013,Nee,Interne uitwijking van vreemdelingen,2021,59,14649,4.02758
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2000,72,17751,4.05611
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2001,81,17870,4.53274
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2002,66,18036,3.65935
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2003,68,18201,3.73606
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2004,87,18445,4.71673
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2005,89,18512,4.80769
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2006,105,18582,5.65063
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2007,110,18905,5.81857
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2008,124,19194,6.46035
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2009,151,19578,7.71274
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2010,100,19754,5.06227
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2011,136,20054,6.78169
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2012,190,20386,9.32012
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2013,146,20549,7.10497
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2014,224,20867,10.73465
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2015,244,21077,11.5766
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2016,172,21183,8.11972
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2017,217,21300,10.18779
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2018,226,21333,10.59392
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2019,228,21355,10.67666
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2020,228,21424,10.64227
Hoogstraten,13014,Nee,Interne uitwijking van vreemdelingen,2021,244,21560,11.31725
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2000,7,8626,0.8115
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2001,4,8690,0.4603
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2002,4,8813,0.45387
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2003,8,8942,0.89465
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2004,17,8990,1.89099
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2005,5,9105,0.54915
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2006,5,9167,0.54543
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2007,13,9371,1.38726
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2008,24,9592,2.50209
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2009,45,9779,4.6017
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2010,33,9864,3.3455
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2011,27,9968,2.70867
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2012,31,10061,3.0812
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2013,32,10175,3.14496
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2014,40,10254,3.90092
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2015,24,10268,2.33736
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2016,29,10255,2.82789
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2017,30,10328,2.90473
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2018,44,10382,4.2381
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2019,40,10424,3.8373
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2020,33,10471,3.15156
Hulshout,13016,Nee,Interne uitwijking van vreemdelingen,2021,29,10553,2.74803
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2000,17,17554,0.96844
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2001,28,17633,1.58793
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2002,21,17664,1.18886
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2003,31,17700,1.75141
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2004,46,17767,2.58907
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2005,39,17899,2.17889
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2006,39,17908,2.1778
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2007,48,17988,2.66845
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2008,45,18053,2.49266
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2009,52,18058,2.87961
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2010,66,18136,3.63917
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2011,45,18138,2.48098
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2012,79,18132,4.35694
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2013,79,17965,4.39744
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2014,48,17973,2.67067
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2015,56,18052,3.10215
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2016,67,18331,3.65501
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2017,90,18501,4.8646
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2018,118,18600,6.34409
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2019,81,18655,4.342
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2020,97,18882,5.13717
Kasterlee,13017,Nee,Interne uitwijking van vreemdelingen,2021,83,19052,4.3565
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2000,18,15021,1.19832
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2001,16,15107,1.05911
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2002,11,15151,0.72602
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2003,27,15258,1.76956
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2004,17,15325,1.1093
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2005,23,15389,1.49457
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2006,20,15509,1.28957
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2007,25,15628,1.59969
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2008,30,15807,1.89789
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2009,29,15978,1.815
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2010,25,16213,1.54197
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2011,50,16391,3.05045
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2012,31,16350,1.89602
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2013,45,16385,2.74641
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2014,38,16407,2.31608
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2015,42,16386,2.56316
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2016,54,16404,3.29188
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2017,58,16406,3.53529
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2018,47,16512,2.84641
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2019,71,16529,4.29548
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2020,50,16564,3.01859
Lille,13019,Nee,Interne uitwijking van vreemdelingen,2021,44,16517,2.66392
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2000,16,9192,1.74064
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2001,5,9204,0.54324
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2002,14,9239,1.51532
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2003,7,9276,0.75464
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2004,13,9279,1.40101
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2005,5,9317,0.53665
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2006,20,9361,2.13652
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2007,20,9463,2.11349
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2008,7,9579,0.73077
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2009,28,9661,2.89825
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2010,18,9725,1.8509
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2011,25,9803,2.55024
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2012,49,9913,4.943
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2013,28,9961,2.81096
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2014,50,10086,4.95737
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2015,62,10190,6.0844
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2016,55,10162,5.41232
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2017,49,10256,4.77769
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2018,74,10326,7.16638
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2019,65,10361,6.27353
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2020,52,10324,5.03681
Meerhout,13021,Nee,Interne uitwijking van vreemdelingen,2021,72,10279,7.00457
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2000,40,8055,4.96586
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2001,31,8058,3.84711
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2002,27,8084,3.33993
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2003,20,8044,2.48633
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2004,22,8027,2.74075
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2005,33,8114,4.06704
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2006,47,8173,5.75064
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2007,48,8270,5.80411
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2008,40,8339,4.79674
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2009,72,8432,8.5389
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2010,67,8465,7.91494
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2011,71,8557,8.2973
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2012,93,8576,10.84422
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2013,103,8682,11.86363
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2014,66,8637,7.64154
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2015,106,8693,12.19372
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2016,99,8642,11.45568
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2017,91,8626,10.5495
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2018,129,8619,14.96693
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2019,102,8600,11.86047
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2020,84,8588,9.78109
Merksplas,13023,Nee,Interne uitwijking van vreemdelingen,2021,77,8616,8.93686
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2000,58,31683,1.83063
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2001,73,31766,2.29805
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2002,59,31919,1.84843
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2003,54,32170,1.67858
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2004,64,32356,1.97799
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2005,119,32476,3.66424
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2006,129,32751,3.93881
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2007,142,33060,4.29522
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2008,178,33386,5.33158
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2009,176,33763,5.21281
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2010,166,34114,4.86604
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2011,168,34446,4.8772
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2012,212,34827,6.08723
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2013,170,35089,4.84482
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2014,204,35382,5.76564
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2015,198,35685,5.54855
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2016,242,36034,6.71588
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2017,255,36151,7.05375
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2018,302,36544,8.26401
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2019,264,36825,7.16904
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2020,278,37022,7.50905
Mol,13025,Nee,Interne uitwijking van vreemdelingen,2021,241,37021,6.50982
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2000,13,10895,1.19321
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2001,9,10920,0.82418
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2002,12,10976,1.09329
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2003,10,11009,0.90835
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2004,14,11090,1.2624
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2005,16,11147,1.43536
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2006,14,11314,1.2374
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2007,21,11467,1.83134
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2008,17,11549,1.47199
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2009,9,11655,0.7722
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2010,36,11749,3.06409
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2011,33,11784,2.80041
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2012,54,11923,4.52906
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2013,33,12016,2.74634
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2014,35,12125,2.8866
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2015,26,12186,2.1336
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2016,60,12242,4.90116
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2017,47,12381,3.79614
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2018,58,12491,4.64334
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2019,85,12505,6.79728
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2020,43,12560,3.42357
Olen,13029,Nee,Interne uitwijking van vreemdelingen,2021,57,12600,4.52381
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2000,27,12413,2.17514
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2001,60,12444,4.8216
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2002,63,12456,5.0578
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2003,47,12423,3.78331
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2004,47,12475,3.76754
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2005,43,12567,3.42166
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2006,66,12653,5.21615
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2007,96,12633,7.59915
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2008,91,12677,7.17835
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2009,55,12816,4.29151
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2010,77,12872,5.98198
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2011,89,12915,6.89121
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2012,97,12905,7.51647
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2013,88,12965,6.7875
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2014,76,13040,5.82822
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2015,92,13163,6.98929
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2016,104,13307,7.81544
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2017,97,13447,7.2135
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2018,141,13517,10.43131
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2019,101,13662,7.39277
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2020,90,13977,6.43915
Oud-Turnhout,13031,Nee,Interne uitwijking van vreemdelingen,2021,111,14201,7.81635
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2000,59,13099,4.50416
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2001,75,13138,5.70863
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2002,59,13238,4.45687
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2003,63,13347,4.72016
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2004,76,13436,5.65645
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2005,86,13531,6.35578
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2006,80,13762,5.81311
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2007,86,14020,6.13409
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2008,96,14139,6.78973
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2009,93,14323,6.49305
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2010,100,14446,6.92233
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2011,81,14442,5.60864
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2012,105,14515,7.2339
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2013,112,14556,7.69442
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2014,146,14661,9.95839
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2015,155,14712,10.53562
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2016,236,14735,16.01629
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2017,145,14810,9.79068
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2018,169,14871,11.3644
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2019,158,15009,10.52702
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2020,155,15023,10.31751
Ravels,13035,Nee,Interne uitwijking van vreemdelingen,2021,140,15104,9.26907
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2000,17,9733,1.74664
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2001,30,9797,3.06216
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2002,27,9899,2.72755
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2003,27,9957,2.71166
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2004,17,10014,1.69762
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2005,47,10168,4.62234
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2006,44,10321,4.26315
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2007,37,10485,3.52885
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2008,57,10545,5.40541
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2009,67,10683,6.27165
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2010,61,10741,5.67917
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2011,61,10806,5.64501
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2012,54,10799,5.00046
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2013,56,10817,5.17704
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2014,70,10897,6.42379
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2015,54,10980,4.91803
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2016,124,11096,11.1752
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2017,85,11184,7.60014
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2018,98,11240,8.71886
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2019,78,11396,6.84451
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2020,97,11508,8.42892
Retie,13036,Nee,Interne uitwijking van vreemdelingen,2021,100,11582,8.63409
Rijkevorsel,13037,Nee,Interne uitwijking van vreemdelingen,2000,16,10455,1.53037
Rijkevorsel,13037,Nee,Interne uitwijking van vreemdelingen,2001,18,10482,1.71723
Rijkevorsel,13037,Nee,Interne uitwijking van vreemdelingen,2002,18,10464,1.72018
Rijkevorsel,13037,Nee,Interne uitwijking van vreemdelingen,2003,9,10513,0.85608
