Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal inburgeraars die een inburgeringsattest hebben behaald naar nationaliteitsgroep,Aantal inburgeraars die een inburgeringsattest hebben behaald,Procent
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,27,0.0
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,0,27,0.0
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,18,18,1.0
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),0,18,0.0
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,18,0.0
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,18,27,0.666667
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),9,27,0.333333
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,27,0.0
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,0,27,0.0
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,16,22,0.727273
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),6,22,0.272727
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,22,0.0
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,0,22,0.0
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,15,25,0.6
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),10,25,0.4
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,0,25,0.0
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,0,25,0.0
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,36,46,0.782609
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),9,46,0.195652
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,1,46,0.0217391
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,0,46,0.0
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,14,22,0.636364
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),8,22,0.363636
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,22,0.0
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,0,22,0.0
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,17,24,0.708333
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),7,24,0.291667
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,24,0.0
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,0,24,0.0
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,26,36,0.722222
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),10,36,0.277778
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,36,0.0
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,0,36,0.0
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,50,58,0.862069
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),7,58,0.12069
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,0,58,0.0
Leopoldsburg,71034,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,1,58,0.0172414
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,6,6,1.0
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),0,6,0.0
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,6,0.0
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,0,6,0.0
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,6,8,0.75
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),2,8,0.25
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,8,0.0
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,0,8,0.0
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,3,8,0.375
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),4,8,0.5
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,8,0.0
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,1,8,0.125
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,11,14,0.785714
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),3,14,0.214286
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,14,0.0
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,3,12,0.25
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),8,12,0.666667
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,12,0.0
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,1,12,0.0833333
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,6,11,0.545455
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),5,11,0.454545
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,11,0.0
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,0,11,0.0
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,2,7,0.285714
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),5,7,0.714286
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,0,7,0.0
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,0,7,0.0
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,6,8,0.75
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),2,8,0.25
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,8,0.0
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,0,8,0.0
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,10,18,0.555556
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),5,18,0.277778
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,18,0.0
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,3,18,0.166667
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,8,12,0.666667
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),3,12,0.25
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,12,0.0
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,1,12,0.0833333
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,10,15,0.666667
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),5,15,0.333333
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,15,0.0
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,0,15,0.0
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,10,13,0.769231
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),3,13,0.230769
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,0,13,0.0
Lummen,71037,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,0,13,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,4,5,0.8
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),1,5,0.2
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,5,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,0,5,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,6,8,0.75
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),2,8,0.25
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,8,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,0,8,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,9,9,1.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),0,9,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,9,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,0,9,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,5,7,0.714286
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),2,7,0.285714
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,7,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,12,14,0.857143
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),2,14,0.142857
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,14,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,0,14,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,3,4,0.75
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),1,4,0.25
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,4,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,0,4,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,2,4,0.5
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),2,4,0.5
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,0,4,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,0,4,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,3,6,0.5
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),3,6,0.5
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,6,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,0,6,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,2,4,0.5
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),2,4,0.5
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,4,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,0,4,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,3,4,0.75
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),1,4,0.25
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,4,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,0,4,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,7,9,0.777778
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),2,9,0.222222
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,9,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,0,9,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,4,9,0.444444
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),5,9,0.555556
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,0,9,0.0
Nieuwerkerken,71045,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,0,9,0.0
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,71,82,0.865854
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),6,82,0.0731707
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,82,0.0
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,5,82,0.0609756
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,94,103,0.912621
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),7,103,0.0679612
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,103,0.0
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,2,103,0.0194175
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,146,159,0.918239
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),9,159,0.0566038
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,159,0.0
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,4,159,0.0251572
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,86,96,0.895833
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),10,96,0.104167
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,96,0.0
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,101,130,0.776923
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),24,130,0.184615
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,130,0.0
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,5,130,0.0384615
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,70,81,0.864198
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),11,81,0.135802
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,81,0.0
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,0,81,0.0
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,83,108,0.768519
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),24,108,0.222222
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,0,108,0.0
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,1,108,0.00925926
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,60,85,0.705882
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),22,85,0.258824
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,85,0.0
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,3,85,0.0352941
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,70,108,0.648148
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),36,108,0.333333
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,2,108,0.0185185
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,0,108,0.0
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,93,110,0.845455
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),17,110,0.154545
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,110,0.0
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,0,110,0.0
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,102,129,0.790698
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),27,129,0.209302
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,129,0.0
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,0,129,0.0
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,97,118,0.822034
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),19,118,0.161017
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,0,118,0.0
Sint-Truiden,71053,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,2,118,0.0169492
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,9,10,0.9
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),1,10,0.1
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,10,0.0
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,0,10,0.0
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,13,13,1.0
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),0,13,0.0
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,13,0.0
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,0,13,0.0
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,10,14,0.714286
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),4,14,0.285714
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,14,0.0
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,0,14,0.0
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,13,15,0.866667
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),2,15,0.133333
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,15,0.0
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,9,14,0.642857
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),5,14,0.357143
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,14,0.0
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,0,14,0.0
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,12,17,0.705882
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),5,17,0.294118
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,17,0.0
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,0,17,0.0
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,9,14,0.642857
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),4,14,0.285714
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,0,14,0.0
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,1,14,0.0714286
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,10,14,0.714286
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),3,14,0.214286
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,14,0.0
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,1,14,0.0714286
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,10,16,0.625
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),5,16,0.3125
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,16,0.0
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,1,16,0.0625
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,12,16,0.75
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),4,16,0.25
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,16,0.0
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,0,16,0.0
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,14,22,0.636364
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),8,22,0.363636
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,22,0.0
