Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal inburgeraars die een inburgeringsattest hebben behaald naar nationaliteitsgroep,Aantal inburgeraars die een inburgeringsattest hebben behaald,Procent
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,8,9,0.888889
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),1,9,0.111111
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,9,0.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,0,9,0.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,13,13,1.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),0,13,0.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,13,0.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,0,13,0.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,5,9,0.555556
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),4,9,0.444444
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,9,0.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,5,8,0.625
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),2,8,0.25
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,8,0.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,1,8,0.125
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,4,4,1.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),0,4,0.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,4,0.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,0,4,0.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,12,14,0.857143
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),1,14,0.0714286
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,0,14,0.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,1,14,0.0714286
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,23,32,0.71875
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),9,32,0.28125
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,32,0.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,0,32,0.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,26,31,0.83871
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),4,31,0.129032
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,31,0.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,1,31,0.0322581
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,19,21,0.904762
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),2,21,0.0952381
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,21,0.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,0,21,0.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,20,26,0.769231
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),5,26,0.192308
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,26,0.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,1,26,0.0384615
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,20,24,0.833333
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),4,24,0.166667
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,0,24,0.0
Lubbeek,24066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,0,24,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,11,12,0.916667
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),1,12,0.0833333
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,12,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,0,12,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,6,8,0.75
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),2,8,0.25
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,8,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,0,8,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,15,18,0.833333
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),2,18,0.111111
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,18,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,1,18,0.0555556
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,6,6,1.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),0,6,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,6,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,6,7,0.857143
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),1,7,0.142857
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,7,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,0,7,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,5,7,0.714286
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),2,7,0.285714
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,7,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,0,7,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,7,8,0.875
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),1,8,0.125
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,0,8,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,0,8,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,4,12,0.333333
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),7,12,0.583333
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,12,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,1,12,0.0833333
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,8,10,0.8
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),1,10,0.1
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,10,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,1,10,0.1
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,10,10,1.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),0,10,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,10,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,0,10,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,20,22,0.909091
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),2,22,0.0909091
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,22,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,0,22,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,14,17,0.823529
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),3,17,0.176471
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,0,17,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,0,17,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,8,14,0.571429
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),5,14,0.357143
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,1,14,0.0714286
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,0,14,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,5,6,0.833333
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),1,6,0.166667
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,6,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,0,6,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,10,12,0.833333
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),2,12,0.166667
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,12,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,0,12,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,9,13,0.692308
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),4,13,0.307692
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,13,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,3,6,0.5
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),3,6,0.5
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,6,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,0,6,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,5,8,0.625
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),3,8,0.375
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,8,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,0,8,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,7,8,0.875
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),0,8,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,0,8,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,1,8,0.125
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,15,16,0.9375
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),1,16,0.0625
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,16,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,0,16,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,13,14,0.928571
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),1,14,0.0714286
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,14,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,0,14,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,10,13,0.769231
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),2,13,0.153846
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,13,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,1,13,0.0769231
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,16,17,0.941176
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),0,17,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,17,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,1,17,0.0588235
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,13,14,0.928571
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),1,14,0.0714286
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,0,14,0.0
Rotselaar,24094,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,0,14,0.0
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,12,14,0.857143
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),2,14,0.142857
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,14,0.0
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,0,14,0.0
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,11,13,0.846154
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),1,13,0.0769231
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,13,0.0
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,1,13,0.0769231
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,17,18,0.944444
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),1,18,0.0555556
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,18,0.0
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,0,18,0.0
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,10,13,0.769231
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),3,13,0.230769
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,13,0.0
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,8,11,0.727273
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),3,11,0.272727
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,11,0.0
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,0,11,0.0
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,8,11,0.727273
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),3,11,0.272727
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,11,0.0
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,0,11,0.0
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,19,23,0.826087
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),4,23,0.173913
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,0,23,0.0
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,0,23,0.0
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,17,25,0.68
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),8,25,0.32
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,25,0.0
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,0,25,0.0
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,22,25,0.88
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),3,25,0.12
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,25,0.0
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,0,25,0.0
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,16,22,0.727273
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),6,22,0.272727
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,22,0.0
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,0,22,0.0
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,23,28,0.821429
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),5,28,0.178571
Tervuren,24104,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,28,0.0
