Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal inburgeraars die een inburgeringscontract hebben ondertekend,Aantal inwoners,Verhouding per 10000 inwoners
Oudenburg,35014,Nee,Inburgeraars met inburgeringscontract,2020,16,9507,16.8297
Oudenburg,35014,Nee,Inburgeraars met inburgeringscontract,2021,22,9672,22.7461
De Haan,35029,Nee,Inburgeraars met inburgeringscontract,2010,14,12401,11.2894
De Haan,35029,Nee,Inburgeraars met inburgeringscontract,2011,11,12518,8.78735
De Haan,35029,Nee,Inburgeraars met inburgeringscontract,2012,16,12473,12.8277
De Haan,35029,Nee,Inburgeraars met inburgeringscontract,2013,15,12563,11.9398
De Haan,35029,Nee,Inburgeraars met inburgeringscontract,2014,14,12577,11.1314
De Haan,35029,Nee,Inburgeraars met inburgeringscontract,2015,28,12587,22.2452
De Haan,35029,Nee,Inburgeraars met inburgeringscontract,2016,43,12622,34.0675
De Haan,35029,Nee,Inburgeraars met inburgeringscontract,2017,32,12656,25.2845
De Haan,35029,Nee,Inburgeraars met inburgeringscontract,2018,17,12635,13.4547
De Haan,35029,Nee,Inburgeraars met inburgeringscontract,2019,14,12666,11.0532
De Haan,35029,Nee,Inburgeraars met inburgeringscontract,2020,14,12700,11.0236
De Haan,35029,Nee,Inburgeraars met inburgeringscontract,2021,25,12789,19.548
Hooglede,36006,Nee,Inburgeraars met inburgeringscontract,2010,7,9957,7.03023
Hooglede,36006,Nee,Inburgeraars met inburgeringscontract,2011,10,9967,10.0331
Hooglede,36006,Nee,Inburgeraars met inburgeringscontract,2012,13,9895,13.1379
Hooglede,36006,Nee,Inburgeraars met inburgeringscontract,2013,12,10047,11.9439
Hooglede,36006,Nee,Inburgeraars met inburgeringscontract,2014,11,10106,10.8846
Hooglede,36006,Nee,Inburgeraars met inburgeringscontract,2015,9,10071,8.93655
Hooglede,36006,Nee,Inburgeraars met inburgeringscontract,2016,19,10016,18.9696
Hooglede,36006,Nee,Inburgeraars met inburgeringscontract,2017,16,10007,15.9888
Hooglede,36006,Nee,Inburgeraars met inburgeringscontract,2018,19,9950,19.0955
Hooglede,36006,Nee,Inburgeraars met inburgeringscontract,2019,28,9987,28.0364
Hooglede,36006,Nee,Inburgeraars met inburgeringscontract,2020,17,9973,17.046
Hooglede,36006,Nee,Inburgeraars met inburgeringscontract,2021,16,9925,16.1209
Ingelmunster,36007,Nee,Inburgeraars met inburgeringscontract,2010,29,10641,27.2531
Ingelmunster,36007,Nee,Inburgeraars met inburgeringscontract,2011,31,10680,29.0262
Ingelmunster,36007,Nee,Inburgeraars met inburgeringscontract,2012,16,10728,14.9142
Ingelmunster,36007,Nee,Inburgeraars met inburgeringscontract,2013,24,10818,22.1852
Ingelmunster,36007,Nee,Inburgeraars met inburgeringscontract,2014,21,10789,19.4643
Ingelmunster,36007,Nee,Inburgeraars met inburgeringscontract,2015,17,10691,15.9012
Ingelmunster,36007,Nee,Inburgeraars met inburgeringscontract,2016,39,10792,36.1379
Ingelmunster,36007,Nee,Inburgeraars met inburgeringscontract,2017,19,10792,17.6056
Ingelmunster,36007,Nee,Inburgeraars met inburgeringscontract,2018,18,10928,16.4714
Ingelmunster,36007,Nee,Inburgeraars met inburgeringscontract,2019,23,10996,20.9167
Ingelmunster,36007,Nee,Inburgeraars met inburgeringscontract,2020,18,11131,16.1711
Ingelmunster,36007,Nee,Inburgeraars met inburgeringscontract,2021,25,11189,22.3434
Izegem,36008,Nee,Inburgeraars met inburgeringscontract,2010,37,27111,13.6476
Izegem,36008,Nee,Inburgeraars met inburgeringscontract,2011,37,27238,13.584
Izegem,36008,Nee,Inburgeraars met inburgeringscontract,2012,28,27363,10.2328
Izegem,36008,Nee,Inburgeraars met inburgeringscontract,2013,34,27354,12.4296
Izegem,36008,Nee,Inburgeraars met inburgeringscontract,2014,41,27364,14.9832
Izegem,36008,Nee,Inburgeraars met inburgeringscontract,2015,38,27376,13.8808
Izegem,36008,Nee,Inburgeraars met inburgeringscontract,2016,57,27550,20.6897
Izegem,36008,Nee,Inburgeraars met inburgeringscontract,2017,66,27590,23.9217
Izegem,36008,Nee,Inburgeraars met inburgeringscontract,2018,51,27729,18.3923
Izegem,36008,Nee,Inburgeraars met inburgeringscontract,2019,75,28018,26.7685
Izegem,36008,Nee,Inburgeraars met inburgeringscontract,2020,64,28322,22.5973
Izegem,36008,Nee,Inburgeraars met inburgeringscontract,2021,75,28554,26.266
Ledegem,36010,Nee,Inburgeraars met inburgeringscontract,2010,13,9530,13.6411
Ledegem,36010,Nee,Inburgeraars met inburgeringscontract,2011,18,9583,18.7833
Ledegem,36010,Nee,Inburgeraars met inburgeringscontract,2012,6,9509,6.30981
Ledegem,36010,Nee,Inburgeraars met inburgeringscontract,2013,9,9523,9.4508
Ledegem,36010,Nee,Inburgeraars met inburgeringscontract,2014,8,9522,8.4016
Ledegem,36010,Nee,Inburgeraars met inburgeringscontract,2015,7,9507,7.363
Ledegem,36010,Nee,Inburgeraars met inburgeringscontract,2016,9,9530,9.44386
Ledegem,36010,Nee,Inburgeraars met inburgeringscontract,2017,10,9607,10.4091
Ledegem,36010,Nee,Inburgeraars met inburgeringscontract,2018,16,9716,16.4677
Ledegem,36010,Nee,Inburgeraars met inburgeringscontract,2019,13,9695,13.409
Ledegem,36010,Nee,Inburgeraars met inburgeringscontract,2020,5,9687,5.16156
Ledegem,36010,Nee,Inburgeraars met inburgeringscontract,2021,17,9715,17.4987
Lichtervelde,36011,Nee,Inburgeraars met inburgeringscontract,2010,16,8501,18.8213
Lichtervelde,36011,Nee,Inburgeraars met inburgeringscontract,2011,7,8490,8.24499
Lichtervelde,36011,Nee,Inburgeraars met inburgeringscontract,2012,7,8512,8.22368
Lichtervelde,36011,Nee,Inburgeraars met inburgeringscontract,2013,6,8536,7.02905
Lichtervelde,36011,Nee,Inburgeraars met inburgeringscontract,2014,5,8625,5.7971
Lichtervelde,36011,Nee,Inburgeraars met inburgeringscontract,2015,5,8612,5.80585
Lichtervelde,36011,Nee,Inburgeraars met inburgeringscontract,2016,14,8688,16.1142
Lichtervelde,36011,Nee,Inburgeraars met inburgeringscontract,2017,7,8760,7.99087
Lichtervelde,36011,Nee,Inburgeraars met inburgeringscontract,2018,13,8793,14.7845
Lichtervelde,36011,Nee,Inburgeraars met inburgeringscontract,2019,15,8926,16.8048
Lichtervelde,36011,Nee,Inburgeraars met inburgeringscontract,2020,7,8943,7.82735
Lichtervelde,36011,Nee,Inburgeraars met inburgeringscontract,2021,8,8962,8.92658
Moorslede,36012,Nee,Inburgeraars met inburgeringscontract,2010,13,10799,12.0382
Moorslede,36012,Nee,Inburgeraars met inburgeringscontract,2011,7,10859,6.44627
Moorslede,36012,Nee,Inburgeraars met inburgeringscontract,2012,8,10925,7.32265
Moorslede,36012,Nee,Inburgeraars met inburgeringscontract,2013,7,10990,6.36943
Moorslede,36012,Nee,Inburgeraars met inburgeringscontract,2014,6,10962,5.47345
Moorslede,36012,Nee,Inburgeraars met inburgeringscontract,2015,6,10942,5.48346
Moorslede,36012,Nee,Inburgeraars met inburgeringscontract,2016,7,10949,6.39328
Moorslede,36012,Nee,Inburgeraars met inburgeringscontract,2017,8,11015,7.26282
Moorslede,36012,Nee,Inburgeraars met inburgeringscontract,2018,14,11080,12.6354
Moorslede,36012,Nee,Inburgeraars met inburgeringscontract,2019,17,11250,15.1111
Moorslede,36012,Nee,Inburgeraars met inburgeringscontract,2020,15,11442,13.1096
Moorslede,36012,Nee,Inburgeraars met inburgeringscontract,2021,14,11445,12.2324
Roeselare,36015,Ja,Inburgeraars met inburgeringscontract,2010,161,57432,28.0332
Roeselare,36015,Ja,Inburgeraars met inburgeringscontract,2011,196,58137,33.7135
Roeselare,36015,Ja,Inburgeraars met inburgeringscontract,2012,164,58823,27.8803
Roeselare,36015,Ja,Inburgeraars met inburgeringscontract,2013,228,59340,38.4226
Roeselare,36015,Ja,Inburgeraars met inburgeringscontract,2014,310,59714,51.9141
Roeselare,36015,Ja,Inburgeraars met inburgeringscontract,2015,295,60386,48.8524
Roeselare,36015,Ja,Inburgeraars met inburgeringscontract,2016,327,60999,53.6074
Roeselare,36015,Ja,Inburgeraars met inburgeringscontract,2017,352,61657,57.09
Roeselare,36015,Ja,Inburgeraars met inburgeringscontract,2018,390,62301,62.5993
Roeselare,36015,Ja,Inburgeraars met inburgeringscontract,2019,355,62954,56.3904
Roeselare,36015,Ja,Inburgeraars met inburgeringscontract,2020,262,63478,41.2741
Roeselare,36015,Ja,Inburgeraars met inburgeringscontract,2021,354,63763,55.5181
Staden,36019,Nee,Inburgeraars met inburgeringscontract,2010,4,11053,3.61893
Staden,36019,Nee,Inburgeraars met inburgeringscontract,2011,6,10979,5.46498
Staden,36019,Nee,Inburgeraars met inburgeringscontract,2012,0,10951,0.0
Staden,36019,Nee,Inburgeraars met inburgeringscontract,2013,12,10949,10.9599
Staden,36019,Nee,Inburgeraars met inburgeringscontract,2014,12,11068,10.8421
Staden,36019,Nee,Inburgeraars met inburgeringscontract,2015,14,11193,12.5078
Staden,36019,Nee,Inburgeraars met inburgeringscontract,2016,20,11173,17.9003
Staden,36019,Nee,Inburgeraars met inburgeringscontract,2017,13,11314,11.4902
Staden,36019,Nee,Inburgeraars met inburgeringscontract,2018,26,11376,22.8551
Staden,36019,Nee,Inburgeraars met inburgeringscontract,2019,45,11489,39.1679
Staden,36019,Nee,Inburgeraars met inburgeringscontract,2020,19,11518,16.4959
Staden,36019,Nee,Inburgeraars met inburgeringscontract,2021,20,11462,17.449
Dentergem,37002,Nee,Inburgeraars met inburgeringscontract,2010,8,8254,9.69227
Dentergem,37002,Nee,Inburgeraars met inburgeringscontract,2011,5,8311,6.01612
Dentergem,37002,Nee,Inburgeraars met inburgeringscontract,2012,1,8339,1.19918
Dentergem,37002,Nee,Inburgeraars met inburgeringscontract,2013,7,8333,8.40034
Dentergem,37002,Nee,Inburgeraars met inburgeringscontract,2014,4,8340,4.79616
Dentergem,37002,Nee,Inburgeraars met inburgeringscontract,2015,11,8371,13.1406
Dentergem,37002,Nee,Inburgeraars met inburgeringscontract,2016,6,8374,7.16503
Dentergem,37002,Nee,Inburgeraars met inburgeringscontract,2017,10,8378,11.936
Dentergem,37002,Nee,Inburgeraars met inburgeringscontract,2018,7,8484,8.25083
Dentergem,37002,Nee,Inburgeraars met inburgeringscontract,2019,8,8555,9.35126
Dentergem,37002,Nee,Inburgeraars met inburgeringscontract,2020,4,8612,4.64468
Dentergem,37002,Nee,Inburgeraars met inburgeringscontract,2021,5,8644,5.78436
Meulebeke,37007,Nee,Inburgeraars met inburgeringscontract,2010,16,11059,14.4679
Meulebeke,37007,Nee,Inburgeraars met inburgeringscontract,2011,15,11071,13.5489
Meulebeke,37007,Nee,Inburgeraars met inburgeringscontract,2012,14,11086,12.6285
Meulebeke,37007,Nee,Inburgeraars met inburgeringscontract,2013,6,11075,5.41761
Meulebeke,37007,Nee,Inburgeraars met inburgeringscontract,2014,6,11078,5.41614
Meulebeke,37007,Nee,Inburgeraars met inburgeringscontract,2015,12,11023,10.8863
Meulebeke,37007,Nee,Inburgeraars met inburgeringscontract,2016,16,11018,14.5217
Meulebeke,37007,Nee,Inburgeraars met inburgeringscontract,2017,16,11041,14.4914
Meulebeke,37007,Nee,Inburgeraars met inburgeringscontract,2018,33,10906,30.2586
Meulebeke,37007,Nee,Inburgeraars met inburgeringscontract,2019,32,10860,29.4659
Meulebeke,37007,Nee,Inburgeraars met inburgeringscontract,2020,12,10833,11.0773
Meulebeke,37007,Nee,Inburgeraars met inburgeringscontract,2021,21,10885,19.2926
Oostrozebeke,37010,Nee,Inburgeraars met inburgeringscontract,2010,13,7559,17.198
Oostrozebeke,37010,Nee,Inburgeraars met inburgeringscontract,2011,7,7526,9.30109
Oostrozebeke,37010,Nee,Inburgeraars met inburgeringscontract,2012,7,7556,9.26416
Oostrozebeke,37010,Nee,Inburgeraars met inburgeringscontract,2013,10,7619,13.1251
Oostrozebeke,37010,Nee,Inburgeraars met inburgeringscontract,2014,7,7678,9.11696
Oostrozebeke,37010,Nee,Inburgeraars met inburgeringscontract,2015,10,7704,12.9803
Oostrozebeke,37010,Nee,Inburgeraars met inburgeringscontract,2016,15,7700,19.4805
Oostrozebeke,37010,Nee,Inburgeraars met inburgeringscontract,2017,11,7777,14.1443
Oostrozebeke,37010,Nee,Inburgeraars met inburgeringscontract,2018,8,7849,10.1924
Oostrozebeke,37010,Nee,Inburgeraars met inburgeringscontract,2019,11,7932,13.8679
Oostrozebeke,37010,Nee,Inburgeraars met inburgeringscontract,2020,8,7956,10.0553
Oostrozebeke,37010,Nee,Inburgeraars met inburgeringscontract,2021,15,7943,18.8846
Pittem,37011,Nee,Inburgeraars met inburgeringscontract,2010,8,6685,11.9671
Pittem,37011,Nee,Inburgeraars met inburgeringscontract,2011,8,6720,11.9048
Pittem,37011,Nee,Inburgeraars met inburgeringscontract,2012,4,6763,5.91453
Pittem,37011,Nee,Inburgeraars met inburgeringscontract,2013,5,6779,7.37572
Pittem,37011,Nee,Inburgeraars met inburgeringscontract,2014,5,6758,7.39864
Pittem,37011,Nee,Inburgeraars met inburgeringscontract,2015,7,6793,10.3047
Pittem,37011,Nee,Inburgeraars met inburgeringscontract,2016,10,6723,14.8743
Pittem,37011,Nee,Inburgeraars met inburgeringscontract,2017,3,6702,4.47628
Pittem,37011,Nee,Inburgeraars met inburgeringscontract,2018,10,6752,14.8104
Pittem,37011,Nee,Inburgeraars met inburgeringscontract,2019,16,6738,23.7459
Pittem,37011,Nee,Inburgeraars met inburgeringscontract,2020,9,6717,13.3988
Pittem,37011,Nee,Inburgeraars met inburgeringscontract,2021,7,6784,10.3184
Ruiselede,37012,Nee,Inburgeraars met inburgeringscontract,2010,3,5177,5.79486
Ruiselede,37012,Nee,Inburgeraars met inburgeringscontract,2011,3,5201,5.76812
Ruiselede,37012,Nee,Inburgeraars met inburgeringscontract,2012,3,5174,5.79822
Ruiselede,37012,Nee,Inburgeraars met inburgeringscontract,2013,4,5244,7.62777
Ruiselede,37012,Nee,Inburgeraars met inburgeringscontract,2014,1,5253,1.90367
Ruiselede,37012,Nee,Inburgeraars met inburgeringscontract,2015,3,5263,5.70017
Ruiselede,37012,Nee,Inburgeraars met inburgeringscontract,2016,3,5363,5.59388
Ruiselede,37012,Nee,Inburgeraars met inburgeringscontract,2017,7,5395,12.975
Ruiselede,37012,Nee,Inburgeraars met inburgeringscontract,2018,2,5387,3.71264
Ruiselede,37012,Nee,Inburgeraars met inburgeringscontract,2019,8,5358,14.9309
Ruiselede,37012,Nee,Inburgeraars met inburgeringscontract,2020,8,5368,14.9031
Ruiselede,37012,Nee,Inburgeraars met inburgeringscontract,2021,7,5379,13.0136
Tielt,37015,Nee,Inburgeraars met inburgeringscontract,2010,30,19647,15.2695
Tielt,37015,Nee,Inburgeraars met inburgeringscontract,2011,35,19714,17.7539
Tielt,37015,Nee,Inburgeraars met inburgeringscontract,2012,29,19922,14.5568
Tielt,37015,Nee,Inburgeraars met inburgeringscontract,2013,27,19974,13.5176
Tielt,37015,Nee,Inburgeraars met inburgeringscontract,2014,19,19968,9.51522
Tielt,37015,Nee,Inburgeraars met inburgeringscontract,2015,46,20070,22.9198
Tielt,37015,Nee,Inburgeraars met inburgeringscontract,2016,47,20159,23.3146
Tielt,37015,Nee,Inburgeraars met inburgeringscontract,2017,39,20301,19.2109
Tielt,37015,Nee,Inburgeraars met inburgeringscontract,2018,62,20422,30.3594
Tielt,37015,Nee,Inburgeraars met inburgeringscontract,2019,64,20502,31.2165
Tielt,37015,Nee,Inburgeraars met inburgeringscontract,2020,69,20603,33.4903
Tielt,37015,Nee,Inburgeraars met inburgeringscontract,2021,58,20390,28.4453
Wielsbeke,37017,Nee,Inburgeraars met inburgeringscontract,2010,8,9152,8.74126
Wielsbeke,37017,Nee,Inburgeraars met inburgeringscontract,2011,1,9177,1.08968
Wielsbeke,37017,Nee,Inburgeraars met inburgeringscontract,2012,2,9188,2.17675
Wielsbeke,37017,Nee,Inburgeraars met inburgeringscontract,2013,4,9201,4.34735
Wielsbeke,37017,Nee,Inburgeraars met inburgeringscontract,2014,5,9367,5.33789
Wielsbeke,37017,Nee,Inburgeraars met inburgeringscontract,2015,10,9440,10.5932
Wielsbeke,37017,Nee,Inburgeraars met inburgeringscontract,2016,13,9525,13.6483
Wielsbeke,37017,Nee,Inburgeraars met inburgeringscontract,2017,10,9573,10.446
Wielsbeke,37017,Nee,Inburgeraars met inburgeringscontract,2018,13,9584,13.5643
Wielsbeke,37017,Nee,Inburgeraars met inburgeringscontract,2019,12,9641,12.4468
Wielsbeke,37017,Nee,Inburgeraars met inburgeringscontract,2020,13,9833,13.2208
Wielsbeke,37017,Nee,Inburgeraars met inburgeringscontract,2021,9,9851,9.13613
Wingene,37018,Nee,Inburgeraars met inburgeringscontract,2010,24,13688,17.5336
Wingene,37018,Nee,Inburgeraars met inburgeringscontract,2011,26,13892,18.7158
Wingene,37018,Nee,Inburgeraars met inburgeringscontract,2012,43,13949,30.8266
Wingene,37018,Nee,Inburgeraars met inburgeringscontract,2013,12,14036,8.54944
Wingene,37018,Nee,Inburgeraars met inburgeringscontract,2014,10,14134,7.07514
Wingene,37018,Nee,Inburgeraars met inburgeringscontract,2015,16,14179,11.2843
Wingene,37018,Nee,Inburgeraars met inburgeringscontract,2016,35,14209,24.6323
Wingene,37018,Nee,Inburgeraars met inburgeringscontract,2017,13,14158,9.18209
Wingene,37018,Nee,Inburgeraars met inburgeringscontract,2018,15,14243,10.5315
Wingene,37018,Nee,Inburgeraars met inburgeringscontract,2019,32,14263,22.4357
Wingene,37018,Nee,Inburgeraars met inburgeringscontract,2020,18,14429,12.4749
Wingene,37018,Nee,Inburgeraars met inburgeringscontract,2021,25,14699,17.008
Ardooie,37020,Nee,Inburgeraars met inburgeringscontract,2010,4,9053,4.41842
Ardooie,37020,Nee,Inburgeraars met inburgeringscontract,2011,13,9060,14.3488
Ardooie,37020,Nee,Inburgeraars met inburgeringscontract,2012,12,9088,13.2042
Ardooie,37020,Nee,Inburgeraars met inburgeringscontract,2013,12,9075,13.2231
Ardooie,37020,Nee,Inburgeraars met inburgeringscontract,2014,10,9094,10.9963
Ardooie,37020,Nee,Inburgeraars met inburgeringscontract,2015,11,9067,12.1319
Ardooie,37020,Nee,Inburgeraars met inburgeringscontract,2016,11,9053,12.1507
Ardooie,37020,Nee,Inburgeraars met inburgeringscontract,2017,4,9030,4.42968
Ardooie,37020,Nee,Inburgeraars met inburgeringscontract,2018,15,8988,16.6889
Ardooie,37020,Nee,Inburgeraars met inburgeringscontract,2019,8,9056,8.83392
Ardooie,37020,Nee,Inburgeraars met inburgeringscontract,2020,7,9077,7.7118
Ardooie,37020,Nee,Inburgeraars met inburgeringscontract,2021,17,9151,18.5772
Alveringem,38002,Nee,Inburgeraars met inburgeringscontract,2010,1,4920,2.03252
Alveringem,38002,Nee,Inburgeraars met inburgeringscontract,2011,1,4949,2.02061
Alveringem,38002,Nee,Inburgeraars met inburgeringscontract,2012,3,4990,6.01202
Alveringem,38002,Nee,Inburgeraars met inburgeringscontract,2013,5,4968,10.0644
Alveringem,38002,Nee,Inburgeraars met inburgeringscontract,2014,5,4952,10.0969
Alveringem,38002,Nee,Inburgeraars met inburgeringscontract,2015,1,5005,1.998
Alveringem,38002,Nee,Inburgeraars met inburgeringscontract,2016,12,5039,23.8142
Alveringem,38002,Nee,Inburgeraars met inburgeringscontract,2017,8,5072,15.7729
Alveringem,38002,Nee,Inburgeraars met inburgeringscontract,2018,11,5089,21.6152
Alveringem,38002,Nee,Inburgeraars met inburgeringscontract,2019,10,5047,19.8138
Alveringem,38002,Nee,Inburgeraars met inburgeringscontract,2020,22,4993,44.0617
Alveringem,38002,Nee,Inburgeraars met inburgeringscontract,2021,41,5024,81.6083
De Panne,38008,Nee,Inburgeraars met inburgeringscontract,2010,19,10614,17.9009
De Panne,38008,Nee,Inburgeraars met inburgeringscontract,2011,33,10728,30.7606
De Panne,38008,Nee,Inburgeraars met inburgeringscontract,2012,21,10748,19.5385
De Panne,38008,Nee,Inburgeraars met inburgeringscontract,2013,23,10794,21.3081
De Panne,38008,Nee,Inburgeraars met inburgeringscontract,2014,15,10812,13.8735
De Panne,38008,Nee,Inburgeraars met inburgeringscontract,2015,22,10836,20.3027
De Panne,38008,Nee,Inburgeraars met inburgeringscontract,2016,33,10811,30.5245
De Panne,38008,Nee,Inburgeraars met inburgeringscontract,2017,46,10915,42.1438
De Panne,38008,Nee,Inburgeraars met inburgeringscontract,2018,26,11129,23.3624
De Panne,38008,Nee,Inburgeraars met inburgeringscontract,2019,31,11176,27.738
De Panne,38008,Nee,Inburgeraars met inburgeringscontract,2020,21,11147,18.8391
De Panne,38008,Nee,Inburgeraars met inburgeringscontract,2021,25,11232,22.2578
Koksijde,38014,Nee,Inburgeraars met inburgeringscontract,2010,16,21832,7.32869
Koksijde,38014,Nee,Inburgeraars met inburgeringscontract,2011,30,21968,13.6562
Koksijde,38014,Nee,Inburgeraars met inburgeringscontract,2012,17,22153,7.6739
Koksijde,38014,Nee,Inburgeraars met inburgeringscontract,2013,20,22286,8.97424
Koksijde,38014,Nee,Inburgeraars met inburgeringscontract,2014,19,22228,8.54778
Koksijde,38014,Nee,Inburgeraars met inburgeringscontract,2015,32,22180,14.4274
Koksijde,38014,Nee,Inburgeraars met inburgeringscontract,2016,70,22074,31.7115
Koksijde,38014,Nee,Inburgeraars met inburgeringscontract,2017,55,22094,24.8936
Koksijde,38014,Nee,Inburgeraars met inburgeringscontract,2018,23,21957,10.475
Koksijde,38014,Nee,Inburgeraars met inburgeringscontract,2019,25,21910,11.4103
Koksijde,38014,Nee,Inburgeraars met inburgeringscontract,2020,37,21869,16.9189
Koksijde,38014,Nee,Inburgeraars met inburgeringscontract,2021,32,21852,14.644
