Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal inburgeraars die een inburgeringscontract hebben ondertekend,Aantal inwoners,Verhouding per 10000 inwoners
Destelbergen,44013,Nee,Inburgeraars met inburgeringscontract,2020,14,18528,7.55613
Destelbergen,44013,Nee,Inburgeraars met inburgeringscontract,2021,30,18683,16.0574
Evergem,44019,Nee,Inburgeraars met inburgeringscontract,2010,32,33112,9.66417
Evergem,44019,Nee,Inburgeraars met inburgeringscontract,2011,35,33240,10.5295
Evergem,44019,Nee,Inburgeraars met inburgeringscontract,2012,22,33692,6.52974
Evergem,44019,Nee,Inburgeraars met inburgeringscontract,2013,25,33961,7.36139
Evergem,44019,Nee,Inburgeraars met inburgeringscontract,2014,23,34170,6.73105
Evergem,44019,Nee,Inburgeraars met inburgeringscontract,2015,29,34485,8.40945
Evergem,44019,Nee,Inburgeraars met inburgeringscontract,2016,31,34692,8.93578
Evergem,44019,Nee,Inburgeraars met inburgeringscontract,2017,22,34999,6.28589
Evergem,44019,Nee,Inburgeraars met inburgeringscontract,2018,37,35239,10.4997
Evergem,44019,Nee,Inburgeraars met inburgeringscontract,2019,33,35447,9.30967
Evergem,44019,Nee,Inburgeraars met inburgeringscontract,2020,34,35628,9.54306
Evergem,44019,Nee,Inburgeraars met inburgeringscontract,2021,45,35791,12.573
Gavere,44020,Nee,Inburgeraars met inburgeringscontract,2010,2,12450,1.60643
Gavere,44020,Nee,Inburgeraars met inburgeringscontract,2011,5,12451,4.01574
Gavere,44020,Nee,Inburgeraars met inburgeringscontract,2012,6,12529,4.78889
Gavere,44020,Nee,Inburgeraars met inburgeringscontract,2013,6,12600,4.7619
Gavere,44020,Nee,Inburgeraars met inburgeringscontract,2014,5,12601,3.96794
Gavere,44020,Nee,Inburgeraars met inburgeringscontract,2015,3,12595,2.3819
Gavere,44020,Nee,Inburgeraars met inburgeringscontract,2016,8,12680,6.30915
Gavere,44020,Nee,Inburgeraars met inburgeringscontract,2017,5,12771,3.91512
Gavere,44020,Nee,Inburgeraars met inburgeringscontract,2018,12,12769,9.39776
Gavere,44020,Nee,Inburgeraars met inburgeringscontract,2019,7,12805,5.46661
Gavere,44020,Nee,Inburgeraars met inburgeringscontract,2020,12,12903,9.30016
Gavere,44020,Nee,Inburgeraars met inburgeringscontract,2021,12,13007,9.2258
Gent,44021,Ja,Inburgeraars met inburgeringscontract,2010,1568,243366,64.4297
Gent,44021,Ja,Inburgeraars met inburgeringscontract,2011,1457,247486,58.872
Gent,44021,Ja,Inburgeraars met inburgeringscontract,2012,1219,248242,49.1053
Gent,44021,Ja,Inburgeraars met inburgeringscontract,2013,1264,248813,50.8012
Gent,44021,Ja,Inburgeraars met inburgeringscontract,2014,1274,251133,50.7301
Gent,44021,Ja,Inburgeraars met inburgeringscontract,2015,1289,253266,50.8951
Gent,44021,Ja,Inburgeraars met inburgeringscontract,2016,1729,257029,67.2687
Gent,44021,Ja,Inburgeraars met inburgeringscontract,2017,1384,259083,53.4192
Gent,44021,Ja,Inburgeraars met inburgeringscontract,2018,1480,260341,56.8485
Gent,44021,Ja,Inburgeraars met inburgeringscontract,2019,1778,262219,67.8059
Gent,44021,Ja,Inburgeraars met inburgeringscontract,2020,1475,263927,55.8867
Gent,44021,Ja,Inburgeraars met inburgeringscontract,2021,1773,263703,67.2347
Lochristi,44034,Nee,Inburgeraars met inburgeringscontract,2010,13,21386,6.07874
Lochristi,44034,Nee,Inburgeraars met inburgeringscontract,2011,12,21609,5.55324
Lochristi,44034,Nee,Inburgeraars met inburgeringscontract,2012,11,21779,5.05074
Lochristi,44034,Nee,Inburgeraars met inburgeringscontract,2013,12,21901,5.4792
Lochristi,44034,Nee,Inburgeraars met inburgeringscontract,2014,10,21909,4.56433
Lochristi,44034,Nee,Inburgeraars met inburgeringscontract,2015,20,22073,9.06084
Lochristi,44034,Nee,Inburgeraars met inburgeringscontract,2016,22,22117,9.9471
Lochristi,44034,Nee,Inburgeraars met inburgeringscontract,2017,31,22220,13.9514
Lochristi,44034,Nee,Inburgeraars met inburgeringscontract,2018,23,22300,10.3139
Lochristi,44034,Nee,Inburgeraars met inburgeringscontract,2019,14,22489,6.22527
Lochristi,44034,Nee,Inburgeraars met inburgeringscontract,2020,22,22610,9.73021
Lochristi,44034,Nee,Inburgeraars met inburgeringscontract,2021,25,22621,11.0517
Melle,44040,Nee,Inburgeraars met inburgeringscontract,2010,8,10774,7.42528
Melle,44040,Nee,Inburgeraars met inburgeringscontract,2011,16,10873,14.7153
Melle,44040,Nee,Inburgeraars met inburgeringscontract,2012,7,11016,6.35439
Melle,44040,Nee,Inburgeraars met inburgeringscontract,2013,18,11025,16.3265
Melle,44040,Nee,Inburgeraars met inburgeringscontract,2014,11,11142,9.87255
Melle,44040,Nee,Inburgeraars met inburgeringscontract,2015,12,11135,10.7768
Melle,44040,Nee,Inburgeraars met inburgeringscontract,2016,20,11189,17.8747
Melle,44040,Nee,Inburgeraars met inburgeringscontract,2017,13,11321,11.4831
Melle,44040,Nee,Inburgeraars met inburgeringscontract,2018,22,11574,19.0081
Melle,44040,Nee,Inburgeraars met inburgeringscontract,2019,15,11736,12.7812
Melle,44040,Nee,Inburgeraars met inburgeringscontract,2020,12,11811,10.16
Melle,44040,Nee,Inburgeraars met inburgeringscontract,2021,13,11782,11.0338
Merelbeke,44043,Nee,Inburgeraars met inburgeringscontract,2010,25,23117,10.8146
Merelbeke,44043,Nee,Inburgeraars met inburgeringscontract,2011,17,23391,7.26775
Merelbeke,44043,Nee,Inburgeraars met inburgeringscontract,2012,15,23505,6.38162
Merelbeke,44043,Nee,Inburgeraars met inburgeringscontract,2013,20,23638,8.46095
Merelbeke,44043,Nee,Inburgeraars met inburgeringscontract,2014,23,23780,9.67199
Merelbeke,44043,Nee,Inburgeraars met inburgeringscontract,2015,32,24047,13.3073
Merelbeke,44043,Nee,Inburgeraars met inburgeringscontract,2016,30,24279,12.3564
Merelbeke,44043,Nee,Inburgeraars met inburgeringscontract,2017,24,24543,9.77876
Merelbeke,44043,Nee,Inburgeraars met inburgeringscontract,2018,31,24634,12.5842
Merelbeke,44043,Nee,Inburgeraars met inburgeringscontract,2019,47,24660,19.0592
Merelbeke,44043,Nee,Inburgeraars met inburgeringscontract,2020,27,24756,10.9064
Merelbeke,44043,Nee,Inburgeraars met inburgeringscontract,2021,42,24779,16.9498
Moerbeke,44045,Nee,Inburgeraars met inburgeringscontract,2010,3,6012,4.99002
Moerbeke,44045,Nee,Inburgeraars met inburgeringscontract,2011,2,6037,3.3129
Moerbeke,44045,Nee,Inburgeraars met inburgeringscontract,2012,2,6162,3.2457
Moerbeke,44045,Nee,Inburgeraars met inburgeringscontract,2013,5,6248,8.00256
Moerbeke,44045,Nee,Inburgeraars met inburgeringscontract,2014,1,6248,1.60051
Moerbeke,44045,Nee,Inburgeraars met inburgeringscontract,2015,2,6278,3.18573
Moerbeke,44045,Nee,Inburgeraars met inburgeringscontract,2016,1,6328,1.58028
Moerbeke,44045,Nee,Inburgeraars met inburgeringscontract,2017,9,6359,14.1532
Moerbeke,44045,Nee,Inburgeraars met inburgeringscontract,2018,6,6455,9.29512
Moerbeke,44045,Nee,Inburgeraars met inburgeringscontract,2019,3,6481,4.62892
Moerbeke,44045,Nee,Inburgeraars met inburgeringscontract,2020,6,6570,9.13242
Moerbeke,44045,Nee,Inburgeraars met inburgeringscontract,2021,5,6619,7.55401
Nazareth,44048,Nee,Inburgeraars met inburgeringscontract,2010,7,11204,6.24777
Nazareth,44048,Nee,Inburgeraars met inburgeringscontract,2011,1,11252,0.888731
Nazareth,44048,Nee,Inburgeraars met inburgeringscontract,2012,1,11351,0.88098
Nazareth,44048,Nee,Inburgeraars met inburgeringscontract,2013,8,11383,7.02802
Nazareth,44048,Nee,Inburgeraars met inburgeringscontract,2014,5,11447,4.36796
Nazareth,44048,Nee,Inburgeraars met inburgeringscontract,2015,13,11538,11.2671
Nazareth,44048,Nee,Inburgeraars met inburgeringscontract,2016,18,11570,15.5575
Nazareth,44048,Nee,Inburgeraars met inburgeringscontract,2017,16,11488,13.9276
Nazareth,44048,Nee,Inburgeraars met inburgeringscontract,2018,19,11574,16.4161
Nazareth,44048,Nee,Inburgeraars met inburgeringscontract,2019,11,11619,9.46725
Nazareth,44048,Nee,Inburgeraars met inburgeringscontract,2020,19,11702,16.2365
Nazareth,44048,Nee,Inburgeraars met inburgeringscontract,2021,12,11844,10.1317
Oosterzele,44052,Nee,Inburgeraars met inburgeringscontract,2010,14,13334,10.4995
Oosterzele,44052,Nee,Inburgeraars met inburgeringscontract,2011,14,13353,10.4845
Oosterzele,44052,Nee,Inburgeraars met inburgeringscontract,2012,6,13420,4.47094
Oosterzele,44052,Nee,Inburgeraars met inburgeringscontract,2013,6,13458,4.45831
Oosterzele,44052,Nee,Inburgeraars met inburgeringscontract,2014,7,13489,5.18941
Oosterzele,44052,Nee,Inburgeraars met inburgeringscontract,2015,7,13531,5.17331
Oosterzele,44052,Nee,Inburgeraars met inburgeringscontract,2016,8,13545,5.90624
Oosterzele,44052,Nee,Inburgeraars met inburgeringscontract,2017,2,13504,1.48104
Oosterzele,44052,Nee,Inburgeraars met inburgeringscontract,2018,4,13546,2.9529
Oosterzele,44052,Nee,Inburgeraars met inburgeringscontract,2019,10,13590,7.35835
Oosterzele,44052,Nee,Inburgeraars met inburgeringscontract,2020,6,13689,4.38308
Oosterzele,44052,Nee,Inburgeraars met inburgeringscontract,2021,11,13740,8.00582
Sint-Martens-Latem,44064,Nee,Inburgeraars met inburgeringscontract,2010,9,8326,10.8095
Sint-Martens-Latem,44064,Nee,Inburgeraars met inburgeringscontract,2011,8,8378,9.54882
Sint-Martens-Latem,44064,Nee,Inburgeraars met inburgeringscontract,2012,5,8378,5.96801
Sint-Martens-Latem,44064,Nee,Inburgeraars met inburgeringscontract,2013,10,8417,11.8807
Sint-Martens-Latem,44064,Nee,Inburgeraars met inburgeringscontract,2014,7,8439,8.29482
Sint-Martens-Latem,44064,Nee,Inburgeraars met inburgeringscontract,2015,6,8494,7.06381
Sint-Martens-Latem,44064,Nee,Inburgeraars met inburgeringscontract,2016,5,8517,5.87061
Sint-Martens-Latem,44064,Nee,Inburgeraars met inburgeringscontract,2017,9,8501,10.587
Sint-Martens-Latem,44064,Nee,Inburgeraars met inburgeringscontract,2018,10,8468,11.8092
Sint-Martens-Latem,44064,Nee,Inburgeraars met inburgeringscontract,2019,11,8392,13.1077
Sint-Martens-Latem,44064,Nee,Inburgeraars met inburgeringscontract,2020,8,8365,9.56366
Sint-Martens-Latem,44064,Nee,Inburgeraars met inburgeringscontract,2021,8,8285,9.656
Wachtebeke,44073,Nee,Inburgeraars met inburgeringscontract,2010,18,7068,25.4669
Wachtebeke,44073,Nee,Inburgeraars met inburgeringscontract,2011,9,7212,12.4792
Wachtebeke,44073,Nee,Inburgeraars met inburgeringscontract,2012,9,7282,12.3592
Wachtebeke,44073,Nee,Inburgeraars met inburgeringscontract,2013,11,7295,15.0788
Wachtebeke,44073,Nee,Inburgeraars met inburgeringscontract,2014,8,7340,10.8992
Wachtebeke,44073,Nee,Inburgeraars met inburgeringscontract,2015,9,7450,12.0805
Wachtebeke,44073,Nee,Inburgeraars met inburgeringscontract,2016,18,7588,23.7217
Wachtebeke,44073,Nee,Inburgeraars met inburgeringscontract,2017,17,7593,22.389
Wachtebeke,44073,Nee,Inburgeraars met inburgeringscontract,2018,13,7683,16.9205
Wachtebeke,44073,Nee,Inburgeraars met inburgeringscontract,2019,18,7771,23.163
Wachtebeke,44073,Nee,Inburgeraars met inburgeringscontract,2020,3,7809,3.84172
Wachtebeke,44073,Nee,Inburgeraars met inburgeringscontract,2021,9,7769,11.5845
Zulte,44081,Nee,Inburgeraars met inburgeringscontract,2010,9,14958,6.01685
Zulte,44081,Nee,Inburgeraars met inburgeringscontract,2011,9,15112,5.95553
Zulte,44081,Nee,Inburgeraars met inburgeringscontract,2012,10,15288,6.54108
Zulte,44081,Nee,Inburgeraars met inburgeringscontract,2013,14,15364,9.11221
Zulte,44081,Nee,Inburgeraars met inburgeringscontract,2014,17,15570,10.9184
Zulte,44081,Nee,Inburgeraars met inburgeringscontract,2015,16,15498,10.3239
Zulte,44081,Nee,Inburgeraars met inburgeringscontract,2016,26,15589,16.6784
Zulte,44081,Nee,Inburgeraars met inburgeringscontract,2017,25,15708,15.9155
Zulte,44081,Nee,Inburgeraars met inburgeringscontract,2018,17,15720,10.8142
Zulte,44081,Nee,Inburgeraars met inburgeringscontract,2019,21,15720,13.3588
Zulte,44081,Nee,Inburgeraars met inburgeringscontract,2020,24,15791,15.1985
Zulte,44081,Nee,Inburgeraars met inburgeringscontract,2021,29,15843,18.3046
Deinze,44083,Nee,Inburgeraars met inburgeringscontract,2010,32,41083,7.78911
Deinze,44083,Nee,Inburgeraars met inburgeringscontract,2011,53,41391,12.8047
Deinze,44083,Nee,Inburgeraars met inburgeringscontract,2012,31,41632,7.4462
Deinze,44083,Nee,Inburgeraars met inburgeringscontract,2013,55,41764,13.1692
Deinze,44083,Nee,Inburgeraars met inburgeringscontract,2014,72,41894,17.1862
Deinze,44083,Nee,Inburgeraars met inburgeringscontract,2015,60,42419,14.1446
Deinze,44083,Nee,Inburgeraars met inburgeringscontract,2016,80,42738,18.7187
Deinze,44083,Nee,Inburgeraars met inburgeringscontract,2017,89,43016,20.69
Deinze,44083,Nee,Inburgeraars met inburgeringscontract,2018,91,43264,21.0337
Deinze,44083,Nee,Inburgeraars met inburgeringscontract,2019,67,43571,15.3772
Deinze,44083,Nee,Inburgeraars met inburgeringscontract,2020,80,43580,18.357
Deinze,44083,Nee,Inburgeraars met inburgeringscontract,2021,82,43922,18.6695
Aalter,44084,Nee,Inburgeraars met inburgeringscontract,2010,17,27665,6.14495
Aalter,44084,Nee,Inburgeraars met inburgeringscontract,2011,18,27904,6.45069
Aalter,44084,Nee,Inburgeraars met inburgeringscontract,2012,14,28076,4.98647
Aalter,44084,Nee,Inburgeraars met inburgeringscontract,2013,16,28237,5.66632
Aalter,44084,Nee,Inburgeraars met inburgeringscontract,2014,32,28239,11.3318
Aalter,44084,Nee,Inburgeraars met inburgeringscontract,2015,15,28250,5.30973
Aalter,44084,Nee,Inburgeraars met inburgeringscontract,2016,29,28435,10.1987
Aalter,44084,Nee,Inburgeraars met inburgeringscontract,2017,37,28563,12.9538
Aalter,44084,Nee,Inburgeraars met inburgeringscontract,2018,44,28784,15.2863
Aalter,44084,Nee,Inburgeraars met inburgeringscontract,2019,29,28906,10.0325
Aalter,44084,Nee,Inburgeraars met inburgeringscontract,2020,43,29182,14.7351
Aalter,44084,Nee,Inburgeraars met inburgeringscontract,2021,45,29242,15.3888
Lievegem,44085,Nee,Inburgeraars met inburgeringscontract,2010,22,25495,8.62914
Lievegem,44085,Nee,Inburgeraars met inburgeringscontract,2011,32,25572,12.5137
Lievegem,44085,Nee,Inburgeraars met inburgeringscontract,2012,11,25663,4.28633
Lievegem,44085,Nee,Inburgeraars met inburgeringscontract,2013,16,25804,6.20059
Lievegem,44085,Nee,Inburgeraars met inburgeringscontract,2014,14,25804,5.42552
Lievegem,44085,Nee,Inburgeraars met inburgeringscontract,2015,25,25756,9.70648
Lievegem,44085,Nee,Inburgeraars met inburgeringscontract,2016,29,25842,11.222
Lievegem,44085,Nee,Inburgeraars met inburgeringscontract,2017,29,25812,11.2351
Lievegem,44085,Nee,Inburgeraars met inburgeringscontract,2018,34,26007,13.0734
Lievegem,44085,Nee,Inburgeraars met inburgeringscontract,2019,34,26162,12.9959
Lievegem,44085,Nee,Inburgeraars met inburgeringscontract,2020,23,26310,8.74192
Lievegem,44085,Nee,Inburgeraars met inburgeringscontract,2021,27,26441,10.2114
Oudenaarde,45035,Nee,Inburgeraars met inburgeringscontract,2010,41,29702,13.8038
Oudenaarde,45035,Nee,Inburgeraars met inburgeringscontract,2011,49,29967,16.3513
Oudenaarde,45035,Nee,Inburgeraars met inburgeringscontract,2012,23,30248,7.60381
Oudenaarde,45035,Nee,Inburgeraars met inburgeringscontract,2013,21,30412,6.90517
Oudenaarde,45035,Nee,Inburgeraars met inburgeringscontract,2014,24,30641,7.83264
Oudenaarde,45035,Nee,Inburgeraars met inburgeringscontract,2015,41,30788,13.3169
Oudenaarde,45035,Nee,Inburgeraars met inburgeringscontract,2016,55,30990,17.7477
Oudenaarde,45035,Nee,Inburgeraars met inburgeringscontract,2017,77,30972,24.8612
Oudenaarde,45035,Nee,Inburgeraars met inburgeringscontract,2018,52,31132,16.7031
Oudenaarde,45035,Nee,Inburgeraars met inburgeringscontract,2019,59,31393,18.794
Oudenaarde,45035,Nee,Inburgeraars met inburgeringscontract,2020,38,31612,12.0208
Oudenaarde,45035,Nee,Inburgeraars met inburgeringscontract,2021,66,31650,20.8531
Ronse,45041,Nee,Inburgeraars met inburgeringscontract,2010,72,25146,28.6328
Ronse,45041,Nee,Inburgeraars met inburgeringscontract,2011,60,25176,23.8322
Ronse,45041,Nee,Inburgeraars met inburgeringscontract,2012,47,25403,18.5018
Ronse,45041,Nee,Inburgeraars met inburgeringscontract,2013,50,25565,19.558
Ronse,45041,Nee,Inburgeraars met inburgeringscontract,2014,55,25629,21.4601
Ronse,45041,Nee,Inburgeraars met inburgeringscontract,2015,64,25783,24.8226
Ronse,45041,Nee,Inburgeraars met inburgeringscontract,2016,79,25925,30.4725
Ronse,45041,Nee,Inburgeraars met inburgeringscontract,2017,78,26092,29.8942
Ronse,45041,Nee,Inburgeraars met inburgeringscontract,2018,79,26337,29.9958
Ronse,45041,Nee,Inburgeraars met inburgeringscontract,2019,78,26479,29.4573
Ronse,45041,Nee,Inburgeraars met inburgeringscontract,2020,71,26374,26.9205
Ronse,45041,Nee,Inburgeraars met inburgeringscontract,2021,65,26510,24.519
Brakel,45059,Nee,Inburgeraars met inburgeringscontract,2010,10,14109,7.08767
Brakel,45059,Nee,Inburgeraars met inburgeringscontract,2011,13,14179,9.16849
Brakel,45059,Nee,Inburgeraars met inburgeringscontract,2012,3,14330,2.09351
Brakel,45059,Nee,Inburgeraars met inburgeringscontract,2013,7,14422,4.8537
Brakel,45059,Nee,Inburgeraars met inburgeringscontract,2014,4,14476,2.76319
Brakel,45059,Nee,Inburgeraars met inburgeringscontract,2015,7,14640,4.78142
Brakel,45059,Nee,Inburgeraars met inburgeringscontract,2016,17,14787,11.4966
Brakel,45059,Nee,Inburgeraars met inburgeringscontract,2017,16,14797,10.813
Brakel,45059,Nee,Inburgeraars met inburgeringscontract,2018,9,14781,6.0889
Brakel,45059,Nee,Inburgeraars met inburgeringscontract,2019,3,14801,2.02689
Brakel,45059,Nee,Inburgeraars met inburgeringscontract,2020,13,14803,8.782
Brakel,45059,Nee,Inburgeraars met inburgeringscontract,2021,15,14762,10.1612
Kluisbergen,45060,Nee,Inburgeraars met inburgeringscontract,2010,8,6436,12.4301
Kluisbergen,45060,Nee,Inburgeraars met inburgeringscontract,2011,14,6478,21.6116
Kluisbergen,45060,Nee,Inburgeraars met inburgeringscontract,2012,6,6446,9.3081
Kluisbergen,45060,Nee,Inburgeraars met inburgeringscontract,2013,1,6464,1.54703
Kluisbergen,45060,Nee,Inburgeraars met inburgeringscontract,2014,4,6395,6.25489
Kluisbergen,45060,Nee,Inburgeraars met inburgeringscontract,2015,4,6443,6.20829
Kluisbergen,45060,Nee,Inburgeraars met inburgeringscontract,2016,4,6445,6.20636
Kluisbergen,45060,Nee,Inburgeraars met inburgeringscontract,2017,6,6447,9.30665
Kluisbergen,45060,Nee,Inburgeraars met inburgeringscontract,2018,5,6453,7.74833
Kluisbergen,45060,Nee,Inburgeraars met inburgeringscontract,2019,10,6488,15.4131
Kluisbergen,45060,Nee,Inburgeraars met inburgeringscontract,2020,5,6577,7.60225
Kluisbergen,45060,Nee,Inburgeraars met inburgeringscontract,2021,8,6682,11.9725
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringscontract,2010,1,6264,1.59642
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringscontract,2011,3,6273,4.7824
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringscontract,2012,0,6275,0.0
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringscontract,2013,1,6310,1.58479
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringscontract,2014,4,6323,6.32611
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringscontract,2015,0,6332,0.0
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringscontract,2016,2,6326,3.16156
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringscontract,2017,3,6399,4.68823
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringscontract,2018,2,6440,3.10559
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringscontract,2019,7,6397,10.9426
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringscontract,2020,0,6395,0.0
Wortegem-Petegem,45061,Nee,Inburgeraars met inburgeringscontract,2021,2,6445,3.10318
Horebeke,45062,Nee,Inburgeraars met inburgeringscontract,2010,4,2049,19.5217
Horebeke,45062,Nee,Inburgeraars met inburgeringscontract,2011,3,2076,14.4509
Horebeke,45062,Nee,Inburgeraars met inburgeringscontract,2012,1,2058,4.85909
Horebeke,45062,Nee,Inburgeraars met inburgeringscontract,2013,0,2073,0.0
Horebeke,45062,Nee,Inburgeraars met inburgeringscontract,2014,1,2056,4.86381
Horebeke,45062,Nee,Inburgeraars met inburgeringscontract,2015,0,2040,0.0
Horebeke,45062,Nee,Inburgeraars met inburgeringscontract,2016,2,2000,10.0
Horebeke,45062,Nee,Inburgeraars met inburgeringscontract,2017,1,2028,4.93097
Horebeke,45062,Nee,Inburgeraars met inburgeringscontract,2018,0,2048,0.0
Horebeke,45062,Nee,Inburgeraars met inburgeringscontract,2019,1,2036,4.91159
Horebeke,45062,Nee,Inburgeraars met inburgeringscontract,2020,0,2022,0.0
Horebeke,45062,Nee,Inburgeraars met inburgeringscontract,2021,1,2009,4.9776
Lierde,45063,Nee,Inburgeraars met inburgeringscontract,2010,4,6534,6.12182
Lierde,45063,Nee,Inburgeraars met inburgeringscontract,2011,5,6497,7.69586
Lierde,45063,Nee,Inburgeraars met inburgeringscontract,2012,1,6542,1.52858
Lierde,45063,Nee,Inburgeraars met inburgeringscontract,2013,4,6522,6.13309
Lierde,45063,Nee,Inburgeraars met inburgeringscontract,2014,5,6579,7.59994
Lierde,45063,Nee,Inburgeraars met inburgeringscontract,2015,1,6548,1.52718
Lierde,45063,Nee,Inburgeraars met inburgeringscontract,2016,1,6550,1.52672
Lierde,45063,Nee,Inburgeraars met inburgeringscontract,2017,2,6563,3.04739
Lierde,45063,Nee,Inburgeraars met inburgeringscontract,2018,0,6567,0.0
Lierde,45063,Nee,Inburgeraars met inburgeringscontract,2019,7,6616,10.5804
Lierde,45063,Nee,Inburgeraars met inburgeringscontract,2020,1,6579,1.51999
Lierde,45063,Nee,Inburgeraars met inburgeringscontract,2021,4,6626,6.03682
Maarkedal,45064,Nee,Inburgeraars met inburgeringscontract,2010,5,6418,7.79059
Maarkedal,45064,Nee,Inburgeraars met inburgeringscontract,2011,2,6448,3.10174
Maarkedal,45064,Nee,Inburgeraars met inburgeringscontract,2012,3,6428,4.66708
Maarkedal,45064,Nee,Inburgeraars met inburgeringscontract,2013,1,6350,1.5748
Maarkedal,45064,Nee,Inburgeraars met inburgeringscontract,2014,0,6332,0.0
Maarkedal,45064,Nee,Inburgeraars met inburgeringscontract,2015,0,6341,0.0
Maarkedal,45064,Nee,Inburgeraars met inburgeringscontract,2016,4,6281,6.36841
Maarkedal,45064,Nee,Inburgeraars met inburgeringscontract,2017,2,6353,3.14812
Maarkedal,45064,Nee,Inburgeraars met inburgeringscontract,2018,0,6338,0.0
Maarkedal,45064,Nee,Inburgeraars met inburgeringscontract,2019,10,6343,15.7654
Maarkedal,45064,Nee,Inburgeraars met inburgeringscontract,2020,0,6338,0.0
Maarkedal,45064,Nee,Inburgeraars met inburgeringscontract,2021,5,6362,7.85916
Zwalm,45065,Nee,Inburgeraars met inburgeringscontract,2010,7,8062,8.68271
Zwalm,45065,Nee,Inburgeraars met inburgeringscontract,2011,0,8095,0.0
Zwalm,45065,Nee,Inburgeraars met inburgeringscontract,2012,2,8045,2.48602
Zwalm,45065,Nee,Inburgeraars met inburgeringscontract,2013,4,8070,4.95663
Zwalm,45065,Nee,Inburgeraars met inburgeringscontract,2014,0,8070,0.0
Zwalm,45065,Nee,Inburgeraars met inburgeringscontract,2015,1,8047,1.2427
Zwalm,45065,Nee,Inburgeraars met inburgeringscontract,2016,1,8040,1.24378
Zwalm,45065,Nee,Inburgeraars met inburgeringscontract,2017,1,8099,1.23472
Zwalm,45065,Nee,Inburgeraars met inburgeringscontract,2018,2,8134,2.45881
Zwalm,45065,Nee,Inburgeraars met inburgeringscontract,2019,4,8148,4.90918
Zwalm,45065,Nee,Inburgeraars met inburgeringscontract,2020,3,8167,3.67332
Zwalm,45065,Nee,Inburgeraars met inburgeringscontract,2021,0,8224,0.0
Kruisem,45068,Nee,Inburgeraars met inburgeringscontract,2010,22,15275,14.4026
Kruisem,45068,Nee,Inburgeraars met inburgeringscontract,2011,14,15344,9.12409
Kruisem,45068,Nee,Inburgeraars met inburgeringscontract,2012,11,15424,7.13174
Kruisem,45068,Nee,Inburgeraars met inburgeringscontract,2013,16,15507,10.3179
Kruisem,45068,Nee,Inburgeraars met inburgeringscontract,2014,7,15580,4.49294
Kruisem,45068,Nee,Inburgeraars met inburgeringscontract,2015,11,15667,7.02113
Kruisem,45068,Nee,Inburgeraars met inburgeringscontract,2016,16,15664,10.2145
Kruisem,45068,Nee,Inburgeraars met inburgeringscontract,2017,12,15580,7.70218
Kruisem,45068,Nee,Inburgeraars met inburgeringscontract,2018,12,15638,7.67362
Kruisem,45068,Nee,Inburgeraars met inburgeringscontract,2019,17,15641,10.8689
Kruisem,45068,Nee,Inburgeraars met inburgeringscontract,2020,11,15743,6.98723
Kruisem,45068,Nee,Inburgeraars met inburgeringscontract,2021,12,15750,7.61905
Beveren,46003,Nee,Inburgeraars met inburgeringscontract,2010,65,46299,14.0392
Beveren,46003,Nee,Inburgeraars met inburgeringscontract,2011,46,46518,9.88865
Beveren,46003,Nee,Inburgeraars met inburgeringscontract,2012,41,46752,8.76968
Beveren,46003,Nee,Inburgeraars met inburgeringscontract,2013,41,46933,8.73586
Beveren,46003,Nee,Inburgeraars met inburgeringscontract,2014,40,47192,8.47601
Beveren,46003,Nee,Inburgeraars met inburgeringscontract,2015,61,47423,12.863
Beveren,46003,Nee,Inburgeraars met inburgeringscontract,2016,78,47573,16.3959
Beveren,46003,Nee,Inburgeraars met inburgeringscontract,2017,87,47946,18.1454
Beveren,46003,Nee,Inburgeraars met inburgeringscontract,2018,99,48192,20.5428
Beveren,46003,Nee,Inburgeraars met inburgeringscontract,2019,82,48668,16.8489
Beveren,46003,Nee,Inburgeraars met inburgeringscontract,2020,106,49047,21.6119
Beveren,46003,Nee,Inburgeraars met inburgeringscontract,2021,123,49062,25.0703
Kruibeke,46013,Nee,Inburgeraars met inburgeringscontract,2010,16,15820,10.1138
Kruibeke,46013,Nee,Inburgeraars met inburgeringscontract,2011,18,15946,11.2881
Kruibeke,46013,Nee,Inburgeraars met inburgeringscontract,2012,14,16028,8.73471
Kruibeke,46013,Nee,Inburgeraars met inburgeringscontract,2013,13,16164,8.04256
Kruibeke,46013,Nee,Inburgeraars met inburgeringscontract,2014,11,16306,6.74598
Kruibeke,46013,Nee,Inburgeraars met inburgeringscontract,2015,12,16421,7.30772
Kruibeke,46013,Nee,Inburgeraars met inburgeringscontract,2016,33,16541,19.9504
