Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau,Aantal inwoners,Verhouding per 10.000 inwoners
Meulebeke,37007,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,36,10906,33.0094
Meulebeke,37007,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,25,10860,23.0203
Meulebeke,37007,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,12,10833,11.0773
Meulebeke,37007,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,21,10885,19.2926
Oostrozebeke,37010,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,12,7559,15.8751
Oostrozebeke,37010,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,6,7526,7.97236
Oostrozebeke,37010,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,9,7556,11.9111
Oostrozebeke,37010,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,9,7619,11.8126
Oostrozebeke,37010,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,12,7678,15.6291
Oostrozebeke,37010,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,9,7704,11.6822
Oostrozebeke,37010,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,15,7700,19.4805
Oostrozebeke,37010,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,12,7777,15.4301
Oostrozebeke,37010,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,8,7849,10.1924
Oostrozebeke,37010,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,11,7932,13.8679
Oostrozebeke,37010,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,10,7956,12.5691
Oostrozebeke,37010,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,14,7943,17.6256
Pittem,37011,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,9,6685,13.463
Pittem,37011,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,7,6720,10.4167
Pittem,37011,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,5,6763,7.39317
Pittem,37011,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,7,6779,10.326
Pittem,37011,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,9,6758,13.3175
Pittem,37011,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,8,6793,11.7768
Pittem,37011,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,13,6723,19.3366
Pittem,37011,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,3,6702,4.47628
Pittem,37011,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,12,6752,17.7725
Pittem,37011,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,18,6738,26.7142
Pittem,37011,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,11,6717,16.3764
Pittem,37011,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,10,6784,14.7406
Ruiselede,37012,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,3,5177,5.79486
Ruiselede,37012,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,3,5201,5.76812
Ruiselede,37012,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,3,5174,5.79822
Ruiselede,37012,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,3,5244,5.72082
Ruiselede,37012,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,3,5253,5.71102
Ruiselede,37012,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,5,5263,9.50029
Ruiselede,37012,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,4,5363,7.45851
Ruiselede,37012,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,9,5395,16.6821
Ruiselede,37012,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,4,5387,7.42528
Ruiselede,37012,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,7,5358,13.0646
Ruiselede,37012,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,13,5368,24.2176
Ruiselede,37012,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,7,5379,13.0136
Tielt,37015,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,36,19647,18.3234
Tielt,37015,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,37,19714,18.7684
Tielt,37015,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,31,19922,15.5607
Tielt,37015,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,28,19974,14.0182
Tielt,37015,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,18,19968,9.01442
Tielt,37015,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,51,20070,25.4111
Tielt,37015,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,51,20159,25.2989
Tielt,37015,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,35,20301,17.2405
Tielt,37015,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,67,20422,32.8078
Tielt,37015,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,78,20502,38.0451
Tielt,37015,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,75,20603,36.4025
Tielt,37015,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,54,20390,26.4836
Wielsbeke,37017,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,10,9152,10.9266
Wielsbeke,37017,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,2,9177,2.17936
Wielsbeke,37017,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,3,9188,3.26513
Wielsbeke,37017,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,7,9201,7.60787
Wielsbeke,37017,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,6,9367,6.40547
Wielsbeke,37017,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,10,9440,10.5932
Wielsbeke,37017,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,16,9525,16.7979
Wielsbeke,37017,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,13,9573,13.5799
Wielsbeke,37017,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,9,9584,9.39065
Wielsbeke,37017,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,22,9641,22.8192
Wielsbeke,37017,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,12,9833,12.2038
Wielsbeke,37017,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,9,9851,9.13613
Wingene,37018,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,32,13688,23.3781
Wingene,37018,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,75,13892,53.9879
Wingene,37018,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,61,13949,43.7307
Wingene,37018,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,9,14036,6.41208
Wingene,37018,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,11,14134,7.78265
Wingene,37018,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,24,14179,16.9264
Wingene,37018,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,37,14209,26.0398
Wingene,37018,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,29,14158,20.4831
Wingene,37018,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,17,14243,11.9357
Wingene,37018,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,37,14263,25.9412
Wingene,37018,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,30,14429,20.7915
Wingene,37018,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,25,14699,17.008
Ardooie,37020,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,5,9053,5.52303
Ardooie,37020,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,14,9060,15.4525
Ardooie,37020,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,10,9088,11.0035
Ardooie,37020,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,14,9075,15.427
Ardooie,37020,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,14,9094,15.3948
Ardooie,37020,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,14,9067,15.4406
Ardooie,37020,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,13,9053,14.3599
Ardooie,37020,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,6,9030,6.64452
Ardooie,37020,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,18,8988,20.0267
Ardooie,37020,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,10,9056,11.0424
Ardooie,37020,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,8,9077,8.81348
Ardooie,37020,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,16,9151,17.4844
Alveringem,38002,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,3,4920,6.09756
Alveringem,38002,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,1,4949,2.02061
Alveringem,38002,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,2,4990,4.00802
Alveringem,38002,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,6,4968,12.0773
Alveringem,38002,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,4,4952,8.07754
Alveringem,38002,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,2,5005,3.996
Alveringem,38002,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,12,5039,23.8142
Alveringem,38002,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,10,5072,19.7161
Alveringem,38002,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,17,5089,33.4054
Alveringem,38002,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,13,5047,25.7579
Alveringem,38002,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,26,4993,52.0729
Alveringem,38002,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,46,5024,91.5605
De Panne,38008,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,26,10614,24.4959
De Panne,38008,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,27,10728,25.1678
De Panne,38008,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,28,10748,26.0514
De Panne,38008,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,24,10794,22.2346
De Panne,38008,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,22,10812,20.3478
De Panne,38008,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,22,10836,20.3027
De Panne,38008,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,37,10811,34.2244
De Panne,38008,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,47,10915,43.06
De Panne,38008,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,31,11129,27.8552
De Panne,38008,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,37,11176,33.1067
De Panne,38008,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,23,11147,20.6334
De Panne,38008,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,31,11232,27.5997
Koksijde,38014,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,27,21832,12.3672
Koksijde,38014,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,26,21968,11.8354
Koksijde,38014,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,19,22153,8.57672
Koksijde,38014,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,28,22286,12.5639
Koksijde,38014,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,36,22228,16.1958
Koksijde,38014,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,41,22180,18.4851
Koksijde,38014,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,87,22074,39.4129
Koksijde,38014,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,46,22094,20.8201
Koksijde,38014,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,27,21957,12.2968
Koksijde,38014,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,32,21910,14.6052
Koksijde,38014,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,38,21869,17.3762
Koksijde,38014,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,32,21852,14.644
Nieuwpoort,38016,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,27,11267,23.9638
Nieuwpoort,38016,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,21,11377,18.4583
Nieuwpoort,38016,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,18,11368,15.8339
Nieuwpoort,38016,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,31,11487,26.987
Nieuwpoort,38016,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,14,11451,12.226
Nieuwpoort,38016,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,36,11411,31.5485
Nieuwpoort,38016,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,38,11379,33.3949
Nieuwpoort,38016,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,27,11351,23.7865
Nieuwpoort,38016,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,29,11565,25.0757
Nieuwpoort,38016,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,18,11621,15.4892
Nieuwpoort,38016,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,21,11636,18.0474
Nieuwpoort,38016,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,27,11667,23.1422
Veurne,38025,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,26,11666,22.287
Veurne,38025,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,6,11544,5.19751
Veurne,38025,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,9,11516,7.81521
Veurne,38025,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,13,11363,11.4406
Veurne,38025,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,11,11396,9.65251
Veurne,38025,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,15,11498,13.0457
Veurne,38025,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,26,11674,22.2717
Veurne,38025,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,13,11727,11.0855
Veurne,38025,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,19,11790,16.1154
Veurne,38025,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,22,11903,18.4827
Veurne,38025,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,10,12094,8.26856
Veurne,38025,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,18,12172,14.788
Aalst,41002,Ja,Inburgeraars aangemeld bij onthaalbureau,2010,226,80043,28.2348
Aalst,41002,Ja,Inburgeraars aangemeld bij onthaalbureau,2011,234,81062,28.8668
Aalst,41002,Ja,Inburgeraars aangemeld bij onthaalbureau,2012,148,81853,18.0812
Aalst,41002,Ja,Inburgeraars aangemeld bij onthaalbureau,2013,169,82587,20.4633
Aalst,41002,Ja,Inburgeraars aangemeld bij onthaalbureau,2014,229,83347,27.4755
Aalst,41002,Ja,Inburgeraars aangemeld bij onthaalbureau,2015,227,83709,27.1178
Aalst,41002,Ja,Inburgeraars aangemeld bij onthaalbureau,2016,319,84329,37.828
Aalst,41002,Ja,Inburgeraars aangemeld bij onthaalbureau,2017,316,84859,37.2382
Aalst,41002,Ja,Inburgeraars aangemeld bij onthaalbureau,2018,293,85715,34.183
Aalst,41002,Ja,Inburgeraars aangemeld bij onthaalbureau,2019,308,86445,35.6296
Aalst,41002,Ja,Inburgeraars aangemeld bij onthaalbureau,2020,281,87332,32.1761
Aalst,41002,Ja,Inburgeraars aangemeld bij onthaalbureau,2021,320,87978,36.3727
Denderleeuw,41011,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,19,18485,10.2786
Denderleeuw,41011,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,32,18862,16.9653
Denderleeuw,41011,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,27,19069,14.1591
Denderleeuw,41011,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,24,19206,12.4961
Denderleeuw,41011,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,32,19318,16.5649
Denderleeuw,41011,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,30,19556,15.3406
Denderleeuw,41011,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,50,19688,25.3962
Denderleeuw,41011,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,40,19836,20.1654
Denderleeuw,41011,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,66,20086,32.8587
Denderleeuw,41011,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,63,20338,30.9765
Denderleeuw,41011,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,70,20551,34.0616
Denderleeuw,41011,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,81,20730,39.0738
Geraardsbergen,41018,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,72,32033,22.4768
Geraardsbergen,41018,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,66,32399,20.371
Geraardsbergen,41018,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,57,32629,17.4691
Geraardsbergen,41018,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,37,32852,11.2626
Geraardsbergen,41018,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,38,32995,11.5169
Geraardsbergen,41018,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,64,32981,19.4051
Geraardsbergen,41018,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,79,33136,23.8411
Geraardsbergen,41018,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,78,33204,23.4911
Geraardsbergen,41018,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,70,33403,20.9562
Geraardsbergen,41018,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,93,33439,27.8118
Geraardsbergen,41018,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,79,33649,23.4777
Geraardsbergen,41018,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,87,33970,25.6108
Haaltert,41024,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,11,17668,6.22595
Haaltert,41024,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,5,17668,2.82998
Haaltert,41024,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,12,17709,6.77622
Haaltert,41024,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,14,17797,7.86649
Haaltert,41024,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,9,17901,5.02765
Haaltert,41024,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,7,17962,3.89712
Haaltert,41024,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,17,18117,9.38345
Haaltert,41024,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,12,18262,6.57102
Haaltert,41024,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,16,18443,8.67538
Haaltert,41024,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,12,18633,6.44019
Haaltert,41024,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,16,18582,8.61048
Haaltert,41024,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,19,18892,10.0572
Herzele,41027,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,15,17138,8.75248
Herzele,41027,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,16,17216,9.29368
Herzele,41027,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,12,17224,6.96702
Herzele,41027,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,14,17384,8.05338
Herzele,41027,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,7,17433,4.01537
Herzele,41027,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,22,17454,12.6046
Herzele,41027,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,20,17550,11.396
Herzele,41027,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,16,17605,9.08833
Herzele,41027,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,22,17723,12.4132
Herzele,41027,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,26,18027,14.4228
Herzele,41027,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,22,18187,12.0966
Herzele,41027,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,20,18414,10.8613
Lede,41034,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,4,17629,2.26899
Lede,41034,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,17,17889,9.50305
Lede,41034,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,7,18030,3.88242
Lede,41034,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,8,18074,4.42625
Lede,41034,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,6,18093,3.3162
Lede,41034,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,16,18237,8.77337
Lede,41034,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,23,18399,12.5007
Lede,41034,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,23,18449,12.4668
Lede,41034,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,16,18628,8.58922
Lede,41034,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,33,18701,17.6461
Lede,41034,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,14,18866,7.42076
Lede,41034,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,22,18980,11.5911
Ninove,41048,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,66,36675,17.9959
Ninove,41048,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,79,37101,21.2932
Ninove,41048,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,49,37295,13.1385
Ninove,41048,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,72,37446,19.2277
Ninove,41048,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,58,37658,15.4018
Ninove,41048,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,84,37965,22.1256
Ninove,41048,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,89,38051,23.3897
Ninove,41048,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,107,38446,27.8312
Ninove,41048,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,71,38692,18.35
Ninove,41048,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,78,38911,20.0457
Ninove,41048,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,77,39251,19.6173
Ninove,41048,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,68,39369,17.2725
Sint-Lievens-Houtem,41063,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,9,9711,9.26784
Sint-Lievens-Houtem,41063,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,9,9868,9.12039
Sint-Lievens-Houtem,41063,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,8,9985,8.01202
Sint-Lievens-Houtem,41063,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,12,10026,11.9689
Sint-Lievens-Houtem,41063,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,9,10083,8.92591
Sint-Lievens-Houtem,41063,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,8,10171,7.8655
Sint-Lievens-Houtem,41063,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,19,10152,18.7155
Sint-Lievens-Houtem,41063,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,12,10213,11.7497
Sint-Lievens-Houtem,41063,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,10,10255,9.75134
Sint-Lievens-Houtem,41063,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,13,10342,12.5701
Sint-Lievens-Houtem,41063,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,10,10400,9.61538
Sint-Lievens-Houtem,41063,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,7,10474,6.68322
Zottegem,41081,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,37,24882,14.8702
Zottegem,41081,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,27,25073,10.7686
Zottegem,41081,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,17,25398,6.69344
Zottegem,41081,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,32,25580,12.5098
Zottegem,41081,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,30,25689,11.6782
Zottegem,41081,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,34,25806,13.1752
Zottegem,41081,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,38,25899,14.6724
Zottegem,41081,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,64,26137,24.4864
Zottegem,41081,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,57,26373,21.613
Zottegem,41081,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,54,26582,20.3145
Zottegem,41081,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,43,26686,16.1133
Zottegem,41081,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,56,26921,20.8016
Erpe-Mere,41082,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,15,19280,7.78008
Erpe-Mere,41082,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,8,19412,4.12116
Erpe-Mere,41082,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,6,19475,3.08087
Erpe-Mere,41082,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,11,19472,5.64914
Erpe-Mere,41082,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,13,19563,6.6452
Erpe-Mere,41082,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,12,19768,6.07042
