Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal personen met huidige nationaliteit uit de MOE-landen,Aantal inwoners,Procent
Sint-Niklaas,46021,Ja,Vreemdelingen met nationaliteit MOE-landen,2021,2639,79357,0.0332548
Sint-Niklaas,46021,Ja,Vreemdelingen met nationaliteit MOE-landen,2022,2772,80167,0.0345778
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,72,16532,0.00435519
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,63,16605,0.00379404
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,59,16688,0.00353547
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,36,16791,0.00214401
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,29,16809,0.00172527
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,39,16823,0.00231825
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,46,16856,0.002729
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,53,17040,0.00311033
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,64,17095,0.00374378
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,72,17294,0.00416329
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,97,17350,0.00559078
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,98,17439,0.00561959
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,99,17487,0.00566135
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,104,17575,0.0059175
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,117,17635,0.00663453
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,120,17782,0.0067484
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,157,17888,0.00877683
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,172,18102,0.00950171
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,181,18352,0.00986269
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,196,18445,0.0106262
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,218,18687,0.0116659
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,197,18863,0.0104437
Stekene,46024,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,198,19030,0.0104046
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,399,25533,0.0156268
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,302,25782,0.0117136
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,233,25937,0.00898331
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,246,25980,0.00946882
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,308,26122,0.0117908
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,329,26250,0.0125333
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,334,26287,0.0127059
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,375,26667,0.0140623
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,426,27280,0.0156158
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,492,27748,0.017731
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,484,28147,0.0171954
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,489,28502,0.0171567
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,572,28889,0.0197999
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,595,29012,0.0205088
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,608,29073,0.0209129
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,664,29182,0.0227538
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,662,29194,0.0226759
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,698,29515,0.023649
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,737,29528,0.0249594
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,785,29926,0.0262314
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,889,30196,0.029441
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,919,30287,0.0303431
Temse,46025,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,1013,30635,0.0330668
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,57,7213,0.0079024
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,35,7227,0.00484295
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,32,7279,0.00439621
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,34,7270,0.00467675
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,36,7335,0.00490798
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,41,7447,0.00550557
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,39,7497,0.00520208
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,39,7579,0.0051458
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,53,7610,0.00696452
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,50,7685,0.00650618
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,55,7785,0.00706487
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,76,7856,0.00967413
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,81,8004,0.0101199
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,92,8060,0.0114144
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,74,8020,0.00922693
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,76,8119,0.00936076
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,63,8164,0.00771681
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,82,8210,0.00998782
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,95,8190,0.0115995
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,85,8202,0.0103633
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,86,8236,0.010442
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,101,8279,0.0121995
As,71002,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,99,8246,0.0120058
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,2489,39261,0.0633962
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,1538,39565,0.0388727
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,1120,39833,0.0281174
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,1063,40204,0.0264402
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,960,40396,0.0237647
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,932,40849,0.0228157
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,830,41072,0.0202084
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,810,41531,0.0195035
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,799,41974,0.0190356
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,757,42327,0.0178846
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,791,42758,0.0184995
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,864,43203,0.0199986
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,949,43661,0.0217356
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,996,43975,0.0226492
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,981,44262,0.0221635
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,1102,44885,0.0245516
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,1175,45242,0.0259714
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,1243,45704,0.0271967
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,1274,46065,0.0276566
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,1360,46346,0.0293445
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,1424,46598,0.0305593
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,1530,46882,0.0326351
Beringen,71004,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,1651,47217,0.0349662
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,41,17173,0.00238747
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,26,17251,0.00150716
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,45,17343,0.00259471
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,36,17464,0.00206138
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,51,17653,0.00288903
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,60,17673,0.00339501
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,54,17706,0.00304981
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,57,17874,0.00318899
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,61,17999,0.00338908
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,56,18129,0.00308897
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,101,18208,0.00554701
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,104,18242,0.00570113
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,112,18377,0.00609457
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,139,18542,0.00749649
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,113,18666,0.00605379
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,132,18757,0.00703737
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,132,18906,0.00698191
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,129,19086,0.00675888
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,141,19137,0.00736793
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,154,19031,0.00809206
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,177,19090,0.00927187
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,188,19157,0.00981365
Diepenbeek,71011,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,205,19241,0.0106543
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2000,3393,62842,0.0539926
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2001,2687,62860,0.0427458
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2002,2103,62949,0.033408
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2003,1969,63197,0.0311565
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2004,1841,63550,0.0289693
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2005,1716,63607,0.0269782
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2006,1683,63787,0.0263847
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2007,1626,64095,0.0253686
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2008,1688,64297,0.0262532
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2009,1779,64527,0.0275699
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2010,1818,64757,0.0280742
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2011,1869,64987,0.0287596
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2012,1851,65264,0.0283617
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2013,1766,65224,0.0270759
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2014,1717,65399,0.0262542
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2015,1753,65463,0.0267785
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2016,1736,65691,0.0264268
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2017,1793,65986,0.0271724
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2018,1827,66110,0.0276358
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2019,1891,66227,0.0285533
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2020,1993,66447,0.0299938
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2021,2052,66673,0.0307771
Genk,71016,Ja,Vreemdelingen met nationaliteit MOE-landen,2022,2133,67009,0.0318315
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,16,7600,0.00210526
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,12,7640,0.00157068
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,10,7608,0.00131441
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,16,7716,0.00207361
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,15,7717,0.00194376
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,11,7776,0.00141461
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,10,7847,0.00127437
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,13,7879,0.00164996
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,20,7966,0.00251067
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,22,8060,0.00272953
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,27,8121,0.00332471
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,35,8214,0.00426102
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,33,8245,0.00400243
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,30,8297,0.00361576
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,48,8291,0.00578941
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,53,8383,0.00632232
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,60,8377,0.00716247
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,61,8394,0.0072671
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,68,8391,0.00810392
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,84,8405,0.00999405
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,92,8389,0.0109667
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,100,8426,0.011868
Gingelom,71017,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,119,8483,0.0140281
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,32,8216,0.00389484
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,34,8290,0.00410133
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,46,8320,0.00552885
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,47,8397,0.00559724
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,40,8407,0.00475794
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,45,8513,0.00528603
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,43,8624,0.00498609
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,56,8678,0.0064531
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,66,8820,0.00748299
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,82,9015,0.00909595
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,84,9136,0.0091944
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,101,9242,0.0109284
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,119,9352,0.0127246
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,104,9422,0.011038
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,109,9480,0.0114979
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,119,9546,0.012466
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,133,9566,0.0139034
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,145,9511,0.0152455
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,127,9461,0.0134235
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,118,9427,0.0125172
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,118,9485,0.0124407
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,132,9360,0.0141026
Halen,71020,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,120,9475,0.0126649
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2000,421,68058,0.0061859
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2001,427,68373,0.00624516
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2002,435,68771,0.00632534
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2003,448,68931,0.00649925
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2004,452,69127,0.00653869
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2005,487,69538,0.00700337
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2006,607,70035,0.0086671
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2007,662,70584,0.0093789
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2008,726,71545,0.0101475
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2009,779,72315,0.0107723
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2010,809,73067,0.011072
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2011,915,73807,0.0123972
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2012,1038,74588,0.0139164
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2013,1153,75579,0.0152556
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2014,1151,75991,0.0151465
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2015,1228,76331,0.0160878
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2016,1260,76685,0.0164309
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2017,1267,77124,0.0164281
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2018,1435,77651,0.0184801
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2019,1505,78296,0.0192219
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2020,1560,78714,0.0198186
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2021,1580,79089,0.0199775
Hasselt,71022,Ja,Vreemdelingen met nationaliteit MOE-landen,2022,1599,79524,0.0201071
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,26,11615,0.00223848
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,18,11590,0.00155306
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,24,11629,0.00206381
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,25,11609,0.0021535
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,28,11597,0.00241442
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,27,11663,0.00231501
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,28,11795,0.00237389
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,31,11874,0.00261075
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,33,11960,0.0027592
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,62,12081,0.00513203
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,70,12219,0.00572878
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,82,12264,0.00668624
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,91,12316,0.00738876
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,100,12330,0.0081103
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,96,12390,0.00774818
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,122,12463,0.00978898
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,141,12608,0.0111834
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,132,12694,0.0103986
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,142,12661,0.0112155
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,136,12636,0.0107629
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,143,12650,0.0113043
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,147,12716,0.0115602
Herk-de-Stad,71024,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,154,12756,0.0120728
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,547,13796,0.0396492
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,333,13857,0.0240312
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,267,13966,0.0191179
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,270,14029,0.0192458
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,262,14150,0.0185159
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,251,14247,0.0176177
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,242,14403,0.0168021
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,238,14472,0.0164456
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,260,14643,0.0177559
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,297,14828,0.0200297
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,270,14907,0.0181123
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,344,15070,0.0228268
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,396,15172,0.0261007
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,384,15178,0.0252998
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,370,15210,0.0243261
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,375,15213,0.02465
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,415,15358,0.0270217
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,475,15526,0.0305938
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,501,15625,0.032064
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,546,15755,0.0346557
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,555,15850,0.0350158
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,599,16065,0.037286
Leopoldsburg,71034,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,632,16125,0.0391938
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,61,13501,0.00451818
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,47,13541,0.00347094
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,35,13569,0.00257941
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,38,13611,0.00279186
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,50,13651,0.00366274
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,47,13667,0.00343894
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,55,13691,0.00401724
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,78,13803,0.00565095
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,98,14005,0.0069975
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,115,14174,0.00811345
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,123,14293,0.00860561
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,141,14322,0.00984499
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,153,14358,0.0106561
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,142,14423,0.00984539
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,172,14529,0.0118384
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,169,14571,0.0115984
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,181,14603,0.0123947
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,187,14662,0.0127541
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,197,14762,0.0133451
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,217,14890,0.0145735
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,243,14978,0.0162238
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,276,15086,0.0182951
Lummen,71037,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,257,15172,0.0169391
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,8,6483,0.001234
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,5,6510,0.000768049
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,5,6486,0.000770891
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,12,6480,0.00185185
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,14,6516,0.00214856
Nieuwerkerken,71045,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,26,6585,0.00394837
