Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal personen met huidige nationaliteit uit de MOE-landen,Aantal inwoners,Procent
Herselt,13013,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,116,14408,0.00805108
Herselt,13013,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,130,14537,0.0089427
Herselt,13013,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,150,14523,0.0103284
Herselt,13013,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,158,14521,0.0108808
Herselt,13013,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,190,14649,0.0129702
Herselt,13013,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,215,14731,0.0145951
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,29,17751,0.00163371
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,28,17870,0.00156687
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,26,18036,0.00144156
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,32,18201,0.00175815
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,40,18445,0.00216861
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,60,18512,0.00324114
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,63,18582,0.00339038
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,96,18905,0.00507802
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,158,19194,0.00823174
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,200,19578,0.0102155
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,252,19754,0.0127569
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,330,20054,0.0164556
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,477,20386,0.0233984
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,585,20549,0.0284685
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,666,20867,0.0319164
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,783,21077,0.0371495
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,876,21183,0.0413539
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,1002,21300,0.0470423
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,1137,21333,0.0532977
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,1196,21355,0.0560056
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,1341,21424,0.0625934
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,1434,21560,0.0665121
Hoogstraten,13014,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,1589,21895,0.0725736
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,4,8626,0.000463714
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,9,8690,0.00103567
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,12,8813,0.00136162
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,9,8942,0.00100649
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,10,8990,0.00111235
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,14,9105,0.00153762
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,29,9167,0.00316352
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,20,9371,0.00213424
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,25,9592,0.00260634
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,35,9779,0.0035791
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,36,9864,0.00364964
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,52,9968,0.00521669
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,45,10061,0.00447272
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,50,10175,0.004914
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,52,10254,0.00507119
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,50,10268,0.0048695
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,60,10255,0.0058508
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,80,10328,0.00774593
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,82,10382,0.00789829
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,78,10424,0.00748273
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,83,10471,0.00792665
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,95,10553,0.00900218
Hulshout,13016,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,95,10560,0.00899621
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,14,17554,0.000797539
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,18,17633,0.00102081
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,14,17664,0.000792572
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,19,17700,0.00107345
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,21,17767,0.00118197
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,22,17899,0.00122912
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,24,17908,0.00134018
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,27,17988,0.001501
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,33,18053,0.00182795
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,41,18058,0.00227046
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,55,18136,0.00303264
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,64,18138,0.0035285
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,83,18132,0.00457754
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,115,17965,0.00640134
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,121,17973,0.00673232
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,137,18052,0.00758919
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,160,18331,0.00872838
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,157,18501,0.00848603
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,171,18600,0.00919355
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,197,18655,0.0105602
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,238,18882,0.0126046
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,246,19052,0.012912
Kasterlee,13017,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,236,19140,0.0123302
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,5,15021,0.000332867
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,5,15107,0.000330972
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,12,15151,0.000792027
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,14,15258,0.000917551
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,12,15325,0.000783034
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,15,15389,0.000974722
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,16,15509,0.00103166
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,15,15628,0.000959816
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,27,15807,0.0017081
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,37,15978,0.00231568
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,52,16213,0.0032073
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,78,16391,0.00475871
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,85,16350,0.00519878
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,126,16385,0.00768996
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,129,16407,0.0078625
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,142,16386,0.00866593
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,135,16404,0.0082297
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,142,16406,0.00865537
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,164,16512,0.00993217
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,180,16529,0.01089
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,166,16564,0.0100217
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,154,16517,0.00932373
Lille,13019,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,196,16688,0.011745
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,3,9192,0.000326371
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,6,9204,0.00065189
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,5,9239,0.000541184
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,4,9276,0.00043122
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,3,9279,0.000323311
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,6,9317,0.000643984
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,8,9361,0.00085461
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,24,9463,0.00253619
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,28,9579,0.00292306
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,28,9661,0.00289825
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,37,9725,0.00380463
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,40,9803,0.00408038
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,45,9913,0.00453949
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,46,9961,0.00461801
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,56,10086,0.00555225
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,60,10190,0.00588813
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,57,10162,0.00560913
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,65,10256,0.00633775
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,81,10326,0.00784428
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,83,10361,0.00801081
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,89,10324,0.00862069
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,87,10279,0.00846386
Meerhout,13021,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,105,10258,0.0102359
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,14,8055,0.00173805
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,10,8058,0.001241
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,11,8084,0.00136071
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,11,8044,0.00136748
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,13,8027,0.00161953
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,7,8114,0.000862706
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,9,8173,0.00110119
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,10,8270,0.00120919
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,17,8339,0.00203861
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,63,8432,0.00747154
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,57,8465,0.00673361
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,85,8557,0.00993339
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,118,8576,0.0137593
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,176,8682,0.0202718
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,158,8637,0.0182934
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,169,8693,0.0194409
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,200,8642,0.0231428
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,207,8626,0.0239972
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,234,8619,0.0271493
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,267,8600,0.0310465
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,271,8588,0.0315557
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,308,8616,0.0357474
Merksplas,13023,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,338,8683,0.0389266
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,300,31683,0.0094688
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,270,31766,0.00849965
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,209,31919,0.00654782
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,224,32170,0.00696301
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,222,32356,0.00686117
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,245,32476,0.00754403
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,287,32751,0.00876309
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,302,33060,0.00913491
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,351,33386,0.0105134
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,368,33763,0.0108995
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,362,34114,0.0106115
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,417,34446,0.0121059
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,547,34827,0.0157062
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,609,35089,0.0173559
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,564,35382,0.0159403
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,599,35685,0.0167858
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,625,36034,0.0173447
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,660,36151,0.0182568
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,678,36544,0.018553
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,706,36825,0.0191718
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,731,37022,0.019745
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,733,37021,0.0197996
Mol,13025,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,781,37600,0.0207713
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,14,10895,0.00128499
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,11,10920,0.00100733
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,12,10976,0.00109329
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,8,11009,0.000726678
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,18,11090,0.00162308
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,7,11147,0.000627972
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,12,11314,0.00106063
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,20,11467,0.00174414
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,38,11549,0.00329033
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,41,11655,0.0035178
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,53,11749,0.00451102
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,48,11784,0.00407332
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,81,11923,0.00679359
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,88,12016,0.00732357
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,98,12125,0.00808247
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,111,12186,0.00910881
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,150,12242,0.0122529
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,147,12381,0.011873
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,147,12491,0.0117685
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,203,12505,0.0162335
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,223,12560,0.0177548
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,229,12600,0.0181746
Olen,13029,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,228,12582,0.0181211
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,19,12413,0.00153065
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,14,12444,0.00112504
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,7,12456,0.000561978
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,5,12423,0.000402479
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,6,12475,0.000480962
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,4,12567,0.000318294
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,8,12653,0.000632261
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,18,12633,0.00142484
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,19,12677,0.00149878
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,35,12816,0.00273096
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,38,12872,0.00295214
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,42,12915,0.00325203
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,72,12905,0.00557923
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,69,12965,0.00532202
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,81,13040,0.00621166
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,94,13163,0.00714123
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,109,13307,0.00819118
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,133,13447,0.00989068
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,151,13517,0.0111711
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,161,13662,0.0117845
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,228,13977,0.0163125
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,267,14201,0.0188015
Oud-Turnhout,13031,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,259,14402,0.0179836
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,12,13099,0.0009161
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,10,13138,0.000761151
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,16,13238,0.00120864
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,14,13347,0.00104892
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,16,13436,0.00119083
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,13,13531,0.000960757
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,23,13762,0.00167127
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,34,14020,0.00242511
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,59,14139,0.00417286
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,99,14323,0.00691196
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,122,14446,0.00844524
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,124,14442,0.00858607
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,134,14515,0.00923183
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,157,14556,0.0107859
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,177,14661,0.0120728
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,174,14712,0.0118271
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,184,14735,0.0124873
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,228,14810,0.015395
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,269,14871,0.0180889
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,299,15009,0.0199214
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,344,15023,0.0228982
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,355,15104,0.0235037
Ravels,13035,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,394,15293,0.0257634
