Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal personen van buitenlandse herkomst zonder personen van Nederlandse herkomst,Aantal inwoners ,Procent
Hemiksem,11018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,906,10047,0.0901762
Hemiksem,11018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,977,10166,0.0961047
Hemiksem,11018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,1091,10318,0.105738
Hemiksem,11018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,1198,10605,0.112966
Hemiksem,11018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,1305,10765,0.121226
Hemiksem,11018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,1397,10866,0.128566
Hemiksem,11018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,1577,11040,0.142844
Hemiksem,11018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,1666,11148,0.149444
Hemiksem,11018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,1747,11233,0.155524
Hemiksem,11018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,1932,11368,0.169951
Hemiksem,11018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,2057,11559,0.177957
Hemiksem,11018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,2273,11634,0.195376
Hemiksem,11018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,2425,11722,0.206876
Hemiksem,11018,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,2570,11812,0.217575
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,315,8306,0.0379244
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,317,8277,0.0382989
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,329,8261,0.0398257
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,342,8162,0.0419015
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,333,8155,0.0408338
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,354,8177,0.0432922
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,364,8307,0.0438185
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,361,8298,0.0435045
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,371,8323,0.0445753
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,403,8212,0.0490745
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,441,8199,0.053787
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,467,8190,0.0570208
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,494,8199,0.0602513
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,555,8198,0.0676994
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,580,8216,0.070594
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,592,8193,0.0722568
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,599,8141,0.0735782
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,635,8152,0.077895
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,651,8115,0.0802218
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,703,8125,0.0865231
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,778,8277,0.0939954
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,799,8287,0.0964161
Hove,11021,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,844,8311,0.101552
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,552,17260,0.0319815
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,570,17342,0.0328682
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,573,17369,0.0329898
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,606,17410,0.0348076
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,640,17396,0.0367901
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,626,17440,0.0358945
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,658,17489,0.0376236
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,692,17504,0.0395338
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,723,17574,0.0411403
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,777,17587,0.0441804
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,836,17731,0.0471491
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,895,17952,0.0498552
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,990,18126,0.0546177
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,1064,18184,0.058513
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,1076,18165,0.0592348
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,1124,18192,0.0617854
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,1220,18336,0.0665358
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,1295,18490,0.0700379
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,1370,18608,0.0736242
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,1442,18695,0.0771329
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,1504,18872,0.0796948
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,1574,19020,0.082755
Kalmthout,11022,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,1614,19179,0.0841545
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,1259,25671,0.0490437
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,1253,25642,0.0488651
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,1314,25612,0.0513041
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,1346,25881,0.0520073
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,1345,25974,0.0517826
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,1423,25975,0.0547834
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,1477,25948,0.0569215
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,1550,26104,0.0593779
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,1632,26222,0.0622378
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,1716,26297,0.0652546
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,1769,26427,0.0669391
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,1841,26437,0.0696373
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,1933,26546,0.072817
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,2018,26506,0.0761337
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,2106,26540,0.0793519
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,2277,26702,0.0852745
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,2422,26745,0.090559
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,2493,26750,0.0931963
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,2645,26771,0.0988009
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,2740,26850,0.102048
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,2852,26981,0.105704
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,3018,27157,0.111132
Kapellen,11023,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,3231,27442,0.117739
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,862,19874,0.0433733
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,914,19971,0.0457664
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,1006,20059,0.0501521
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,1000,20139,0.0496549
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,1012,20170,0.0501735
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,1096,20246,0.0541341
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,1147,20239,0.0566728
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,1226,20243,0.0605641
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,1329,20297,0.0654777
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,1351,20335,0.0664372
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,1463,20489,0.0714042
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,1543,20584,0.0749611
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,1633,20739,0.0787405
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,1707,20883,0.0817411
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,1806,20913,0.0863578
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,1920,20886,0.0919276
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,2064,20873,0.0988837
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,2148,20952,0.10252
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,2277,21074,0.108048
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,2408,21115,0.114042
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,2584,21203,0.12187
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,2730,21260,0.12841
Kontich,11024,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,2935,21340,0.137535
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,257,7864,0.0326806
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,250,7903,0.0316336
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,269,7973,0.0337389
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,274,7977,0.0343488
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,272,7959,0.0341751
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,272,7979,0.0340895
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,273,7977,0.0342234
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,295,8035,0.0367144
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,320,8089,0.0395599
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,388,8229,0.0471503
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,439,8363,0.0524931
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,439,8522,0.0515137
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,490,8620,0.0568445
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,559,8668,0.0644901
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,638,8752,0.0728976
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,644,8767,0.0734573
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,699,8821,0.0792427
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,749,8781,0.0852978
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,795,8787,0.0904746
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,825,8718,0.0946318
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,910,8641,0.105312
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,956,8575,0.111487
Lint,11025,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,1005,8553,0.117503
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,1285,25086,0.0512238
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,1313,24859,0.0528179
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,1421,24738,0.057442
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,1500,24669,0.0608051
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,1605,24450,0.0656442
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,1683,24393,0.0689952
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,1864,24427,0.076309
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,1981,24426,0.0811021
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,2161,24416,0.0885075
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,2422,24658,0.0982237
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,2660,24737,0.107531
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,2919,24804,0.117683
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,3236,25143,0.128704
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,3438,25202,0.136418
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,3574,25242,0.141589
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,3802,25356,0.149945
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,4055,25551,0.158702
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,4353,25588,0.170119
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,4632,25824,0.179368
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,4929,26099,0.188858
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,5234,26157,0.200099
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,5462,26170,0.208712
Mortsel,11029,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,5725,26189,0.218603
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,410,8405,0.0487805
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,450,8513,0.0528603
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,474,8555,0.0554062
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,504,8590,0.0586729
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,566,8637,0.065532
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,582,8714,0.0667891
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,610,8798,0.0693339
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,681,8922,0.0763282
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,725,9154,0.0792003
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,802,9230,0.0868906
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,842,9268,0.0908502
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,887,9387,0.0944924
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2012,969,9461,0.10242
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2013,1060,9582,0.110624
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2014,1161,9833,0.118072
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2015,1225,9962,0.122967
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2016,1318,10136,0.130032
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2017,1433,10236,0.139996
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2018,1595,10424,0.153012
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2019,1700,10501,0.161889
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2020,1780,10546,0.168784
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2021,1814,10493,0.172877
Niel,11030,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2022,1922,10595,0.181406
Ranst,11035,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2000,355,17575,0.0201991
Ranst,11035,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2001,382,17615,0.0216861
Ranst,11035,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2002,398,17639,0.0225636
Ranst,11035,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2003,432,17562,0.0245986
Ranst,11035,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2004,445,17708,0.0251299
Ranst,11035,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2005,451,17725,0.0254443
Ranst,11035,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2006,507,17827,0.02844
Ranst,11035,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2007,542,17948,0.0301984
Ranst,11035,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2008,588,18051,0.0325744
Ranst,11035,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2009,657,18124,0.0362503
Ranst,11035,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2010,676,18253,0.037035
Ranst,11035,Nee,Personen van buitenlandse herkomst excl. Nederlandse herkomst,2011,745,18424,0.0404364
