Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Taal,"Aantal leerlingen dat in gewoon secundair onderwijs minstens 2 jaar schoolse vertraging heeft opgelopen, naar thuistaal, wonend in de gemeente","Aantal leerlingen in het gewoon secundair onderwijs, naar thuistaal, wonend in de gemeente",Procent
Zelzate,43018,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,54,678,0.079646
Zelzate,43018,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,14,63,0.222222
Zelzate,43018,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,49,672,0.0729167
Zelzate,43018,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,18,64,0.28125
Zelzate,43018,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,49,680,0.0720588
Zelzate,43018,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,16,66,0.242424
Zelzate,43018,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,42,670,0.0626866
Zelzate,43018,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,17,75,0.226667
Zelzate,43018,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,38,651,0.0583717
Zelzate,43018,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,22,92,0.23913
Zelzate,43018,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,37,650,0.0569231
Zelzate,43018,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,25,112,0.223214
Zelzate,43018,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,31,673,0.0460624
Zelzate,43018,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,23,119,0.193277
Zelzate,43018,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,33,683,0.0483163
Zelzate,43018,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,15,130,0.115385
De Pinte,44012,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,17,698,0.0243553
De Pinte,44012,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,1,13,0.0769231
De Pinte,44012,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,18,700,0.0257143
De Pinte,44012,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,0,17,0.0
De Pinte,44012,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,21,684,0.0307018
De Pinte,44012,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,2,19,0.105263
De Pinte,44012,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,18,689,0.0261248
De Pinte,44012,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,1,26,0.0384615
De Pinte,44012,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,8,674,0.0118694
De Pinte,44012,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,3,28,0.107143
De Pinte,44012,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,9,665,0.0135338
De Pinte,44012,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,4,28,0.142857
De Pinte,44012,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,9,672,0.0133929
De Pinte,44012,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,4,32,0.125
De Pinte,44012,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,7,691,0.0101302
De Pinte,44012,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,3,35,0.0857143
Destelbergen,44013,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,26,1008,0.0257937
Destelbergen,44013,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,12,65,0.184615
Destelbergen,44013,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,25,990,0.0252525
Destelbergen,44013,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,13,83,0.156627
Destelbergen,44013,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,22,1012,0.0217391
Destelbergen,44013,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,10,81,0.123457
Destelbergen,44013,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,22,1004,0.0219124
Destelbergen,44013,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,10,85,0.117647
Destelbergen,44013,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,23,1016,0.0226378
Destelbergen,44013,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,17,102,0.166667
Destelbergen,44013,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,26,1020,0.0254902
Destelbergen,44013,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,17,105,0.161905
Destelbergen,44013,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,26,1044,0.0249042
Destelbergen,44013,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,21,109,0.192661
Destelbergen,44013,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,13,1082,0.0120148
Destelbergen,44013,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,20,124,0.16129
Evergem,44019,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,79,2136,0.036985
Evergem,44019,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,7,41,0.170732
Evergem,44019,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,79,2132,0.0370544
Evergem,44019,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,15,54,0.277778
Evergem,44019,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,65,2081,0.031235
Evergem,44019,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,15,62,0.241935
Evergem,44019,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,53,2047,0.0258915
Evergem,44019,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,20,88,0.227273
Evergem,44019,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,38,2044,0.018591
Evergem,44019,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,20,98,0.204082
Evergem,44019,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,45,2072,0.0217181
Evergem,44019,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,22,122,0.180328
Evergem,44019,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,51,2064,0.0247093
Evergem,44019,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,24,145,0.165517
Evergem,44019,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,46,2108,0.0218216
Evergem,44019,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,23,167,0.137725
Gavere,44020,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,21,791,0.0265487
Gavere,44020,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,3,14,0.214286
Gavere,44020,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,20,774,0.0258398
Gavere,44020,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,5,17,0.294118
Gavere,44020,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,19,787,0.0241423
Gavere,44020,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,4,19,0.210526
Gavere,44020,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,15,760,0.0197368
Gavere,44020,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,5,18,0.277778
Gavere,44020,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,10,746,0.0134048
Gavere,44020,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,4,20,0.2
Gavere,44020,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,6,719,0.00834492
Gavere,44020,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,6,27,0.222222
Gavere,44020,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,8,758,0.0105541
Gavere,44020,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,5,33,0.151515
Gavere,44020,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,9,778,0.0115681
Gavere,44020,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,4,33,0.121212
Gent,44021,Ja,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,719,10190,0.0705594
Gent,44021,Ja,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,823,3374,0.243924
Gent,44021,Ja,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,656,10022,0.065456
Gent,44021,Ja,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,830,3539,0.23453
Gent,44021,Ja,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,608,9898,0.0614266
Gent,44021,Ja,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,851,3744,0.227297
Gent,44021,Ja,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,554,9869,0.0561354
Gent,44021,Ja,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,915,4032,0.226935
Gent,44021,Ja,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,524,9987,0.0524682
Gent,44021,Ja,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,875,4224,0.20715
Gent,44021,Ja,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,480,9953,0.0482267
Gent,44021,Ja,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,867,4392,0.197404
Gent,44021,Ja,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,407,10110,0.0402572
Gent,44021,Ja,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,856,4634,0.184722
Gent,44021,Ja,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,335,10368,0.032311
Gent,44021,Ja,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,824,4841,0.170213
Lochristi,44034,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,35,1551,0.0225661
Lochristi,44034,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,4,41,0.097561
Lochristi,44034,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,31,1561,0.0198591
Lochristi,44034,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,8,46,0.173913
Lochristi,44034,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,30,1583,0.0189514
Lochristi,44034,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,7,47,0.148936
Lochristi,44034,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,26,1564,0.016624
Lochristi,44034,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,5,44,0.113636
Lochristi,44034,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,25,1570,0.0159236
Lochristi,44034,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,5,45,0.111111
Lochristi,44034,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,33,1560,0.0211538
Lochristi,44034,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,7,59,0.118644
Lochristi,44034,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,27,1567,0.0172304
Lochristi,44034,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,8,64,0.125
Lochristi,44034,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,22,1528,0.0143979
Lochristi,44034,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,5,72,0.0694444
Melle,44040,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,33,702,0.0470085
Melle,44040,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,7,34,0.205882
Melle,44040,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,29,696,0.0416667
Melle,44040,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,9,45,0.2
Melle,44040,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,21,691,0.0303907
Melle,44040,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,9,47,0.191489
Melle,44040,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,25,700,0.0357143
Melle,44040,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,9,47,0.191489
Melle,44040,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,24,720,0.0333333
Melle,44040,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,10,43,0.232558
Melle,44040,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,21,699,0.0300429
Melle,44040,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,13,57,0.22807
Melle,44040,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,12,727,0.0165062
Melle,44040,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,14,66,0.212121
Melle,44040,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,12,719,0.0166898
Melle,44040,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,11,77,0.142857
Merelbeke,44043,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,48,1576,0.0304569
Merelbeke,44043,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,14,61,0.229508
Merelbeke,44043,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,54,1559,0.0346376
Merelbeke,44043,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,15,64,0.234375
Merelbeke,44043,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,43,1489,0.0288784
Merelbeke,44043,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,15,66,0.227273
Merelbeke,44043,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,31,1477,0.0209885
Merelbeke,44043,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,14,76,0.184211
Merelbeke,44043,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,33,1446,0.0228216
Merelbeke,44043,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,14,75,0.186667
Merelbeke,44043,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,30,1452,0.0206612
Merelbeke,44043,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,16,98,0.163265
Merelbeke,44043,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,31,1436,0.0215877
Merelbeke,44043,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,6,90,0.0666667
Merelbeke,44043,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,23,1463,0.0157211
Merelbeke,44043,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,11,102,0.107843
Moerbeke,44045,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,13,393,0.0330789
Moerbeke,44045,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,1,2,0.5
Moerbeke,44045,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,10,365,0.0273973
Moerbeke,44045,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,1,3,0.333333
Moerbeke,44045,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,9,371,0.0242588
Moerbeke,44045,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,1,5,0.2
Moerbeke,44045,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,10,392,0.0255102
Moerbeke,44045,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,0,3,0.0
Moerbeke,44045,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,4,410,0.0097561
Moerbeke,44045,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,0,3,0.0
Moerbeke,44045,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,5,429,0.011655
Moerbeke,44045,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,0,6,0.0
Moerbeke,44045,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,6,447,0.0134228
Moerbeke,44045,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,0,11,0.0
Moerbeke,44045,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,7,459,0.0152505
Moerbeke,44045,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,0,14,0.0
Nazareth,44048,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,13,708,0.0183616
Nazareth,44048,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,1,19,0.0526316
Nazareth,44048,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,10,691,0.0144718
Nazareth,44048,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,1,15,0.0666667
Nazareth,44048,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,10,720,0.0138889
Nazareth,44048,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,2,17,0.117647
Nazareth,44048,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,5,718,0.00696379
Nazareth,44048,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,2,21,0.0952381
Nazareth,44048,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,9,716,0.0125698
Nazareth,44048,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,7,32,0.21875
Nazareth,44048,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,14,703,0.0199147
Nazareth,44048,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,5,31,0.16129
Nazareth,44048,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,13,681,0.0190896
Nazareth,44048,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,3,37,0.0810811
Nazareth,44048,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,13,683,0.0190337
Nazareth,44048,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,8,47,0.170213
Oosterzele,44052,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,24,896,0.0267857
Oosterzele,44052,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,3,8,0.375
Oosterzele,44052,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,21,871,0.0241102
Oosterzele,44052,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,3,12,0.25
Oosterzele,44052,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,18,867,0.0207612
Oosterzele,44052,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,2,9,0.222222
Oosterzele,44052,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,15,881,0.0170261
Oosterzele,44052,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,3,12,0.25
Oosterzele,44052,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,12,872,0.0137615
Oosterzele,44052,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,4,16,0.25
Oosterzele,44052,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,12,888,0.0135135
Oosterzele,44052,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,3,19,0.157895
Oosterzele,44052,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,10,877,0.0114025
Oosterzele,44052,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,5,22,0.227273
Oosterzele,44052,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,6,886,0.00677201
Oosterzele,44052,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,4,27,0.148148
Sint-Martens-Latem,44064,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,7,536,0.0130597
Sint-Martens-Latem,44064,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,3,32,0.09375
Sint-Martens-Latem,44064,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,7,494,0.01417
Sint-Martens-Latem,44064,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,3,36,0.0833333
Sint-Martens-Latem,44064,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,14,497,0.028169
Sint-Martens-Latem,44064,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,2,38,0.0526316
Sint-Martens-Latem,44064,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,17,487,0.0349076
Sint-Martens-Latem,44064,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,0,39,0.0
Sint-Martens-Latem,44064,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,14,476,0.0294118
Sint-Martens-Latem,44064,Nee,"Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,1,43,0.0232558
