Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal inburgeraars die een inburgeringsattest hebben behaald,Aantal inwoners,Verhouding per 10000 inwoners
Wuustwezel,11053,Nee,Inburgeraars met inburgeringsattest,2017,20,20459,9.77565
Wuustwezel,11053,Nee,Inburgeraars met inburgeringsattest,2018,18,20671,8.70785
Wuustwezel,11053,Nee,Inburgeraars met inburgeringsattest,2019,27,20970,12.8755
Wuustwezel,11053,Nee,Inburgeraars met inburgeringsattest,2020,12,21213,5.65691
Wuustwezel,11053,Nee,Inburgeraars met inburgeringsattest,2021,25,21346,11.7118
Zandhoven,11054,Nee,Inburgeraars met inburgeringsattest,2010,4,12387,3.22919
Zandhoven,11054,Nee,Inburgeraars met inburgeringsattest,2011,5,12533,3.98947
Zandhoven,11054,Nee,Inburgeraars met inburgeringsattest,2012,6,12580,4.76948
Zandhoven,11054,Nee,Inburgeraars met inburgeringsattest,2013,3,12713,2.35979
Zandhoven,11054,Nee,Inburgeraars met inburgeringsattest,2014,10,12729,7.85608
Zandhoven,11054,Nee,Inburgeraars met inburgeringsattest,2015,9,12727,7.07158
Zandhoven,11054,Nee,Inburgeraars met inburgeringsattest,2016,4,12768,3.13283
Zandhoven,11054,Nee,Inburgeraars met inburgeringsattest,2017,18,12843,14.0154
Zandhoven,11054,Nee,Inburgeraars met inburgeringsattest,2018,9,12985,6.93107
Zandhoven,11054,Nee,Inburgeraars met inburgeringsattest,2019,8,13025,6.14203
Zandhoven,11054,Nee,Inburgeraars met inburgeringsattest,2020,11,13071,8.41558
Zandhoven,11054,Nee,Inburgeraars met inburgeringsattest,2021,14,13124,10.6675
Zoersel,11055,Nee,Inburgeraars met inburgeringsattest,2010,9,21265,4.23231
Zoersel,11055,Nee,Inburgeraars met inburgeringsattest,2011,10,21415,4.66962
Zoersel,11055,Nee,Inburgeraars met inburgeringsattest,2012,10,21555,4.63929
Zoersel,11055,Nee,Inburgeraars met inburgeringsattest,2013,9,21610,4.16474
Zoersel,11055,Nee,Inburgeraars met inburgeringsattest,2014,19,21573,8.80731
Zoersel,11055,Nee,Inburgeraars met inburgeringsattest,2015,13,21704,5.98968
Zoersel,11055,Nee,Inburgeraars met inburgeringsattest,2016,16,21764,7.35159
Zoersel,11055,Nee,Inburgeraars met inburgeringsattest,2017,10,21857,4.57519
Zoersel,11055,Nee,Inburgeraars met inburgeringsattest,2018,25,21739,11.5001
Zoersel,11055,Nee,Inburgeraars met inburgeringsattest,2019,17,21944,7.74699
Zoersel,11055,Nee,Inburgeraars met inburgeringsattest,2020,9,22065,4.07886
Zoersel,11055,Nee,Inburgeraars met inburgeringsattest,2021,17,22142,7.67772
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringsattest,2010,14,18573,7.53782
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringsattest,2011,22,18656,11.7925
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringsattest,2012,21,18643,11.2643
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringsattest,2013,15,18794,7.98127
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringsattest,2014,29,18952,15.3018
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringsattest,2015,26,18936,13.7305
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringsattest,2016,41,18957,21.6279
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringsattest,2017,44,18985,23.1762
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringsattest,2018,33,19002,17.3666
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringsattest,2019,39,19056,20.466
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringsattest,2020,40,19154,20.8834
Zwijndrecht,11056,Nee,Inburgeraars met inburgeringsattest,2021,45,19263,23.3608
Malle,11057,Nee,Inburgeraars met inburgeringsattest,2010,9,14531,6.19365
Malle,11057,Nee,Inburgeraars met inburgeringsattest,2011,17,14616,11.6311
Malle,11057,Nee,Inburgeraars met inburgeringsattest,2012,17,14763,11.5153
Malle,11057,Nee,Inburgeraars met inburgeringsattest,2013,10,14948,6.68986
Malle,11057,Nee,Inburgeraars met inburgeringsattest,2014,18,15013,11.9896
Malle,11057,Nee,Inburgeraars met inburgeringsattest,2015,22,15083,14.586
Malle,11057,Nee,Inburgeraars met inburgeringsattest,2016,22,15158,14.5138
Malle,11057,Nee,Inburgeraars met inburgeringsattest,2017,23,15257,15.075
Malle,11057,Nee,Inburgeraars met inburgeringsattest,2018,34,15304,22.2164
Malle,11057,Nee,Inburgeraars met inburgeringsattest,2019,12,15561,7.71159
Malle,11057,Nee,Inburgeraars met inburgeringsattest,2020,21,15602,13.4598
Malle,11057,Nee,Inburgeraars met inburgeringsattest,2021,11,15620,7.04225
Berlaar,12002,Nee,Inburgeraars met inburgeringsattest,2010,4,10889,3.67343
Berlaar,12002,Nee,Inburgeraars met inburgeringsattest,2011,13,10891,11.9365
Berlaar,12002,Nee,Inburgeraars met inburgeringsattest,2012,6,10960,5.47445
Berlaar,12002,Nee,Inburgeraars met inburgeringsattest,2013,11,11013,9.9882
Berlaar,12002,Nee,Inburgeraars met inburgeringsattest,2014,14,11034,12.6881
Berlaar,12002,Nee,Inburgeraars met inburgeringsattest,2015,13,11174,11.6342
Berlaar,12002,Nee,Inburgeraars met inburgeringsattest,2016,8,11203,7.14094
Berlaar,12002,Nee,Inburgeraars met inburgeringsattest,2017,20,11385,17.567
Berlaar,12002,Nee,Inburgeraars met inburgeringsattest,2018,7,11507,6.08325
Berlaar,12002,Nee,Inburgeraars met inburgeringsattest,2019,3,11527,2.60259
Berlaar,12002,Nee,Inburgeraars met inburgeringsattest,2020,7,11656,6.00549
Berlaar,12002,Nee,Inburgeraars met inburgeringsattest,2021,12,11710,10.2477
Bonheiden,12005,Nee,Inburgeraars met inburgeringsattest,2010,9,14669,6.13539
Bonheiden,12005,Nee,Inburgeraars met inburgeringsattest,2011,11,14656,7.50546
Bonheiden,12005,Nee,Inburgeraars met inburgeringsattest,2012,9,14722,6.1133
Bonheiden,12005,Nee,Inburgeraars met inburgeringsattest,2013,2,14828,1.3488
Bonheiden,12005,Nee,Inburgeraars met inburgeringsattest,2014,8,14778,5.41345
Bonheiden,12005,Nee,Inburgeraars met inburgeringsattest,2015,8,14769,5.41675
Bonheiden,12005,Nee,Inburgeraars met inburgeringsattest,2016,10,14704,6.80087
Bonheiden,12005,Nee,Inburgeraars met inburgeringsattest,2017,8,14826,5.39593
Bonheiden,12005,Nee,Inburgeraars met inburgeringsattest,2018,13,14951,8.69507
Bonheiden,12005,Nee,Inburgeraars met inburgeringsattest,2019,6,15010,3.99734
Bonheiden,12005,Nee,Inburgeraars met inburgeringsattest,2020,10,15078,6.63218
Bonheiden,12005,Nee,Inburgeraars met inburgeringsattest,2021,18,15177,11.8601
Bornem,12007,Nee,Inburgeraars met inburgeringsattest,2010,3,20556,1.45943
Bornem,12007,Nee,Inburgeraars met inburgeringsattest,2011,15,20727,7.23694
Bornem,12007,Nee,Inburgeraars met inburgeringsattest,2012,11,20866,5.27173
Bornem,12007,Nee,Inburgeraars met inburgeringsattest,2013,11,20810,5.28592
Bornem,12007,Nee,Inburgeraars met inburgeringsattest,2014,9,20858,4.31489
Bornem,12007,Nee,Inburgeraars met inburgeringsattest,2015,8,20940,3.82044
Bornem,12007,Nee,Inburgeraars met inburgeringsattest,2016,8,21039,3.80246
Bornem,12007,Nee,Inburgeraars met inburgeringsattest,2017,15,21129,7.09925
Bornem,12007,Nee,Inburgeraars met inburgeringsattest,2018,13,21186,6.13613
Bornem,12007,Nee,Inburgeraars met inburgeringsattest,2019,15,21366,7.0205
Bornem,12007,Nee,Inburgeraars met inburgeringsattest,2020,12,21353,5.61982
Bornem,12007,Nee,Inburgeraars met inburgeringsattest,2021,14,21428,6.53351
Duffel,12009,Nee,Inburgeraars met inburgeringsattest,2010,6,16577,3.61947
Duffel,12009,Nee,Inburgeraars met inburgeringsattest,2011,12,16770,7.15564
Duffel,12009,Nee,Inburgeraars met inburgeringsattest,2012,11,16941,6.49312
Duffel,12009,Nee,Inburgeraars met inburgeringsattest,2013,13,17037,7.63045
Duffel,12009,Nee,Inburgeraars met inburgeringsattest,2014,25,17119,14.6037
Duffel,12009,Nee,Inburgeraars met inburgeringsattest,2015,22,17131,12.8422
Duffel,12009,Nee,Inburgeraars met inburgeringsattest,2016,12,17292,6.93963
Duffel,12009,Nee,Inburgeraars met inburgeringsattest,2017,29,17302,16.7611
Duffel,12009,Nee,Inburgeraars met inburgeringsattest,2018,15,17385,8.62813
Duffel,12009,Nee,Inburgeraars met inburgeringsattest,2019,27,17491,15.4365
Duffel,12009,Nee,Inburgeraars met inburgeringsattest,2020,20,17664,11.3225
Duffel,12009,Nee,Inburgeraars met inburgeringsattest,2021,22,17714,12.4196
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringsattest,2010,16,39866,4.01345
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringsattest,2011,20,40236,4.97067
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringsattest,2012,14,40512,3.45577
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringsattest,2013,22,40915,5.377
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringsattest,2014,36,41365,8.70301
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringsattest,2015,32,41812,7.65331
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringsattest,2016,31,42110,7.36167
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringsattest,2017,52,42416,12.2595
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringsattest,2018,28,42478,6.59165
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringsattest,2019,36,42681,8.43467
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringsattest,2020,41,42950,9.54598
Heist-op-den-Berg,12014,Nee,Inburgeraars met inburgeringsattest,2021,50,43096,11.602
Lier,12021,Nee,Inburgeraars met inburgeringsattest,2010,37,33930,10.9048
Lier,12021,Nee,Inburgeraars met inburgeringsattest,2011,59,34123,17.2904
Lier,12021,Nee,Inburgeraars met inburgeringsattest,2012,46,34276,13.4205
Lier,12021,Nee,Inburgeraars met inburgeringsattest,2013,54,34497,15.6535
Lier,12021,Nee,Inburgeraars met inburgeringsattest,2014,89,34368,25.8962
Lier,12021,Nee,Inburgeraars met inburgeringsattest,2015,89,34652,25.6839
Lier,12021,Nee,Inburgeraars met inburgeringsattest,2016,75,34905,21.4869
Lier,12021,Nee,Inburgeraars met inburgeringsattest,2017,98,35244,27.8062
Lier,12021,Nee,Inburgeraars met inburgeringsattest,2018,93,35712,26.0417
Lier,12021,Nee,Inburgeraars met inburgeringsattest,2019,93,36242,25.6608
Lier,12021,Nee,Inburgeraars met inburgeringsattest,2020,90,36646,24.5593
Lier,12021,Nee,Inburgeraars met inburgeringsattest,2021,99,36923,26.8126
Mechelen,12025,Ja,Inburgeraars met inburgeringsattest,2010,180,80940,22.2387
Mechelen,12025,Ja,Inburgeraars met inburgeringsattest,2011,235,81927,28.6841
Mechelen,12025,Ja,Inburgeraars met inburgeringsattest,2012,198,82325,24.051
Mechelen,12025,Ja,Inburgeraars met inburgeringsattest,2013,215,82602,26.0284
Mechelen,12025,Ja,Inburgeraars met inburgeringsattest,2014,273,83194,32.8149
Mechelen,12025,Ja,Inburgeraars met inburgeringsattest,2015,273,83975,32.5097
Mechelen,12025,Ja,Inburgeraars met inburgeringsattest,2016,268,84523,31.7073
Mechelen,12025,Ja,Inburgeraars met inburgeringsattest,2017,271,85665,31.6349
Mechelen,12025,Ja,Inburgeraars met inburgeringsattest,2018,236,86304,27.3452
Mechelen,12025,Ja,Inburgeraars met inburgeringsattest,2019,244,86616,28.1703
Mechelen,12025,Ja,Inburgeraars met inburgeringsattest,2020,270,86921,31.0627
Mechelen,12025,Ja,Inburgeraars met inburgeringsattest,2021,271,86911,31.1813
Nijlen,12026,Nee,Inburgeraars met inburgeringsattest,2010,4,21572,1.85426
Nijlen,12026,Nee,Inburgeraars met inburgeringsattest,2011,11,21824,5.04032
Nijlen,12026,Nee,Inburgeraars met inburgeringsattest,2012,11,22065,4.98527
Nijlen,12026,Nee,Inburgeraars met inburgeringsattest,2013,12,22198,5.40589
Nijlen,12026,Nee,Inburgeraars met inburgeringsattest,2014,8,22342,3.5807
Nijlen,12026,Nee,Inburgeraars met inburgeringsattest,2015,13,22559,5.76267
Nijlen,12026,Nee,Inburgeraars met inburgeringsattest,2016,14,22651,6.18074
Nijlen,12026,Nee,Inburgeraars met inburgeringsattest,2017,17,22693,7.4913
Nijlen,12026,Nee,Inburgeraars met inburgeringsattest,2018,23,22813,10.082
Nijlen,12026,Nee,Inburgeraars met inburgeringsattest,2019,18,22949,7.84348
Nijlen,12026,Nee,Inburgeraars met inburgeringsattest,2020,14,22936,6.10394
Nijlen,12026,Nee,Inburgeraars met inburgeringsattest,2021,16,22985,6.96106
Putte,12029,Nee,Inburgeraars met inburgeringsattest,2010,7,16352,4.28082
Putte,12029,Nee,Inburgeraars met inburgeringsattest,2011,16,16557,9.66359
Putte,12029,Nee,Inburgeraars met inburgeringsattest,2012,14,16726,8.3702
Putte,12029,Nee,Inburgeraars met inburgeringsattest,2013,13,16896,7.69413
Putte,12029,Nee,Inburgeraars met inburgeringsattest,2014,11,17133,6.42036
Putte,12029,Nee,Inburgeraars met inburgeringsattest,2015,12,17195,6.97877
Putte,12029,Nee,Inburgeraars met inburgeringsattest,2016,9,17227,5.22436
Putte,12029,Nee,Inburgeraars met inburgeringsattest,2017,10,17379,5.75407
Putte,12029,Nee,Inburgeraars met inburgeringsattest,2018,14,17584,7.96178
Putte,12029,Nee,Inburgeraars met inburgeringsattest,2019,15,17800,8.42697
Putte,12029,Nee,Inburgeraars met inburgeringsattest,2020,9,17927,5.02036
Putte,12029,Nee,Inburgeraars met inburgeringsattest,2021,18,18109,9.93981
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringsattest,2010,11,20149,5.45933
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringsattest,2011,16,20341,7.86589
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringsattest,2012,13,20349,6.38852
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringsattest,2013,15,20412,7.34862
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringsattest,2014,28,20401,13.7248
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringsattest,2015,30,20427,14.6864
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringsattest,2016,17,20609,8.24882
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringsattest,2017,30,20681,14.5061
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringsattest,2018,22,20870,10.5414
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringsattest,2019,24,20792,11.5429
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringsattest,2020,28,21026,13.3168
Sint-Katelijne-Waver,12035,Nee,Inburgeraars met inburgeringsattest,2021,16,21197,7.54824
Willebroek,12040,Nee,Inburgeraars met inburgeringsattest,2010,25,24204,10.3289
Willebroek,12040,Nee,Inburgeraars met inburgeringsattest,2011,28,24527,11.416
Willebroek,12040,Nee,Inburgeraars met inburgeringsattest,2012,34,24825,13.6959
Willebroek,12040,Nee,Inburgeraars met inburgeringsattest,2013,37,25059,14.7652
Willebroek,12040,Nee,Inburgeraars met inburgeringsattest,2014,44,25327,17.3728
Willebroek,12040,Nee,Inburgeraars met inburgeringsattest,2015,51,25446,20.0424
Willebroek,12040,Nee,Inburgeraars met inburgeringsattest,2016,74,25745,28.7434
Willebroek,12040,Nee,Inburgeraars met inburgeringsattest,2017,48,26088,18.3993
Willebroek,12040,Nee,Inburgeraars met inburgeringsattest,2018,46,26223,17.5419
Willebroek,12040,Nee,Inburgeraars met inburgeringsattest,2019,64,26462,24.1856
Willebroek,12040,Nee,Inburgeraars met inburgeringsattest,2020,66,26826,24.603
Willebroek,12040,Nee,Inburgeraars met inburgeringsattest,2021,51,27081,18.8324
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringsattest,2010,14,24607,5.68944
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringsattest,2011,8,24744,3.23311
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringsattest,2012,19,24828,7.65265
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringsattest,2013,15,25021,5.99496
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringsattest,2014,16,25213,6.34593
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringsattest,2015,13,25338,5.13063
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringsattest,2016,18,25331,7.10592
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringsattest,2017,17,25602,6.64011
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringsattest,2018,18,25932,6.94123
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringsattest,2019,26,25882,10.0456
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringsattest,2020,21,26142,8.03305
Puurs-Sint-Amands,12041,Nee,Inburgeraars met inburgeringsattest,2021,21,26208,8.01282
Arendonk,13001,Nee,Inburgeraars met inburgeringsattest,2010,9,12758,7.0544
Arendonk,13001,Nee,Inburgeraars met inburgeringsattest,2011,25,12855,19.4477
Arendonk,13001,Nee,Inburgeraars met inburgeringsattest,2012,21,12894,16.2866
Arendonk,13001,Nee,Inburgeraars met inburgeringsattest,2013,14,12941,10.8183
Arendonk,13001,Nee,Inburgeraars met inburgeringsattest,2014,13,12956,10.034
Arendonk,13001,Nee,Inburgeraars met inburgeringsattest,2015,26,13053,19.9188
Arendonk,13001,Nee,Inburgeraars met inburgeringsattest,2016,24,13142,18.2621
Arendonk,13001,Nee,Inburgeraars met inburgeringsattest,2017,25,13261,18.8523
Arendonk,13001,Nee,Inburgeraars met inburgeringsattest,2018,27,13281,20.3298
Arendonk,13001,Nee,Inburgeraars met inburgeringsattest,2019,32,13293,24.0728
Arendonk,13001,Nee,Inburgeraars met inburgeringsattest,2020,40,13290,30.0978
Arendonk,13001,Nee,Inburgeraars met inburgeringsattest,2021,38,13207,28.7726
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringsattest,2010,1,2504,3.99361
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringsattest,2011,5,2594,19.2753
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringsattest,2012,5,2592,19.2901
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringsattest,2013,2,2630,7.60456
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringsattest,2014,2,2618,7.63942
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringsattest,2015,8,2680,29.8507
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringsattest,2016,7,2663,26.2861
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringsattest,2017,1,2695,3.71058
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringsattest,2018,5,2705,18.4843
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringsattest,2019,10,2760,36.2319
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringsattest,2020,10,2865,34.904
Baarle-Hertog,13002,Nee,Inburgeraars met inburgeringsattest,2021,5,2935,17.0358
Balen,13003,Nee,Inburgeraars met inburgeringsattest,2010,10,21022,4.75692
Balen,13003,Nee,Inburgeraars met inburgeringsattest,2011,18,21305,8.44872
Balen,13003,Nee,Inburgeraars met inburgeringsattest,2012,10,21570,4.63607
Balen,13003,Nee,Inburgeraars met inburgeringsattest,2013,14,21772,6.43028
Balen,13003,Nee,Inburgeraars met inburgeringsattest,2014,10,21817,4.58358
Balen,13003,Nee,Inburgeraars met inburgeringsattest,2015,18,21969,8.19336
Balen,13003,Nee,Inburgeraars met inburgeringsattest,2016,25,22168,11.2775
Balen,13003,Nee,Inburgeraars met inburgeringsattest,2017,19,22356,8.49884
Balen,13003,Nee,Inburgeraars met inburgeringsattest,2018,23,22426,10.256
Balen,13003,Nee,Inburgeraars met inburgeringsattest,2019,23,22618,10.1689
Balen,13003,Nee,Inburgeraars met inburgeringsattest,2020,20,22813,8.76693
Balen,13003,Nee,Inburgeraars met inburgeringsattest,2021,17,22853,7.43885
Beerse,13004,Nee,Inburgeraars met inburgeringsattest,2010,15,17003,8.82197
Beerse,13004,Nee,Inburgeraars met inburgeringsattest,2011,13,17035,7.63135
Beerse,13004,Nee,Inburgeraars met inburgeringsattest,2012,12,17167,6.99016
Beerse,13004,Nee,Inburgeraars met inburgeringsattest,2013,13,17340,7.49712
Beerse,13004,Nee,Inburgeraars met inburgeringsattest,2014,20,17550,11.396
Beerse,13004,Nee,Inburgeraars met inburgeringsattest,2015,24,17600,13.6364
Beerse,13004,Nee,Inburgeraars met inburgeringsattest,2016,19,17829,10.6568
Beerse,13004,Nee,Inburgeraars met inburgeringsattest,2017,23,17907,12.8441
Beerse,13004,Nee,Inburgeraars met inburgeringsattest,2018,18,17931,10.0385
Beerse,13004,Nee,Inburgeraars met inburgeringsattest,2019,17,18084,9.40058
Beerse,13004,Nee,Inburgeraars met inburgeringsattest,2020,27,18128,14.8941
Beerse,13004,Nee,Inburgeraars met inburgeringsattest,2021,34,18194,18.6875
Dessel,13006,Nee,Inburgeraars met inburgeringsattest,2010,5,9107,5.49028
Dessel,13006,Nee,Inburgeraars met inburgeringsattest,2011,8,9177,8.71745
Dessel,13006,Nee,Inburgeraars met inburgeringsattest,2012,6,9231,6.49984
Dessel,13006,Nee,Inburgeraars met inburgeringsattest,2013,5,9286,5.38445
Dessel,13006,Nee,Inburgeraars met inburgeringsattest,2014,11,9350,11.7647
Dessel,13006,Nee,Inburgeraars met inburgeringsattest,2015,4,9400,4.25532
Dessel,13006,Nee,Inburgeraars met inburgeringsattest,2016,11,9420,11.6773
Dessel,13006,Nee,Inburgeraars met inburgeringsattest,2017,8,9527,8.39719
Dessel,13006,Nee,Inburgeraars met inburgeringsattest,2018,16,9540,16.7715
Dessel,13006,Nee,Inburgeraars met inburgeringsattest,2019,10,9598,10.4188
Dessel,13006,Nee,Inburgeraars met inburgeringsattest,2020,22,9605,22.9047
Dessel,13006,Nee,Inburgeraars met inburgeringsattest,2021,13,9659,13.459
Geel,13008,Nee,Inburgeraars met inburgeringsattest,2010,44,36990,11.8951
Geel,13008,Nee,Inburgeraars met inburgeringsattest,2011,41,37483,10.9383
Geel,13008,Nee,Inburgeraars met inburgeringsattest,2012,65,37848,17.174
Geel,13008,Nee,Inburgeraars met inburgeringsattest,2013,59,38101,15.4852
Geel,13008,Nee,Inburgeraars met inburgeringsattest,2014,56,38450,14.5644
Geel,13008,Nee,Inburgeraars met inburgeringsattest,2015,62,38837,15.9642
Geel,13008,Nee,Inburgeraars met inburgeringsattest,2016,70,39225,17.8458
Geel,13008,Nee,Inburgeraars met inburgeringsattest,2017,75,39560,18.9585
Geel,13008,Nee,Inburgeraars met inburgeringsattest,2018,68,39923,17.0328
Geel,13008,Nee,Inburgeraars met inburgeringsattest,2019,88,40353,21.8075
Geel,13008,Nee,Inburgeraars met inburgeringsattest,2020,87,40709,21.3712
