Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal inburgeraars die een inburgeringscontract hebben ondertekend naar nationaliteitsgroep,Aantal inburgeraars die een inburgeringscontract hebben ondertekend,Procent
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,37,69,0.536232
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),29,69,0.42029
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,69,0.0
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,3,69,0.0434783
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,47,59,0.79661
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),8,59,0.135593
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,1,59,0.0169492
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,3,59,0.0508475
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,78,92,0.847826
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),12,92,0.130435
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,92,0.0
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,2,92,0.0217391
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,64,76,0.842105
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),10,76,0.131579
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,1,76,0.0131579
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,1,76,0.0131579
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,70,92,0.76087
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),20,92,0.217391
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,2,92,0.0217391
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,0,92,0.0
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,78,91,0.857143
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),13,91,0.142857
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,0,91,0.0
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,0,91,0.0
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,45,68,0.661765
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),19,68,0.279412
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,68,0.0
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,4,68,0.0588235
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,74,85,0.870588
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),11,85,0.129412
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,0,85,0.0
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,85,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,13,13,1.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,0,13,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,0,13,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,8,15,0.533333
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,4,15,0.266667
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,3,15,0.2
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,8,12,0.666667
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),2,12,0.166667
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,12,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,2,12,0.166667
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,12,16,0.75
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),4,16,0.25
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,16,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,16,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,6,12,0.5
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),4,12,0.333333
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,12,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,2,12,0.166667
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,10,11,0.909091
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),0,11,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,11,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,1,11,0.0909091
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,12,14,0.857143
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),0,14,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,14,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,2,14,0.142857
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,16,16,1.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),0,16,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,0,16,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,0,16,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,8,8,1.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),0,8,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,8,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,0,8,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,18,20,0.9
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),2,20,0.1
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,0,20,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,0,20,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,8,10,0.8
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),2,10,0.2
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,10,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,0,10,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,9,9,1.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),0,9,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,0,9,0.0
Wichelen,42026,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,9,0.0
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,33,35,0.942857
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,2,35,0.0571429
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,0,35,0.0
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,39,43,0.906977
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,4,43,0.0930233
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,0,43,0.0
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,24,25,0.96
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),1,25,0.04
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,25,0.0
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,0,25,0.0
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,21,28,0.75
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),6,28,0.214286
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,1,28,0.0357143
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,28,0.0
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,21,28,0.75
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),5,28,0.178571
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,28,0.0
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,2,28,0.0714286
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,33,38,0.868421
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),5,38,0.131579
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,38,0.0
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,0,38,0.0
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,41,47,0.87234
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),4,47,0.0851064
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,47,0.0
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,2,47,0.0425532
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,52,58,0.896552
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),6,58,0.103448
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,0,58,0.0
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,0,58,0.0
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,45,56,0.803571
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),11,56,0.196429
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,56,0.0
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,0,56,0.0
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,32,35,0.914286
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),3,35,0.0857143
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,0,35,0.0
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,0,35,0.0
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,26,33,0.787879
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),7,33,0.212121
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,33,0.0
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,0,33,0.0
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,54,64,0.84375
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),10,64,0.15625
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,0,64,0.0
Zele,42028,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,64,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,18,18,1.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,0,18,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,0,18,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,15,16,0.9375
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,0,16,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,1,16,0.0625
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,6,8,0.75
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),2,8,0.25
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,8,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,0,8,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,3,3,1.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),0,3,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,3,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,3,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,6,11,0.545455
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),5,11,0.454545
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,11,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,0,11,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,10,11,0.909091
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),1,11,0.0909091
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,11,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,0,11,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,28,31,0.903226
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),3,31,0.0967742
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,31,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,0,31,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,17,19,0.894737
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),0,19,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,0,19,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,2,19,0.105263
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,12,17,0.705882
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),4,17,0.235294
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,17,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,1,17,0.0588235
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,12,16,0.75
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),3,16,0.1875
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,0,16,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,1,16,0.0625
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,6,14,0.428571
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),8,14,0.571429
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,14,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,0,14,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,7,13,0.538462
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),6,13,0.461538
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,0,13,0.0
Assenede,43002,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,13,0.0
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,37,41,0.902439
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,3,41,0.0731707
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,1,41,0.0243902
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,70,77,0.909091
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,4,77,0.0519481
Eeklo,43005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,3,77,0.038961
