Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal inburgeraars die een inburgeringscontract hebben ondertekend naar nationaliteitsgroep,Aantal inburgeraars die een inburgeringscontract hebben ondertekend,Procent
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,3,70,0.0428571
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,62,74,0.837838
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),10,74,0.135135
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,74,0.0
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,2,74,0.027027
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,93,103,0.902913
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),9,103,0.0873786
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,103,0.0
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,1,103,0.00970874
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,86,92,0.934783
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),3,92,0.0326087
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,0,92,0.0
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,3,92,0.0326087
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,64,75,0.853333
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),9,75,0.12
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,75,0.0
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,2,75,0.0266667
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,72,94,0.765957
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),20,94,0.212766
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,0,94,0.0
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,2,94,0.0212766
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,42,55,0.763636
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),12,55,0.218182
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,55,0.0
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,1,55,0.0181818
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,74,86,0.860465
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),12,86,0.139535
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,0,86,0.0
Dendermonde,42006,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,86,0.0
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,25,31,0.806452
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,6,31,0.193548
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,0,31,0.0
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,35,45,0.777778
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,9,45,0.2
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,1,45,0.0222222
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,27,31,0.870968
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),3,31,0.0967742
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,31,0.0
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,1,31,0.0322581
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,10,13,0.769231
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),3,13,0.230769
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,13,0.0
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,13,0.0
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,16,27,0.592593
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),11,27,0.407407
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,27,0.0
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,0,27,0.0
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,21,24,0.875
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),3,24,0.125
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,24,0.0
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,0,24,0.0
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,16,18,0.888889
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),2,18,0.111111
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,18,0.0
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,0,18,0.0
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,28,35,0.8
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),5,35,0.142857
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,0,35,0.0
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,2,35,0.0571429
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,24,30,0.8
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),6,30,0.2
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,30,0.0
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,0,30,0.0
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,37,56,0.660714
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),17,56,0.303571
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,1,56,0.0178571
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,1,56,0.0178571
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,29,39,0.74359
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),9,39,0.230769
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,39,0.0
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,1,39,0.025641
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,42,50,0.84
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),8,50,0.16
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,0,50,0.0
Hamme,42008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,50,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,11,13,0.846154
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,1,13,0.0769231
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,1,13,0.0769231
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,9,9,1.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,0,9,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,0,9,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,2,4,0.5
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),2,4,0.5
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,4,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,0,4,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,7,8,0.875
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),1,8,0.125
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,8,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,8,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,2,6,0.333333
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),3,6,0.5
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,6,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,1,6,0.166667
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,4,6,0.666667
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),2,6,0.333333
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,6,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,0,6,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,13,16,0.8125
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),3,16,0.1875
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,16,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,0,16,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,7,8,0.875
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),1,8,0.125
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,0,8,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,0,8,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,9,9,1.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),0,9,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,9,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,0,9,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,12,12,1.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),0,12,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,0,12,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,0,12,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,8,11,0.727273
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),3,11,0.272727
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,11,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,0,11,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,6,7,0.857143
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),1,7,0.142857
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,0,7,0.0
Laarne,42010,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,7,0.0
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,12,15,0.8
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,3,15,0.2
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,0,15,0.0
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,17,19,0.894737
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,2,19,0.105263
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,0,19,0.0
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,17,22,0.772727
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),5,22,0.227273
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,22,0.0
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,0,22,0.0
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,28,29,0.965517
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),1,29,0.0344828
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,29,0.0
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,29,0.0
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,8,11,0.727273
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),3,11,0.272727
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,11,0.0
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,0,11,0.0
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,20,22,0.909091
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),2,22,0.0909091
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,22,0.0
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,0,22,0.0
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,28,29,0.965517
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),0,29,0.0
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,29,0.0
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,1,29,0.0344828
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,28,29,0.965517
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),1,29,0.0344828
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,0,29,0.0
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,0,29,0.0
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,17,24,0.708333
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),5,24,0.208333
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,24,0.0
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,2,24,0.0833333
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,19,29,0.655172
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),8,29,0.275862
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,0,29,0.0
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,2,29,0.0689655
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,19,23,0.826087
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),4,23,0.173913
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,23,0.0
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,0,23,0.0
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,34,36,0.944444
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),2,36,0.0555556
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,0,36,0.0
Lebbeke,42011,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,36,0.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,13,15,0.866667
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,1,15,0.0666667
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,1,15,0.0666667
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,9,9,1.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,0,9,0.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,0,9,0.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,10,10,1.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),0,10,0.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,10,0.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,0,10,0.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,14,15,0.933333
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),1,15,0.0666667
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,15,0.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,15,0.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,6,7,0.857143
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),0,7,0.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,7,0.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,1,7,0.142857
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,6,7,0.857143
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),1,7,0.142857
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,7,0.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,0,7,0.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,30,33,0.909091
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),1,33,0.030303
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,33,0.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,2,33,0.0606061
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,15,19,0.789474
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),3,19,0.157895
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,1,19,0.0526316
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,0,19,0.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,17,19,0.894737
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),1,19,0.0526316
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,19,0.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,1,19,0.0526316
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,10,11,0.909091
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),1,11,0.0909091
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,0,11,0.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,0,11,0.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,11,13,0.846154
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),2,13,0.153846
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,13,0.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,0,13,0.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,8,9,0.888889
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),1,9,0.111111
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,0,9,0.0
Waasmunster,42023,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,9,0.0
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,62,64,0.96875
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,2,64,0.03125
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,0,64,0.0
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,71,81,0.876543
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,10,81,0.123457
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,0,81,0.0
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,47,50,0.94
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),1,50,0.02
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,50,0.0
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,2,50,0.04
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,53,69,0.768116
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),16,69,0.231884
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,69,0.0
Wetteren,42025,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,69,0.0
