Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Interne inwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
Steenokkerzeel,23081,Nee,Interne inwijking van vreemdelingen,2002,31,10534,2.94285
Steenokkerzeel,23081,Nee,Interne inwijking van vreemdelingen,2003,35,10546,3.31879
Steenokkerzeel,23081,Nee,Interne inwijking van vreemdelingen,2004,42,10664,3.93848
Steenokkerzeel,23081,Nee,Interne inwijking van vreemdelingen,2005,49,10643,4.60397
Steenokkerzeel,23081,Nee,Interne inwijking van vreemdelingen,2006,44,10835,4.06091
Steenokkerzeel,23081,Nee,Interne inwijking van vreemdelingen,2007,49,10988,4.45941
Steenokkerzeel,23081,Nee,Interne inwijking van vreemdelingen,2008,54,11196,4.82315
Steenokkerzeel,23081,Nee,Interne inwijking van vreemdelingen,2009,51,11353,4.4922
Steenokkerzeel,23081,Nee,Interne inwijking van vreemdelingen,2010,99,11435,8.65763
Steenokkerzeel,23081,Nee,Interne inwijking van vreemdelingen,2011,78,11589,6.73052
Steenokkerzeel,23081,Nee,Interne inwijking van vreemdelingen,2012,65,11640,5.58419
Steenokkerzeel,23081,Nee,Interne inwijking van vreemdelingen,2013,68,11616,5.85399
Steenokkerzeel,23081,Nee,Interne inwijking van vreemdelingen,2014,70,11744,5.96049
Steenokkerzeel,23081,Nee,Interne inwijking van vreemdelingen,2015,77,11859,6.49296
Steenokkerzeel,23081,Nee,Interne inwijking van vreemdelingen,2016,111,11924,9.30896
Steenokkerzeel,23081,Nee,Interne inwijking van vreemdelingen,2017,95,11944,7.95378
Steenokkerzeel,23081,Nee,Interne inwijking van vreemdelingen,2018,96,12090,7.94045
Steenokkerzeel,23081,Nee,Interne inwijking van vreemdelingen,2019,101,12135,8.32303
Steenokkerzeel,23081,Nee,Interne inwijking van vreemdelingen,2020,125,12279,10.17998
Steenokkerzeel,23081,Nee,Interne inwijking van vreemdelingen,2021,120,12372,9.69932
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2000,30,14418,2.08073
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2001,19,14496,1.31071
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2002,27,14482,1.86438
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2003,33,14513,2.27382
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2004,37,14574,2.53877
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2005,30,14597,2.05522
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2006,41,14625,2.80342
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2007,45,14765,3.04775
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2008,39,14781,2.63852
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2009,69,14964,4.61107
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2010,50,15006,3.332
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2011,63,15071,4.18021
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2012,71,15142,4.68894
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2013,75,15318,4.8962
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2014,95,15319,6.20145
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2015,94,15335,6.12977
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2016,83,15286,5.42981
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2017,147,15428,9.52813
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2018,168,15481,10.85201
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2019,162,15746,10.28833
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2020,155,16012,9.68024
Ternat,23086,Nee,Interne inwijking van vreemdelingen,2021,130,16144,8.05253
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2000,210,34982,6.00309
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2001,244,35141,6.94346
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2002,270,35567,7.59131
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2003,298,36033,8.2702
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2004,358,36466,9.81736
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2005,300,36956,8.11776
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2006,412,37324,11.03847
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2007,418,37964,11.01043
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2008,490,38557,12.70846
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2009,505,39097,12.91659
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2010,578,39628,14.58565
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2011,582,40493,14.37285
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2012,552,41005,13.46177
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2013,523,41432,12.62309
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2014,552,41843,13.19217
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2015,617,42418,14.54571
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2016,592,43017,13.762
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2017,644,43653,14.75271
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2018,645,44015,14.6541
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2019,601,44727,13.43707
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2020,556,45495,12.22112
Vilvoorde,23088,Nee,Interne inwijking van vreemdelingen,2021,656,45715,14.34978
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2000,329,26901,12.23003
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2001,341,27159,12.55569
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2002,323,27537,11.72967
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2003,409,27758,14.73449
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2004,457,28070,16.28073
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2005,319,28526,11.18278
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2006,456,28651,15.91567
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2007,472,29034,16.2568
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2008,510,29530,17.27057
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2009,536,29907,17.92223
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2010,647,30446,21.25074
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2011,567,31243,18.14807
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2012,547,31715,17.24736
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2013,695,31960,21.74593
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2014,620,32388,19.14289
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2015,545,32678,16.67789
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2016,752,33034,22.76442
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2017,746,33385,22.34536
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2018,737,33806,21.80086
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2019,777,34368,22.60824
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2020,869,34782,24.98419
Zaventem,23094,Nee,Interne inwijking van vreemdelingen,2021,886,35184,25.1819
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2000,34,20553,1.65426
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2001,33,20730,1.5919
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2002,16,20910,0.76518
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2003,32,20975,1.52563
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2004,42,21029,1.99724
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2005,45,21171,2.12555
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2006,33,21327,1.54733
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2007,38,21553,1.7631
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2008,53,21707,2.44161
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2009,37,21837,1.69437
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2010,63,21928,2.87304
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2011,78,21960,3.55191
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2012,65,22249,2.92148
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2013,64,22437,2.85243
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2014,86,22587,3.8075
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2015,79,22778,3.46826
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2016,95,23068,4.11826
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2017,81,23240,3.48537
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2018,79,23325,3.38692
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2019,85,23358,3.63901
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2020,83,23260,3.56836
Zemst,23096,Nee,Interne inwijking van vreemdelingen,2021,96,23314,4.1177
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2000,5,10573,0.4729
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2001,7,10617,0.65932
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2002,15,10623,1.41203
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2003,18,10639,1.69189
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2004,25,10641,2.3494
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2005,11,10689,1.0291
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2006,23,10745,2.14053
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2007,35,10788,3.24435
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2008,45,10936,4.11485
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2009,35,11136,3.14296
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2010,68,11163,6.09155
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2011,42,11297,3.7178
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2012,30,11260,2.6643
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2013,30,11265,2.66312
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2014,49,11277,4.34513
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2015,66,11367,5.80628
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2016,53,11494,4.6111
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2017,91,11621,7.83065
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2018,73,11629,6.27741
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2019,63,11631,5.41656
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2020,38,11665,3.25761
Roosdaal,23097,Nee,Interne inwijking van vreemdelingen,2021,49,11688,4.19233
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2000,52,4693,11.08033
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2001,53,4674,11.33932
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2002,68,4731,14.37328
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2003,66,4769,13.83938
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2004,75,4800,15.625
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2005,72,4847,14.85455
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2006,62,4876,12.71534
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2007,81,4822,16.79801
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2008,103,4891,21.05909
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2009,135,4884,27.64128
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2010,109,4953,22.00686
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2011,111,4935,22.4924
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2012,128,5013,25.53361
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2013,132,5062,26.07665
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2014,161,5093,31.61202
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2015,192,5222,36.76752
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2016,137,5372,25.50261
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2017,165,5457,30.23639
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2018,163,5599,29.11234
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2019,176,5689,30.9369
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2020,155,5653,27.41907
Drogenbos,23098,Nee,Interne inwijking van vreemdelingen,2021,148,5699,25.96947
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2000,225,12692,17.7277
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2001,207,12824,16.14161
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2002,219,12976,16.87731
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2003,214,12923,16.55962
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2004,240,12978,18.49283
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2005,273,12994,21.0097
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2006,254,13150,19.31559
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2007,293,13105,22.35788
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2008,272,13088,20.7824
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2009,260,13111,19.83068
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2010,307,13368,22.96529
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2011,267,13402,19.9224
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2012,286,13585,21.05263
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2013,287,13556,21.17144
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2014,321,13570,23.65512
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2015,301,13697,21.97562
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2016,285,13713,20.7832
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2017,298,13657,21.82031
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2018,338,13690,24.68955
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2019,318,13730,23.16096
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2020,322,13853,23.24406
Kraainem,23099,Nee,Interne inwijking van vreemdelingen,2021,395,13847,28.52603
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2000,31,4751,6.52494
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2001,36,4747,7.58374
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2002,36,4783,7.52666
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2003,54,4797,11.25704
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2004,65,4770,13.62683
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2005,46,4758,9.66793
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2006,33,4759,6.93423
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2007,35,4710,7.431
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2008,51,4721,10.8028
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2009,57,4767,11.95721
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2010,59,4755,12.40799
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2011,57,4805,11.86264
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2012,65,4787,13.57844
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2013,80,4807,16.6424
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2014,70,4792,14.60768
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2015,90,4745,18.96733
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2016,70,4752,14.73064
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2017,67,4722,14.1889
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2018,65,4760,13.65546
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2019,106,4671,22.69321
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2020,84,4696,17.88756
Linkebeek,23100,Nee,Interne inwijking van vreemdelingen,2021,86,4739,18.14729
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2000,206,17998,11.44572
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2001,224,17901,12.51327
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2002,178,17830,9.98317
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2003,214,17886,11.96467
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2004,226,17895,12.62923
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2005,192,17904,10.72386
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2006,205,17927,11.43527
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2007,217,17975,12.07232
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2008,243,18007,13.49475
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2009,229,18036,12.69683
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2010,287,18029,15.9188
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2011,221,17952,12.31061
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2012,279,17934,15.55704
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2013,264,17926,14.72721
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2014,269,18005,14.94029
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2015,312,17955,17.37678
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2016,255,18171,14.03335
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2017,332,18231,18.21074
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2018,256,18296,13.99213
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2019,270,18387,14.68429
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2020,300,18519,16.19958
Sint-Genesius-Rode,23101,Nee,Interne inwijking van vreemdelingen,2021,263,18626,14.12005
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2000,123,13932,8.8286
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2001,133,14066,9.45542
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2002,113,14256,7.92649
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2003,128,14308,8.94604
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2004,114,14499,7.86261
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2005,138,14645,9.42301
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2006,180,14774,12.18357
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2007,131,14996,8.73566
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2008,168,14904,11.27214
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2009,171,15026,11.38027
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2010,190,15156,12.53629
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2011,220,15288,14.39037
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2012,201,15341,13.10214
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2013,257,15507,16.57316
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2014,251,15586,16.1042
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2015,270,15721,17.17448
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2016,278,16059,17.31117
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2017,305,16130,18.90887
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2018,313,16347,19.14724
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2019,308,16491,18.67685
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2020,342,16814,20.34019
Wemmel,23102,Nee,Interne inwijking van vreemdelingen,2021,369,17013,21.6893
Wezembeek-Oppem,23103,Nee,Interne inwijking van vreemdelingen,2000,166,13622,12.18617
Wezembeek-Oppem,23103,Nee,Interne inwijking van vreemdelingen,2001,133,13689,9.71583
Wezembeek-Oppem,23103,Nee,Interne inwijking van vreemdelingen,2002,168,13644,12.3131
Wezembeek-Oppem,23103,Nee,Interne inwijking van vreemdelingen,2003,213,13510,15.7661
Wezembeek-Oppem,23103,Nee,Interne inwijking van vreemdelingen,2004,184,13469,13.661
Wezembeek-Oppem,23103,Nee,Interne inwijking van vreemdelingen,2005,196,13475,14.54545
Wezembeek-Oppem,23103,Nee,Interne inwijking van vreemdelingen,2006,202,13504,14.95853
Wezembeek-Oppem,23103,Nee,Interne inwijking van vreemdelingen,2007,192,13496,14.22644
