Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Interne inwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
As,71002,Nee,Interne inwijking van vreemdelingen,2017,56,8210,6.82095
As,71002,Nee,Interne inwijking van vreemdelingen,2018,53,8190,6.47131
As,71002,Nee,Interne inwijking van vreemdelingen,2019,70,8202,8.5345
As,71002,Nee,Interne inwijking van vreemdelingen,2020,72,8236,8.74211
As,71002,Nee,Interne inwijking van vreemdelingen,2021,47,8279,5.67701
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2000,82,39261,2.08859
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2001,101,39565,2.55276
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2002,113,39833,2.83684
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2003,115,40204,2.86041
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2004,87,40396,2.15368
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2005,89,40849,2.17876
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2006,104,41072,2.53214
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2007,119,41531,2.86533
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2008,90,41974,2.14418
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2009,132,42327,3.11858
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2010,173,42758,4.04603
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2011,219,43203,5.06909
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2012,226,43661,5.17624
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2013,150,43975,3.41103
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2014,219,44262,4.94781
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2015,196,44885,4.36671
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2016,225,45242,4.97325
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2017,211,45704,4.61666
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2018,256,46065,5.55736
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2019,241,46346,5.20002
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2020,253,46598,5.42942
Beringen,71004,Nee,Interne inwijking van vreemdelingen,2021,301,46882,6.42037
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2000,32,17173,1.86339
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2001,37,17251,2.1448
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2002,44,17343,2.53705
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2003,47,17464,2.69125
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2004,48,17653,2.71908
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2005,63,17673,3.56476
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2006,59,17706,3.3322
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2007,37,17874,2.07005
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2008,33,17999,1.83344
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2009,71,18129,3.91638
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2010,57,18208,3.13049
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2011,46,18242,2.52165
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2012,81,18377,4.40768
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2013,64,18542,3.45162
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2014,87,18666,4.66088
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2015,85,18757,4.53164
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2016,100,18906,5.28933
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2017,83,19086,4.34874
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2018,110,19137,5.74803
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2019,89,19031,4.67658
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2020,91,19090,4.76689
Diepenbeek,71011,Nee,Interne inwijking van vreemdelingen,2021,85,19157,4.43702
Genk,71016,Ja,Interne inwijking van vreemdelingen,2000,168,62842,2.67337
Genk,71016,Ja,Interne inwijking van vreemdelingen,2001,167,62860,2.6567
Genk,71016,Ja,Interne inwijking van vreemdelingen,2002,148,62949,2.35111
Genk,71016,Ja,Interne inwijking van vreemdelingen,2003,191,63197,3.0223
Genk,71016,Ja,Interne inwijking van vreemdelingen,2004,173,63550,2.72227
Genk,71016,Ja,Interne inwijking van vreemdelingen,2005,188,63607,2.95565
Genk,71016,Ja,Interne inwijking van vreemdelingen,2006,184,63787,2.8846
Genk,71016,Ja,Interne inwijking van vreemdelingen,2007,245,64095,3.82245
Genk,71016,Ja,Interne inwijking van vreemdelingen,2008,221,64297,3.43717
Genk,71016,Ja,Interne inwijking van vreemdelingen,2009,203,64527,3.14597
Genk,71016,Ja,Interne inwijking van vreemdelingen,2010,300,64757,4.6327
Genk,71016,Ja,Interne inwijking van vreemdelingen,2011,299,64987,4.60092
Genk,71016,Ja,Interne inwijking van vreemdelingen,2012,268,65264,4.1064
Genk,71016,Ja,Interne inwijking van vreemdelingen,2013,319,65224,4.89084
Genk,71016,Ja,Interne inwijking van vreemdelingen,2014,282,65399,4.31199
Genk,71016,Ja,Interne inwijking van vreemdelingen,2015,274,65463,4.18557
Genk,71016,Ja,Interne inwijking van vreemdelingen,2016,389,65691,5.92166
Genk,71016,Ja,Interne inwijking van vreemdelingen,2017,377,65986,5.71333
Genk,71016,Ja,Interne inwijking van vreemdelingen,2018,358,66110,5.41522
Genk,71016,Ja,Interne inwijking van vreemdelingen,2019,344,66227,5.19426
Genk,71016,Ja,Interne inwijking van vreemdelingen,2020,408,66447,6.14023
Genk,71016,Ja,Interne inwijking van vreemdelingen,2021,431,66673,6.46439
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2000,13,7600,1.71053
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2001,4,7640,0.52356
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2002,13,7608,1.70873
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2003,23,7716,2.98082
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2004,10,7717,1.29584
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2005,13,7776,1.67181
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2006,7,7847,0.89206
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2007,17,7879,2.15763
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2008,18,7966,2.2596
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2009,33,8060,4.09429
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2010,28,8121,3.44785
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2011,29,8214,3.53056
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2012,27,8245,3.27471
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2013,22,8297,2.65156
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2014,26,8291,3.13593
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2015,23,8383,2.74365
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2016,37,8377,4.41686
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2017,70,8394,8.33929
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2018,39,8391,4.64784
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2019,33,8405,3.92623
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2020,36,8389,4.29133
Gingelom,71017,Nee,Interne inwijking van vreemdelingen,2021,39,8426,4.62853
Halen,71020,Nee,Interne inwijking van vreemdelingen,2000,14,8216,1.70399
Halen,71020,Nee,Interne inwijking van vreemdelingen,2001,16,8290,1.93004
Halen,71020,Nee,Interne inwijking van vreemdelingen,2002,7,8320,0.84135
Halen,71020,Nee,Interne inwijking van vreemdelingen,2003,8,8397,0.95272
Halen,71020,Nee,Interne inwijking van vreemdelingen,2004,17,8407,2.02212
Halen,71020,Nee,Interne inwijking van vreemdelingen,2005,15,8513,1.76201
Halen,71020,Nee,Interne inwijking van vreemdelingen,2006,14,8624,1.62338
Halen,71020,Nee,Interne inwijking van vreemdelingen,2007,17,8678,1.95898
Halen,71020,Nee,Interne inwijking van vreemdelingen,2008,31,8820,3.51474
Halen,71020,Nee,Interne inwijking van vreemdelingen,2009,37,9015,4.10427
Halen,71020,Nee,Interne inwijking van vreemdelingen,2010,39,9136,4.26883
Halen,71020,Nee,Interne inwijking van vreemdelingen,2011,33,9242,3.57066
Halen,71020,Nee,Interne inwijking van vreemdelingen,2012,36,9352,3.84944
Halen,71020,Nee,Interne inwijking van vreemdelingen,2013,28,9422,2.97177
Halen,71020,Nee,Interne inwijking van vreemdelingen,2014,34,9480,3.5865
Halen,71020,Nee,Interne inwijking van vreemdelingen,2015,32,9546,3.35219
Halen,71020,Nee,Interne inwijking van vreemdelingen,2016,52,9566,5.43592
Halen,71020,Nee,Interne inwijking van vreemdelingen,2017,42,9511,4.41594
Halen,71020,Nee,Interne inwijking van vreemdelingen,2018,52,9461,5.49625
Halen,71020,Nee,Interne inwijking van vreemdelingen,2019,33,9427,3.50058
Halen,71020,Nee,Interne inwijking van vreemdelingen,2020,37,9485,3.9009
Halen,71020,Nee,Interne inwijking van vreemdelingen,2021,33,9360,3.52564
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2000,165,68058,2.4244
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2001,158,68373,2.31085
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2002,152,68771,2.21023
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2003,175,68931,2.53877
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2004,208,69127,3.00895
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2005,214,69538,3.07745
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2006,282,70035,4.02656
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2007,284,70584,4.02357
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2008,372,71545,5.19952
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2009,317,72315,4.3836
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2010,352,73067,4.8175
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2011,382,73807,5.17566
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2012,459,74588,6.1538
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2013,422,75579,5.58356
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2014,433,75991,5.69804
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2015,443,76331,5.80367
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2016,560,76685,7.3026
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2017,586,77124,7.59815
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2018,606,77651,7.80415
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2019,572,78296,7.30561
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2020,539,78714,6.84757
Hasselt,71022,Ja,Interne inwijking van vreemdelingen,2021,586,79089,7.40937
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2000,12,11615,1.03315
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2001,16,11590,1.3805
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2002,11,11629,0.94591
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2003,20,11609,1.7228
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2004,15,11597,1.29344
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2005,20,11663,1.71482
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2006,35,11795,2.96736
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2007,27,11874,2.27388
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2008,38,11960,3.17726
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2009,33,12081,2.73156
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2010,33,12219,2.70071
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2011,32,12264,2.60926
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2012,28,12316,2.27347
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2013,42,12330,3.40633
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2014,42,12390,3.38983
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2015,56,12463,4.4933
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2016,60,12608,4.75888
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2017,67,12694,5.27808
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2018,55,12661,4.34405
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2019,56,12636,4.43178
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2020,64,12650,5.05929
Herk-de-Stad,71024,Nee,Interne inwijking van vreemdelingen,2021,51,12716,4.0107
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2000,36,13796,2.60945
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2001,53,13857,3.82478
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2002,32,13966,2.29128
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2003,46,14029,3.27892
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2004,41,14150,2.89753
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2005,55,14247,3.86046
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2006,56,14403,3.88808
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2007,65,14472,4.49143
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2008,77,14643,5.25849
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2009,53,14828,3.57432
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2010,69,14907,4.6287
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2011,100,15070,6.6357
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2012,102,15172,6.72291
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2013,74,15178,4.87548
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2014,74,15210,4.86522
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2015,76,15213,4.99573
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2016,114,15358,7.42284
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2017,116,15526,7.47134
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2018,134,15625,8.576
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2019,141,15755,8.94954
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2020,170,15850,10.72555
Leopoldsburg,71034,Nee,Interne inwijking van vreemdelingen,2021,149,16065,9.27482
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2000,20,13501,1.48137
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2001,13,13541,0.96005
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2002,18,13569,1.32655
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2003,33,13611,2.42451
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2004,21,13651,1.53835
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2005,18,13667,1.31704
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2006,22,13691,1.6069
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2007,24,13803,1.73875
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2008,27,14005,1.92788
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2009,29,14174,2.046
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2010,36,14293,2.51872
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2011,70,14322,4.88759
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2012,49,14358,3.41273
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2013,58,14423,4.02135
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2014,48,14529,3.30374
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2015,56,14571,3.84325
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2016,68,14603,4.65658
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2017,59,14662,4.02401
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2018,71,14762,4.80965
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2019,71,14890,4.7683
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2020,63,14978,4.20617
Lummen,71037,Nee,Interne inwijking van vreemdelingen,2021,59,15086,3.91091
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2000,13,6483,2.00524
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2001,4,6510,0.61444
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2002,8,6486,1.23343
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2003,15,6480,2.31481
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2004,3,6516,0.46041
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2005,19,6585,2.88535
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2006,5,6606,0.75689
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2007,14,6685,2.09424
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2008,19,6707,2.83286
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2009,11,6758,1.6277
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2010,18,6732,2.6738
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2011,21,6687,3.14042
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2012,11,6691,1.644
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2013,12,6729,1.78333
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2014,27,6748,4.00119
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2015,30,6841,4.38532
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2016,26,6865,3.78733
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2017,17,6941,2.44921
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2018,37,6960,5.31609
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2019,43,6947,6.18972
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2020,21,6998,3.00086
Nieuwerkerken,71045,Nee,Interne inwijking van vreemdelingen,2021,26,7062,3.68168
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2000,51,37147,1.37292
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2001,67,37079,1.80695
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2002,82,37314,2.19757
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2003,93,37501,2.47993
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2004,116,37722,3.07513
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2005,108,37989,2.84293
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2006,90,38247,2.35313
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2007,146,38427,3.79941
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2008,165,38825,4.24984
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2009,139,39117,3.55344
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2010,169,39309,4.29927
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2011,163,39579,4.11835
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2012,144,39747,3.62291
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2013,175,39769,4.40041
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2014,182,39840,4.56827
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2015,183,39957,4.57992
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2016,205,40158,5.10484
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2017,199,40169,4.95407
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2018,199,40473,4.91686
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2019,247,40590,6.08524
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2020,236,40672,5.80252
Sint-Truiden,71053,Nee,Interne inwijking van vreemdelingen,2021,209,40557,5.15324
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2000,23,15819,1.45395
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2001,28,16009,1.74902
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2002,20,16206,1.23411
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2003,22,16331,1.34713
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2004,34,16428,2.06964
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2005,24,16648,1.44161
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2006,32,16811,1.90352
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2007,20,16999,1.17654
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2008,30,17231,1.74105
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2009,22,17458,1.26017
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2010,37,17685,2.09217
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2011,74,17942,4.1244
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2012,68,18107,3.75545
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2013,41,18242,2.24756
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2014,62,18205,3.40566
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2015,39,18334,2.1272
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2016,96,18403,5.21654
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2017,95,18517,5.13042
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2018,115,18514,6.21152
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2019,101,18613,5.42631
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2020,109,18727,5.82047
Tessenderlo,71057,Nee,Interne inwijking van vreemdelingen,2021,93,18881,4.92559
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2000,57,18940,3.0095
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2001,50,19172,2.60797
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2002,55,19317,2.84723
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2003,35,19521,1.79294
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2004,51,19649,2.59555
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2005,48,19693,2.43741
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2006,41,19901,2.0602
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2007,66,20060,3.29013
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2008,57,20300,2.80788
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2009,83,20469,4.05491
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2010,52,20570,2.52795
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2011,67,20816,3.21868
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2012,91,20887,4.35678
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2013,82,21022,3.90068
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2014,76,21139,3.59525
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2015,100,21195,4.71809
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2016,108,21276,5.07614
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2017,89,21269,4.18449
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2018,110,21214,5.18526
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2019,98,21237,4.61459
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2020,95,21327,4.45445
Zonhoven,71066,Nee,Interne inwijking van vreemdelingen,2021,134,21339,6.27958
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2000,49,6755,7.25389
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2001,41,6764,6.0615
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2002,16,6809,2.34983
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2003,28,6861,4.08104
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2004,23,6869,3.34838
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2005,40,6865,5.82666
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2006,44,6929,6.35012
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2007,48,6956,6.90052
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2008,43,6982,6.15869
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2009,37,7036,5.25867
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2010,45,7009,6.42032
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2011,69,7047,9.7914
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2012,35,7074,4.9477
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2013,51,7045,7.23918
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2014,59,7109,8.29934
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2015,63,7138,8.826
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2016,57,7239,7.87402
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2017,51,7270,7.01513
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2018,55,7234,7.60299
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2019,46,7289,6.31088
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2020,54,7282,7.41555
Zutendaal,71067,Nee,Interne inwijking van vreemdelingen,2021,62,7290,8.5048
Ham,71069,Nee,Interne inwijking van vreemdelingen,2000,28,9326,3.00236
Ham,71069,Nee,Interne inwijking van vreemdelingen,2001,13,9392,1.38416
Ham,71069,Nee,Interne inwijking van vreemdelingen,2002,23,9387,2.4502
Ham,71069,Nee,Interne inwijking van vreemdelingen,2003,31,9530,3.25289
Ham,71069,Nee,Interne inwijking van vreemdelingen,2004,23,9574,2.40234
Ham,71069,Nee,Interne inwijking van vreemdelingen,2005,31,9627,3.22011
Ham,71069,Nee,Interne inwijking van vreemdelingen,2006,34,9705,3.50335
Ham,71069,Nee,Interne inwijking van vreemdelingen,2007,23,9824,2.34121
Ham,71069,Nee,Interne inwijking van vreemdelingen,2008,28,9975,2.80702
Ham,71069,Nee,Interne inwijking van vreemdelingen,2009,39,10093,3.86406
Ham,71069,Nee,Interne inwijking van vreemdelingen,2010,52,10235,5.08061
Ham,71069,Nee,Interne inwijking van vreemdelingen,2011,29,10375,2.79518
