Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Statuut,Aantal meerderjarige nieuwkomers naar statuut,Aantal meerderjarige nieuwkomers,Procent
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2016,Asielzoeker/erkend vluchtel.,1172,9423,0.12438
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ student,222,9423,0.02356
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ voldoende bestaansmidd.,203,9423,0.02154
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2016,EU-onderdaan onbekende reden,1893,9423,0.20089
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2016,Gezinshereniger,2531,9423,0.2686
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2016,Onbepaald statuut,465,9423,0.04935
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2016,Overig statuut,716,9423,0.07598
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2017,Arbeidsmigrant,1908,7805,0.24446
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2017,Asielzoeker/erkend vluchtel.,644,7805,0.08251
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ student,225,7805,0.02883
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ voldoende bestaansmidd.,177,7805,0.02268
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2017,EU-onderdaan onbekende reden,1718,7805,0.22012
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2017,Gezinshereniger,2250,7805,0.28828
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2017,Overig statuut,883,7805,0.11313
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2018,Arbeidsmigrant,1990,7597,0.26195
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2018,Asielzoeker/erkend vluchtel.,612,7597,0.08056
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ student,179,7597,0.02356
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ voldoende bestaansmidd.,189,7597,0.02488
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2018,EU-onderdaan onbekende reden,1698,7597,0.22351
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2018,Gezinshereniger,2185,7597,0.28761
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2018,Overig statuut,744,7597,0.09793
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2019,Arbeidsmigrant,2864,9240,0.30996
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2019,Asielzoeker/erkend vluchtel.,627,9240,0.06786
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ student,299,9240,0.03236
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ voldoende bestaansmidd.,241,9240,0.02608
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2019,EU-onderdaan onbekende reden,1811,9240,0.196
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2019,Gezinshereniger,2555,9240,0.27652
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2019,Onbepaald statuut,31,9240,0.00335
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2019,Overig statuut,812,9240,0.08788
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2020,Arbeidsmigrant,2017,7018,0.2874
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2020,Asielzoeker/erkend vluchtel.,578,7018,0.08236
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ student,181,7018,0.02579
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ voldoende bestaansmidd.,180,7018,0.02565
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2020,EU-onderdaan onbekende reden,1700,7018,0.24223
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2020,Gezinshereniger,1762,7018,0.25107
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2020,Onbepaald statuut,3,7018,0.00043
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2020,Overig statuut,597,7018,0.08507
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2021,Arbeidsmigrant,1978,6195,0.31929
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2021,Asielzoeker/erkend vluchtel.,681,6195,0.10993
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ student,246,6195,0.03971
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ voldoende bestaansmidd.,193,6195,0.03115
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2021,EU-onderdaan onbekende reden,121,6195,0.01953
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2021,Gezinshereniger,2169,6195,0.35012
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2021,Onbepaald statuut,2,6195,0.00032
Antwerpen,11002,Ja,"Meerderjarige nieuwkomers, naar statuut",2021,Overig statuut,805,6195,0.12994
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Arbeidsmigrant,5,36,0.13889
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Asielzoeker/erkend vluchtel.,6,36,0.16667
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,EU-onderdaan onbekende reden,4,36,0.11111
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Geregulariseerd,9,36,0.25
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Gezinshereniger,8,36,0.22222
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Onbepaald statuut,4,36,0.11111
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Arbeidsmigrant,4,21,0.19048
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Asielzoeker/erkend vluchtel.,8,21,0.38095
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU+ student,0,21,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU-onderdaan onbekende reden,1,21,0.04762
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Geregulariseerd,2,21,0.09524
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Gezinshereniger,6,21,0.28571
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Onbepaald statuut,0,21,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Arbeidsmigrant,10,20,0.5
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Asielzoeker/erkend vluchtel.,2,20,0.1
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU+ student,0,20,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU-onderdaan onbekende reden,2,20,0.1
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Geregulariseerd,1,20,0.05
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Gezinshereniger,5,20,0.25
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Onbepaald statuut,0,20,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Arbeidsmigrant,5,25,0.2
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Asielzoeker/erkend vluchtel.,2,25,0.08
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU+ student,0,25,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU-onderdaan onbekende reden,1,25,0.04
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Geregulariseerd,1,25,0.04
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Gezinshereniger,12,25,0.48
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Overig statuut,4,25,0.16
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Arbeidsmigrant,15,33,0.45455
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Asielzoeker/erkend vluchtel.,2,33,0.06061
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU+ student,0,33,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU-onderdaan onbekende reden,1,33,0.0303
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Geregulariseerd,0,33,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Gezinshereniger,10,33,0.30303
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Overig statuut,5,33,0.15152
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Arbeidsmigrant,5,32,0.15625
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Asielzoeker/erkend vluchtel.,9,32,0.28125
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ student,0,32,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ voldoende bestaansmidd.,3,32,0.09375
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU-onderdaan onbekende reden,3,32,0.09375
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Gezinshereniger,12,32,0.375
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Onbepaald statuut,0,32,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Arbeidsmigrant,7,37,0.18919
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Asielzoeker/erkend vluchtel.,8,37,0.21622
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ student,0,37,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ voldoende bestaansmidd.,3,37,0.08108
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU-onderdaan onbekende reden,1,37,0.02703
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Gezinshereniger,10,37,0.27027
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Onbepaald statuut,2,37,0.05405
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Overig statuut,6,37,0.16216
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Arbeidsmigrant,14,44,0.31818
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Asielzoeker/erkend vluchtel.,9,44,0.20455
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ student,0,44,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ voldoende bestaansmidd.,1,44,0.02273
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU-onderdaan onbekende reden,0,44,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Gezinshereniger,15,44,0.34091
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Overig statuut,5,44,0.11364
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Arbeidsmigrant,12,41,0.29268
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Asielzoeker/erkend vluchtel.,14,41,0.34146
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ student,0,41,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ voldoende bestaansmidd.,1,41,0.02439
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU-onderdaan onbekende reden,0,41,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Gezinshereniger,11,41,0.26829
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Overig statuut,3,41,0.07317
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Arbeidsmigrant,10,48,0.20833
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Asielzoeker/erkend vluchtel.,7,48,0.14583
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ student,0,48,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ voldoende bestaansmidd.,1,48,0.02083
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU-onderdaan onbekende reden,8,48,0.16667
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Gezinshereniger,19,48,0.39583
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Onbepaald statuut,0,48,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Overig statuut,3,48,0.0625
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Arbeidsmigrant,6,30,0.2
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Asielzoeker/erkend vluchtel.,8,30,0.26667
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ student,0,30,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ voldoende bestaansmidd.,0,30,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU-onderdaan onbekende reden,5,30,0.16667
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Gezinshereniger,8,30,0.26667
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Onbepaald statuut,0,30,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Overig statuut,3,30,0.1
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Arbeidsmigrant,14,26,0.53846
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Asielzoeker/erkend vluchtel.,1,26,0.03846
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ student,0,26,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ voldoende bestaansmidd.,1,26,0.03846
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU-onderdaan onbekende reden,0,26,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Gezinshereniger,8,26,0.30769
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Onbepaald statuut,0,26,0.0
Boechout,11004,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Overig statuut,2,26,0.07692
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Arbeidsmigrant,18,120,0.15
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Asielzoeker/erkend vluchtel.,8,120,0.06667
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,EU-onderdaan onbekende reden,14,120,0.11667
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Geregulariseerd,15,120,0.125
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Gezinshereniger,55,120,0.45833
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Onbepaald statuut,10,120,0.08333
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Arbeidsmigrant,47,136,0.34559
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Asielzoeker/erkend vluchtel.,6,136,0.04412
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU+ student,0,136,0.0
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU-onderdaan onbekende reden,28,136,0.20588
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Geregulariseerd,7,136,0.05147
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Gezinshereniger,48,136,0.35294
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Onbepaald statuut,0,136,0.0
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Arbeidsmigrant,20,81,0.24691
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Asielzoeker/erkend vluchtel.,2,81,0.02469
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU+ student,0,81,0.0
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,EU-onderdaan onbekende reden,17,81,0.20988
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Geregulariseerd,4,81,0.04938
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Gezinshereniger,38,81,0.46914
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2012,Onbepaald statuut,0,81,0.0
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Arbeidsmigrant,21,68,0.30882
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Asielzoeker/erkend vluchtel.,0,68,0.0
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU+ student,0,68,0.0
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,EU-onderdaan onbekende reden,15,68,0.22059
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Geregulariseerd,2,68,0.02941
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Gezinshereniger,25,68,0.36765
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2013,Overig statuut,5,68,0.07353
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Arbeidsmigrant,9,70,0.12857
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Asielzoeker/erkend vluchtel.,4,70,0.05714
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU+ student,0,70,0.0
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,EU-onderdaan onbekende reden,20,70,0.28571
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Geregulariseerd,0,70,0.0
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Gezinshereniger,33,70,0.47143
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2014,Overig statuut,4,70,0.05714
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Arbeidsmigrant,11,75,0.14667
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Asielzoeker/erkend vluchtel.,6,75,0.08
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ student,3,75,0.04
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU+ voldoende bestaansmidd.,2,75,0.02667
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,EU-onderdaan onbekende reden,15,75,0.2
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Gezinshereniger,36,75,0.48
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2015,Onbepaald statuut,2,75,0.02667
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Arbeidsmigrant,16,104,0.15385
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Asielzoeker/erkend vluchtel.,15,104,0.14423
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ student,0,104,0.0
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU+ voldoende bestaansmidd.,0,104,0.0
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,EU-onderdaan onbekende reden,19,104,0.18269
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Gezinshereniger,43,104,0.41346
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Onbepaald statuut,1,104,0.00962
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2016,Overig statuut,10,104,0.09615
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Arbeidsmigrant,25,107,0.23364
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Asielzoeker/erkend vluchtel.,8,107,0.07477
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ student,2,107,0.01869
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU+ voldoende bestaansmidd.,3,107,0.02804
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,EU-onderdaan onbekende reden,14,107,0.13084
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Gezinshereniger,49,107,0.45794
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2017,Overig statuut,6,107,0.05607
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Arbeidsmigrant,32,116,0.27586
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Asielzoeker/erkend vluchtel.,13,116,0.11207
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ student,0,116,0.0
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU+ voldoende bestaansmidd.,2,116,0.01724
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,EU-onderdaan onbekende reden,31,116,0.26724
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Gezinshereniger,32,116,0.27586
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2018,Overig statuut,6,116,0.05172
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Arbeidsmigrant,39,123,0.31707
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Asielzoeker/erkend vluchtel.,4,123,0.03252
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ student,0,123,0.0
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU+ voldoende bestaansmidd.,4,123,0.03252
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,EU-onderdaan onbekende reden,31,123,0.25203
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Gezinshereniger,39,123,0.31707
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Onbepaald statuut,0,123,0.0
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2019,Overig statuut,6,123,0.04878
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Arbeidsmigrant,35,115,0.30435
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Asielzoeker/erkend vluchtel.,7,115,0.06087
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ student,0,115,0.0
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU+ voldoende bestaansmidd.,2,115,0.01739
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,EU-onderdaan onbekende reden,33,115,0.28696
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Gezinshereniger,36,115,0.31304
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Onbepaald statuut,0,115,0.0
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2020,Overig statuut,2,115,0.01739
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Arbeidsmigrant,18,80,0.225
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Asielzoeker/erkend vluchtel.,10,80,0.125
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ student,0,80,0.0
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU+ voldoende bestaansmidd.,0,80,0.0
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,EU-onderdaan onbekende reden,7,80,0.0875
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Gezinshereniger,38,80,0.475
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Onbepaald statuut,0,80,0.0
Boom,11005,Nee,"Meerderjarige nieuwkomers, naar statuut",2021,Overig statuut,7,80,0.0875
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Arbeidsmigrant,7,55,0.12727
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Asielzoeker/erkend vluchtel.,3,55,0.05455
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,EU-onderdaan onbekende reden,16,55,0.29091
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Geregulariseerd,9,55,0.16364
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Gezinshereniger,18,55,0.32727
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar statuut",2010,Onbepaald statuut,2,55,0.03636
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Arbeidsmigrant,10,32,0.3125
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Asielzoeker/erkend vluchtel.,1,32,0.03125
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU+ student,1,32,0.03125
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,EU-onderdaan onbekende reden,14,32,0.4375
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Geregulariseerd,0,32,0.0
Borsbeek,11007,Nee,"Meerderjarige nieuwkomers, naar statuut",2011,Gezinshereniger,6,32,0.1875
