Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Taal,"Aantal leerlingen in het deeltijds beroepssecundair onderwijs, wonend in de gemeente, naar thuistaal","Aantal leerlingen in gewoon secundair onderwijs, wonend in de gemeente",Procent
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,66,190,0.347368
Oostende,35013,Ja,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Onbekend,2,190,0.0105263
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Nederlands,16,16,1.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Niet Nederlands,0,16,0.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Onbekend,0,16,0.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Nederlands,10,10,1.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Niet Nederlands,0,10,0.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Onbekend,0,10,0.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,12,12,1.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,0,12,0.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Onbekend,0,12,0.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,9,9,1.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,0,9,0.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Onbekend,0,9,0.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,8,8,1.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,0,8,0.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Onbekend,0,8,0.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,10,10,1.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,0,10,0.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Onbekend,0,10,0.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,11,11,1.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,0,11,0.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Onbekend,0,11,0.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,13,14,0.928571
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,1,14,0.0714286
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Onbekend,0,14,0.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,7,8,0.875
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,1,8,0.125
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Onbekend,0,8,0.0
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,5,6,0.833333
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,1,6,0.166667
Oudenburg,35014,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Onbekend,0,6,0.0
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Nederlands,7,10,0.7
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Niet Nederlands,1,10,0.1
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Onbekend,2,10,0.2
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Nederlands,9,10,0.9
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Niet Nederlands,1,10,0.1
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Onbekend,0,10,0.0
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,10,12,0.833333
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,2,12,0.166667
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Onbekend,0,12,0.0
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,9,10,0.9
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,1,10,0.1
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Onbekend,0,10,0.0
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,11,12,0.916667
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,1,12,0.0833333
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Onbekend,0,12,0.0
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,12,16,0.75
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,4,16,0.25
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Onbekend,0,16,0.0
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,8,9,0.888889
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,1,9,0.111111
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Onbekend,0,9,0.0
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,10,13,0.769231
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,3,13,0.230769
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Onbekend,0,13,0.0
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,10,13,0.769231
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,3,13,0.230769
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Onbekend,0,13,0.0
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,11,15,0.733333
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,4,15,0.266667
De Haan,35029,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Onbekend,0,15,0.0
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Nederlands,6,6,1.0
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Niet Nederlands,0,6,0.0
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Onbekend,0,6,0.0
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Nederlands,7,7,1.0
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Niet Nederlands,0,7,0.0
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Onbekend,0,7,0.0
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,8,9,0.888889
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,1,9,0.111111
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Onbekend,0,9,0.0
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,11,11,1.0
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,0,11,0.0
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Onbekend,0,11,0.0
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,9,10,0.9
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,1,10,0.1
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Onbekend,0,10,0.0
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,6,7,0.857143
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,1,7,0.142857
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Onbekend,0,7,0.0
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,7,7,1.0
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,0,7,0.0
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Onbekend,0,7,0.0
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,6,6,1.0
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,0,6,0.0
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Onbekend,0,6,0.0
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,5,7,0.714286
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,2,7,0.285714
Hooglede,36006,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Onbekend,0,7,0.0
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Nederlands,9,13,0.692308
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Niet Nederlands,4,13,0.307692
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Onbekend,0,13,0.0
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Nederlands,13,17,0.764706
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Niet Nederlands,4,17,0.235294
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Onbekend,0,17,0.0
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,13,14,0.928571
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,1,14,0.0714286
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Onbekend,0,14,0.0
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,15,16,0.9375
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,1,16,0.0625
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Onbekend,0,16,0.0
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,13,13,1.0
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,0,13,0.0
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Onbekend,0,13,0.0
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,15,16,0.9375
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,1,16,0.0625
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Onbekend,0,16,0.0
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,8,9,0.888889
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,1,9,0.111111
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Onbekend,0,9,0.0
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,11,13,0.846154
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,2,13,0.153846
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Onbekend,0,13,0.0
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,10,10,1.0
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,0,10,0.0
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Onbekend,0,10,0.0
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,15,15,1.0
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,0,15,0.0
Ingelmunster,36007,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Onbekend,0,15,0.0
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Nederlands,38,39,0.974359
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Niet Nederlands,1,39,0.025641
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Onbekend,0,39,0.0
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Nederlands,43,46,0.934783
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Niet Nederlands,3,46,0.0652174
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Onbekend,0,46,0.0
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,42,45,0.933333
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,3,45,0.0666667
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Onbekend,0,45,0.0
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,44,48,0.916667
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,4,48,0.0833333
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Onbekend,0,48,0.0
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,41,45,0.911111
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,4,45,0.0888889
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Onbekend,0,45,0.0
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,40,42,0.952381
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,2,42,0.047619
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Onbekend,0,42,0.0
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,36,38,0.947368
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,2,38,0.0526316
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Onbekend,0,38,0.0
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,25,27,0.925926
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,2,27,0.0740741
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Onbekend,0,27,0.0
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,24,28,0.857143
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,4,28,0.142857
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Onbekend,0,28,0.0
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Nederlands,26,32,0.8125
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Niet Nederlands,6,32,0.1875
Izegem,36008,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2021,Onbekend,0,32,0.0
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Nederlands,15,16,0.9375
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Niet Nederlands,1,16,0.0625
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2012,Onbekend,0,16,0.0
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Nederlands,17,18,0.944444
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Niet Nederlands,1,18,0.0555556
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2013,Onbekend,0,18,0.0
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Nederlands,13,14,0.928571
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Niet Nederlands,1,14,0.0714286
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2014,Onbekend,0,14,0.0
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Nederlands,14,15,0.933333
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Niet Nederlands,1,15,0.0666667
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2015,Onbekend,0,15,0.0
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Nederlands,24,24,1.0
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Niet Nederlands,0,24,0.0
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2016,Onbekend,0,24,0.0
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Nederlands,15,16,0.9375
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Niet Nederlands,1,16,0.0625
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2017,Onbekend,0,16,0.0
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Nederlands,7,9,0.777778
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Niet Nederlands,2,9,0.222222
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2018,Onbekend,0,9,0.0
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Nederlands,10,12,0.833333
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Niet Nederlands,2,12,0.166667
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2019,Onbekend,0,12,0.0
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Nederlands,11,13,0.846154
Ledegem,36010,Nee,"Leerlingen deeltijds beroepsonderwijs, naar woonplaats, naar thuistaal",2020,Niet Nederlands,2,13,0.153846
