Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Leeftijd,Aantal meerderjarige nieuwkomers naar leeftijdsgroep,Aantal meerderjarige nieuwkomers,Procent
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,478,487,0.98152
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,9,487,0.0184805
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,426,435,0.97931
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,9,435,0.0206897
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,298,311,0.958199
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,13,311,0.0418006
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,228,360,0.633333
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,88,360,0.244444
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,31,360,0.0861111
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,13,360,0.0361111
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,211,360,0.586111
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,112,360,0.311111
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,31,360,0.0861111
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,6,360,0.0166667
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,274,458,0.598253
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,122,458,0.266376
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,43,458,0.0938865
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,19,458,0.0414847
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,175,305,0.57377
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,86,305,0.281967
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,32,305,0.104918
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,12,305,0.0393443
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,184,332,0.554217
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,88,332,0.26506
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,38,332,0.114458
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,22,332,0.0662651
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,197,375,0.525333
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,121,375,0.322667
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,42,375,0.112
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,15,375,0.04
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,173,297,0.582492
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,81,297,0.272727
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,31,297,0.104377
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,12,297,0.040404
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,215,359,0.598886
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,80,359,0.222841
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,42,359,0.116992
Lanaken,73042,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,22,359,0.0612813
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,201,205,0.980488
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,4,205,0.0195122
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,154,158,0.974684
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,4,158,0.0253165
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,173,178,0.97191
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,5,178,0.0280899
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,190,191,0.994764
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,1,191,0.0052356
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,106,144,0.736111
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,25,144,0.173611
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,9,144,0.0625
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,4,144,0.0277778
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,109,155,0.703226
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,29,155,0.187097
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,16,155,0.103226
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,1,155,0.00645161
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,112,162,0.691358
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,36,162,0.222222
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,6,162,0.037037
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,8,162,0.0493827
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,89,163,0.546012
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,50,163,0.306748
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,16,163,0.0981595
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,8,163,0.0490798
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,99,148,0.668919
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,27,148,0.182432
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,15,148,0.101351
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,7,148,0.0472973
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,98,156,0.628205
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,37,156,0.237179
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,15,156,0.0961538
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,6,156,0.0384615
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,66,135,0.488889
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,46,135,0.340741
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,18,135,0.133333
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,5,135,0.037037
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,42,85,0.494118
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,29,85,0.341176
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,12,85,0.141176
Riemst,73066,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,2,85,0.0235294
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,111,115,0.965217
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,4,115,0.0347826
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,100,105,0.952381
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,5,105,0.047619
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,72,72,1.0
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,0,72,0.0
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,70,72,0.972222
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,2,72,0.0277778
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,48,70,0.685714
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,21,70,0.3
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,1,70,0.0142857
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,0,70,0.0
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,47,82,0.573171
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,28,82,0.341463
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,7,82,0.0853659
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,0,82,0.0
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,67,115,0.582609
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,42,115,0.365217
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,5,115,0.0434783
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,1,115,0.00869565
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,55,105,0.52381
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,31,105,0.295238
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,15,105,0.142857
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,4,105,0.0380952
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,73,122,0.598361
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,32,122,0.262295
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,14,122,0.114754
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,3,122,0.0245902
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,58,120,0.483333
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,52,120,0.433333
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,8,120,0.0666667
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,2,120,0.0166667
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,39,85,0.458824
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,27,85,0.317647
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,15,85,0.176471
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,4,85,0.0470588
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,57,109,0.522936
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,37,109,0.33945
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,11,109,0.100917
Tongeren,73083,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,4,109,0.0366972
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,19,19,1.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,0,19,0.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,14,14,1.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,0,14,0.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,15,15,1.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,0,15,0.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,12,12,1.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,0,12,0.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,7,8,0.875
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,1,8,0.125
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,0,8,0.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,0,8,0.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,10,12,0.833333
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,1,12,0.0833333
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,1,12,0.0833333
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,0,12,0.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,2,9,0.222222
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,5,9,0.555556
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,2,9,0.222222
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,0,9,0.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,7,7,1.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,0,7,0.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,0,7,0.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,0,7,0.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,7,9,0.777778
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,2,9,0.222222
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,0,9,0.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,0,9,0.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,10,19,0.526316
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,9,19,0.473684
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,0,19,0.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,0,19,0.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,6,6,1.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,0,6,0.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,0,6,0.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,0,6,0.0
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,7,12,0.583333
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,4,12,0.333333
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,1,12,0.0833333
Wellen,73098,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,0,12,0.0
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,328,342,0.959064
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,14,342,0.0409357
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,293,298,0.983221
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,5,298,0.0167785
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,243,249,0.975904
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,6,249,0.0240964
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,222,226,0.982301
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,4,226,0.0176991
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,165,288,0.572917
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,94,288,0.326389
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,26,288,0.0902778
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,3,288,0.0104167
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,158,265,0.596226
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,77,265,0.290566
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,24,265,0.090566
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,6,265,0.0226415
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,157,276,0.568841
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,92,276,0.333333
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,24,276,0.0869565
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,3,276,0.0108696
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,203,350,0.58
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,93,350,0.265714
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,39,350,0.111429
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,15,350,0.0428571
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,181,315,0.574603
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,95,315,0.301587
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,29,315,0.0920635
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,10,315,0.031746
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,176,316,0.556962
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,94,316,0.297468
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,40,316,0.126582
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,6,316,0.0189873
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,177,315,0.561905
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,99,315,0.314286
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,30,315,0.0952381
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,9,315,0.0285714
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,128,223,0.573991
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,68,223,0.304933
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,21,223,0.0941704
Maasmechelen,73107,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,6,223,0.0269058
Voeren,73109,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,68,73,0.931507
Voeren,73109,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,5,73,0.0684932
Voeren,73109,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,52,55,0.945455
Voeren,73109,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,3,55,0.0545455
Voeren,73109,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,38,38,1.0
Voeren,73109,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,0,38,0.0
Voeren,73109,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,38,38,1.0
Voeren,73109,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,0,38,0.0
Voeren,73109,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,23,41,0.560976
Voeren,73109,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,10,41,0.243902
Voeren,73109,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,4,41,0.097561
Voeren,73109,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,4,41,0.097561
Voeren,73109,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,23,45,0.511111
