Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Migratiesaldo,Aantal inwoners,Verhouding per 1000 inwoners
Meise,23050,Nee,Migratiesaldo van vreemdelingen,2008,66,18466,3.57413625040615
Meise,23050,Nee,Migratiesaldo van vreemdelingen,2009,39,18378,2.12210251387529
Meise,23050,Nee,Migratiesaldo van vreemdelingen,2010,92,18382,5.00489609400501
Meise,23050,Nee,Migratiesaldo van vreemdelingen,2011,70,18338,3.81721016468535
Meise,23050,Nee,Migratiesaldo van vreemdelingen,2012,67,18418,3.63774568357042
Meise,23050,Nee,Migratiesaldo van vreemdelingen,2013,89,18417,4.83249171960689
Meise,23050,Nee,Migratiesaldo van vreemdelingen,2014,81,18569,4.36210889116269
Meise,23050,Nee,Migratiesaldo van vreemdelingen,2015,100,18612,5.37287771330324
Meise,23050,Nee,Migratiesaldo van vreemdelingen,2016,110,18742,5.86917084622772
Meise,23050,Nee,Migratiesaldo van vreemdelingen,2017,102,18925,5.38969616908851
Meise,23050,Nee,Migratiesaldo van vreemdelingen,2018,164,19164,8.55771237737424
Meise,23050,Nee,Migratiesaldo van vreemdelingen,2019,135,19411,6.95481943228067
Meise,23050,Nee,Migratiesaldo van vreemdelingen,2020,166,19627,8.45773679115504
Meise,23050,Nee,Migratiesaldo van vreemdelingen,2021,94,19790,4.74987367357251
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2000,-3,14250,-0.210526315789474
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2001,5,14254,0.350778728777887
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2002,20,14321,1.39655052021507
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2003,29,14436,2.00886672208368
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2004,48,14551,3.29874235447736
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2005,31,14663,2.11416490486258
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2006,48,14838,3.23493732308937
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2007,71,15053,4.71666777386567
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2008,61,15104,4.03866525423729
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2009,67,15140,4.42536327608983
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2010,57,15341,3.71553353757904
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2011,104,15558,6.68466383853966
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2012,32,15693,2.03912572484547
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2013,52,15866,3.27744863229547
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2014,58,15900,3.64779874213836
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2015,29,15920,1.82160804020101
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2016,58,16083,3.60629235839085
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2017,72,16100,4.47204968944099
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2018,109,16294,6.68957898612986
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2019,78,16583,4.70361213290719
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2020,121,16766,7.21698675891686
Merchtem,23052,Nee,Migratiesaldo van vreemdelingen,2021,137,17154,7.98647545761921
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2000,11,11718,0.938726745178358
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2001,5,11831,0.422618544501733
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2002,17,11759,1.44570116506506
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2003,5,11856,0.421727395411606
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2004,21,11986,1.75204405139329
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2005,18,12079,1.49018958523057
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2006,28,12239,2.28776860854645
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2007,8,12393,0.645525699991931
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2008,20,12578,1.59007791381778
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2009,75,13004,5.76745616733313
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2010,38,13270,2.86360211002261
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2011,42,13450,3.12267657992565
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2012,113,13679,8.26083778053951
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2013,55,13985,3.9327851269217
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2014,35,13975,2.50447227191413
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2015,89,14140,6.29420084865629
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2016,79,14208,5.56024774774775
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2017,63,14356,4.38840902758429
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2018,98,14378,6.8159688412853
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2019,97,14547,6.66804152058844
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2020,84,14746,5.6964600569646
Opwijk,23060,Nee,Migratiesaldo van vreemdelingen,2021,51,14793,3.44757655647942
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2000,49,23738,2.06420085938158
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2001,26,23846,1.09032961502977
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2002,-92,23864,-3.85517934964801
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2003,109,23739,4.59160032014828
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2004,97,23955,4.04925902734293
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2005,135,24084,5.60538116591928
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2006,52,24067,2.16063489425354
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2007,108,24164,4.46945869889091
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2008,14,24368,0.574523965856862
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2009,-33,24401,-1.3524035900168
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2010,109,24430,4.46172738436349
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2011,102,24517,4.16037851286862
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2012,80,24716,3.23676970383557
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2013,-40,24704,-1.61917098445596
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2014,94,24643,3.81447064074991
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2015,16,24774,0.645838378945669
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2016,32,24959,1.28210264834328
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2017,39,25024,1.55850383631714
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2018,0,25169,0.0
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2019,94,25403,3.70035035232059
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2020,95,25497,3.72592854061262
Overijse,23062,Nee,Migratiesaldo van vreemdelingen,2021,130,25655,5.06723835509647
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2000,-2,4247,-0.470920649870497
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2001,2,4257,0.469814423302795
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2002,2,4289,0.466309162975052
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2003,3,4280,0.700934579439252
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2004,2,4331,0.46178711613946
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2005,2,4347,0.460087416609156
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2006,3,4352,0.689338235294118
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2007,2,4357,0.45903144365389
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2008,3,4401,0.681663258350375
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2009,-9,4391,-2.04964700523799
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2010,-7,4390,-1.59453302961276
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2011,-2,4445,-0.449943757030371
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2012,9,4417,2.03758206927779
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2013,5,4436,1.12714156898106
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2014,-9,4374,-2.05761316872428
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2015,14,4402,3.18037255792821
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2016,-2,4424,-0.452079566003617
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2017,2,4409,0.453617600362894
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2018,20,4372,4.57456541628545
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2019,5,4479,1.11632060727841
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2020,1,4537,0.220409962530306
Pepingen,23064,Nee,Migratiesaldo van vreemdelingen,2021,3,4499,0.666814847743943
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2000,112,30013,3.73171625628894
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2001,114,30054,3.79317228987822
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2002,150,30186,4.96919101570264
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2003,188,30277,6.20933381774945
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2004,218,30485,7.15105789732655
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2005,178,30637,5.80996833893658
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2006,234,30846,7.58607274849251
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2007,235,30929,7.59804714022439
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2008,254,31119,8.16221600951187
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2009,260,31352,8.2929318703751
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2010,290,31572,9.18535411123781
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2011,321,31868,10.0728003012426
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2012,366,32246,11.3502449916269
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2013,342,32677,10.4660770572574
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2014,257,32933,7.80372270974403
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2015,363,33270,10.9107303877367
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2016,339,33512,10.1157794222965
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2017,337,33758,9.98281888737484
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2018,295,34038,8.66678418238439
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2019,334,34228,9.75809278952904
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2020,376,34621,10.8604604141995
Sint-Pieters-Leeuw,23077,Nee,Migratiesaldo van vreemdelingen,2021,458,35061,13.0629474344714
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2000,11,10419,1.05576350897399
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2001,0,10535,0.0
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2002,-1,10534,-0.0949307005885703
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2003,-9,10546,-0.853404134268917
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2004,14,10664,1.31282820705176
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2005,50,10643,4.69792351780513
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2006,18,10835,1.66128287955699
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2007,42,10988,3.82235165635238
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2008,33,11196,2.94748124330118
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2009,23,11353,2.02589623887959
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2010,33,11435,2.88587669435942
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2011,-27,11589,-2.32979549572871
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2012,-13,11640,-1.11683848797251
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2013,-16,11616,-1.37741046831956
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2014,-49,11744,-4.17234332425068
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2015,-42,11859,-3.54161396407792
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2016,21,11924,1.76115397517612
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2017,-19,11944,-1.5907568653717301
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2018,-31,12090,-2.56410256410256
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2019,23,12135,1.89534404614751
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2020,81,12279,6.59662838993403
Steenokkerzeel,23081,Nee,Migratiesaldo van vreemdelingen,2021,68,12372,5.49628192693178
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2000,25,14418,1.73394368150922
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2001,17,14496,1.17273730684327
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2002,21,14482,1.45007595635962
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2003,43,14513,2.96286088334597
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2004,31,14574,2.12707561410731
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2005,11,14597,0.753579502637528
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2006,36,14625,2.46153846153846
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2007,42,14765,2.84456484930579
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2008,6,14781,0.405926527298559
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2009,56,14964,3.74231488906709
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2010,56,15006,3.7318405970945
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2011,48,15071,3.18492468980161
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2012,68,15142,4.49082023510765
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2013,44,15318,2.87243765504635
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2014,52,15319,3.39447744630851
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2015,63,15335,4.10824910335833
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2016,65,15286,4.25225696715949
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2017,99,15428,6.41690432978999
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2018,156,15481,10.0768684193528
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2019,178,15746,11.3044582751175
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2020,183,16012,11.4289283037722
Ternat,23086,Nee,Migratiesaldo van vreemdelingen,2021,100,16144,6.19425173439049
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2000,127,34982,3.63043851123435
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2001,185,35141,5.26450584787001
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2002,241,35567,6.77594399302724
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2003,220,36033,6.10551438958732
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2004,283,36466,7.76065375966654
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2005,275,36956,7.44128152397446
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2006,317,37324,8.49319472725324
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2007,294,37964,7.74417869560636
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2008,388,38557,10.0630235754856
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2009,434,39097,11.1005959536537
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2010,453,39628,11.4313111941052
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2011,466,40493,11.5081619045267
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2012,321,41005,7.82831362029021
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2013,313,41432,7.55454720988608
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2014,380,41843,9.0815668092632
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2015,395,42418,9.31208449243246
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2016,355,43017,8.25255131692122
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2017,359,43653,8.22394795317618
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2018,487,44015,11.0644098602749
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2019,340,44727,7.60167236792094
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2020,313,45495,6.8798769095505
Vilvoorde,23088,Nee,Migratiesaldo van vreemdelingen,2021,419,45715,9.16548178934704
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2000,246,26901,9.14464146314263
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2001,206,27159,7.58496262748997
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2002,94,27537,3.41358898935977
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2003,222,27758,7.99769435838317
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2004,341,28070,12.1482009262558
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2005,127,28526,4.45207880530043
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2006,320,28651,11.1688946284597
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2007,311,29034,10.7115795274506
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2008,362,29530,12.2587199458178
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2009,427,29907,14.2775938743438
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2010,527,30446,17.3093345595481
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2011,436,31243,13.9551259482124
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2012,285,31715,8.98628409270061
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2013,479,31960,14.9874843554443
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2014,386,32388,11.9179943188835
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2015,382,32678,11.689821898525
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2016,493,33034,14.9240176787552
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2017,492,33385,14.7371574060207
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2018,576,33806,17.0383955510856
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2019,653,34368,19.0002327746741
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2020,579,34782,16.646541314473
Zaventem,23094,Nee,Migratiesaldo van vreemdelingen,2021,662,35184,18.8153706230105
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2000,22,20553,1.0704033474432
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2001,31,20730,1.4954172696575
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2002,-14,20910,-0.669536107125777
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2003,30,20975,1.43027413587604
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2004,29,21029,1.37904798135908
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2005,30,21171,1.41703273345614
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2006,30,21327,1.40666760444507
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2007,32,21553,1.48471210504338
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2008,18,21707,0.829225595430046
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2009,8,21837,0.366350689197234
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2010,43,21928,1.96096315213426
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2011,52,21960,2.36794171220401
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2012,46,22249,2.06750865207425
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2013,24,22437,1.06966171948121
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2014,57,22587,2.5235755080356
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2015,44,22778,1.93168847133199
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2016,76,23068,3.29460724813595
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2017,40,23240,1.72117039586919
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2018,49,23325,2.10075026795284
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2019,34,23358,1.45560407569141
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2020,58,23260,2.49355116079106
Zemst,23096,Nee,Migratiesaldo van vreemdelingen,2021,76,23314,3.25984387063567
Roosdaal,23097,Nee,Migratiesaldo van vreemdelingen,2000,8,10573,0.75664428260664
Roosdaal,23097,Nee,Migratiesaldo van vreemdelingen,2001,2,10617,0.188377131016295
Roosdaal,23097,Nee,Migratiesaldo van vreemdelingen,2002,19,10623,1.78857196648781
Roosdaal,23097,Nee,Migratiesaldo van vreemdelingen,2003,13,10639,1.22191935332268
Roosdaal,23097,Nee,Migratiesaldo van vreemdelingen,2004,25,10641,2.3494032515741
Roosdaal,23097,Nee,Migratiesaldo van vreemdelingen,2005,19,10689,1.77752830012162
Roosdaal,23097,Nee,Migratiesaldo van vreemdelingen,2006,15,10745,1.39599813866915
Roosdaal,23097,Nee,Migratiesaldo van vreemdelingen,2007,26,10788,2.41008527994067
Roosdaal,23097,Nee,Migratiesaldo van vreemdelingen,2008,48,10936,4.38917337234821
Roosdaal,23097,Nee,Migratiesaldo van vreemdelingen,2009,18,11136,1.61637931034483
Roosdaal,23097,Nee,Migratiesaldo van vreemdelingen,2010,53,11163,4.74782764489833
Roosdaal,23097,Nee,Migratiesaldo van vreemdelingen,2011,24,11297,2.12445782066035
Roosdaal,23097,Nee,Migratiesaldo van vreemdelingen,2012,-6,11260,-0.532859680284192
