Gemeente,Nis-code,Centrumstad?,Indicator,Nationaliteit,Jaar,Aantal personen met huidige niet-Belgische nationaliteit naar nationaliteit,Aantal inwoners,Procent
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Marokko,2004,11844,455148,0.0260223
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Nederland,2004,7064,455148,0.01552023
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Turkije,2004,4327,455148,0.0095068
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2004,2016,455148,0.00442933
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Frankrijk,2005,2054,457749,0.00448718
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Marokko,2005,11634,457749,0.02541568
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Nederland,2005,7546,457749,0.01648502
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Portugal,2005,2075,457749,0.00453305
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Turkije,2005,4196,457749,0.0091666
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Frankrijk,2006,2092,461496,0.00453308
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Marokko,2006,11760,461496,0.02548234
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Nederland,2006,8478,461496,0.01837069
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Portugal,2006,2176,461496,0.0047151
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Turkije,2006,4250,461496,0.00920918
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Marokko,2007,11935,466203,0.02560044
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Nederland,2007,9977,466203,0.02140055
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Polen,2007,2619,466203,0.00561772
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Portugal,2007,2239,466203,0.00480263
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Turkije,2007,4251,466203,0.00911835
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Marokko,2008,11934,471598,0.02530545
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Nederland,2008,11446,471598,0.02427067
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Polen,2008,3775,471598,0.0080047
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Portugal,2008,2290,471598,0.00485583
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Turkije,2008,4369,471598,0.00926425
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Marokko,2009,12114,477936,0.02534649
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Nederland,2009,13035,477936,0.02727353
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Polen,2009,4583,477936,0.00958915
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Portugal,2009,2389,477936,0.00499858
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Turkije,2009,4466,477936,0.00934435
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Marokko,2010,12549,483505,0.02595423
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Nederland,2010,13640,483505,0.02821067
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Polen,2010,5678,483505,0.01174342
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Spanje,2010,2509,483505,0.00518919
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Turkije,2010,4547,483505,0.00940425
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Marokko,2011,12450,493517,0.02522709
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Nederland,2011,15005,493517,0.03040422
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Polen,2011,7259,493517,0.01470871
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Spanje,2011,2959,493517,0.00599574
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Turkije,2011,4603,493517,0.00932693
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Marokko,2012,12539,502604,0.02494807
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Nederland,2012,16344,502604,0.03251864
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Polen,2012,8363,502604,0.01663934
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Spanje,2012,3369,502604,0.00670309
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Turkije,2012,4615,502604,0.00918218
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Marokko,2013,12113,507911,0.02384867
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Nederland,2013,17539,507911,0.03453164
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Polen,2013,9176,507911,0.01806616
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Spanje,2013,3773,507911,0.00742847
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Turkije,2013,4532,507911,0.00892282
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Marokko,2014,11831,510610,0.02317033
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Nederland,2014,18060,510610,0.03536946
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Polen,2014,9544,510610,0.01869137
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Spanje,2014,4132,510610,0.00809228
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Turkije,2014,4467,510610,0.00874836
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Marokko,2015,11939,513570,0.02324707
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Nederland,2015,18873,513570,0.03674864
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Polen,2015,9780,513570,0.01904317
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Spanje,2015,4619,513570,0.00899391
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Turkije,2015,4393,513570,0.00855385
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Marokko,2016,11962,517042,0.02313545
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Nederland,2016,19327,517042,0.03737994
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Polen,2016,9722,517042,0.01880311
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Spanje,2016,4974,517042,0.00962011
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Turkije,2016,4355,517042,0.00842291
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Marokko,2017,11859,520504,0.02278369
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Nederland,2017,19673,520504,0.03779606
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Polen,2017,9519,520504,0.01828804
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Spanje,2017,5223,520504,0.01003451
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Turkije,2017,4188,520504,0.00804605
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Marokko,2018,11579,523248,0.02212909
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Nederland,2018,19774,523248,0.03779088
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Polen,2018,9122,523248,0.01743342
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Spanje,2018,5425,523248,0.01036793
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Turkije,2018,4096,523248,0.00782803
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Bulgarije,2019,4099,525935,0.00779374
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Marokko,2019,11671,525935,0.02219096
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Nederland,2019,20110,525935,0.03823666
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Polen,2019,8865,525935,0.0168557
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Spanje,2019,5895,525935,0.01120861
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Bulgarije,2020,4545,529247,0.00858767
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Marokko,2020,11721,529247,0.02214656
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Nederland,2020,20317,529247,0.0383885
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Polen,2020,8493,529247,0.01604733
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Spanje,2020,6330,529247,0.01196039
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Bulgarije,2021,4948,529417,0.00934613
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Marokko,2021,11778,529417,0.02224711
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Nederland,2021,20475,529417,0.03867462
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Polen,2021,8195,529417,0.01547929
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Spanje,2021,6783,529417,0.01281221
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Bulgarije,2022,5139,530630,0.00968471
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Marokko,2022,11798,530630,0.02223395
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Nederland,2022,20632,530630,0.03888208
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Polen,2022,7914,530630,0.01491435
Antwerpen,11002,Ja,"Vreemdelingen, naar nationaliteit",Spanje,2022,7228,530630,0.01362154
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2000,6,11919,0.0005034
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2000,61,11919,0.00511788
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2000,18,11919,0.00151019
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2000,14,11919,0.0011746
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2000,9,11919,0.0007551
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2001,5,11953,0.00041831
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2001,5,11953,0.00041831
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",JoegoslaviÃ«,2001,6,11953,0.00050197
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2001,66,11953,0.00552163
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2001,5,11953,0.00041831
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2001,13,11953,0.00108759
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2001,11,11953,0.00092027
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",AlbaniÃ«,2002,8,11886,0.00067306
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2002,6,11886,0.0005048
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2002,61,11886,0.00513209
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2002,10,11886,0.00084133
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2002,11,11886,0.00092546
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2002,11,11886,0.00092546
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",AlbaniÃ«,2003,15,11974,0.00125271
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2003,62,11974,0.00517789
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2003,13,11974,0.00108569
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2003,9,11974,0.00075163
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2003,10,11974,0.00083514
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",AlbaniÃ«,2004,18,11953,0.0015059
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2004,8,11953,0.00066929
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2004,62,11953,0.00518698
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2004,12,11953,0.00100393
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2004,10,11953,0.00083661
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2004,12,11953,0.00100393
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",AlbaniÃ«,2005,15,11992,0.00125083
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2005,68,11992,0.00567045
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2005,13,11992,0.00108406
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2005,9,11992,0.0007505
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2005,9,11992,0.0007505
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2005,12,11992,0.00100067
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2006,13,12090,0.00107527
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2006,66,12090,0.00545906
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2006,17,12090,0.00140612
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2006,15,12090,0.00124069
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2006,12,12090,0.00099256
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2007,13,12149,0.00107005
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2007,73,12149,0.00600872
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2007,21,12149,0.00172854
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2007,17,12149,0.00139929
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2007,10,12149,0.00082311
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2008,16,12333,0.00129733
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2008,81,12333,0.00656775
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Polen,2008,16,12333,0.00129733
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2008,20,12333,0.00162167
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2008,18,12333,0.0014595
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2008,10,12333,0.00081083
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2009,15,12589,0.00119152
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2009,84,12589,0.00667249
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Polen,2009,18,12589,0.00142982
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2009,14,12589,0.00111208
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2009,21,12589,0.00166812
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2010,15,12749,0.00117656
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2010,97,12749,0.00760844
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Polen,2010,23,12749,0.00180406
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2010,13,12749,0.00101969
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2010,20,12749,0.00156875
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",ArmeniÃ«,2011,15,12728,0.0011785
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2011,109,12728,0.0085638
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Polen,2011,24,12728,0.00188561
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2011,19,12728,0.00149277
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2011,20,12728,0.00157134
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",ArmeniÃ«,2012,22,12724,0.00172902
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2012,114,12724,0.00895945
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Polen,2012,34,12724,0.00267212
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2012,19,12724,0.00149324
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2012,21,12724,0.00165042
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",ArmeniÃ«,2013,22,12774,0.00172225
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2013,120,12774,0.00939408
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Polen,2013,37,12774,0.00289651
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2013,17,12774,0.00133083
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2013,18,12774,0.00140911
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Italië,2014,16,12804,0.00124961
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2014,117,12804,0.00913777
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Polen,2014,37,12804,0.00288972
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2014,14,12804,0.00109341
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2014,15,12804,0.00117151
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",ArmeniÃ«,2015,18,12792,0.00140713
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2015,138,12792,0.01078799
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Polen,2015,35,12792,0.00273609
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2015,21,12792,0.00164165
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2015,22,12792,0.00171982
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",ArmeniÃ«,2016,15,12844,0.00116786
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Italië,2016,15,12844,0.00116786
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2016,164,12844,0.01276861
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Polen,2016,43,12844,0.00334787
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2016,15,12844,0.00116786
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2016,18,12844,0.00140143
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2016,15,12844,0.00116786
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Suriname,2016,16,12844,0.00124572
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2017,155,12908,0.01200806
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Polen,2017,51,12908,0.00395104
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2017,24,12908,0.00185931
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2017,22,12908,0.00170437
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2017,19,12908,0.00147196
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Afghanistan,2018,26,13120,0.00198171
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2018,182,13120,0.01387195
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Polen,2018,60,13120,0.00457317
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2018,22,13120,0.00167683
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2018,24,13120,0.00182927
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2018,22,13120,0.00167683
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Iran,2019,23,13266,0.00173376
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2019,24,13266,0.00180914
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2019,206,13266,0.01552842
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Polen,2019,51,13266,0.00384441
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2019,26,13266,0.0019599
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2019,23,13266,0.00173376
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2019,24,13266,0.00180914
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Iran,2020,25,13372,0.00186958
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2020,29,13372,0.00216871
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2020,194,13372,0.01450793
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Polen,2020,53,13372,0.00396351
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2020,35,13372,0.00261741
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2021,27,13527,0.00199601
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2021,197,13527,0.01456347
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Polen,2021,46,13527,0.00340061
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2021,38,13527,0.0028092
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2021,23,13527,0.0017003
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Iran,2022,23,13733,0.0016748
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2022,28,13733,0.00203888
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2022,194,13733,0.01412656
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Polen,2022,53,13733,0.00385932
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2022,36,13733,0.00262142
Boechout,11004,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2022,28,13733,0.00203888
Boom,11005,Nee,"Vreemdelingen, naar nationaliteit",BosniÃ« en Herzegovina,2000,38,15057,0.00252374
Boom,11005,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2000,577,15057,0.03832105
Boom,11005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2000,62,15057,0.00411769
Boom,11005,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2000,33,15057,0.00219167
Boom,11005,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2000,81,15057,0.00537956
Boom,11005,Nee,"Vreemdelingen, naar nationaliteit",BosniÃ« en Herzegovina,2001,40,14986,0.00266916
Boom,11005,Nee,"Vreemdelingen, naar nationaliteit",Italië,2001,23,14986,0.00153477
Boom,11005,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2001,520,14986,0.03469905
