Gemeente,Nis-code,Centrumstad?,Indicator,Nationaliteit,Jaar,Aantal personen met huidige niet-Belgische nationaliteit naar nationaliteit,Aantal inwoners,Procent
Zemst,23096,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2019,41,23358,0.00175529
Zemst,23096,Nee,"Vreemdelingen, naar nationaliteit",Italië,2020,50,23260,0.00214961
Zemst,23096,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2020,202,23260,0.00868444
Zemst,23096,Nee,"Vreemdelingen, naar nationaliteit",Polen,2020,68,23260,0.00292347
Zemst,23096,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2020,43,23260,0.00184867
Zemst,23096,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2020,46,23260,0.00197764
Zemst,23096,Nee,"Vreemdelingen, naar nationaliteit",Italië,2021,49,23314,0.00210174
Zemst,23096,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2021,45,23314,0.00193017
Zemst,23096,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2021,192,23314,0.0082354
Zemst,23096,Nee,"Vreemdelingen, naar nationaliteit",Polen,2021,70,23314,0.00300249
Zemst,23096,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2021,58,23314,0.00248778
Zemst,23096,Nee,"Vreemdelingen, naar nationaliteit",Italië,2022,48,23306,0.00205956
Zemst,23096,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2022,44,23306,0.00188793
Zemst,23096,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2022,205,23306,0.00879602
Zemst,23096,Nee,"Vreemdelingen, naar nationaliteit",Polen,2022,71,23306,0.00304643
Zemst,23096,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2022,61,23306,0.00261735
Zemst,23096,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2022,61,23306,0.00261735
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2000,6,10573,0.00056748
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2000,9,10573,0.00085122
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2000,9,10573,0.00085122
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2000,18,10573,0.00170245
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2000,6,10573,0.00056748
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2000,5,10573,0.0004729
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2000,15,10573,0.00141871
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2001,5,10617,0.00047094
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Iran,2001,5,10617,0.00047094
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2001,8,10617,0.00075351
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2001,26,10617,0.0024489
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2001,6,10617,0.00056513
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2001,6,10617,0.00056513
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2001,14,10617,0.00131864
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2002,5,10623,0.00047068
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2002,9,10623,0.00084722
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2002,27,10623,0.00254165
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2002,5,10623,0.00047068
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2002,7,10623,0.00065895
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2002,12,10623,0.00112962
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2002,5,10623,0.00047068
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2003,6,10639,0.00056396
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2003,15,10639,0.00140991
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2003,28,10639,0.00263183
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2003,7,10639,0.00065796
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2003,6,10639,0.00056396
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2003,11,10639,0.00103393
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2004,7,10641,0.00065783
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2004,18,10641,0.00169157
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2004,26,10641,0.00244338
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2004,9,10641,0.00084579
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2004,7,10641,0.00065783
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2004,11,10641,0.00103374
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2005,21,10689,0.00196464
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2005,27,10689,0.00252596
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2005,9,10689,0.00084199
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2005,12,10689,0.00112265
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2005,11,10689,0.0010291
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2006,20,10745,0.00186133
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2006,38,10745,0.00353653
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2006,12,10745,0.0011168
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2006,10,10745,0.00093067
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2006,11,10745,0.00102373
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2006,11,10745,0.00102373
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2007,12,10788,0.00111235
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2007,21,10788,0.00194661
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2007,34,10788,0.00315165
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2007,13,10788,0.00120504
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2007,19,10788,0.00176122
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2007,12,10788,0.00111235
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2008,13,10936,0.00118873
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2008,27,10936,0.00246891
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2008,31,10936,0.00283467
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2008,13,10936,0.00118873
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2008,20,10936,0.00182882
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2008,19,10936,0.00173738
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Congo (Dem. Rep.),2009,17,11136,0.00152658
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2009,18,11136,0.00161638
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2009,35,11136,0.00314296
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2009,36,11136,0.00323276
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2009,17,11136,0.00152658
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2009,16,11136,0.00143678
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Congo (Dem. Rep.),2010,18,11163,0.00161247
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2010,17,11163,0.00152289
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2010,41,11163,0.00367285
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2010,18,11163,0.00161247
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2010,39,11163,0.00349368
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2010,18,11163,0.00161247
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2010,16,11163,0.00143331
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2011,20,11297,0.00177038
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2011,49,11297,0.00433743
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2011,37,11297,0.00327521
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2011,27,11297,0.00239002
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2011,28,11297,0.00247853
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2012,20,11260,0.0017762
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2012,47,11260,0.00417407
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2012,20,11260,0.0017762
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2012,37,11260,0.00328597
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2012,25,11260,0.00222025
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2012,36,11260,0.00319716
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2013,20,11265,0.00177541
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2013,46,11265,0.00408344
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2013,33,11265,0.00292943
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2013,22,11265,0.00195295
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2013,44,11265,0.0039059
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2014,24,11277,0.00212823
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2014,44,11277,0.00390175
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2014,28,11277,0.00248293
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2014,23,11277,0.0020395500000000002
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2014,48,11277,0.00425645
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2015,24,11367,0.00211138
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2015,49,11367,0.00431072
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2015,30,11367,0.00263922
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2015,27,11367,0.0023753
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2015,50,11367,0.0043987
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2015,27,11367,0.0023753
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2016,28,11494,0.00243605
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2016,51,11494,0.0044371
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2016,36,11494,0.00313207
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2016,28,11494,0.00243605
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2016,49,11494,0.00426309
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2016,38,11494,0.00330607
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2017,64,11621,0.00550727
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2017,40,11621,0.00344204
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2017,30,11621,0.00258153
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2017,53,11621,0.00456071
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2017,33,11621,0.00283969
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2018,65,11629,0.00558947
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2018,40,11629,0.00343968
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2018,39,11629,0.00335368
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2018,58,11629,0.00498753
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2018,56,11629,0.00481555
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2019,59,11631,0.00507265
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2019,37,11631,0.00318115
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2019,40,11631,0.00343909
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2019,56,11631,0.00481472
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2019,85,11631,0.00730806
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2020,62,11665,0.00531505
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2020,49,11665,0.0042006
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2020,38,11665,0.00325761
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2020,48,11665,0.00411487
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2020,80,11665,0.00685812
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2021,60,11688,0.00513347
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2021,38,11688,0.0032512
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2021,37,11688,0.00316564
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2021,43,11688,0.00367899
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2021,83,11688,0.0071013
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Congo (Dem. Rep.),2022,31,11735,0.00264167
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Italië,2022,61,11735,0.00519813
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Polen,2022,39,11735,0.00332339
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2022,46,11735,0.0039199
Roosdaal,23097,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2022,80,11735,0.00681721
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2000,78,4693,0.0166205
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2000,117,4693,0.02493075
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2000,64,4693,0.01363733
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2000,20,4693,0.00426167
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2000,75,4693,0.01598125
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2001,86,4674,0.01839966
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Griekenland,2001,23,4674,0.00492084
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2001,118,4674,0.02524604
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2001,53,4674,0.01133932
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2001,69,4674,0.01476252
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2002,95,4731,0.02008032
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2002,125,4731,0.02642148
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2002,61,4731,0.01289368
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2002,29,4731,0.00612978
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2002,63,4731,0.01331642
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2003,89,4769,0.01866219
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Griekenland,2003,28,4769,0.00587125
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2003,116,4769,0.02432376
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2003,52,4769,0.01090375
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2003,28,4769,0.00587125
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2003,60,4769,0.01258125
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2004,95,4800,0.01979167
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2004,113,4800,0.02354167
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2004,51,4800,0.010625
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2004,29,4800,0.00604167
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2004,59,4800,0.01229167
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2005,98,4847,0.02021869
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2005,112,4847,0.02310708
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2005,41,4847,0.00845884
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2005,45,4847,0.00928409
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2005,63,4847,0.01299773
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2006,87,4876,0.01784249
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2006,118,4876,0.02420016
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2006,35,4876,0.00717801
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2006,58,4876,0.011895
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2006,65,4876,0.0133306
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2007,77,4822,0.01596848
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2007,119,4822,0.02467856
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Marokko,2007,37,4822,0.00767316
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2007,61,4822,0.01265035
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2007,69,4822,0.01430942
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2008,92,4891,0.01881006
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2008,119,4891,0.0243304
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Polen,2008,41,4891,0.00838274
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2008,62,4891,0.01267634
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2008,69,4891,0.01410754
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2009,96,4884,0.01965602
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2009,118,4884,0.02416052
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Polen,2009,58,4884,0.01187551
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2009,84,4884,0.01719902
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2009,64,4884,0.01310401
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2010,95,4953,0.01918029
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2010,113,4953,0.02281446
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Polen,2010,63,4953,0.01271956
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2010,114,4953,0.02301635
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2010,72,4953,0.01453664
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2011,95,4935,0.01925025
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2011,118,4935,0.02391084
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Polen,2011,64,4935,0.01296859
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2011,134,4935,0.02715299
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2011,72,4935,0.01458967
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2012,100,5013,0.01994813
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2012,126,5013,0.02513465
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Polen,2012,75,5013,0.0149611
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2012,153,5013,0.03052065
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2012,71,5013,0.01416318
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2013,114,5062,0.02252074
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2013,131,5062,0.0258791
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Polen,2013,93,5062,0.01837218
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2013,167,5062,0.03299091
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2013,73,5062,0.01442118
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2014,132,5093,0.02591793
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2014,127,5093,0.02493619
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Polen,2014,92,5093,0.01806401
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2014,175,5093,0.03436089
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2014,85,5093,0.01668957
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2015,135,5222,0.02585216
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2015,122,5222,0.0233627
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Polen,2015,93,5222,0.01780927
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2015,208,5222,0.03983148
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2015,93,5222,0.01780927
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Spanje,2015,84,5222,0.01608579
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2016,142,5372,0.02643336
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2016,120,5372,0.02233805
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Polen,2016,94,5372,0.01749814
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2016,241,5372,0.04486225
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2016,114,5372,0.02122115
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2017,148,5457,0.02712113
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2017,129,5457,0.02363936
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Polen,2017,107,5457,0.01960784
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2017,248,5457,0.04544622
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2017,121,5457,0.02217336
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2018,138,5599,0.02464726
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2018,132,5599,0.02357564
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Polen,2018,117,5599,0.02089659
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2018,257,5599,0.04590105
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2018,152,5599,0.0271477
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2019,157,5689,0.02759712
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2019,141,5689,0.02478467
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Polen,2019,121,5689,0.02126912
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2019,245,5689,0.04306557
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2019,148,5689,0.02601512
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2020,150,5653,0.02653458
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2020,136,5653,0.02405802
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Polen,2020,133,5653,0.02352733
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2020,227,5653,0.04015567
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2020,196,5653,0.03467186
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2021,158,5699,0.02772416
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2021,145,5699,0.02544306
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Polen,2021,128,5699,0.02246008
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2021,230,5699,0.04035796
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2021,216,5699,0.03790139
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2022,181,5770,0.03136915
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Italië,2022,142,5770,0.02461005
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Polen,2022,124,5770,0.02149047
Drogenbos,23098,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2022,221,5770,0.03830156
