Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Doelgroep,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau naar doelgroep,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau,Procent
As,71002,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,4,11,0.363636
As,71002,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,7,11,0.636364
As,71002,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,0,12,0.0
As,71002,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,9,12,0.75
As,71002,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,3,12,0.25
As,71002,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,0,8,0.0
As,71002,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,4,8,0.5
As,71002,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,4,8,0.5
As,71002,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,0,7,0.0
As,71002,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,4,7,0.571429
As,71002,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,3,7,0.428571
As,71002,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,0,20,0.0
As,71002,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,12,20,0.6
As,71002,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,8,20,0.4
As,71002,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,0,12,0.0
As,71002,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,8,12,0.666667
As,71002,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,4,12,0.333333
As,71002,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,0,13,0.0
As,71002,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,8,13,0.615385
As,71002,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,5,13,0.384615
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,2,98,0.0204082
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,29,98,0.295918
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,67,98,0.683673
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,8,104,0.0769231
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,31,104,0.298077
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,65,104,0.625
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,2,52,0.0384615
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,17,52,0.326923
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,33,52,0.634615
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,8,75,0.106667
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,43,75,0.573333
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,24,75,0.32
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,2,76,0.0263158
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,51,76,0.671053
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,23,76,0.302632
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,6,96,0.0625
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,43,96,0.447917
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,47,96,0.489583
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,2,122,0.0163934
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,63,122,0.516393
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,57,122,0.467213
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,2,84,0.0238095
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,41,84,0.488095
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,41,84,0.488095
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,2,67,0.0298507
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,24,67,0.358209
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,41,67,0.61194
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,1,104,0.00961538
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,44,104,0.423077
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,59,104,0.567308
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,0,62,0.0
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,30,62,0.483871
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,32,62,0.516129
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,1,85,0.0117647
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,39,85,0.458824
Beringen,71004,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,45,85,0.529412
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,7,36,0.194444
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,9,36,0.25
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,20,36,0.555556
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,2,29,0.0689655
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,15,29,0.517241
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,12,29,0.413793
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,4,32,0.125
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,20,32,0.625
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,8,32,0.25
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,2,30,0.0666667
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,15,30,0.5
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,13,30,0.433333
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,1,24,0.0416667
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,14,24,0.583333
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,9,24,0.375
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,0,29,0.0
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,9,29,0.310345
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,20,29,0.689655
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,0,36,0.0
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,25,36,0.694444
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,11,36,0.305556
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,0,58,0.0
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,49,58,0.844828
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,9,58,0.155172
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,0,47,0.0
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,39,47,0.829787
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,8,47,0.170213
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,1,64,0.015625
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,46,64,0.71875
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,17,64,0.265625
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,0,54,0.0
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,39,54,0.722222
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,15,54,0.277778
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,0,52,0.0
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,38,52,0.730769
Diepenbeek,71011,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,14,52,0.269231
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,15,222,0.0675676
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,61,222,0.274775
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,146,222,0.657658
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,18,277,0.0649819
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,105,277,0.379061
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,154,277,0.555957
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,16,193,0.0829016
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,91,193,0.471503
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,86,193,0.445596
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,12,190,0.0631579
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,109,190,0.573684
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,69,190,0.363158
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,6,220,0.0272727
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,141,220,0.640909
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,73,220,0.331818
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,3,197,0.0152284
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,120,197,0.609137
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,74,197,0.375635
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,6,254,0.023622
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,118,254,0.464567
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,130,254,0.511811
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,5,223,0.0224215
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,116,223,0.520179
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,102,223,0.457399
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,4,231,0.017316
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,126,231,0.545455
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,101,231,0.437229
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,5,228,0.0219298
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,120,228,0.526316
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,103,228,0.451754
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,2,170,0.0117647
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,85,170,0.5
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,83,170,0.488235
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,8,228,0.0350877
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,108,228,0.473684
Genk,71016,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,112,228,0.491228
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,0,8,0.0
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,2,8,0.25
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,6,8,0.75
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,1,9,0.111111
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,4,9,0.444444
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,4,9,0.444444
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,0,9,0.0
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,7,9,0.777778
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,2,9,0.222222
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,1,8,0.125
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,5,8,0.625
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,2,8,0.25
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,0,10,0.0
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,6,10,0.6
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,4,10,0.4
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,0,14,0.0
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,8,14,0.571429
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,6,14,0.428571
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,1,23,0.0434783
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,13,23,0.565217
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,9,23,0.391304
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,1,12,0.0833333
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,6,12,0.5
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,5,12,0.416667
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,0,8,0.0
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,3,8,0.375
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,5,8,0.625
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,0,6,0.0
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,4,6,0.666667
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,2,6,0.333333
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,0,11,0.0
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,10,11,0.909091
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,1,11,0.0909091
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,1,12,0.0833333
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,5,12,0.416667
Gingelom,71017,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,6,12,0.5
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,0,19,0.0
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,8,19,0.421053
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,11,19,0.578947
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,0,15,0.0
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,3,15,0.2
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,12,15,0.8
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,5,11,0.454545
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,4,11,0.363636
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,2,11,0.181818
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,2,17,0.117647
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,11,17,0.647059
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,4,17,0.235294
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,1,13,0.0769231
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,9,13,0.692308
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,3,13,0.230769
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,0,26,0.0
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,22,26,0.846154
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,4,26,0.153846
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,0,16,0.0
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,9,16,0.5625
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,7,16,0.4375
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,0,10,0.0
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,7,10,0.7
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,3,10,0.3
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,1,20,0.05
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,11,20,0.55
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,8,20,0.4
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,0,8,0.0
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,4,8,0.5
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,4,8,0.5
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,0,12,0.0
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,8,12,0.666667
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,4,12,0.333333
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,0,13,0.0
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,5,13,0.384615
Halen,71020,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,8,13,0.615385
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,17,322,0.052795
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,139,322,0.431677
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,166,322,0.515528
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,26,353,0.0736544
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,172,353,0.487252
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,155,353,0.439093
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,30,272,0.110294
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,146,272,0.536765
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,96,272,0.352941
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,22,256,0.0859375
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,137,256,0.535156
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,97,256,0.378906
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,8,242,0.0330579
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,151,242,0.623967
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,83,242,0.342975
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,10,262,0.0381679
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,133,262,0.507634
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,119,262,0.454198
Hasselt,71022,Ja,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,5,347,0.0144092
