Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Doelgroep,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau naar doelgroep,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau,Procent
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,1,47,0.0212766
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,21,47,0.446809
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,25,47,0.531915
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,0,61,0.0
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,34,61,0.557377
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,27,61,0.442623
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,0,56,0.0
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,23,56,0.410714
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,33,56,0.589286
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,2,84,0.0238095
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,36,84,0.428571
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,46,84,0.547619
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,0,89,0.0
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,47,89,0.52809
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,42,89,0.47191
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,4,88,0.0454545
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,41,88,0.465909
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,43,88,0.488636
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,0,85,0.0
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,35,85,0.411765
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,50,85,0.588235
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,2,97,0.0206186
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,30,97,0.309278
Dilbeek,23016,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,65,97,0.670103
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,0,2,0.0
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,1,2,0.5
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,1,2,0.5
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,0,5,0.0
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,2,5,0.4
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,3,5,0.6
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,0,3,0.0
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,0,3,0.0
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,3,3,1.0
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,0,8,0.0
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,6,8,0.75
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,2,8,0.25
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,0,8,0.0
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,8,8,1.0
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,0,8,0.0
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,0,6,0.0
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,2,6,0.333333
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,4,6,0.666667
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,0,4,0.0
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,0,4,0.0
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,4,4,1.0
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,0,4,0.0
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,0,4,0.0
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,4,4,1.0
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,1,8,0.125
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,5,8,0.625
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,2,8,0.25
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,0,4,0.0
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,4,4,1.0
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,0,4,0.0
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,0,3,0.0
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,1,3,0.333333
Galmaarden,23023,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,2,3,0.666667
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,1,12,0.0833333
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,4,12,0.333333
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,7,12,0.583333
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,0,5,0.0
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,1,5,0.2
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,4,5,0.8
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,0,3,0.0
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,2,3,0.666667
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,1,3,0.333333
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,0,9,0.0
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,6,9,0.666667
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,3,9,0.333333
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,0,11,0.0
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,6,11,0.545455
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,5,11,0.454545
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,0,8,0.0
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,4,8,0.5
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,4,8,0.5
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,0,7,0.0
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,3,7,0.428571
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,4,7,0.571429
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,0,5,0.0
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,1,5,0.2
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,4,5,0.8
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,0,8,0.0
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,1,8,0.125
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,7,8,0.875
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,0,8,0.0
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,2,8,0.25
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,6,8,0.75
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,0,8,0.0
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,2,8,0.25
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,6,8,0.75
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,0,3,0.0
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,0,3,0.0
Gooik,23024,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,3,3,1.0
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,2,53,0.0377358
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,21,53,0.396226
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,30,53,0.566038
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,1,49,0.0204082
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,24,49,0.489796
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,24,49,0.489796
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,4,57,0.0701754
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,29,57,0.508772
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,24,57,0.421053
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,1,61,0.0163934
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,28,61,0.459016
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,32,61,0.52459
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,0,51,0.0
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,39,51,0.764706
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,12,51,0.235294
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,1,67,0.0149254
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,44,67,0.656716
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,22,67,0.328358
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,1,110,0.00909091
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,64,110,0.581818
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,45,110,0.409091
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,1,88,0.0113636
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,49,88,0.556818
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,38,88,0.431818
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,3,94,0.0319149
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,35,94,0.37234
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,56,94,0.595745
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,3,84,0.0357143
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,42,84,0.5
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,39,84,0.464286
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,1,82,0.0121951
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,33,82,0.402439
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,48,82,0.585366
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,1,80,0.0125
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,28,80,0.35
Grimbergen,23025,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,51,80,0.6375
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,2,82,0.0243902
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,32,82,0.390244
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,48,82,0.585366
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,1,88,0.0113636
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,40,88,0.454545
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,47,88,0.534091
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,5,65,0.0769231
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,30,65,0.461538
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,30,65,0.461538
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,2,70,0.0285714
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,43,70,0.614286
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,25,70,0.357143
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,2,91,0.021978
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,63,91,0.692308
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,26,91,0.285714
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,1,81,0.0123457
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,47,81,0.580247
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,33,81,0.407407
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,2,86,0.0232558
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,42,86,0.488372
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,42,86,0.488372
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,1,81,0.0123457
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,38,81,0.469136
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,42,81,0.518519
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,2,90,0.0222222
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,42,90,0.466667
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,46,90,0.511111
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,4,80,0.05
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,31,80,0.3875
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,45,80,0.5625
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,0,75,0.0
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,34,75,0.453333
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,41,75,0.546667
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,0,105,0.0
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,56,105,0.533333
Halle,23027,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,49,105,0.466667
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,0,1,0.0
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,0,1,0.0
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,1,1,1.0
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,0,2,0.0
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,1,2,0.5
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,1,2,0.5
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,0,3,0.0
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,1,3,0.333333
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,2,3,0.666667
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,0,1,0.0
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,1,1,1.0
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,0,1,0.0
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,0,4,0.0
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,2,4,0.5
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,2,4,0.5
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,0,10,0.0
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,5,10,0.5
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,5,10,0.5
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,0,5,0.0
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,3,5,0.6
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,2,5,0.4
Herne,23032,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,0,1,0.0
