Gemeente,Nis-code,Centrumstad?,Indicator,Leeftijdsgroep,Jaar,Aantal personen met huidige niet-Belgische nationaliteit naar leeftijdsgroep,Aantal inwoners naar leeftijdsgroep,Procent
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2003,45,4801,0.00937305
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2003,20,4451,0.00449337
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2004,36,4928,0.00730519
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2004,69,4937,0.0139761
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2004,72,5942,0.0121171
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2004,47,4874,0.009643
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2004,26,4582,0.00567438
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2005,42,4827,0.00870106
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2005,82,4895,0.0167518
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2005,80,5885,0.0135939
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2005,44,4841,0.00908903
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2005,30,4722,0.00635324
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2006,46,4823,0.00953763
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2006,87,4762,0.0182696
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2006,90,5862,0.0153531
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2006,46,4950,0.00929293
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2006,28,4777,0.00586142
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2007,41,4762,0.00860983
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2007,86,4639,0.0185385
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2007,105,5818,0.0180474
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2007,50,5081,0.00984058
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2007,26,4852,0.00535862
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2008,42,4749,0.00884397
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2008,87,4601,0.0189089
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2008,112,5767,0.0194208
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2008,57,5232,0.0108945
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2008,26,4876,0.00533224
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2009,56,4797,0.011674
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2009,110,4644,0.0236865
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2009,113,5680,0.0198944
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2009,57,5366,0.0106224
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2009,31,4938,0.00627785
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2010,59,4732,0.0124683
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2010,113,4671,0.0241918
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2010,131,5558,0.0235696
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2010,55,5461,0.0100714
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2010,35,5073,0.00689927
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2011,68,4731,0.0143733
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2011,125,4727,0.0264438
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2011,132,5418,0.0243632
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2011,65,5484,0.0118527
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2011,37,5212,0.007099
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2012,65,4720,0.0137712
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2012,123,4766,0.0258078
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2012,125,5310,0.0235405
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2012,75,5519,0.0135894
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2012,41,5348,0.00766642
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2013,82,4737,0.0173105
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2013,131,4798,0.027303
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2013,149,5223,0.0285277
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2013,83,5539,0.0149847
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2013,40,5507,0.00726348
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2014,74,4749,0.0155822
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2014,132,4759,0.0277369
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2014,150,5062,0.0296326
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2014,82,5635,0.0145519
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2014,40,5599,0.00714413
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2015,78,4690,0.0166311
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2015,141,4728,0.0298223
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2015,147,4923,0.0298598
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2015,76,5704,0.013324
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2015,38,5711,0.00665383
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2016,94,4730,0.0198732
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2016,171,4729,0.0361599
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2016,165,4847,0.0340417
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2016,86,5749,0.0149591
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2016,39,5787,0.00673924
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2017,109,4686,0.0232608
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2017,194,4681,0.0414441
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2017,173,4797,0.0360642
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2017,92,5792,0.015884
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2017,38,5856,0.00648907
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2018,129,4695,0.027476
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2018,209,4738,0.0441114
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2018,183,4796,0.0381568
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2018,91,5802,0.0156842
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2018,43,5976,0.00719545
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2019,141,4709,0.0299427
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2019,246,4748,0.0518113
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2019,210,4733,0.0443693
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2019,103,5875,0.0175319
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2019,46,6097,0.00754469
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2020,160,4723,0.0338768
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2020,261,4766,0.0547629
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2020,219,4767,0.0459408
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2020,118,5862,0.0201296
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2020,42,6192,0.00678295
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2021,156,4790,0.0325678
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2021,261,4757,0.0548665
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2021,230,4761,0.0483092
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2021,121,5832,0.0207476
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2021,37,6301,0.00587208
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2022,186,4872,0.0381773
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2022,269,4795,0.0561001
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2022,256,4810,0.0532225
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2022,121,5791,0.0208945
Lievegem,44085,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2022,42,6389,0.0065738
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2000,90,5546,0.0162279
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2000,122,6280,0.0194268
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2000,88,6186,0.0142257
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2000,41,4575,0.00896175
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2000,17,5201,0.0032686
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2001,67,5504,0.012173
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2001,125,6320,0.0197785
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2001,94,6249,0.0150424
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2001,47,4640,0.0101293
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2001,16,5315,0.00301035
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2002,77,5493,0.0140178
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2002,126,6200,0.0203226
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2002,106,6342,0.016714
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2002,51,4674,0.0109114
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2002,19,5380,0.0035316
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2003,79,5438,0.0145274
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2003,110,6074,0.01811
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2003,112,6370,0.0175824
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2003,54,4741,0.01139
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2003,18,5418,0.00332226
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2004,73,5433,0.0134364
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2004,108,5980,0.0180602
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2004,113,6443,0.0175384
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2004,54,4743,0.0113852
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2004,20,5471,0.00365564
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2005,92,5448,0.0168869
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2005,134,5974,0.0224305
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2005,125,6554,0.0190723
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2005,58,4770,0.0121593
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2005,23,5553,0.00414191
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2006,108,5485,0.0196901
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2006,150,6000,0.025
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2006,139,6541,0.0212506
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2006,59,4908,0.0120212
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2006,27,5583,0.00483611
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2007,104,5517,0.0188508
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2007,167,5995,0.0278565
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2007,144,6614,0.021772
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2007,61,5093,0.0119772
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2007,27,5601,0.00482057
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2008,120,5502,0.0218103
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2008,205,6051,0.0338787
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2008,154,6659,0.0231266
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2008,68,5221,0.0130243
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2008,29,5619,0.00516106
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2009,143,5523,0.0258917
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2009,220,6087,0.0361426
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2009,177,6642,0.0266486
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2009,72,5432,0.0132548
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2009,38,5667,0.00670549
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2010,166,5629,0.0294901
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2010,256,6111,0.0418917
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2010,186,6652,0.0279615
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2010,83,5591,0.0148453
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2010,42,5719,0.00734394
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2011,205,5615,0.0365093
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2011,305,6194,0.0492412
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2011,205,6646,0.0308456
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2011,100,5733,0.0174429
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2011,53,5779,0.00917114
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2012,221,5650,0.039115
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2012,331,6289,0.0526316
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2012,241,6604,0.036493
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2012,106,5848,0.0181259
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2012,51,5857,0.00870753
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2013,227,5670,0.0400353
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2013,328,6353,0.0516292
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2013,255,6456,0.0394981
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2013,106,5991,0.0176932
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2013,55,5942,0.00925614
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2014,232,5734,0.0404604
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2014,358,6326,0.0565918
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2014,287,6407,0.0447948
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2014,111,6164,0.0180078
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2014,54,6010,0.00898502
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2015,238,5733,0.041514
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2015,371,6268,0.0591895
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2015,318,6388,0.0497808
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2015,118,6306,0.0187123
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2015,58,6093,0.00951912
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2016,260,5731,0.0453673
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2016,400,6324,0.0632511
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2016,348,6294,0.0552908
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2016,128,6467,0.0197928
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2016,60,6174,0.00971817
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2017,295,5700,0.0517544
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2017,424,6207,0.06831
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2017,354,6250,0.05664
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2017,147,6590,0.0223065
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2017,59,6225,0.00947791
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2018,326,5750,0.0566957
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2018,462,6156,0.0750487
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2018,371,6214,0.0597039
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2018,153,6663,0.0229626
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2018,56,6349,0.00882029
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2019,354,5792,0.0611188
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2019,483,6098,0.0792063
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2019,432,6258,0.0690316
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2019,175,6766,0.0258646
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2019,65,6479,0.0100324
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2020,356,5801,0.0613687
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2020,509,6131,0.0830207
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2020,452,6225,0.0726104
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2020,207,6895,0.0300218
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2020,72,6560,0.0109756
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2021,333,5830,0.0571184
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2021,535,6121,0.087404
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2021,476,6181,0.0770102
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2021,217,6876,0.031559
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2021,74,6642,0.0111412
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2022,384,5860,0.065529
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2022,622,6210,0.100161
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2022,506,6069,0.0833745
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2022,220,6927,0.0317598
Oudenaarde,45035,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2022,77,6800,0.0113235
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2000,499,5164,0.0966305
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2000,383,5331,0.0718439
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2000,376,4965,0.0757301
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2000,186,3859,0.048199
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2000,89,4530,0.0196468
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2001,293,5137,0.0570372
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2001,307,5199,0.0590498
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2001,286,4984,0.0573836
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2001,165,3889,0.0424274
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2001,84,4531,0.018539
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2002,233,5118,0.0455256
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2002,285,5166,0.0551684
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2002,272,4950,0.0549495
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2002,159,3933,0.0404272
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2002,81,4530,0.0178808
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2003,234,5183,0.0451476
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2003,283,5188,0.054549
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2003,283,4986,0.0567589
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2003,157,3987,0.039378
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2003,87,4526,0.0192223
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2004,216,5138,0.0420397
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2004,288,5135,0.0560857
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2004,276,5002,0.0551779
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2004,158,4023,0.0392742
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2004,91,4529,0.0200927
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2005,240,5233,0.0458628
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2005,330,5111,0.0645666
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2005,273,5017,0.054415
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2005,164,4070,0.0402948
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2005,103,4563,0.0225729
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2006,278,5383,0.0516441
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2006,340,5075,0.0669951
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2006,302,5046,0.0598494
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2006,169,4166,0.0405665
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2006,104,4488,0.0231729
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2007,284,5470,0.0519196
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2007,411,5152,0.0797748
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2007,337,5036,0.0669182
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2007,180,4323,0.0416378
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2007,102,4445,0.0229471
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2008,299,5628,0.0531272
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2008,443,5116,0.0865911
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2008,361,5067,0.0712453
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2008,194,4399,0.0441009
Ronse,45041,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2008,115,4430,0.0259594
