Date,Noorse kroon
2020-07-02,10.6873
2020-07-03,10.6775
2020-07-06,10.6218
2020-07-07,10.6428
2020-07-08,10.6885
2020-07-09,10.6173
2020-07-10,10.7163
2020-07-13,10.665
2020-07-14,10.711
2020-07-15,10.6275
2020-07-16,10.6148
2020-07-17,10.5995
2020-07-20,10.606
2020-07-21,10.4933
2020-07-22,10.5343
2020-07-23,10.6073
2020-07-24,10.6953
2020-07-27,10.6683
2020-07-28,10.694
2020-07-29,10.6573
2020-07-30,10.7213
2020-07-31,10.7323
2020-08-03,10.7188
2020-08-04,10.7568
2020-08-05,10.6585
2020-08-06,10.6538
2020-08-07,10.6433
2020-08-10,10.629
2020-08-11,10.5658
2020-08-12,10.5463
2020-08-13,10.5148
2020-08-14,10.5403
2020-08-17,10.512
2020-08-18,10.501
2020-08-19,10.5455
2020-08-20,10.6068
2020-08-21,10.5913
2020-08-24,10.6188
2020-08-25,10.5688
2020-08-26,10.5603
2020-08-27,10.5178
2020-08-28,10.47
2020-08-31,10.455
2020-09-01,10.4378
2020-09-02,10.406
2020-09-03,10.5315
2020-09-04,10.5768
2020-09-07,10.5453
2020-09-08,10.6713
2020-09-09,10.715
2020-09-10,10.687
2020-09-11,10.7028
2020-09-14,10.6933
2020-09-15,10.6963
2020-09-16,10.6608
2020-09-17,10.7238
2020-09-18,10.7538
2020-09-21,10.884
2020-09-22,10.9528
2020-09-23,10.9938
2020-09-24,11.1023
2020-09-25,11.1445
2020-09-28,11.058
2020-09-29,11.0543
2020-09-30,11.1008
2020-10-01,10.9073
2020-10-02,10.904
2020-10-05,10.8855
2020-10-06,10.8603
2020-10-07,10.9313
2020-10-08,10.9038
2020-10-09,10.8623
2020-10-12,10.7925
2020-10-13,10.7923
2020-10-14,10.8218
2020-10-15,10.9678
2020-10-16,10.957
2020-10-19,10.947
2020-10-20,10.9698
2020-10-21,10.9315
2020-10-22,10.9325
2020-10-23,10.9178
2020-10-26,10.9465
2020-10-27,10.8398
2020-10-28,10.9693
2020-10-29,11.1495
2020-10-30,11.094
2020-11-02,11.1128
2020-11-03,11.0103
2020-11-04,10.9583
2020-11-05,10.85
2020-11-06,10.9203
2020-11-09,10.7101
2020-11-10,10.6618
2020-11-11,10.6773
2020-11-12,10.7658
2020-11-13,10.8123
2020-11-16,10.731
2020-11-17,10.7683
2020-11-18,10.7115
2020-11-19,10.69
2020-11-20,10.6613
2020-11-23,10.6903
2020-11-24,10.6768
2020-11-25,10.5488
2020-11-26,10.5705
2020-11-27,10.563
2020-11-30,10.561
2020-12-01,10.6028
2020-12-02,10.7003
2020-12-03,10.707
2020-12-04,10.6598
2020-12-07,10.6328
2020-12-08,10.6283
2020-12-09,10.5763
2020-12-10,10.7
2020-12-11,10.6968
2020-12-14,10.5833
2020-12-15,10.614
2020-12-16,10.5788
2020-12-17,10.5015
2020-12-18,10.5163
2020-12-21,10.6518
2020-12-22,10.5938
2020-12-23,10.6238
2020-12-24,10.5108
2020-12-28,10.5713
2020-12-29,10.55
2020-12-30,10.547
2020-12-31,10.4703
2021-01-04,10.444
2021-01-05,10.4713
2021-01-06,10.381
2021-01-07,10.3435
2021-01-08,10.2863
2021-01-11,10.368
2021-01-12,10.3765
2021-01-13,10.339
2021-01-14,10.3108
2021-01-15,10.3135
2021-01-18,10.3858
2021-01-19,10.3423
2021-01-20,10.323
2021-01-21,10.2513
2021-01-22,10.3308
2021-01-25,10.3478
2021-01-26,10.3873
2021-01-27,10.4555
2021-01-28,10.5205
2021-01-29,10.343
2021-02-01,10.389
2021-02-02,10.3463
2021-02-03,10.354
2021-02-04,10.338
2021-02-05,10.3068
2021-02-08,10.2725
2021-02-09,10.2588
2021-02-10,10.228
2021-02-11,10.2595
2021-02-12,10.285
2021-02-15,10.1963
2021-02-16,10.1938
2021-02-17,10.2113
2021-02-18,10.2178
2021-02-19,10.2095
2021-02-22,10.3185
2021-02-23,10.319
2021-02-24,10.2483
2021-02-25,10.2275
2021-02-26,10.4012
2021-03-01,10.36
2021-03-02,10.2555
2021-03-03,10.2451
2021-03-04,10.2595
2021-03-05,10.211
2021-03-08,10.1785
2021-03-09,10.0838
2021-03-10,10.0813
2021-03-11,10.091
2021-03-12,10.0863
2021-03-15,10.0988
2021-03-16,10.1028
2021-03-17,10.1213
2021-03-18,10.1058
2021-03-19,10.2018
2021-03-22,10.1393
2021-03-23,10.1783
2021-03-24,10.1563
2021-03-25,10.1653
2021-03-26,10.1258
2021-03-29,10.0738
2021-03-30,10.0613
2021-03-31,9.9955
2021-04-01,10.0408
2021-04-06,10.0768
2021-04-07,10.0535
2021-04-08,10.078
2021-04-09,10.113
2021-04-12,10.094
2021-04-13,10.1675
2021-04-14,10.0745
2021-04-15,10.0433
2021-04-16,10.018
2021-04-19,9.9733
2021-04-20,9.9965
2021-04-21,10.0423
2021-04-22,10.0475
2021-04-23,10.043
2021-04-26,10.0358
2021-04-27,10.0073
2021-04-28,9.9795
2021-04-29,9.9145
2021-04-30,9.9533
2021-05-03,10.016
2021-05-04,10.0123
2021-05-05,9.9848
2021-05-06,10.0558
2021-05-07,10.0125
2021-05-10,10.0008
2021-05-11,10.032
2021-05-12,10.0263
2021-05-13,10.127
2021-05-14,10.0074
2021-05-17,10.0665
2021-05-18,10.0125
2021-05-19,10.1058
2021-05-20,10.1775
2021-05-21,10.142
2021-05-24,10.209
2021-05-25,10.1965
2021-05-26,10.178
2021-05-27,10.1953
2021-05-28,10.179
2021-05-31,10.2183
2021-06-01,10.1113
2021-06-02,10.1393
2021-06-03,10.1501
2021-06-04,10.156
2021-06-07,10.0483
2021-06-08,10.048
2021-06-09,10.0518
2021-06-10,10.1118
2021-06-11,10.0828
2021-06-14,10.0828
2021-06-15,10.0823
2021-06-16,10.1208
2021-06-17,10.1973
2021-06-18,10.2868
2021-06-21,10.2673
2021-06-22,10.2198
2021-06-23,10.1725
2021-06-24,10.174
2021-06-25,10.136
2021-06-28,10.1763
2021-06-29,10.1893
2021-06-30,10.1717
2021-07-01,10.2105
2021-07-02,10.2375
2021-07-05,10.1778
2021-07-06,10.215
2021-07-07,10.2475
2021-07-08,10.4138
2021-07-09,10.3355
2021-07-12,10.328
2021-07-13,10.3085
2021-07-14,10.332
2021-07-15,10.3803
2021-07-16,10.3878
2021-07-19,10.538
2021-07-20,10.617
2021-07-21,10.5808
2021-07-22,10.3795
2021-07-23,10.4065
2021-07-26,10.427
2021-07-27,10.4423
2021-07-28,10.4828
2021-07-29,10.3993
2021-07-30,10.4405
2021-08-02,10.4515
2021-08-03,10.4343
2021-08-04,10.455
2021-08-05,10.441
2021-08-06,10.423
2021-08-09,10.4885
2021-08-10,10.468
2021-08-11,10.4548
2021-08-12,10.3755
2021-08-13,10.3753
2021-08-16,10.4048
2021-08-17,10.3983
2021-08-18,10.422
2021-08-19,10.545
2021-08-20,10.6
2021-08-23,10.487
2021-08-24,10.4003
2021-08-25,10.3863
2021-08-26,10.3615
2021-08-27,10.3575
2021-08-30,10.2395
2021-08-31,10.26
2021-09-01,10.2633
2021-09-02,10.2938
2021-09-03,10.2738
2021-09-06,10.2728
2021-09-07,10.299
2021-09-08,10.265
2021-09-09,10.2648
2021-09-10,10.2028
2021-09-13,10.1885
2021-09-14,10.1745
2021-09-15,10.1418
2021-09-16,10.1293
2021-09-17,10.1208
2021-09-20,10.243
2021-09-21,10.1828
2021-09-22,10.1268
2021-09-23,10.086
2021-09-24,10.089
2021-09-27,10.0655
2021-09-28,10.102
2021-09-29,10.143
2021-09-30,10.165
2021-10-01,10.0204
2021-10-04,9.977
2021-10-05,9.9155
2021-10-06,9.923
2021-10-07,9.9388
2021-10-08,9.8855
2021-10-11,9.888
2021-10-12,9.8608
2021-10-13,9.8555
2021-10-14,9.7928
2021-10-15,9.7625
2021-10-18,9.7643
2021-10-19,9.734
2021-10-20,9.7435
2021-10-21,9.7065
2021-10-22,9.7075
2021-10-25,9.7098
2021-10-26,9.6828
2021-10-27,9.7368
2021-10-28,9.7468
2021-10-29,9.7495
2021-11-01,9.7368
2021-11-02,9.792
2021-11-03,9.861
2021-11-04,9.859
2021-11-05,9.8878
2021-11-08,9.8745
2021-11-09,9.8555
2021-11-10,9.8848
2021-11-11,9.9695
2021-11-12,9.9508
2021-11-15,9.9173
2021-11-16,9.8863
2021-11-17,9.8895
2021-11-18,9.9523
2021-11-19,10.0483
2021-11-22,10.0715
2021-11-23,10.071
2021-11-24,10.026
2021-11-25,10.0655
2021-11-26,10.1613
2021-11-29,10.214
2021-11-30,10.2795
2021-12-01,10.2195
2021-12-02,10.2962
2021-12-03,10.2875
2021-12-06,10.2943
2021-12-07,10.19
2021-12-08,10.096
2021-12-09,10.155
2021-12-10,10.1335
2021-12-13,10.1598
2021-12-14,10.2475
2021-12-15,10.2278
2021-12-16,10.1458
2021-12-17,10.1783
2021-12-20,10.1915
2021-12-21,10.1488
2021-12-22,10.0613
2021-12-23,10.0113
2021-12-24,10.0043
2021-12-27,10.0405
2021-12-28,9.9728
2021-12-29,9.9883
2021-12-30,9.9703
2021-12-31,9.9888
2022-01-03,10.0013
2022-01-04,10.0138
2022-01-05,9.9672
2022-01-06,10.035
2022-01-07,10.0288
2022-01-10,10.0253
2022-01-11,10.0165
2022-01-12,9.927
2022-01-13,9.9333
2022-01-14,9.9863
2022-01-17,9.9623
2022-01-18,9.9638
2022-01-19,9.9368
2022-01-20,9.9578
2022-01-21,10.0523
2022-01-24,10.1638
2022-01-25,10.1385
2022-01-26,10.0115
2022-01-27,9.9903
2022-01-28,10.026
2022-01-31,10.0085
2022-02-01,9.9638
2022-02-02,9.9228
2022-02-03,9.9545
2022-02-04,10.0483
2022-02-07,10.0658
2022-02-08,10.0758
2022-02-09,10.0585
2022-02-10,10.0693
2022-02-11,10.0732
2022-02-14,10.0693
2022-02-15,10.0893
2022-02-16,10.1095
2022-02-17,10.1225
2022-02-18,10.1465
2022-02-21,10.1738
2022-02-22,10.1018
2022-02-23,10.0335
2022-02-24,10.0878
2022-02-25,9.9756
2022-02-28,9.9465
2022-03-01,9.8598
2022-03-02,9.8826
2022-03-03,9.8418
2022-03-04,9.8358
2022-03-07,9.8325
2022-03-08,9.7925
2022-03-09,9.798
2022-03-10,9.919
2022-03-11,9.8033
2022-03-14,9.8588
2022-03-15,9.849
2022-03-16,9.7988
2022-03-17,9.78
2022-03-18,9.694
2022-03-21,9.6575
2022-03-22,9.6233
2022-03-23,9.6425
2022-03-24,9.4923
2022-03-25,9.5205
2022-03-28,9.5123
2022-03-29,9.5995
2022-03-30,9.6398
2022-03-31,9.711
2022-04-01,9.6628
2022-04-04,9.5489
2022-04-05,9.5398
2022-04-06,9.5523
2022-04-07,9.5595
2022-04-08,9.508
2022-04-11,9.5478
2022-04-12,9.5395
2022-04-13,9.5693
2022-04-14,9.5313
2022-04-19,9.5228
2022-04-20,9.5443
2022-04-21,9.5788
2022-04-22,9.6255
2022-04-25,9.7018
2022-04-26,9.7943
2022-04-27,9.7838
2022-04-28,9.899
2022-04-29,9.7525
2022-05-02,9.9248
2022-05-03,9.909
2022-05-04,9.9042
2022-05-05,9.8463
2022-05-06,9.9808
2022-05-09,10.0583
2022-05-10,10.2315
2022-05-11,10.1793
2022-05-12,10.2898
2022-05-13,10.2043
2022-05-16,10.2188
2022-05-17,10.178
2022-05-18,10.2125
2022-05-19,10.3102
2022-05-20,10.262
2022-05-23,10.252
2022-05-24,10.289
2022-05-25,10.2704
2022-05-26,10.2715
2022-05-27,10.179
2022-05-30,10.1256
2022-05-31,10.0983
2022-06-01,10.0438
2022-06-02,10.0845
2022-06-03,10.103
2022-06-06,10.0853
2022-06-07,10.1843
2022-06-08,10.1395
2022-06-09,10.1818
2022-06-10,10.1495
2022-06-13,10.3222
2022-06-14,10.3945
2022-06-15,10.3868
2022-06-16,10.4588
2022-06-17,10.4525
2022-06-20,10.4085
2022-06-21,10.3283
2022-06-22,10.5045
2022-06-23,10.475
2022-06-24,10.4345
2022-06-27,10.408
2022-06-28,10.337
2022-06-29,10.3065
2022-06-30,10.3485
2022-07-01,10.3651
2022-07-04,10.2958
2022-07-05,10.285
2022-07-06,10.2803
2022-07-07,10.291
2022-07-08,10.263
2022-07-11,10.299
2022-07-12,10.2754
2022-07-13,10.2428
2022-07-14,10.2536
2022-07-15,10.2763
2022-07-18,10.2553
2022-07-19,10.176
2022-07-20,10.1323
2022-07-21,10.175
2022-07-22,10.1498
2022-07-25,10.0704
2022-07-26,10.0105
2022-07-27,9.9558
2022-07-28,9.8983
2022-07-29,9.8773
2022-08-01,9.8638
2022-08-02,9.9305
2022-08-03,9.8743
2022-08-04,9.9065
2022-08-05,9.982
2022-08-08,9.9405
2022-08-09,9.9365
2022-08-10,9.9118
2022-08-11,9.804
2022-08-12,9.813
2022-08-15,9.871
2022-08-16,9.8428
2022-08-17,9.8428
2022-08-18,9.8283
2022-08-19,9.8418
2022-08-22,9.7719
2022-08-23,9.7438
2022-08-24,9.636
2022-08-25,9.64
2022-08-26,9.667
2022-08-29,9.7675
2022-08-30,9.7553
2022-08-31,9.9388
2022-09-01,10.013
2022-09-02,10.0035
2022-09-05,9.9188
2022-09-06,9.8945
2022-09-07,9.9483
2022-09-08,10.0615
2022-09-09,9.9836
2022-09-12,9.9718
2022-09-13,9.9988
2022-09-14,10.1125
2022-09-15,10.1203
2022-09-16,10.1985
2022-09-19,10.2826
2022-09-20,10.273
2022-09-21,10.2858
2022-09-22,10.235
2022-09-23,10.2335
2022-09-26,10.3585
2022-09-27,10.3473
2022-09-28,10.4576
2022-09-29,10.4518
2022-09-30,10.5838
2022-10-03,10.5655
2022-10-04,10.4915
2022-10-05,10.4858
2022-10-06,10.4278
2022-10-07,10.4498
2022-10-10,10.3378
2022-10-11,10.4235
2022-10-12,10.4145
2022-10-13,10.3525
2022-10-14,10.3323
2022-10-17,10.342
2022-10-18,10.3528
2022-10-19,10.3823
2022-10-20,10.402
2022-10-21,10.4315
2022-10-24,10.392
2022-10-25,10.391
2022-10-26,10.3408
2022-10-27,10.342
2022-10-28,10.2695
2022-10-31,10.3028
2022-11-01,10.1835
2022-11-02,10.2388
2022-11-03,10.3543
2022-11-04,10.2019
2022-11-07,10.2555
2022-11-08,10.2795
2022-11-09,10.322
2022-11-10,10.3615
2022-11-11,10.2635
2022-11-14,10.3143
2022-11-15,10.357
2022-11-16,10.3675
2022-11-17,10.498
2022-11-18,10.486
2022-11-21,10.4898
2022-11-22,10.4445
2022-11-23,10.3659
2022-11-24,10.3435
2022-11-25,10.2985
2022-11-28,10.364
2022-11-29,10.3313
2022-11-30,10.2648
2022-12-01,10.2495
2022-12-02,10.2615
2022-12-05,10.3366
2022-12-06,10.4408
2022-12-07,10.5255
2022-12-08,10.488
2022-12-09,10.5345
2022-12-12,10.5548
2022-12-13,10.4679
2022-12-14,10.362
2022-12-15,10.4013
2022-12-16,10.4833
2022-12-19,10.5025
