Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen geregistreerd met een betalingsachterstand,Aantal inwoners van 18 jaar en ouder,Procent
Spiere-Helkijn,34043,Nee,Personen met betalingsachterstand,2018,69,1614,0.04275
Spiere-Helkijn,34043,Nee,Personen met betalingsachterstand,2019,65,1636,0.03973
Spiere-Helkijn,34043,Nee,Personen met betalingsachterstand,2020,72,1656,0.04348
Spiere-Helkijn,34043,Nee,Personen met betalingsachterstand,2021,60,1656,0.03623
Bredene,35002,Nee,Personen met betalingsachterstand,2007,428,12501,0.03424
Bredene,35002,Nee,Personen met betalingsachterstand,2008,423,12761,0.03315
Bredene,35002,Nee,Personen met betalingsachterstand,2009,457,13029,0.03508
Bredene,35002,Nee,Personen met betalingsachterstand,2010,453,13212,0.03429
Bredene,35002,Nee,Personen met betalingsachterstand,2011,446,13363,0.03338
Bredene,35002,Nee,Personen met betalingsachterstand,2012,437,13624,0.03208
Bredene,35002,Nee,Personen met betalingsachterstand,2013,427,13820,0.0309
Bredene,35002,Nee,Personen met betalingsachterstand,2014,421,14096,0.02987
Bredene,35002,Nee,Personen met betalingsachterstand,2015,441,14223,0.03101
Bredene,35002,Nee,Personen met betalingsachterstand,2016,440,14389,0.03058
Bredene,35002,Nee,Personen met betalingsachterstand,2017,408,14630,0.02789
Bredene,35002,Nee,Personen met betalingsachterstand,2018,431,14845,0.02903
Bredene,35002,Nee,Personen met betalingsachterstand,2019,388,14900,0.02604
Bredene,35002,Nee,Personen met betalingsachterstand,2020,359,14934,0.02404
Bredene,35002,Nee,Personen met betalingsachterstand,2021,332,14934,0.02223
Gistel,35005,Nee,Personen met betalingsachterstand,2007,242,8911,0.02716
Gistel,35005,Nee,Personen met betalingsachterstand,2008,262,9176,0.02855
Gistel,35005,Nee,Personen met betalingsachterstand,2009,253,9241,0.02738
Gistel,35005,Nee,Personen met betalingsachterstand,2010,229,9308,0.0246
Gistel,35005,Nee,Personen met betalingsachterstand,2011,258,9397,0.02746
Gistel,35005,Nee,Personen met betalingsachterstand,2012,244,9454,0.02581
Gistel,35005,Nee,Personen met betalingsachterstand,2013,249,9503,0.0262
Gistel,35005,Nee,Personen met betalingsachterstand,2014,226,9500,0.02379
Gistel,35005,Nee,Personen met betalingsachterstand,2015,241,9558,0.02521
Gistel,35005,Nee,Personen met betalingsachterstand,2016,267,9697,0.02753
Gistel,35005,Nee,Personen met betalingsachterstand,2017,251,9756,0.02573
Gistel,35005,Nee,Personen met betalingsachterstand,2018,254,9831,0.02584
Gistel,35005,Nee,Personen met betalingsachterstand,2019,217,9834,0.02207
Gistel,35005,Nee,Personen met betalingsachterstand,2020,226,9801,0.02306
Gistel,35005,Nee,Personen met betalingsachterstand,2021,209,9801,0.02132
Ichtegem,35006,Nee,Personen met betalingsachterstand,2007,227,10829,0.02096
Ichtegem,35006,Nee,Personen met betalingsachterstand,2008,292,10919,0.02674
Ichtegem,35006,Nee,Personen met betalingsachterstand,2009,313,11065,0.02829
Ichtegem,35006,Nee,Personen met betalingsachterstand,2010,291,11114,0.02618
Ichtegem,35006,Nee,Personen met betalingsachterstand,2011,292,11115,0.02627
Ichtegem,35006,Nee,Personen met betalingsachterstand,2012,265,11133,0.0238
Ichtegem,35006,Nee,Personen met betalingsachterstand,2013,265,11153,0.02376
Ichtegem,35006,Nee,Personen met betalingsachterstand,2014,269,11196,0.02403
Ichtegem,35006,Nee,Personen met betalingsachterstand,2015,263,11215,0.02345
Ichtegem,35006,Nee,Personen met betalingsachterstand,2016,288,11238,0.02563
Ichtegem,35006,Nee,Personen met betalingsachterstand,2017,284,11215,0.02532
Ichtegem,35006,Nee,Personen met betalingsachterstand,2018,282,11315,0.02492
Ichtegem,35006,Nee,Personen met betalingsachterstand,2019,274,11317,0.02421
Ichtegem,35006,Nee,Personen met betalingsachterstand,2020,253,11325,0.02234
Ichtegem,35006,Nee,Personen met betalingsachterstand,2021,230,11325,0.02031
Middelkerke,35011,Nee,Personen met betalingsachterstand,2007,525,15501,0.03387
Middelkerke,35011,Nee,Personen met betalingsachterstand,2008,568,15782,0.03599
Middelkerke,35011,Nee,Personen met betalingsachterstand,2009,535,15845,0.03376
Middelkerke,35011,Nee,Personen met betalingsachterstand,2010,595,16115,0.03692
Middelkerke,35011,Nee,Personen met betalingsachterstand,2011,592,16296,0.03633
Middelkerke,35011,Nee,Personen met betalingsachterstand,2012,612,16375,0.03737
Middelkerke,35011,Nee,Personen met betalingsachterstand,2013,620,16496,0.03758
Middelkerke,35011,Nee,Personen met betalingsachterstand,2014,611,16727,0.03653
Middelkerke,35011,Nee,Personen met betalingsachterstand,2015,610,16755,0.03641
Middelkerke,35011,Nee,Personen met betalingsachterstand,2016,614,16737,0.03669
Middelkerke,35011,Nee,Personen met betalingsachterstand,2017,629,16899,0.03722
Middelkerke,35011,Nee,Personen met betalingsachterstand,2018,582,16906,0.03443
Middelkerke,35011,Nee,Personen met betalingsachterstand,2019,560,17154,0.03265
Middelkerke,35011,Nee,Personen met betalingsachterstand,2020,545,17293,0.03152
Middelkerke,35011,Nee,Personen met betalingsachterstand,2021,509,17293,0.02943
Oostende,35013,Ja,Personen met betalingsachterstand,2007,2306,58367,0.03951
Oostende,35013,Ja,Personen met betalingsachterstand,2008,2248,58395,0.0385
Oostende,35013,Ja,Personen met betalingsachterstand,2009,2273,58479,0.03887
Oostende,35013,Ja,Personen met betalingsachterstand,2010,2347,59108,0.03971
Oostende,35013,Ja,Personen met betalingsachterstand,2011,2456,59633,0.04119
Oostende,35013,Ja,Personen met betalingsachterstand,2012,2450,59478,0.04119
Oostende,35013,Ja,Personen met betalingsachterstand,2013,2502,59762,0.04187
Oostende,35013,Ja,Personen met betalingsachterstand,2014,2539,59831,0.04244
Oostende,35013,Ja,Personen met betalingsachterstand,2015,2617,59975,0.04363
Oostende,35013,Ja,Personen met betalingsachterstand,2016,2658,60163,0.04418
Oostende,35013,Ja,Personen met betalingsachterstand,2017,2512,60347,0.04163
Oostende,35013,Ja,Personen met betalingsachterstand,2018,2400,60406,0.03973
Oostende,35013,Ja,Personen met betalingsachterstand,2019,2191,60421,0.03626
Oostende,35013,Ja,Personen met betalingsachterstand,2020,2109,60413,0.03491
Oostende,35013,Ja,Personen met betalingsachterstand,2021,1925,60413,0.03186
Oudenburg,35014,Nee,Personen met betalingsachterstand,2007,134,7170,0.01869
Oudenburg,35014,Nee,Personen met betalingsachterstand,2008,149,7221,0.02063
Oudenburg,35014,Nee,Personen met betalingsachterstand,2009,141,7255,0.01943
Oudenburg,35014,Nee,Personen met betalingsachterstand,2010,143,7337,0.01949
Oudenburg,35014,Nee,Personen met betalingsachterstand,2011,139,7397,0.01879
Oudenburg,35014,Nee,Personen met betalingsachterstand,2012,147,7442,0.01975
Oudenburg,35014,Nee,Personen met betalingsachterstand,2013,137,7527,0.0182
Oudenburg,35014,Nee,Personen met betalingsachterstand,2014,164,7555,0.02171
Oudenburg,35014,Nee,Personen met betalingsachterstand,2015,173,7613,0.02272
Oudenburg,35014,Nee,Personen met betalingsachterstand,2016,178,7654,0.02326
Oudenburg,35014,Nee,Personen met betalingsachterstand,2017,170,7620,0.02231
Oudenburg,35014,Nee,Personen met betalingsachterstand,2018,166,7675,0.02163
Oudenburg,35014,Nee,Personen met betalingsachterstand,2019,162,7775,0.02084
Oudenburg,35014,Nee,Personen met betalingsachterstand,2020,151,7915,0.01908
Oudenburg,35014,Nee,Personen met betalingsachterstand,2021,157,7915,0.01984
De Haan,35029,Nee,Personen met betalingsachterstand,2007,181,10302,0.01757
De Haan,35029,Nee,Personen met betalingsachterstand,2008,223,10431,0.02138
De Haan,35029,Nee,Personen met betalingsachterstand,2009,253,10563,0.02395
De Haan,35029,Nee,Personen met betalingsachterstand,2010,278,10685,0.02602
De Haan,35029,Nee,Personen met betalingsachterstand,2011,281,10748,0.02614
De Haan,35029,Nee,Personen met betalingsachterstand,2012,253,10813,0.0234
De Haan,35029,Nee,Personen met betalingsachterstand,2013,275,10849,0.02535
De Haan,35029,Nee,Personen met betalingsachterstand,2014,307,10911,0.02814
De Haan,35029,Nee,Personen met betalingsachterstand,2015,324,10977,0.02952
De Haan,35029,Nee,Personen met betalingsachterstand,2016,326,11040,0.02953
De Haan,35029,Nee,Personen met betalingsachterstand,2017,313,11050,0.02833
De Haan,35029,Nee,Personen met betalingsachterstand,2018,316,11094,0.02848
De Haan,35029,Nee,Personen met betalingsachterstand,2019,311,11163,0.02786
De Haan,35029,Nee,Personen met betalingsachterstand,2020,280,11260,0.02487
De Haan,35029,Nee,Personen met betalingsachterstand,2021,246,11260,0.02185
Hooglede,36006,Nee,Personen met betalingsachterstand,2007,112,7833,0.0143
Hooglede,36006,Nee,Personen met betalingsachterstand,2008,89,7880,0.01129
Hooglede,36006,Nee,Personen met betalingsachterstand,2009,98,7905,0.0124
Hooglede,36006,Nee,Personen met betalingsachterstand,2010,104,7904,0.01316
Hooglede,36006,Nee,Personen met betalingsachterstand,2011,100,7902,0.01266
Hooglede,36006,Nee,Personen met betalingsachterstand,2012,122,8033,0.01519
Hooglede,36006,Nee,Personen met betalingsachterstand,2013,120,8105,0.01481
Hooglede,36006,Nee,Personen met betalingsachterstand,2014,133,8099,0.01642
Hooglede,36006,Nee,Personen met betalingsachterstand,2015,125,8087,0.01546
Hooglede,36006,Nee,Personen met betalingsachterstand,2016,133,8092,0.01644
Hooglede,36006,Nee,Personen met betalingsachterstand,2017,131,8037,0.0163
Hooglede,36006,Nee,Personen met betalingsachterstand,2018,125,8068,0.01549
Hooglede,36006,Nee,Personen met betalingsachterstand,2019,127,8058,0.01576
Hooglede,36006,Nee,Personen met betalingsachterstand,2020,129,8023,0.01608
Hooglede,36006,Nee,Personen met betalingsachterstand,2021,122,8023,0.01521
Ingelmunster,36007,Nee,Personen met betalingsachterstand,2007,188,8473,0.02219
Ingelmunster,36007,Nee,Personen met betalingsachterstand,2008,191,8483,0.02252
Ingelmunster,36007,Nee,Personen met betalingsachterstand,2009,168,8533,0.01969
Ingelmunster,36007,Nee,Personen met betalingsachterstand,2010,153,8596,0.0178
Ingelmunster,36007,Nee,Personen met betalingsachterstand,2011,179,8659,0.02067
Ingelmunster,36007,Nee,Personen met betalingsachterstand,2012,173,8790,0.01968
Ingelmunster,36007,Nee,Personen met betalingsachterstand,2013,167,8781,0.01902
Ingelmunster,36007,Nee,Personen met betalingsachterstand,2014,168,8728,0.01925
Ingelmunster,36007,Nee,Personen met betalingsachterstand,2015,212,8799,0.02409
Ingelmunster,36007,Nee,Personen met betalingsachterstand,2016,218,8805,0.02476
Ingelmunster,36007,Nee,Personen met betalingsachterstand,2017,232,8919,0.02601
Ingelmunster,36007,Nee,Personen met betalingsachterstand,2018,233,8943,0.02605
Ingelmunster,36007,Nee,Personen met betalingsachterstand,2019,206,9052,0.02276
Ingelmunster,36007,Nee,Personen met betalingsachterstand,2020,203,9146,0.0222
Ingelmunster,36007,Nee,Personen met betalingsachterstand,2021,190,9146,0.02077
Izegem,36008,Nee,Personen met betalingsachterstand,2007,424,21696,0.01954
Izegem,36008,Nee,Personen met betalingsachterstand,2008,439,21827,0.02011
Izegem,36008,Nee,Personen met betalingsachterstand,2009,459,22004,0.02086
Izegem,36008,Nee,Personen met betalingsachterstand,2010,500,22097,0.02263
Izegem,36008,Nee,Personen met betalingsachterstand,2011,521,22208,0.02346
Izegem,36008,Nee,Personen met betalingsachterstand,2012,537,22161,0.02423
Izegem,36008,Nee,Personen met betalingsachterstand,2013,535,22230,0.02407
Izegem,36008,Nee,Personen met betalingsachterstand,2014,566,22253,0.02543
Izegem,36008,Nee,Personen met betalingsachterstand,2015,548,22400,0.02446
Izegem,36008,Nee,Personen met betalingsachterstand,2016,575,22460,0.0256
Izegem,36008,Nee,Personen met betalingsachterstand,2017,580,22583,0.02568
Izegem,36008,Nee,Personen met betalingsachterstand,2018,538,22804,0.02359
Izegem,36008,Nee,Personen met betalingsachterstand,2019,537,23006,0.02334
Izegem,36008,Nee,Personen met betalingsachterstand,2020,503,23162,0.02172
Izegem,36008,Nee,Personen met betalingsachterstand,2021,487,23162,0.02103
Ledegem,36010,Nee,Personen met betalingsachterstand,2007,115,7436,0.01547
Ledegem,36010,Nee,Personen met betalingsachterstand,2008,110,7512,0.01464
Ledegem,36010,Nee,Personen met betalingsachterstand,2009,121,7560,0.01601
Ledegem,36010,Nee,Personen met betalingsachterstand,2010,125,7569,0.01651
Ledegem,36010,Nee,Personen met betalingsachterstand,2011,107,7568,0.01414
Ledegem,36010,Nee,Personen met betalingsachterstand,2012,101,7590,0.01331
Ledegem,36010,Nee,Personen met betalingsachterstand,2013,111,7611,0.01458
Ledegem,36010,Nee,Personen met betalingsachterstand,2014,131,7612,0.01721
Ledegem,36010,Nee,Personen met betalingsachterstand,2015,135,7657,0.01763
Ledegem,36010,Nee,Personen met betalingsachterstand,2016,141,7697,0.01832
Ledegem,36010,Nee,Personen met betalingsachterstand,2017,135,7774,0.01737
Ledegem,36010,Nee,Personen met betalingsachterstand,2018,150,7748,0.01936
Ledegem,36010,Nee,Personen met betalingsachterstand,2019,132,7757,0.01702
Ledegem,36010,Nee,Personen met betalingsachterstand,2020,134,7804,0.01717
Ledegem,36010,Nee,Personen met betalingsachterstand,2021,118,7804,0.01512
Lichtervelde,36011,Nee,Personen met betalingsachterstand,2007,117,6685,0.0175
Lichtervelde,36011,Nee,Personen met betalingsachterstand,2008,111,6716,0.01653
Lichtervelde,36011,Nee,Personen met betalingsachterstand,2009,97,6739,0.01439
Lichtervelde,36011,Nee,Personen met betalingsachterstand,2010,105,6762,0.01553
Lichtervelde,36011,Nee,Personen met betalingsachterstand,2011,104,6796,0.0153
Lichtervelde,36011,Nee,Personen met betalingsachterstand,2012,98,6832,0.01434
Lichtervelde,36011,Nee,Personen met betalingsachterstand,2013,83,6905,0.01202
Lichtervelde,36011,Nee,Personen met betalingsachterstand,2014,83,6950,0.01194
Lichtervelde,36011,Nee,Personen met betalingsachterstand,2015,89,7000,0.01271
Lichtervelde,36011,Nee,Personen met betalingsachterstand,2016,89,7092,0.01255
Lichtervelde,36011,Nee,Personen met betalingsachterstand,2017,107,7114,0.01504
Lichtervelde,36011,Nee,Personen met betalingsachterstand,2018,129,7211,0.01789
Lichtervelde,36011,Nee,Personen met betalingsachterstand,2019,133,7237,0.01838
Lichtervelde,36011,Nee,Personen met betalingsachterstand,2020,120,7259,0.01653
Lichtervelde,36011,Nee,Personen met betalingsachterstand,2021,103,7259,0.01419
Moorslede,36012,Nee,Personen met betalingsachterstand,2007,113,8731,0.01294
Moorslede,36012,Nee,Personen met betalingsachterstand,2008,139,8667,0.01604
Moorslede,36012,Nee,Personen met betalingsachterstand,2009,142,8734,0.01626
Moorslede,36012,Nee,Personen met betalingsachterstand,2010,154,8756,0.01759
Moorslede,36012,Nee,Personen met betalingsachterstand,2011,168,8806,0.01908
Moorslede,36012,Nee,Personen met betalingsachterstand,2012,170,8848,0.01921
Moorslede,36012,Nee,Personen met betalingsachterstand,2013,179,8818,0.0203
Moorslede,36012,Nee,Personen met betalingsachterstand,2014,185,8802,0.02102
Moorslede,36012,Nee,Personen met betalingsachterstand,2015,183,8813,0.02076
Moorslede,36012,Nee,Personen met betalingsachterstand,2016,180,8856,0.02033
Moorslede,36012,Nee,Personen met betalingsachterstand,2017,177,8902,0.01988
Moorslede,36012,Nee,Personen met betalingsachterstand,2018,188,9041,0.02079
Moorslede,36012,Nee,Personen met betalingsachterstand,2019,189,9163,0.02063
Moorslede,36012,Nee,Personen met betalingsachterstand,2020,164,9165,0.01789
Moorslede,36012,Nee,Personen met betalingsachterstand,2021,146,9165,0.01593
Roeselare,36015,Ja,Personen met betalingsachterstand,2007,1205,45359,0.02657
Roeselare,36015,Ja,Personen met betalingsachterstand,2008,1169,45712,0.02557
Roeselare,36015,Ja,Personen met betalingsachterstand,2009,1168,46163,0.0253
Roeselare,36015,Ja,Personen met betalingsachterstand,2010,1202,46778,0.0257
Roeselare,36015,Ja,Personen met betalingsachterstand,2011,1239,47361,0.02616
Roeselare,36015,Ja,Personen met betalingsachterstand,2012,1273,47850,0.0266
Roeselare,36015,Ja,Personen met betalingsachterstand,2013,1273,48140,0.02644
Roeselare,36015,Ja,Personen met betalingsachterstand,2014,1310,48784,0.02685
Roeselare,36015,Ja,Personen met betalingsachterstand,2015,1362,49237,0.02766
Roeselare,36015,Ja,Personen met betalingsachterstand,2016,1406,49807,0.02823
Roeselare,36015,Ja,Personen met betalingsachterstand,2017,1386,50368,0.02752
Roeselare,36015,Ja,Personen met betalingsachterstand,2018,1437,50914,0.02822
Roeselare,36015,Ja,Personen met betalingsachterstand,2019,1364,51349,0.02656
Roeselare,36015,Ja,Personen met betalingsachterstand,2020,1288,51487,0.02502
Roeselare,36015,Ja,Personen met betalingsachterstand,2021,1228,51487,0.02385
Staden,36019,Nee,Personen met betalingsachterstand,2007,103,8719,0.01181
Staden,36019,Nee,Personen met betalingsachterstand,2008,115,8788,0.01309
Staden,36019,Nee,Personen met betalingsachterstand,2009,125,8789,0.01422
Staden,36019,Nee,Personen met betalingsachterstand,2010,109,8766,0.01243
Staden,36019,Nee,Personen met betalingsachterstand,2011,123,8742,0.01407
Staden,36019,Nee,Personen met betalingsachterstand,2012,144,8789,0.01638
Staden,36019,Nee,Personen met betalingsachterstand,2013,159,8905,0.01786
Staden,36019,Nee,Personen met betalingsachterstand,2014,170,9011,0.01887
Staden,36019,Nee,Personen met betalingsachterstand,2015,158,9026,0.0175
Staden,36019,Nee,Personen met betalingsachterstand,2016,176,9119,0.0193
Staden,36019,Nee,Personen met betalingsachterstand,2017,190,9164,0.02073
Staden,36019,Nee,Personen met betalingsachterstand,2018,176,9240,0.01905
Staden,36019,Nee,Personen met betalingsachterstand,2019,186,9206,0.0202
Staden,36019,Nee,Personen met betalingsachterstand,2020,153,9159,0.0167
Staden,36019,Nee,Personen met betalingsachterstand,2021,162,9159,0.01769
Dentergem,37002,Nee,Personen met betalingsachterstand,2007,111,6445,0.01722
Dentergem,37002,Nee,Personen met betalingsachterstand,2008,124,6477,0.01914
Dentergem,37002,Nee,Personen met betalingsachterstand,2009,130,6507,0.01998
Dentergem,37002,Nee,Personen met betalingsachterstand,2010,148,6570,0.02253
Dentergem,37002,Nee,Personen met betalingsachterstand,2011,152,6591,0.02306
Dentergem,37002,Nee,Personen met betalingsachterstand,2012,144,6594,0.02184
Dentergem,37002,Nee,Personen met betalingsachterstand,2013,150,6596,0.02274
Dentergem,37002,Nee,Personen met betalingsachterstand,2014,144,6632,0.02171
Dentergem,37002,Nee,Personen met betalingsachterstand,2015,147,6624,0.02219
Dentergem,37002,Nee,Personen met betalingsachterstand,2016,143,6656,0.02148
Dentergem,37002,Nee,Personen met betalingsachterstand,2017,130,6763,0.01922
Dentergem,37002,Nee,Personen met betalingsachterstand,2018,120,6823,0.01759
Dentergem,37002,Nee,Personen met betalingsachterstand,2019,141,6885,0.02048
Dentergem,37002,Nee,Personen met betalingsachterstand,2020,140,6903,0.02028
Dentergem,37002,Nee,Personen met betalingsachterstand,2021,112,6903,0.01622
Meulebeke,37007,Nee,Personen met betalingsachterstand,2007,143,8767,0.01631
