Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen geregistreerd met een betalingsachterstand,Aantal inwoners van 18 jaar en ouder,Procent
Houthulst,32006,Nee,Personen met betalingsachterstand,2013,170,7824,0.02173
Houthulst,32006,Nee,Personen met betalingsachterstand,2014,158,7919,0.01995
Houthulst,32006,Nee,Personen met betalingsachterstand,2015,185,7907,0.0234
Houthulst,32006,Nee,Personen met betalingsachterstand,2016,194,7923,0.02449
Houthulst,32006,Nee,Personen met betalingsachterstand,2017,208,7936,0.02621
Houthulst,32006,Nee,Personen met betalingsachterstand,2018,185,8017,0.02308
Houthulst,32006,Nee,Personen met betalingsachterstand,2019,177,8047,0.022
Houthulst,32006,Nee,Personen met betalingsachterstand,2020,160,8110,0.01973
Houthulst,32006,Nee,Personen met betalingsachterstand,2021,157,8110,0.01936
Koekelare,32010,Nee,Personen met betalingsachterstand,2007,135,6765,0.01996
Koekelare,32010,Nee,Personen met betalingsachterstand,2008,125,6789,0.01841
Koekelare,32010,Nee,Personen met betalingsachterstand,2009,146,6832,0.02137
Koekelare,32010,Nee,Personen met betalingsachterstand,2010,130,6856,0.01896
Koekelare,32010,Nee,Personen met betalingsachterstand,2011,156,6928,0.02252
Koekelare,32010,Nee,Personen met betalingsachterstand,2012,163,6995,0.0233
Koekelare,32010,Nee,Personen met betalingsachterstand,2013,153,7042,0.02173
Koekelare,32010,Nee,Personen met betalingsachterstand,2014,165,7054,0.02339
Koekelare,32010,Nee,Personen met betalingsachterstand,2015,186,7083,0.02626
Koekelare,32010,Nee,Personen met betalingsachterstand,2016,187,7074,0.02643
Koekelare,32010,Nee,Personen met betalingsachterstand,2017,176,7101,0.02479
Koekelare,32010,Nee,Personen met betalingsachterstand,2018,175,7088,0.02469
Koekelare,32010,Nee,Personen met betalingsachterstand,2019,164,7088,0.02314
Koekelare,32010,Nee,Personen met betalingsachterstand,2020,143,7051,0.02028
Koekelare,32010,Nee,Personen met betalingsachterstand,2021,129,7051,0.0183
Kortemark,32011,Nee,Personen met betalingsachterstand,2007,176,9712,0.01812
Kortemark,32011,Nee,Personen met betalingsachterstand,2008,187,9726,0.01923
Kortemark,32011,Nee,Personen met betalingsachterstand,2009,195,9764,0.01997
Kortemark,32011,Nee,Personen met betalingsachterstand,2010,217,9850,0.02203
Kortemark,32011,Nee,Personen met betalingsachterstand,2011,222,9925,0.02237
Kortemark,32011,Nee,Personen met betalingsachterstand,2012,229,9904,0.02312
Kortemark,32011,Nee,Personen met betalingsachterstand,2013,221,9937,0.02224
Kortemark,32011,Nee,Personen met betalingsachterstand,2014,219,9996,0.02191
Kortemark,32011,Nee,Personen met betalingsachterstand,2015,238,10059,0.02366
Kortemark,32011,Nee,Personen met betalingsachterstand,2016,271,10108,0.02681
Kortemark,32011,Nee,Personen met betalingsachterstand,2017,234,10192,0.02296
Kortemark,32011,Nee,Personen met betalingsachterstand,2018,225,10189,0.02208
Kortemark,32011,Nee,Personen met betalingsachterstand,2019,200,10219,0.01957
Kortemark,32011,Nee,Personen met betalingsachterstand,2020,210,10243,0.0205
Kortemark,32011,Nee,Personen met betalingsachterstand,2021,184,10243,0.01796
Lo-Reninge,32030,Nee,Personen met betalingsachterstand,2007,33,2576,0.01281
Lo-Reninge,32030,Nee,Personen met betalingsachterstand,2008,26,2581,0.01007
Lo-Reninge,32030,Nee,Personen met betalingsachterstand,2009,30,2603,0.01153
Lo-Reninge,32030,Nee,Personen met betalingsachterstand,2010,36,2598,0.01386
Lo-Reninge,32030,Nee,Personen met betalingsachterstand,2011,39,2585,0.01509
Lo-Reninge,32030,Nee,Personen met betalingsachterstand,2012,39,2617,0.0149
Lo-Reninge,32030,Nee,Personen met betalingsachterstand,2013,45,2610,0.01724
Lo-Reninge,32030,Nee,Personen met betalingsachterstand,2014,43,2594,0.01658
Lo-Reninge,32030,Nee,Personen met betalingsachterstand,2015,40,2585,0.01547
Lo-Reninge,32030,Nee,Personen met betalingsachterstand,2016,40,2606,0.01535
Lo-Reninge,32030,Nee,Personen met betalingsachterstand,2017,34,2606,0.01305
Lo-Reninge,32030,Nee,Personen met betalingsachterstand,2018,41,2595,0.0158
Lo-Reninge,32030,Nee,Personen met betalingsachterstand,2019,49,2597,0.01887
Lo-Reninge,32030,Nee,Personen met betalingsachterstand,2020,55,2573,0.02138
Lo-Reninge,32030,Nee,Personen met betalingsachterstand,2021,42,2573,0.01632
Ieper,33011,Nee,Personen met betalingsachterstand,2007,629,28065,0.02241
Ieper,33011,Nee,Personen met betalingsachterstand,2008,629,28213,0.02229
Ieper,33011,Nee,Personen met betalingsachterstand,2009,639,28419,0.02248
Ieper,33011,Nee,Personen met betalingsachterstand,2010,612,28613,0.02139
Ieper,33011,Nee,Personen met betalingsachterstand,2011,659,28720,0.02295
Ieper,33011,Nee,Personen met betalingsachterstand,2012,643,28702,0.0224
Ieper,33011,Nee,Personen met betalingsachterstand,2013,654,28695,0.02279
Ieper,33011,Nee,Personen met betalingsachterstand,2014,657,28744,0.02286
Ieper,33011,Nee,Personen met betalingsachterstand,2015,634,28754,0.02205
Ieper,33011,Nee,Personen met betalingsachterstand,2016,633,28827,0.02196
Ieper,33011,Nee,Personen met betalingsachterstand,2017,611,28753,0.02125
Ieper,33011,Nee,Personen met betalingsachterstand,2018,611,28678,0.02131
Ieper,33011,Nee,Personen met betalingsachterstand,2019,587,28734,0.02043
Ieper,33011,Nee,Personen met betalingsachterstand,2020,565,28698,0.01969
Ieper,33011,Nee,Personen met betalingsachterstand,2021,557,28698,0.01941
Mesen,33016,Nee,Personen met betalingsachterstand,2007,31,790,0.03924
Mesen,33016,Nee,Personen met betalingsachterstand,2008,31,766,0.04047
Mesen,33016,Nee,Personen met betalingsachterstand,2009,31,767,0.04042
Mesen,33016,Nee,Personen met betalingsachterstand,2010,33,750,0.044
Mesen,33016,Nee,Personen met betalingsachterstand,2011,30,745,0.04027
Mesen,33016,Nee,Personen met betalingsachterstand,2012,41,756,0.05423
Mesen,33016,Nee,Personen met betalingsachterstand,2013,52,798,0.06516
Mesen,33016,Nee,Personen met betalingsachterstand,2014,43,800,0.05375
Mesen,33016,Nee,Personen met betalingsachterstand,2015,47,806,0.05831
Mesen,33016,Nee,Personen met betalingsachterstand,2016,41,802,0.05112
Mesen,33016,Nee,Personen met betalingsachterstand,2017,37,793,0.04666
Mesen,33016,Nee,Personen met betalingsachterstand,2018,46,809,0.05686
Mesen,33016,Nee,Personen met betalingsachterstand,2019,31,795,0.03899
Mesen,33016,Nee,Personen met betalingsachterstand,2020,31,795,0.03899
Mesen,33016,Nee,Personen met betalingsachterstand,2021,30,795,0.03774
Poperinge,33021,Nee,Personen met betalingsachterstand,2007,291,15657,0.01859
Poperinge,33021,Nee,Personen met betalingsachterstand,2008,311,15763,0.01973
Poperinge,33021,Nee,Personen met betalingsachterstand,2009,299,15851,0.01886
Poperinge,33021,Nee,Personen met betalingsachterstand,2010,314,15900,0.01975
Poperinge,33021,Nee,Personen met betalingsachterstand,2011,304,15920,0.0191
Poperinge,33021,Nee,Personen met betalingsachterstand,2012,312,15898,0.01963
Poperinge,33021,Nee,Personen met betalingsachterstand,2013,307,15894,0.01932
Poperinge,33021,Nee,Personen met betalingsachterstand,2014,281,15939,0.01763
Poperinge,33021,Nee,Personen met betalingsachterstand,2015,279,15868,0.01758
Poperinge,33021,Nee,Personen met betalingsachterstand,2016,294,15851,0.01855
Poperinge,33021,Nee,Personen met betalingsachterstand,2017,309,15867,0.01947
Poperinge,33021,Nee,Personen met betalingsachterstand,2018,286,15919,0.01797
Poperinge,33021,Nee,Personen met betalingsachterstand,2019,288,15949,0.01806
Poperinge,33021,Nee,Personen met betalingsachterstand,2020,276,15906,0.01735
Poperinge,33021,Nee,Personen met betalingsachterstand,2021,269,15906,0.01691
Wervik,33029,Nee,Personen met betalingsachterstand,2007,314,14138,0.02221
Wervik,33029,Nee,Personen met betalingsachterstand,2008,365,14280,0.02556
Wervik,33029,Nee,Personen met betalingsachterstand,2009,364,14349,0.02537
Wervik,33029,Nee,Personen met betalingsachterstand,2010,365,14457,0.02525
Wervik,33029,Nee,Personen met betalingsachterstand,2011,397,14586,0.02722
Wervik,33029,Nee,Personen met betalingsachterstand,2012,414,14609,0.02834
Wervik,33029,Nee,Personen met betalingsachterstand,2013,407,14609,0.02786
Wervik,33029,Nee,Personen met betalingsachterstand,2014,419,14601,0.0287
Wervik,33029,Nee,Personen met betalingsachterstand,2015,454,14678,0.03093
Wervik,33029,Nee,Personen met betalingsachterstand,2016,474,14794,0.03204
Wervik,33029,Nee,Personen met betalingsachterstand,2017,448,14773,0.03033
Wervik,33029,Nee,Personen met betalingsachterstand,2018,439,14864,0.02953
Wervik,33029,Nee,Personen met betalingsachterstand,2019,464,14949,0.03104
Wervik,33029,Nee,Personen met betalingsachterstand,2020,422,14930,0.02827
Wervik,33029,Nee,Personen met betalingsachterstand,2021,434,14930,0.02907
Zonnebeke,33037,Nee,Personen met betalingsachterstand,2007,140,9441,0.01483
Zonnebeke,33037,Nee,Personen met betalingsachterstand,2008,135,9497,0.01422
Zonnebeke,33037,Nee,Personen met betalingsachterstand,2009,147,9575,0.01535
Zonnebeke,33037,Nee,Personen met betalingsachterstand,2010,175,9652,0.01813
Zonnebeke,33037,Nee,Personen met betalingsachterstand,2011,173,9726,0.01779
Zonnebeke,33037,Nee,Personen met betalingsachterstand,2012,188,9736,0.01931
Zonnebeke,33037,Nee,Personen met betalingsachterstand,2013,183,9751,0.01877
Zonnebeke,33037,Nee,Personen met betalingsachterstand,2014,197,9765,0.02017
Zonnebeke,33037,Nee,Personen met betalingsachterstand,2015,191,9769,0.01955
Zonnebeke,33037,Nee,Personen met betalingsachterstand,2016,139,9770,0.01423
Zonnebeke,33037,Nee,Personen met betalingsachterstand,2017,149,9846,0.01513
Zonnebeke,33037,Nee,Personen met betalingsachterstand,2018,152,9904,0.01535
Zonnebeke,33037,Nee,Personen met betalingsachterstand,2019,141,9965,0.01415
Zonnebeke,33037,Nee,Personen met betalingsachterstand,2020,137,9960,0.01376
Zonnebeke,33037,Nee,Personen met betalingsachterstand,2021,148,9960,0.01486
Heuvelland,33039,Nee,Personen met betalingsachterstand,2007,151,6397,0.0236
Heuvelland,33039,Nee,Personen met betalingsachterstand,2008,127,6400,0.01984
Heuvelland,33039,Nee,Personen met betalingsachterstand,2009,144,6426,0.02241
Heuvelland,33039,Nee,Personen met betalingsachterstand,2010,141,6353,0.02219
Heuvelland,33039,Nee,Personen met betalingsachterstand,2011,131,6331,0.02069
Heuvelland,33039,Nee,Personen met betalingsachterstand,2012,117,6289,0.0186
Heuvelland,33039,Nee,Personen met betalingsachterstand,2013,116,6255,0.01855
Heuvelland,33039,Nee,Personen met betalingsachterstand,2014,124,6291,0.01971
Heuvelland,33039,Nee,Personen met betalingsachterstand,2015,139,6255,0.02222
Heuvelland,33039,Nee,Personen met betalingsachterstand,2016,141,6254,0.02255
Heuvelland,33039,Nee,Personen met betalingsachterstand,2017,132,6316,0.0209
Heuvelland,33039,Nee,Personen met betalingsachterstand,2018,135,6348,0.02127
Heuvelland,33039,Nee,Personen met betalingsachterstand,2019,148,6381,0.02319
Heuvelland,33039,Nee,Personen met betalingsachterstand,2020,119,6367,0.01869
Heuvelland,33039,Nee,Personen met betalingsachterstand,2021,92,6367,0.01445
Langemark-Poelkapelle,33040,Nee,Personen met betalingsachterstand,2007,91,6052,0.01504
Langemark-Poelkapelle,33040,Nee,Personen met betalingsachterstand,2008,92,6085,0.01512
Langemark-Poelkapelle,33040,Nee,Personen met betalingsachterstand,2009,107,6113,0.0175
Langemark-Poelkapelle,33040,Nee,Personen met betalingsachterstand,2010,109,6145,0.01774
Langemark-Poelkapelle,33040,Nee,Personen met betalingsachterstand,2011,124,6261,0.01981
Langemark-Poelkapelle,33040,Nee,Personen met betalingsachterstand,2012,117,6284,0.01862
Langemark-Poelkapelle,33040,Nee,Personen met betalingsachterstand,2013,142,6308,0.02251
Langemark-Poelkapelle,33040,Nee,Personen met betalingsachterstand,2014,132,6317,0.0209
Langemark-Poelkapelle,33040,Nee,Personen met betalingsachterstand,2015,115,6275,0.01833
Langemark-Poelkapelle,33040,Nee,Personen met betalingsachterstand,2016,121,6280,0.01927
Langemark-Poelkapelle,33040,Nee,Personen met betalingsachterstand,2017,114,6291,0.01812
Langemark-Poelkapelle,33040,Nee,Personen met betalingsachterstand,2018,112,6239,0.01795
Langemark-Poelkapelle,33040,Nee,Personen met betalingsachterstand,2019,104,6248,0.01665
Langemark-Poelkapelle,33040,Nee,Personen met betalingsachterstand,2020,121,6289,0.01924
Langemark-Poelkapelle,33040,Nee,Personen met betalingsachterstand,2021,106,6289,0.01685
Vleteren,33041,Nee,Personen met betalingsachterstand,2007,45,2891,0.01557
Vleteren,33041,Nee,Personen met betalingsachterstand,2008,37,2868,0.0129
Vleteren,33041,Nee,Personen met betalingsachterstand,2009,41,2898,0.01415
Vleteren,33041,Nee,Personen met betalingsachterstand,2010,36,2912,0.01236
Vleteren,33041,Nee,Personen met betalingsachterstand,2011,23,2921,0.00787
Vleteren,33041,Nee,Personen met betalingsachterstand,2012,36,2894,0.01244
Vleteren,33041,Nee,Personen met betalingsachterstand,2013,37,2890,0.0128
Vleteren,33041,Nee,Personen met betalingsachterstand,2014,46,2853,0.01612
Vleteren,33041,Nee,Personen met betalingsachterstand,2015,39,2876,0.01356
Vleteren,33041,Nee,Personen met betalingsachterstand,2016,52,2879,0.01806
Vleteren,33041,Nee,Personen met betalingsachterstand,2017,54,2868,0.01883
Vleteren,33041,Nee,Personen met betalingsachterstand,2018,62,2868,0.02162
Vleteren,33041,Nee,Personen met betalingsachterstand,2019,52,2829,0.01838
Vleteren,33041,Nee,Personen met betalingsachterstand,2020,47,2845,0.01652
Vleteren,33041,Nee,Personen met betalingsachterstand,2021,48,2845,0.01687
Anzegem,34002,Nee,Personen met betalingsachterstand,2007,120,11127,0.01078
Anzegem,34002,Nee,Personen met betalingsachterstand,2008,127,11192,0.01135
Anzegem,34002,Nee,Personen met betalingsachterstand,2009,143,11293,0.01266
Anzegem,34002,Nee,Personen met betalingsachterstand,2010,135,11395,0.01185
Anzegem,34002,Nee,Personen met betalingsachterstand,2011,158,11479,0.01376
Anzegem,34002,Nee,Personen met betalingsachterstand,2012,165,11473,0.01438
Anzegem,34002,Nee,Personen met betalingsachterstand,2013,167,11506,0.01451
Anzegem,34002,Nee,Personen met betalingsachterstand,2014,177,11582,0.01528
Anzegem,34002,Nee,Personen met betalingsachterstand,2015,198,11628,0.01703
Anzegem,34002,Nee,Personen met betalingsachterstand,2016,205,11645,0.0176
Anzegem,34002,Nee,Personen met betalingsachterstand,2017,184,11718,0.0157
Anzegem,34002,Nee,Personen met betalingsachterstand,2018,171,11790,0.0145
Anzegem,34002,Nee,Personen met betalingsachterstand,2019,201,11844,0.01697
Anzegem,34002,Nee,Personen met betalingsachterstand,2020,175,11932,0.01467
Anzegem,34002,Nee,Personen met betalingsachterstand,2021,155,11932,0.01299
Avelgem,34003,Nee,Personen met betalingsachterstand,2007,230,7692,0.0299
Avelgem,34003,Nee,Personen met betalingsachterstand,2008,187,7695,0.0243
Avelgem,34003,Nee,Personen met betalingsachterstand,2009,185,7710,0.02399
Avelgem,34003,Nee,Personen met betalingsachterstand,2010,198,7794,0.0254
Avelgem,34003,Nee,Personen met betalingsachterstand,2011,189,7796,0.02424
Avelgem,34003,Nee,Personen met betalingsachterstand,2012,207,7811,0.0265
Avelgem,34003,Nee,Personen met betalingsachterstand,2013,200,7822,0.02557
Avelgem,34003,Nee,Personen met betalingsachterstand,2014,220,7869,0.02796
Avelgem,34003,Nee,Personen met betalingsachterstand,2015,197,7977,0.0247
Avelgem,34003,Nee,Personen met betalingsachterstand,2016,211,8030,0.02628
Avelgem,34003,Nee,Personen met betalingsachterstand,2017,187,8071,0.02317
Avelgem,34003,Nee,Personen met betalingsachterstand,2018,187,8129,0.023
Avelgem,34003,Nee,Personen met betalingsachterstand,2019,206,8218,0.02507
Avelgem,34003,Nee,Personen met betalingsachterstand,2020,186,8237,0.02258
Avelgem,34003,Nee,Personen met betalingsachterstand,2021,186,8237,0.02258
Deerlijk,34009,Nee,Personen met betalingsachterstand,2007,150,8996,0.01667
Deerlijk,34009,Nee,Personen met betalingsachterstand,2008,185,9050,0.02044
Deerlijk,34009,Nee,Personen met betalingsachterstand,2009,176,9009,0.01954
Deerlijk,34009,Nee,Personen met betalingsachterstand,2010,161,9053,0.01778
Deerlijk,34009,Nee,Personen met betalingsachterstand,2011,173,9180,0.01885
Deerlijk,34009,Nee,Personen met betalingsachterstand,2012,180,9301,0.01935
Deerlijk,34009,Nee,Personen met betalingsachterstand,2013,166,9344,0.01777
Deerlijk,34009,Nee,Personen met betalingsachterstand,2014,197,9405,0.02095
Deerlijk,34009,Nee,Personen met betalingsachterstand,2015,193,9483,0.02035
Deerlijk,34009,Nee,Personen met betalingsachterstand,2016,171,9459,0.01808
Deerlijk,34009,Nee,Personen met betalingsachterstand,2017,171,9539,0.01793
Deerlijk,34009,Nee,Personen met betalingsachterstand,2018,179,9656,0.01854
Deerlijk,34009,Nee,Personen met betalingsachterstand,2019,196,9733,0.02014
Deerlijk,34009,Nee,Personen met betalingsachterstand,2020,172,9768,0.01761
Deerlijk,34009,Nee,Personen met betalingsachterstand,2021,168,9768,0.0172
Harelbeke,34013,Nee,Personen met betalingsachterstand,2007,440,21318,0.02064
Harelbeke,34013,Nee,Personen met betalingsachterstand,2008,445,21488,0.02071
Harelbeke,34013,Nee,Personen met betalingsachterstand,2009,474,21660,0.02188
Harelbeke,34013,Nee,Personen met betalingsachterstand,2010,485,21807,0.02224
Harelbeke,34013,Nee,Personen met betalingsachterstand,2011,495,21917,0.02259
Harelbeke,34013,Nee,Personen met betalingsachterstand,2012,453,22006,0.02059
Harelbeke,34013,Nee,Personen met betalingsachterstand,2013,464,22147,0.02095
Harelbeke,34013,Nee,Personen met betalingsachterstand,2014,473,22315,0.0212
Harelbeke,34013,Nee,Personen met betalingsachterstand,2015,452,22396,0.02018
Harelbeke,34013,Nee,Personen met betalingsachterstand,2016,454,22560,0.02012
Harelbeke,34013,Nee,Personen met betalingsachterstand,2017,457,22663,0.02017
Harelbeke,34013,Nee,Personen met betalingsachterstand,2018,455,22863,0.0199
Harelbeke,34013,Nee,Personen met betalingsachterstand,2019,478,23073,0.02072
Harelbeke,34013,Nee,Personen met betalingsachterstand,2020,435,23136,0.0188
Harelbeke,34013,Nee,Personen met betalingsachterstand,2021,417,23136,0.01802
Kortrijk,34022,Ja,Personen met betalingsachterstand,2007,1587,59778,0.02655
Kortrijk,34022,Ja,Personen met betalingsachterstand,2008,1619,59975,0.02699
Kortrijk,34022,Ja,Personen met betalingsachterstand,2009,1657,60641,0.02732
Kortrijk,34022,Ja,Personen met betalingsachterstand,2010,1670,60566,0.02757
Kortrijk,34022,Ja,Personen met betalingsachterstand,2011,1675,60934,0.02749
Kortrijk,34022,Ja,Personen met betalingsachterstand,2012,1664,60906,0.02732
Kortrijk,34022,Ja,Personen met betalingsachterstand,2013,1668,60873,0.0274
Kortrijk,34022,Ja,Personen met betalingsachterstand,2014,1652,60993,0.02709
Kortrijk,34022,Ja,Personen met betalingsachterstand,2015,1704,61129,0.02788
Kortrijk,34022,Ja,Personen met betalingsachterstand,2016,1705,61304,0.02781
Kortrijk,34022,Ja,Personen met betalingsachterstand,2017,1627,61556,0.02643
Kortrijk,34022,Ja,Personen met betalingsachterstand,2018,1572,61899,0.0254
Kortrijk,34022,Ja,Personen met betalingsachterstand,2019,1462,62165,0.02352
Kortrijk,34022,Ja,Personen met betalingsachterstand,2020,1376,62139,0.02214
Kortrijk,34022,Ja,Personen met betalingsachterstand,2021,1246,62139,0.02005
Kuurne,34023,Nee,Personen met betalingsachterstand,2007,187,10151,0.01842
Kuurne,34023,Nee,Personen met betalingsachterstand,2008,206,10262,0.02007
Kuurne,34023,Nee,Personen met betalingsachterstand,2009,215,10365,0.02074
Kuurne,34023,Nee,Personen met betalingsachterstand,2010,204,10465,0.01949
Kuurne,34023,Nee,Personen met betalingsachterstand,2011,209,10462,0.01998
Kuurne,34023,Nee,Personen met betalingsachterstand,2012,200,10573,0.01892
Kuurne,34023,Nee,Personen met betalingsachterstand,2013,199,10617,0.01874
Kuurne,34023,Nee,Personen met betalingsachterstand,2014,195,10614,0.01837
Kuurne,34023,Nee,Personen met betalingsachterstand,2015,190,10618,0.01789
Kuurne,34023,Nee,Personen met betalingsachterstand,2016,209,10665,0.0196
Kuurne,34023,Nee,Personen met betalingsachterstand,2017,211,10713,0.0197
Kuurne,34023,Nee,Personen met betalingsachterstand,2018,205,10806,0.01897
Kuurne,34023,Nee,Personen met betalingsachterstand,2019,220,10949,0.02009
Kuurne,34023,Nee,Personen met betalingsachterstand,2020,210,11017,0.01906
Kuurne,34023,Nee,Personen met betalingsachterstand,2021,198,11017,0.01797
Lendelede,34025,Nee,Personen met betalingsachterstand,2007,60,4437,0.01352
Lendelede,34025,Nee,Personen met betalingsachterstand,2008,64,4477,0.0143
Lendelede,34025,Nee,Personen met betalingsachterstand,2009,68,4531,0.01501
Lendelede,34025,Nee,Personen met betalingsachterstand,2010,73,4577,0.01595
Lendelede,34025,Nee,Personen met betalingsachterstand,2011,74,4605,0.01607
Lendelede,34025,Nee,Personen met betalingsachterstand,2012,79,4640,0.01703
Lendelede,34025,Nee,Personen met betalingsachterstand,2013,69,4654,0.01483
Lendelede,34025,Nee,Personen met betalingsachterstand,2014,67,4643,0.01443
Lendelede,34025,Nee,Personen met betalingsachterstand,2015,63,4661,0.01352
Lendelede,34025,Nee,Personen met betalingsachterstand,2016,60,4695,0.01278
Lendelede,34025,Nee,Personen met betalingsachterstand,2017,57,4675,0.01219
Lendelede,34025,Nee,Personen met betalingsachterstand,2018,64,4687,0.01365
Lendelede,34025,Nee,Personen met betalingsachterstand,2019,69,4709,0.01465
Lendelede,34025,Nee,Personen met betalingsachterstand,2020,74,4693,0.01577
Lendelede,34025,Nee,Personen met betalingsachterstand,2021,81,4693,0.01726
Menen,34027,Nee,Personen met betalingsachterstand,2007,943,25886,0.03643
Menen,34027,Nee,Personen met betalingsachterstand,2008,946,26034,0.03634
Menen,34027,Nee,Personen met betalingsachterstand,2009,968,25954,0.0373
Menen,34027,Nee,Personen met betalingsachterstand,2010,926,26134,0.03543
Menen,34027,Nee,Personen met betalingsachterstand,2011,940,26121,0.03599
Menen,34027,Nee,Personen met betalingsachterstand,2012,966,26169,0.03691
Menen,34027,Nee,Personen met betalingsachterstand,2013,971,26322,0.03689
Menen,34027,Nee,Personen met betalingsachterstand,2014,959,26316,0.03644
Menen,34027,Nee,Personen met betalingsachterstand,2015,1002,26282,0.03812
Menen,34027,Nee,Personen met betalingsachterstand,2016,954,26449,0.03607
Menen,34027,Nee,Personen met betalingsachterstand,2017,991,26474,0.03743
Menen,34027,Nee,Personen met betalingsachterstand,2018,925,26580,0.0348
Menen,34027,Nee,Personen met betalingsachterstand,2019,839,26645,0.03149
Menen,34027,Nee,Personen met betalingsachterstand,2020,812,26727,0.03038
Menen,34027,Nee,Personen met betalingsachterstand,2021,778,26727,0.02911
Waregem,34040,Nee,Personen met betalingsachterstand,2007,466,28790,0.01619
Waregem,34040,Nee,Personen met betalingsachterstand,2008,467,29071,0.01606
Waregem,34040,Nee,Personen met betalingsachterstand,2009,492,29256,0.01682
Waregem,34040,Nee,Personen met betalingsachterstand,2010,531,29548,0.01797
Waregem,34040,Nee,Personen met betalingsachterstand,2011,534,29808,0.01791
Waregem,34040,Nee,Personen met betalingsachterstand,2012,577,30009,0.01923
Waregem,34040,Nee,Personen met betalingsachterstand,2013,598,30186,0.01981
Waregem,34040,Nee,Personen met betalingsachterstand,2014,582,30436,0.01912
Waregem,34040,Nee,Personen met betalingsachterstand,2015,611,30693,0.01991
Waregem,34040,Nee,Personen met betalingsachterstand,2016,633,30934,0.02046
Waregem,34040,Nee,Personen met betalingsachterstand,2017,618,31188,0.01982
Waregem,34040,Nee,Personen met betalingsachterstand,2018,612,31307,0.01955
Waregem,34040,Nee,Personen met betalingsachterstand,2019,576,31353,0.01837
Waregem,34040,Nee,Personen met betalingsachterstand,2020,549,31517,0.01742
Waregem,34040,Nee,Personen met betalingsachterstand,2021,530,31517,0.01682
Wevelgem,34041,Nee,Personen met betalingsachterstand,2007,451,24508,0.0184
Wevelgem,34041,Nee,Personen met betalingsachterstand,2008,490,24671,0.01986
Wevelgem,34041,Nee,Personen met betalingsachterstand,2009,507,24765,0.02047
Wevelgem,34041,Nee,Personen met betalingsachterstand,2010,514,24871,0.02067
Wevelgem,34041,Nee,Personen met betalingsachterstand,2011,548,24947,0.02197
Wevelgem,34041,Nee,Personen met betalingsachterstand,2012,520,25005,0.0208
Wevelgem,34041,Nee,Personen met betalingsachterstand,2013,529,25005,0.02116
Wevelgem,34041,Nee,Personen met betalingsachterstand,2014,519,25208,0.02059
Wevelgem,34041,Nee,Personen met betalingsachterstand,2015,519,25253,0.02055
Wevelgem,34041,Nee,Personen met betalingsachterstand,2016,509,25350,0.02008
Wevelgem,34041,Nee,Personen met betalingsachterstand,2017,453,25326,0.01789
Wevelgem,34041,Nee,Personen met betalingsachterstand,2018,459,25283,0.01815
Wevelgem,34041,Nee,Personen met betalingsachterstand,2019,464,25405,0.01826
Wevelgem,34041,Nee,Personen met betalingsachterstand,2020,448,25360,0.01767
Wevelgem,34041,Nee,Personen met betalingsachterstand,2021,439,25360,0.01731
Zwevegem,34042,Nee,Personen met betalingsachterstand,2007,314,18997,0.01653
Zwevegem,34042,Nee,Personen met betalingsachterstand,2008,325,19167,0.01696
Zwevegem,34042,Nee,Personen met betalingsachterstand,2009,309,19259,0.01604
Zwevegem,34042,Nee,Personen met betalingsachterstand,2010,325,19277,0.01686
Zwevegem,34042,Nee,Personen met betalingsachterstand,2011,356,19408,0.01834
Zwevegem,34042,Nee,Personen met betalingsachterstand,2012,351,19447,0.01805
Zwevegem,34042,Nee,Personen met betalingsachterstand,2013,365,19491,0.01873
Zwevegem,34042,Nee,Personen met betalingsachterstand,2014,373,19529,0.0191
Zwevegem,34042,Nee,Personen met betalingsachterstand,2015,370,19574,0.0189
Zwevegem,34042,Nee,Personen met betalingsachterstand,2016,359,19703,0.01822
Zwevegem,34042,Nee,Personen met betalingsachterstand,2017,347,19766,0.01756
Zwevegem,34042,Nee,Personen met betalingsachterstand,2018,350,19820,0.01766
Zwevegem,34042,Nee,Personen met betalingsachterstand,2019,354,20001,0.0177
Zwevegem,34042,Nee,Personen met betalingsachterstand,2020,316,20042,0.01577
Zwevegem,34042,Nee,Personen met betalingsachterstand,2021,299,20042,0.01492
Spiere-Helkijn,34043,Nee,Personen met betalingsachterstand,2007,60,1559,0.03849
Spiere-Helkijn,34043,Nee,Personen met betalingsachterstand,2008,54,1591,0.03394
Spiere-Helkijn,34043,Nee,Personen met betalingsachterstand,2009,72,1597,0.04508
Spiere-Helkijn,34043,Nee,Personen met betalingsachterstand,2010,53,1603,0.03306
Spiere-Helkijn,34043,Nee,Personen met betalingsachterstand,2011,61,1608,0.03794
Spiere-Helkijn,34043,Nee,Personen met betalingsachterstand,2012,77,1626,0.04736
Spiere-Helkijn,34043,Nee,Personen met betalingsachterstand,2013,99,1613,0.06138
Spiere-Helkijn,34043,Nee,Personen met betalingsachterstand,2014,112,1627,0.06884
Spiere-Helkijn,34043,Nee,Personen met betalingsachterstand,2015,89,1623,0.05484
Spiere-Helkijn,34043,Nee,Personen met betalingsachterstand,2016,86,1638,0.0525
Spiere-Helkijn,34043,Nee,Personen met betalingsachterstand,2017,77,1626,0.04736
