Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen van 0 tot en met 59 jaar dat leeft in een gezin met zeer lage werkintensiteit,Aantal inwoners van 0 tot en met 59 jaar (KSZ-cijfers),Procent
Sint-Martens-Latem,44064,Nee,Personen in gezin met zeer lage werkintensiteit,2009,324,5896,0.0549525
Sint-Martens-Latem,44064,Nee,Personen in gezin met zeer lage werkintensiteit,2010,350,5943,0.0588928
Sint-Martens-Latem,44064,Nee,Personen in gezin met zeer lage werkintensiteit,2011,342,5948,0.0574983
Sint-Martens-Latem,44064,Nee,Personen in gezin met zeer lage werkintensiteit,2012,337,5894,0.0571768
Sint-Martens-Latem,44064,Nee,Personen in gezin met zeer lage werkintensiteit,2013,351,5848,0.0600205
Sint-Martens-Latem,44064,Nee,Personen in gezin met zeer lage werkintensiteit,2014,353,5788,0.0609883
Sint-Martens-Latem,44064,Nee,Personen in gezin met zeer lage werkintensiteit,2015,379,5800,0.0653448
Sint-Martens-Latem,44064,Nee,Personen in gezin met zeer lage werkintensiteit,2016,381,5792,0.0657804
Sint-Martens-Latem,44064,Nee,Personen in gezin met zeer lage werkintensiteit,2017,357,5736,0.0622385
Sint-Martens-Latem,44064,Nee,Personen in gezin met zeer lage werkintensiteit,2018,322,5647,0.0570214
Sint-Martens-Latem,44064,Nee,Personen in gezin met zeer lage werkintensiteit,2019,301,5478,0.0549471
Sint-Martens-Latem,44064,Nee,Personen in gezin met zeer lage werkintensiteit,2020,284,5435,0.0522539
Wachtebeke,44073,Nee,Personen in gezin met zeer lage werkintensiteit,2009,504,5186,0.0971847
Wachtebeke,44073,Nee,Personen in gezin met zeer lage werkintensiteit,2010,559,5195,0.107603
Wachtebeke,44073,Nee,Personen in gezin met zeer lage werkintensiteit,2011,574,5283,0.10865
Wachtebeke,44073,Nee,Personen in gezin met zeer lage werkintensiteit,2012,534,5322,0.100338
Wachtebeke,44073,Nee,Personen in gezin met zeer lage werkintensiteit,2013,477,5291,0.0901531
Wachtebeke,44073,Nee,Personen in gezin met zeer lage werkintensiteit,2014,410,5305,0.0772856
Wachtebeke,44073,Nee,Personen in gezin met zeer lage werkintensiteit,2015,414,5353,0.0773398
Wachtebeke,44073,Nee,Personen in gezin met zeer lage werkintensiteit,2016,464,5454,0.0850752
Wachtebeke,44073,Nee,Personen in gezin met zeer lage werkintensiteit,2017,484,5451,0.088791
Wachtebeke,44073,Nee,Personen in gezin met zeer lage werkintensiteit,2018,425,5496,0.077329
Wachtebeke,44073,Nee,Personen in gezin met zeer lage werkintensiteit,2019,439,5562,0.0789284
Wachtebeke,44073,Nee,Personen in gezin met zeer lage werkintensiteit,2020,445,5621,0.0791674
Zulte,44081,Nee,Personen in gezin met zeer lage werkintensiteit,2009,590,11575,0.0509719
Zulte,44081,Nee,Personen in gezin met zeer lage werkintensiteit,2010,717,11700,0.0612821
Zulte,44081,Nee,Personen in gezin met zeer lage werkintensiteit,2011,654,11805,0.0554003
Zulte,44081,Nee,Personen in gezin met zeer lage werkintensiteit,2012,658,11900,0.0552941
Zulte,44081,Nee,Personen in gezin met zeer lage werkintensiteit,2013,735,11942,0.0615475
Zulte,44081,Nee,Personen in gezin met zeer lage werkintensiteit,2014,759,12074,0.0628623
Zulte,44081,Nee,Personen in gezin met zeer lage werkintensiteit,2015,715,11918,0.0599933
Zulte,44081,Nee,Personen in gezin met zeer lage werkintensiteit,2016,706,11937,0.0591438
Zulte,44081,Nee,Personen in gezin met zeer lage werkintensiteit,2017,655,11978,0.0546836
Zulte,44081,Nee,Personen in gezin met zeer lage werkintensiteit,2018,614,11963,0.0513249
Zulte,44081,Nee,Personen in gezin met zeer lage werkintensiteit,2019,563,11920,0.0472315
Zulte,44081,Nee,Personen in gezin met zeer lage werkintensiteit,2020,575,11881,0.0483966
Deinze,44083,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1622,30767,0.0527188
Deinze,44083,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1764,31076,0.0567641
Deinze,44083,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1744,31230,0.0558437
Deinze,44083,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1827,31330,0.0583147
Deinze,44083,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1817,31383,0.0578976
Deinze,44083,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1809,31345,0.0577126
Deinze,44083,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1801,31613,0.0569702
Deinze,44083,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1812,31728,0.0571104
Deinze,44083,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1695,31751,0.0533841
Deinze,44083,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1700,31717,0.053599
Deinze,44083,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1779,31700,0.0561199
Deinze,44083,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1657,31525,0.0525615
Aalter,44084,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1206,20828,0.0579028
Aalter,44084,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1247,20971,0.0594631
Aalter,44084,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1193,21060,0.0566477
Aalter,44084,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1208,21111,0.0572214
Aalter,44084,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1188,21096,0.056314
Aalter,44084,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1179,21007,0.0561241
Aalter,44084,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1167,20882,0.0558855
Aalter,44084,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1180,20928,0.0563838
Aalter,44084,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1082,20897,0.0517778
Aalter,44084,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1069,20924,0.0510897
Aalter,44084,Nee,Personen in gezin met zeer lage werkintensiteit,2019,999,20865,0.0478792
Aalter,44084,Nee,Personen in gezin met zeer lage werkintensiteit,2020,955,20953,0.0455782
Lievegem,44085,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1203,18712,0.0642903
Lievegem,44085,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1274,18633,0.0683733
Lievegem,44085,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1241,18556,0.0668786
Lievegem,44085,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1295,18595,0.0696424
Lievegem,44085,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1258,18576,0.0677218
Lievegem,44085,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1151,18455,0.0623679
Lievegem,44085,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1127,18277,0.0616622
Lievegem,44085,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1159,18279,0.0634061
Lievegem,44085,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1079,18118,0.059554
Lievegem,44085,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1029,18121,0.0567849
Lievegem,44085,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1038,18116,0.0572974
Lievegem,44085,Nee,Personen in gezin met zeer lage werkintensiteit,2020,980,18081,0.0542005
Oudenaarde,45035,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1425,21895,0.0650834
Oudenaarde,45035,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1645,22136,0.0743133
Oudenaarde,45035,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1730,22295,0.0775959
Oudenaarde,45035,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1673,22515,0.074306
Oudenaarde,45035,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1740,22611,0.0769537
Oudenaarde,45035,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1821,22733,0.0801038
Oudenaarde,45035,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1869,22809,0.0819413
Oudenaarde,45035,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1906,22880,0.0833042
Oudenaarde,45035,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1780,22701,0.0784106
Oudenaarde,45035,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1797,22685,0.0792153
Oudenaarde,45035,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1748,22677,0.0770825
Oudenaarde,45035,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1599,22752,0.0702795
Ronse,45041,Nee,Personen in gezin met zeer lage werkintensiteit,2009,3279,19048,0.172144
Ronse,45041,Nee,Personen in gezin met zeer lage werkintensiteit,2010,3782,19256,0.196406
Ronse,45041,Nee,Personen in gezin met zeer lage werkintensiteit,2011,3579,19204,0.186367
Ronse,45041,Nee,Personen in gezin met zeer lage werkintensiteit,2012,3470,19342,0.179402
Ronse,45041,Nee,Personen in gezin met zeer lage werkintensiteit,2013,3490,19484,0.179121
Ronse,45041,Nee,Personen in gezin met zeer lage werkintensiteit,2014,3512,19466,0.180417
Ronse,45041,Nee,Personen in gezin met zeer lage werkintensiteit,2015,3541,19543,0.18119
Ronse,45041,Nee,Personen in gezin met zeer lage werkintensiteit,2016,3504,19632,0.178484
Ronse,45041,Nee,Personen in gezin met zeer lage werkintensiteit,2017,3294,19667,0.167489
Ronse,45041,Nee,Personen in gezin met zeer lage werkintensiteit,2018,3190,19846,0.160738
Ronse,45041,Nee,Personen in gezin met zeer lage werkintensiteit,2019,3004,19845,0.151373
Ronse,45041,Nee,Personen in gezin met zeer lage werkintensiteit,2020,2961,19697,0.150327
Brakel,45059,Nee,Personen in gezin met zeer lage werkintensiteit,2009,631,10307,0.0612205
Brakel,45059,Nee,Personen in gezin met zeer lage werkintensiteit,2010,663,10382,0.0638605
Brakel,45059,Nee,Personen in gezin met zeer lage werkintensiteit,2011,666,10382,0.0641495
Brakel,45059,Nee,Personen in gezin met zeer lage werkintensiteit,2012,666,10471,0.0636042
Brakel,45059,Nee,Personen in gezin met zeer lage werkintensiteit,2013,750,10528,0.0712386
Brakel,45059,Nee,Personen in gezin met zeer lage werkintensiteit,2014,728,10516,0.0692278
Brakel,45059,Nee,Personen in gezin met zeer lage werkintensiteit,2015,740,10597,0.0698311
Brakel,45059,Nee,Personen in gezin met zeer lage werkintensiteit,2016,816,10679,0.0764116
Brakel,45059,Nee,Personen in gezin met zeer lage werkintensiteit,2017,803,10617,0.0756334
Brakel,45059,Nee,Personen in gezin met zeer lage werkintensiteit,2018,710,10530,0.0674264
Brakel,45059,Nee,Personen in gezin met zeer lage werkintensiteit,2019,663,10549,0.0628496
Brakel,45059,Nee,Personen in gezin met zeer lage werkintensiteit,2020,626,10452,0.0598928
Kluisbergen,45060,Nee,Personen in gezin met zeer lage werkintensiteit,2009,296,4917,0.0601993
Kluisbergen,45060,Nee,Personen in gezin met zeer lage werkintensiteit,2010,346,4871,0.0710326
Kluisbergen,45060,Nee,Personen in gezin met zeer lage werkintensiteit,2011,375,4889,0.0767028
Kluisbergen,45060,Nee,Personen in gezin met zeer lage werkintensiteit,2012,335,4827,0.0694013
Kluisbergen,45060,Nee,Personen in gezin met zeer lage werkintensiteit,2013,348,4858,0.0716344
Kluisbergen,45060,Nee,Personen in gezin met zeer lage werkintensiteit,2014,344,4782,0.0719364
Kluisbergen,45060,Nee,Personen in gezin met zeer lage werkintensiteit,2015,325,4826,0.0673436
Kluisbergen,45060,Nee,Personen in gezin met zeer lage werkintensiteit,2016,292,4801,0.0608207
Kluisbergen,45060,Nee,Personen in gezin met zeer lage werkintensiteit,2017,251,4789,0.0524118
Kluisbergen,45060,Nee,Personen in gezin met zeer lage werkintensiteit,2018,220,4773,0.0460926
Kluisbergen,45060,Nee,Personen in gezin met zeer lage werkintensiteit,2019,193,4796,0.0402419
Kluisbergen,45060,Nee,Personen in gezin met zeer lage werkintensiteit,2020,234,4829,0.0484572
Wortegem-Petegem,45061,Nee,Personen in gezin met zeer lage werkintensiteit,2009,202,4889,0.0413172
Wortegem-Petegem,45061,Nee,Personen in gezin met zeer lage werkintensiteit,2010,229,4826,0.0474513
Wortegem-Petegem,45061,Nee,Personen in gezin met zeer lage werkintensiteit,2011,239,4821,0.0495748
Wortegem-Petegem,45061,Nee,Personen in gezin met zeer lage werkintensiteit,2012,220,4796,0.0458716
Wortegem-Petegem,45061,Nee,Personen in gezin met zeer lage werkintensiteit,2013,197,4812,0.0409393
Wortegem-Petegem,45061,Nee,Personen in gezin met zeer lage werkintensiteit,2014,219,4786,0.0457585
Wortegem-Petegem,45061,Nee,Personen in gezin met zeer lage werkintensiteit,2015,197,4766,0.0413345
Wortegem-Petegem,45061,Nee,Personen in gezin met zeer lage werkintensiteit,2016,209,4720,0.0442797
Wortegem-Petegem,45061,Nee,Personen in gezin met zeer lage werkintensiteit,2017,211,4760,0.0443277
Wortegem-Petegem,45061,Nee,Personen in gezin met zeer lage werkintensiteit,2018,187,4794,0.0390071
Wortegem-Petegem,45061,Nee,Personen in gezin met zeer lage werkintensiteit,2019,169,4707,0.035904
Wortegem-Petegem,45061,Nee,Personen in gezin met zeer lage werkintensiteit,2020,170,4677,0.0363481
Horebeke,45062,Nee,Personen in gezin met zeer lage werkintensiteit,2009,56,1419,0.0394644
Horebeke,45062,Nee,Personen in gezin met zeer lage werkintensiteit,2010,62,1446,0.0428769
Horebeke,45062,Nee,Personen in gezin met zeer lage werkintensiteit,2011,71,1468,0.0483651
Horebeke,45062,Nee,Personen in gezin met zeer lage werkintensiteit,2012,54,1420,0.0380282
Horebeke,45062,Nee,Personen in gezin met zeer lage werkintensiteit,2013,52,1408,0.0369318
Horebeke,45062,Nee,Personen in gezin met zeer lage werkintensiteit,2014,49,1391,0.0352265
Horebeke,45062,Nee,Personen in gezin met zeer lage werkintensiteit,2015,60,1359,0.0441501
Horebeke,45062,Nee,Personen in gezin met zeer lage werkintensiteit,2016,56,1342,0.0417288
Horebeke,45062,Nee,Personen in gezin met zeer lage werkintensiteit,2017,51,1355,0.0376384
Horebeke,45062,Nee,Personen in gezin met zeer lage werkintensiteit,2018,45,1377,0.0326797
Horebeke,45062,Nee,Personen in gezin met zeer lage werkintensiteit,2019,44,1358,0.0324006
Horebeke,45062,Nee,Personen in gezin met zeer lage werkintensiteit,2020,33,1344,0.0245536
Lierde,45063,Nee,Personen in gezin met zeer lage werkintensiteit,2009,284,4875,0.0582564
Lierde,45063,Nee,Personen in gezin met zeer lage werkintensiteit,2010,335,4913,0.0681864
Lierde,45063,Nee,Personen in gezin met zeer lage werkintensiteit,2011,304,4879,0.0623078
Lierde,45063,Nee,Personen in gezin met zeer lage werkintensiteit,2012,313,4886,0.0640606
Lierde,45063,Nee,Personen in gezin met zeer lage werkintensiteit,2013,315,4862,0.0647882
Lierde,45063,Nee,Personen in gezin met zeer lage werkintensiteit,2014,299,4908,0.0609209
Lierde,45063,Nee,Personen in gezin met zeer lage werkintensiteit,2015,287,4859,0.0590657
Lierde,45063,Nee,Personen in gezin met zeer lage werkintensiteit,2016,288,4861,0.0592471
Lierde,45063,Nee,Personen in gezin met zeer lage werkintensiteit,2017,304,4853,0.0626417
Lierde,45063,Nee,Personen in gezin met zeer lage werkintensiteit,2018,301,4811,0.062565
Lierde,45063,Nee,Personen in gezin met zeer lage werkintensiteit,2019,298,4824,0.0617745
Lierde,45063,Nee,Personen in gezin met zeer lage werkintensiteit,2020,292,4719,0.0618775
Maarkedal,45064,Nee,Personen in gezin met zeer lage werkintensiteit,2009,217,4722,0.0459551
Maarkedal,45064,Nee,Personen in gezin met zeer lage werkintensiteit,2010,222,4683,0.0474055
Maarkedal,45064,Nee,Personen in gezin met zeer lage werkintensiteit,2011,243,4709,0.0516033
Maarkedal,45064,Nee,Personen in gezin met zeer lage werkintensiteit,2012,231,4661,0.0495602
Maarkedal,45064,Nee,Personen in gezin met zeer lage werkintensiteit,2013,221,4573,0.0483271
Maarkedal,45064,Nee,Personen in gezin met zeer lage werkintensiteit,2014,247,4532,0.0545013
Maarkedal,45064,Nee,Personen in gezin met zeer lage werkintensiteit,2015,187,4519,0.0413808
Maarkedal,45064,Nee,Personen in gezin met zeer lage werkintensiteit,2016,207,4425,0.0467797
Maarkedal,45064,Nee,Personen in gezin met zeer lage werkintensiteit,2017,190,4450,0.0426966
Maarkedal,45064,Nee,Personen in gezin met zeer lage werkintensiteit,2018,170,4424,0.0384268
Maarkedal,45064,Nee,Personen in gezin met zeer lage werkintensiteit,2019,163,4416,0.0369112
Maarkedal,45064,Nee,Personen in gezin met zeer lage werkintensiteit,2020,158,4407,0.0358521
Zwalm,45065,Nee,Personen in gezin met zeer lage werkintensiteit,2009,364,6165,0.059043
Zwalm,45065,Nee,Personen in gezin met zeer lage werkintensiteit,2010,350,6151,0.0569013
Zwalm,45065,Nee,Personen in gezin met zeer lage werkintensiteit,2011,352,6180,0.0569579
Zwalm,45065,Nee,Personen in gezin met zeer lage werkintensiteit,2012,348,6096,0.0570866
Zwalm,45065,Nee,Personen in gezin met zeer lage werkintensiteit,2013,316,6086,0.0519224
Zwalm,45065,Nee,Personen in gezin met zeer lage werkintensiteit,2014,350,6048,0.0578704
Zwalm,45065,Nee,Personen in gezin met zeer lage werkintensiteit,2015,320,5984,0.0534759
Zwalm,45065,Nee,Personen in gezin met zeer lage werkintensiteit,2016,299,5968,0.0501005
Zwalm,45065,Nee,Personen in gezin met zeer lage werkintensiteit,2017,301,5986,0.050284
Zwalm,45065,Nee,Personen in gezin met zeer lage werkintensiteit,2018,276,5973,0.0462079
Zwalm,45065,Nee,Personen in gezin met zeer lage werkintensiteit,2019,258,5944,0.0434051
Zwalm,45065,Nee,Personen in gezin met zeer lage werkintensiteit,2020,248,5914,0.0419344
Kruisem,45068,Nee,Personen in gezin met zeer lage werkintensiteit,2009,538,11638,0.0462279
Kruisem,45068,Nee,Personen in gezin met zeer lage werkintensiteit,2010,552,11677,0.0472724
Kruisem,45068,Nee,Personen in gezin met zeer lage werkintensiteit,2011,554,11739,0.0471931
Kruisem,45068,Nee,Personen in gezin met zeer lage werkintensiteit,2012,525,11781,0.0445633
Kruisem,45068,Nee,Personen in gezin met zeer lage werkintensiteit,2013,569,11799,0.0482244
Kruisem,45068,Nee,Personen in gezin met zeer lage werkintensiteit,2014,599,11856,0.0505229
Kruisem,45068,Nee,Personen in gezin met zeer lage werkintensiteit,2015,598,11880,0.0503367
Kruisem,45068,Nee,Personen in gezin met zeer lage werkintensiteit,2016,627,11856,0.0528846
Kruisem,45068,Nee,Personen in gezin met zeer lage werkintensiteit,2017,556,11726,0.047416
Kruisem,45068,Nee,Personen in gezin met zeer lage werkintensiteit,2018,511,11700,0.0436752
Kruisem,45068,Nee,Personen in gezin met zeer lage werkintensiteit,2019,506,11661,0.0433925
Kruisem,45068,Nee,Personen in gezin met zeer lage werkintensiteit,2020,431,11687,0.0368786
Beveren,46003,Nee,Personen in gezin met zeer lage werkintensiteit,2009,2578,35172,0.0732969
Beveren,46003,Nee,Personen in gezin met zeer lage werkintensiteit,2010,2762,35160,0.0785552
Beveren,46003,Nee,Personen in gezin met zeer lage werkintensiteit,2011,2835,35144,0.0806681
Beveren,46003,Nee,Personen in gezin met zeer lage werkintensiteit,2012,2629,35077,0.0749494
Beveren,46003,Nee,Personen in gezin met zeer lage werkintensiteit,2013,2789,34975,0.0797427
Beveren,46003,Nee,Personen in gezin met zeer lage werkintensiteit,2014,2783,34892,0.0797604
Beveren,46003,Nee,Personen in gezin met zeer lage werkintensiteit,2015,2879,34793,0.0827465
Beveren,46003,Nee,Personen in gezin met zeer lage werkintensiteit,2016,2983,34663,0.0860572
Beveren,46003,Nee,Personen in gezin met zeer lage werkintensiteit,2017,2870,34713,0.082678
Beveren,46003,Nee,Personen in gezin met zeer lage werkintensiteit,2018,2775,34688,0.0799988
Beveren,46003,Nee,Personen in gezin met zeer lage werkintensiteit,2019,2523,34995,0.072096
Beveren,46003,Nee,Personen in gezin met zeer lage werkintensiteit,2020,2401,35143,0.0683209
Kruibeke,46013,Nee,Personen in gezin met zeer lage werkintensiteit,2009,929,11900,0.0780672
Kruibeke,46013,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1023,11994,0.0852926
Kruibeke,46013,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1083,12082,0.0896375
Kruibeke,46013,Nee,Personen in gezin met zeer lage werkintensiteit,2012,982,12110,0.08109
Kruibeke,46013,Nee,Personen in gezin met zeer lage werkintensiteit,2013,913,12208,0.074787
Kruibeke,46013,Nee,Personen in gezin met zeer lage werkintensiteit,2014,932,12273,0.0759391
Kruibeke,46013,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1000,12348,0.0809848
Kruibeke,46013,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1030,12363,0.0833131
Kruibeke,46013,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1022,12322,0.0829411
Kruibeke,46013,Nee,Personen in gezin met zeer lage werkintensiteit,2018,906,12319,0.0735449
Kruibeke,46013,Nee,Personen in gezin met zeer lage werkintensiteit,2019,926,12310,0.0752234
Kruibeke,46013,Nee,Personen in gezin met zeer lage werkintensiteit,2020,900,12346,0.0728981
Lokeren,46014,Nee,Personen in gezin met zeer lage werkintensiteit,2009,2906,30359,0.0957212
Lokeren,46014,Nee,Personen in gezin met zeer lage werkintensiteit,2010,3239,30535,0.106075
Lokeren,46014,Nee,Personen in gezin met zeer lage werkintensiteit,2011,3165,30792,0.102786
Lokeren,46014,Nee,Personen in gezin met zeer lage werkintensiteit,2012,3199,30964,0.103314
Lokeren,46014,Nee,Personen in gezin met zeer lage werkintensiteit,2013,3033,31029,0.0977473
Lokeren,46014,Nee,Personen in gezin met zeer lage werkintensiteit,2014,3178,31109,0.102157
Lokeren,46014,Nee,Personen in gezin met zeer lage werkintensiteit,2015,3202,31065,0.103074
Lokeren,46014,Nee,Personen in gezin met zeer lage werkintensiteit,2016,3181,31076,0.102362
Lokeren,46014,Nee,Personen in gezin met zeer lage werkintensiteit,2017,3088,31287,0.0986991
Lokeren,46014,Nee,Personen in gezin met zeer lage werkintensiteit,2018,2886,31476,0.0916889
Lokeren,46014,Nee,Personen in gezin met zeer lage werkintensiteit,2019,2765,31535,0.0876804
Lokeren,46014,Nee,Personen in gezin met zeer lage werkintensiteit,2020,2663,31629,0.0841949
Sint-Gillis-Waas,46020,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1037,14209,0.0729819
Sint-Gillis-Waas,46020,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1105,14182,0.0779157
Sint-Gillis-Waas,46020,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1155,14414,0.0801304
Sint-Gillis-Waas,46020,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1087,14422,0.075371
Sint-Gillis-Waas,46020,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1098,14445,0.0760125
Sint-Gillis-Waas,46020,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1148,14526,0.0790307
Sint-Gillis-Waas,46020,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1159,14609,0.0793347
Sint-Gillis-Waas,46020,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1121,14486,0.0773851
Sint-Gillis-Waas,46020,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1083,14421,0.0750988
Sint-Gillis-Waas,46020,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1092,14328,0.0762144
Sint-Gillis-Waas,46020,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1087,14279,0.0761258
Sint-Gillis-Waas,46020,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1038,14281,0.072684
Sint-Niklaas,46021,Ja,Personen in gezin met zeer lage werkintensiteit,2009,5760,52905,0.108874
Sint-Niklaas,46021,Ja,Personen in gezin met zeer lage werkintensiteit,2010,6328,53430,0.118435
Sint-Niklaas,46021,Ja,Personen in gezin met zeer lage werkintensiteit,2011,6738,53972,0.124843
Sint-Niklaas,46021,Ja,Personen in gezin met zeer lage werkintensiteit,2012,6717,54353,0.123581
Sint-Niklaas,46021,Ja,Personen in gezin met zeer lage werkintensiteit,2013,6938,54825,0.126548
Sint-Niklaas,46021,Ja,Personen in gezin met zeer lage werkintensiteit,2014,7315,55080,0.132807
Sint-Niklaas,46021,Ja,Personen in gezin met zeer lage werkintensiteit,2015,7362,55387,0.132919
Sint-Niklaas,46021,Ja,Personen in gezin met zeer lage werkintensiteit,2016,7750,56311,0.137629
Sint-Niklaas,46021,Ja,Personen in gezin met zeer lage werkintensiteit,2017,7926,56734,0.139705
Sint-Niklaas,46021,Ja,Personen in gezin met zeer lage werkintensiteit,2018,7649,57113,0.133927
Sint-Niklaas,46021,Ja,Personen in gezin met zeer lage werkintensiteit,2019,7648,57841,0.132225
Sint-Niklaas,46021,Ja,Personen in gezin met zeer lage werkintensiteit,2020,7430,58597,0.126798
Stekene,46024,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1257,13303,0.09449
Stekene,46024,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1270,13285,0.0955965
Stekene,46024,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1215,13254,0.0916704
Stekene,46024,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1228,13203,0.0930092
Stekene,46024,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1305,13170,0.0990888
Stekene,46024,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1268,13121,0.096639
Stekene,46024,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1323,13173,0.100433
Stekene,46024,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1325,13185,0.100493
Stekene,46024,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1252,13289,0.0942133
Stekene,46024,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1220,13421,0.0909023
Stekene,46024,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1142,13410,0.0851603
Stekene,46024,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1051,13499,0.0778576
Temse,46025,Nee,Personen in gezin met zeer lage werkintensiteit,2009,2113,21664,0.0975351
Temse,46025,Nee,Personen in gezin met zeer lage werkintensiteit,2010,2240,21884,0.102358
Temse,46025,Nee,Personen in gezin met zeer lage werkintensiteit,2011,2339,22138,0.105655
Temse,46025,Nee,Personen in gezin met zeer lage werkintensiteit,2012,2331,22368,0.104211
Temse,46025,Nee,Personen in gezin met zeer lage werkintensiteit,2013,2428,22389,0.108446
Temse,46025,Nee,Personen in gezin met zeer lage werkintensiteit,2014,2381,22245,0.107035
Temse,46025,Nee,Personen in gezin met zeer lage werkintensiteit,2015,2535,22145,0.114473
Temse,46025,Nee,Personen in gezin met zeer lage werkintensiteit,2016,2368,22059,0.107348
Temse,46025,Nee,Personen in gezin met zeer lage werkintensiteit,2017,2334,22168,0.105287
Temse,46025,Nee,Personen in gezin met zeer lage werkintensiteit,2018,2279,22085,0.103192
Temse,46025,Nee,Personen in gezin met zeer lage werkintensiteit,2019,2266,22329,0.101482
Temse,46025,Nee,Personen in gezin met zeer lage werkintensiteit,2020,2129,22418,0.0949683
As,71002,Nee,Personen in gezin met zeer lage werkintensiteit,2009,715,6084,0.117521
As,71002,Nee,Personen in gezin met zeer lage werkintensiteit,2010,760,6118,0.124224
As,71002,Nee,Personen in gezin met zeer lage werkintensiteit,2011,800,6165,0.129765
As,71002,Nee,Personen in gezin met zeer lage werkintensiteit,2012,788,6272,0.125638
As,71002,Nee,Personen in gezin met zeer lage werkintensiteit,2013,774,6283,0.12319
As,71002,Nee,Personen in gezin met zeer lage werkintensiteit,2014,735,6202,0.11851
As,71002,Nee,Personen in gezin met zeer lage werkintensiteit,2015,753,6218,0.1211
