Gemeente,NIS-code,Centrumstad,Indicator,Jaar,Aantal kinderen van 0 tot en met 17 jaar dat leeft in een gezin met zeer lage werkintensiteit,Aantal inwoners van 0 tot en met 17 jaar (KSZ-cijfers),Procent
Oudenaarde,45035,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,401,5716,0.070154
Oudenaarde,45035,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,369,5681,0.0649534
Oudenaarde,45035,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,399,5710,0.0698774
Oudenaarde,45035,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,389,5760,0.0675347
Oudenaarde,45035,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,334,5776,0.0578255
Ronse,45041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,1095,5680,0.192782
Ronse,45041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,1243,5775,0.215238
Ronse,45041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,1167,5793,0.20145
Ronse,45041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,1178,5881,0.200306
Ronse,45041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,1162,5980,0.194314
Ronse,45041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,1111,5989,0.185507
Ronse,45041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,1113,6034,0.184455
Ronse,45041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,1137,6109,0.186119
Ronse,45041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,1080,6100,0.177049
Ronse,45041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,1040,6191,0.167986
Ronse,45041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,991,6192,0.160045
Ronse,45041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,1007,6180,0.162945
Brakel,45059,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,110,2634,0.0417616
Brakel,45059,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,119,2678,0.0444361
Brakel,45059,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,96,2671,0.0359416
Brakel,45059,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,107,2698,0.039659
Brakel,45059,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,121,2693,0.0449313
Brakel,45059,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,110,2693,0.0408466
Brakel,45059,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,125,2696,0.046365
Brakel,45059,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,146,2742,0.0532458
Brakel,45059,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,159,2731,0.0582204
Brakel,45059,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,125,2714,0.0460575
Brakel,45059,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,124,2717,0.0456386
Brakel,45059,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,104,2686,0.0387193
Kluisbergen,45060,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,58,1405,0.0412811
Kluisbergen,45060,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,92,1401,0.0656674
Kluisbergen,45060,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,92,1404,0.0655271
Kluisbergen,45060,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,68,1363,0.0498899
Kluisbergen,45060,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,64,1362,0.0469897
Kluisbergen,45060,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,68,1340,0.0507463
Kluisbergen,45060,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,76,1336,0.0568862
Kluisbergen,45060,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,68,1321,0.0514762
Kluisbergen,45060,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,49,1314,0.0372907
Kluisbergen,45060,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,42,1304,0.0322086
Kluisbergen,45060,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,26,1283,0.020265
Kluisbergen,45060,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,41,1282,0.0319813
Wortegem-Petegem,45061,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,22,1327,0.0165787
Wortegem-Petegem,45061,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,32,1270,0.0251969
Wortegem-Petegem,45061,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,36,1280,0.028125
Wortegem-Petegem,45061,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,36,1284,0.0280374
Wortegem-Petegem,45061,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,30,1275,0.0235294
Wortegem-Petegem,45061,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,37,1255,0.0294821
Wortegem-Petegem,45061,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,30,1263,0.023753
Wortegem-Petegem,45061,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,25,1253,0.0199521
Wortegem-Petegem,45061,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,28,1270,0.0220472
Wortegem-Petegem,45061,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,19,1277,0.0148786
Wortegem-Petegem,45061,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,24,1261,0.0190325
Wortegem-Petegem,45061,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,33,1245,0.026506
Horebeke,45062,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,10,437,0.0228833
Horebeke,45062,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,1,349,0.00286533
Lierde,45063,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,42,1300,0.0323077
Lierde,45063,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,67,1285,0.0521401
Lierde,45063,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,67,1281,0.0523029
Lierde,45063,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,75,1274,0.0588697
Lierde,45063,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,74,1285,0.0575875
Lierde,45063,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,78,1281,0.0608899
Lierde,45063,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,68,1267,0.0536701
Lierde,45063,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,56,1257,0.0445505
Lierde,45063,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,67,1262,0.0530903
Lierde,45063,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,64,1255,0.050996
Lierde,45063,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,69,1288,0.0535714
Lierde,45063,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,83,1241,0.0668815
Maarkedal,45064,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,26,1310,0.0198473
Maarkedal,45064,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,28,1271,0.0220299
Maarkedal,45064,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,33,1257,0.026253
Maarkedal,45064,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,31,1243,0.0249397
Maarkedal,45064,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,28,1186,0.0236088
Maarkedal,45064,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,38,1170,0.0324786
Maarkedal,45064,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,23,1157,0.019879
Maarkedal,45064,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,29,1144,0.0253497
Maarkedal,45064,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,31,1151,0.0269331
Maarkedal,45064,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,25,1119,0.0223414
Maarkedal,45064,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,29,1112,0.0260791
Maarkedal,45064,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,23,1115,0.0206278
Zwalm,45065,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,51,1620,0.0314815
Zwalm,45065,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,55,1623,0.0338879
Zwalm,45065,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,66,1655,0.0398792
Zwalm,45065,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,55,1635,0.0336391
Zwalm,45065,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,46,1650,0.0278788
Zwalm,45065,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,58,1647,0.0352155
Zwalm,45065,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,48,1618,0.0296663
Zwalm,45065,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,32,1604,0.0199501
Zwalm,45065,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,44,1600,0.0275
Zwalm,45065,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,40,1600,0.025
Zwalm,45065,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,36,1592,0.0226131
Zwalm,45065,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,34,1556,0.0218509
Kruisem,45068,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,45,3167,0.014209
Kruisem,45068,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,67,3186,0.0210295
Kruisem,45068,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,67,3155,0.0212361
Kruisem,45068,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,62,3190,0.0194357
Kruisem,45068,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,88,3165,0.0278041
Kruisem,45068,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,105,3143,0.0334076
Kruisem,45068,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,110,3137,0.0350653
Kruisem,45068,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,123,3159,0.0389364
Kruisem,45068,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,106,3116,0.034018
Kruisem,45068,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,93,3108,0.0299228
Kruisem,45068,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,91,3059,0.0297483
Kruisem,45068,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,78,3056,0.0255236
Beveren,46003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,508,9136,0.0556042
Beveren,46003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,581,9138,0.0635807
Beveren,46003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,596,9158,0.0650797
Beveren,46003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,530,9075,0.0584022
Beveren,46003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,596,9112,0.0654083
Beveren,46003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,626,9144,0.0684602
Beveren,46003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,651,9112,0.0714442
Beveren,46003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,702,9083,0.0772872
Beveren,46003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,709,9103,0.0778864
Beveren,46003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,698,9118,0.0765519
Beveren,46003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,590,9224,0.0639636
Beveren,46003,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,572,9301,0.0614988
Kruibeke,46013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,198,3284,0.0602923
Kruibeke,46013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,229,3336,0.0686451
Kruibeke,46013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,259,3352,0.0772673
Kruibeke,46013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,212,3353,0.063227
Kruibeke,46013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,185,3369,0.0549124
Kruibeke,46013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,197,3407,0.0578221
Kruibeke,46013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,235,3437,0.0683736
Kruibeke,46013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,259,3456,0.0749421
Kruibeke,46013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,271,3423,0.0791703
Kruibeke,46013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,242,3428,0.0705951
Kruibeke,46013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,246,3426,0.0718039
Kruibeke,46013,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,239,3457,0.0691351
Lokeren,46014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,791,8407,0.0940883
Lokeren,46014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,900,8492,0.105982
Lokeren,46014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,846,8554,0.0989011
Lokeren,46014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,893,8641,0.103345
Lokeren,46014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,821,8703,0.0943353
Lokeren,46014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,872,8734,0.0998397
Lokeren,46014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,914,8777,0.104136
Lokeren,46014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,886,8757,0.101176
Lokeren,46014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,870,8866,0.0981277
Lokeren,46014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,791,8900,0.0888764
Lokeren,46014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,747,8916,0.083782
Lokeren,46014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,721,8926,0.0807753
Sint-Gillis-Waas,46020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,207,4012,0.0515952
Sint-Gillis-Waas,46020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,224,3974,0.0563664
Sint-Gillis-Waas,46020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,255,4073,0.0626074
Sint-Gillis-Waas,46020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,247,4036,0.0611992
Sint-Gillis-Waas,46020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,252,3967,0.0635241
Sint-Gillis-Waas,46020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,269,3986,0.0674862
Sint-Gillis-Waas,46020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,286,4008,0.0713573
Sint-Gillis-Waas,46020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,267,3919,0.0681296
Sint-Gillis-Waas,46020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,282,3881,0.0726617
Sint-Gillis-Waas,46020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,277,3794,0.07301
Sint-Gillis-Waas,46020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,268,3732,0.0718114
Sint-Gillis-Waas,46020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,287,3744,0.076656
Sint-Niklaas,46021,Ja,Kinderen in gezin met zeer lage werkintensiteit,2009,1477,14097,0.104774
Sint-Niklaas,46021,Ja,Kinderen in gezin met zeer lage werkintensiteit,2010,1669,14444,0.11555
Sint-Niklaas,46021,Ja,Kinderen in gezin met zeer lage werkintensiteit,2011,1892,14682,0.128865
Sint-Niklaas,46021,Ja,Kinderen in gezin met zeer lage werkintensiteit,2012,1843,14810,0.124443
Sint-Niklaas,46021,Ja,Kinderen in gezin met zeer lage werkintensiteit,2013,1964,15088,0.13017
Sint-Niklaas,46021,Ja,Kinderen in gezin met zeer lage werkintensiteit,2014,2186,15283,0.143035
Sint-Niklaas,46021,Ja,Kinderen in gezin met zeer lage werkintensiteit,2015,2220,15524,0.143004
Sint-Niklaas,46021,Ja,Kinderen in gezin met zeer lage werkintensiteit,2016,2279,15951,0.142875
Sint-Niklaas,46021,Ja,Kinderen in gezin met zeer lage werkintensiteit,2017,2424,16231,0.149344
Sint-Niklaas,46021,Ja,Kinderen in gezin met zeer lage werkintensiteit,2018,2419,16458,0.14698
Sint-Niklaas,46021,Ja,Kinderen in gezin met zeer lage werkintensiteit,2019,2476,16800,0.147381
Sint-Niklaas,46021,Ja,Kinderen in gezin met zeer lage werkintensiteit,2020,2358,17189,0.137181
Stekene,46024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,230,3476,0.066168
Stekene,46024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,224,3456,0.0648148
Stekene,46024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,217,3459,0.0627349
Stekene,46024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,242,3452,0.0701043
Stekene,46024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,276,3451,0.0799768
Stekene,46024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,272,3425,0.0794161
Stekene,46024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,294,3469,0.0847506
Stekene,46024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,289,3492,0.0827606
Stekene,46024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,282,3515,0.0802276
Stekene,46024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,290,3606,0.0804215
Stekene,46024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,262,3573,0.0733277
Stekene,46024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,222,3591,0.0618212
Temse,46025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,580,6126,0.0946784
Temse,46025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,625,6149,0.101643
Temse,46025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,644,6192,0.104005
Temse,46025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,652,6228,0.104689
Temse,46025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,703,6202,0.113351
Temse,46025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,689,6130,0.112398
Temse,46025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,762,6082,0.125288
Temse,46025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,675,6028,0.111977
Temse,46025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,672,6037,0.111314
Temse,46025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,684,6039,0.113264
Temse,46025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,696,6152,0.113134
Temse,46025,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,658,6219,0.105805
As,71002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,149,1560,0.0955128
As,71002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,155,1564,0.0991049
As,71002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,166,1560,0.10641
As,71002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,177,1613,0.109733
As,71002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,170,1616,0.105198
As,71002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,177,1591,0.111251
As,71002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,186,1607,0.115744
As,71002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,195,1609,0.121193
As,71002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,168,1627,0.103258
As,71002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,150,1596,0.093985
As,71002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,134,1594,0.0840652
As,71002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,145,1575,0.0920635
Beringen,71004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,992,8831,0.112332
Beringen,71004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,1180,8926,0.132198
Beringen,71004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,1107,8919,0.124117
Beringen,71004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,1043,9027,0.115542
Beringen,71004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,1094,9100,0.12022
Beringen,71004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,1162,9168,0.126745
Beringen,71004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,1215,9315,0.130435
Beringen,71004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,1217,9445,0.128851
Beringen,71004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,1102,9519,0.115768
Beringen,71004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,1072,9576,0.111947
Beringen,71004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,1042,9604,0.108496
Beringen,71004,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,1037,9631,0.107673
Diepenbeek,71011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,160,3531,0.0453129
Diepenbeek,71011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,225,3531,0.0637213
Diepenbeek,71011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,197,3497,0.056334
Diepenbeek,71011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,188,3483,0.0539765
Diepenbeek,71011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,213,3487,0.061084
Diepenbeek,71011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,215,3476,0.0618527
Diepenbeek,71011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,195,3451,0.0565054
Diepenbeek,71011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,227,3448,0.0658353
Diepenbeek,71011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,191,3416,0.0559133
Diepenbeek,71011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,209,3399,0.0614887
Diepenbeek,71011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,204,3383,0.0603015
Diepenbeek,71011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,195,3361,0.0580184
Genk,71016,Ja,Kinderen in gezin met zeer lage werkintensiteit,2009,2038,13648,0.149326
Genk,71016,Ja,Kinderen in gezin met zeer lage werkintensiteit,2010,2584,13573,0.190378
Genk,71016,Ja,Kinderen in gezin met zeer lage werkintensiteit,2011,2387,13428,0.177763
Genk,71016,Ja,Kinderen in gezin met zeer lage werkintensiteit,2012,2240,13416,0.166965
Genk,71016,Ja,Kinderen in gezin met zeer lage werkintensiteit,2013,2336,13391,0.174446
Genk,71016,Ja,Kinderen in gezin met zeer lage werkintensiteit,2014,2505,13280,0.18863
Genk,71016,Ja,Kinderen in gezin met zeer lage werkintensiteit,2015,2534,13196,0.192028
Genk,71016,Ja,Kinderen in gezin met zeer lage werkintensiteit,2016,2748,13153,0.208926
Genk,71016,Ja,Kinderen in gezin met zeer lage werkintensiteit,2017,2493,13094,0.190393
Genk,71016,Ja,Kinderen in gezin met zeer lage werkintensiteit,2018,2300,13004,0.176869
Genk,71016,Ja,Kinderen in gezin met zeer lage werkintensiteit,2019,2209,12958,0.170474
Genk,71016,Ja,Kinderen in gezin met zeer lage werkintensiteit,2020,2117,13029,0.162484
Gingelom,71017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,112,1582,0.0707965
Gingelom,71017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,122,1615,0.0755418
Gingelom,71017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,122,1631,0.0748007
Gingelom,71017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,125,1644,0.0760341
Gingelom,71017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,113,1674,0.067503
Gingelom,71017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,96,1667,0.0575885
Gingelom,71017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,102,1673,0.0609683
Gingelom,71017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,90,1672,0.0538278
Gingelom,71017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,96,1640,0.0585366
Gingelom,71017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,104,1666,0.062425
Gingelom,71017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,97,1649,0.0588235
Gingelom,71017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,85,1634,0.0520196
Halen,71020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,101,1733,0.0582804
Halen,71020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,122,1755,0.0695157
Halen,71020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,133,1772,0.0750564
Halen,71020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,100,1778,0.056243
Halen,71020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,117,1801,0.0649639
Halen,71020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,99,1767,0.0560272
Halen,71020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,118,1809,0.0652294
Halen,71020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,113,1795,0.0629526
Halen,71020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,107,1800,0.0594444
Halen,71020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,92,1742,0.0528129
Halen,71020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,79,1719,0.045957
Halen,71020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,79,1700,0.0464706
Hasselt,71022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2009,1128,11949,0.0944012
Hasselt,71022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2010,1235,12084,0.102201
Hasselt,71022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2011,1209,12156,0.0994571
Hasselt,71022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2012,1194,12264,0.0973581
Hasselt,71022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2013,1344,12504,0.107486
Hasselt,71022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2014,1375,12619,0.108963
Hasselt,71022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2015,1351,12679,0.106554
Hasselt,71022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2016,1437,12781,0.112433
Hasselt,71022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2017,1414,12871,0.109859
Hasselt,71022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2018,1328,12934,0.102675
Hasselt,71022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2019,1255,12970,0.0967618
Hasselt,71022,Ja,Kinderen in gezin met zeer lage werkintensiteit,2020,1247,13059,0.0954897
Herk-de-Stad,71024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,125,2344,0.0533276
Herk-de-Stad,71024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,132,2369,0.0557197
Herk-de-Stad,71024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,106,2349,0.0451256
Herk-de-Stad,71024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,116,2320,0.05
Herk-de-Stad,71024,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,107,2328,0.0459622
