Gemeente,NIS-code,Centrumstad,Indicator,Jaar,Aantal kinderen van 0 tot en met 17 jaar dat leeft in een gezin met zeer lage werkintensiteit,Aantal inwoners van 0 tot en met 17 jaar (KSZ-cijfers),Procent
Sint-Genesius-Rode,23101,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,534,4088,0.130626
Sint-Genesius-Rode,23101,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,474,4054,0.116922
Sint-Genesius-Rode,23101,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,508,4175,0.121677
Sint-Genesius-Rode,23101,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,476,4166,0.114258
Sint-Genesius-Rode,23101,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,419,4142,0.101159
Sint-Genesius-Rode,23101,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,445,4125,0.107879
Sint-Genesius-Rode,23101,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,419,4126,0.101551
Wemmel,23102,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,292,3132,0.0932312
Wemmel,23102,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,312,3180,0.0981132
Wemmel,23102,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,372,3250,0.114462
Wemmel,23102,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,354,3255,0.108756
Wemmel,23102,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,347,3291,0.105439
Wemmel,23102,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,352,3331,0.105674
Wemmel,23102,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,374,3368,0.111045
Wemmel,23102,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,413,3479,0.118712
Wemmel,23102,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,366,3506,0.104392
Wemmel,23102,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,387,3555,0.108861
Wemmel,23102,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,397,3639,0.109096
Wemmel,23102,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,403,3725,0.108188
Wezembeek-Oppem,23103,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,619,3164,0.195638
Wezembeek-Oppem,23103,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,621,3103,0.200129
Wezembeek-Oppem,23103,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,606,3088,0.196244
Wezembeek-Oppem,23103,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,657,3111,0.211186
Wezembeek-Oppem,23103,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,631,3093,0.204009
Wezembeek-Oppem,23103,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,614,3083,0.199157
Wezembeek-Oppem,23103,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,612,3128,0.195652
Wezembeek-Oppem,23103,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,628,3174,0.197858
Wezembeek-Oppem,23103,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,606,3122,0.194106
Wezembeek-Oppem,23103,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,561,3139,0.178719
Wezembeek-Oppem,23103,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,579,3214,0.180149
Wezembeek-Oppem,23103,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,561,3206,0.174984
Lennik,23104,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,64,1760,0.0363636
Lennik,23104,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,71,1723,0.0412072
Lennik,23104,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,74,1714,0.0431739
Lennik,23104,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,68,1686,0.0403321
Lennik,23104,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,81,1657,0.0488835
Lennik,23104,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,74,1662,0.0445247
Lennik,23104,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,69,1670,0.0413174
Lennik,23104,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,71,1670,0.042515
Lennik,23104,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,78,1641,0.047532
Lennik,23104,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,90,1627,0.0553165
Lennik,23104,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,89,1627,0.0547019
Lennik,23104,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,100,1626,0.0615006
Affligem,23105,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,98,2508,0.039075
Affligem,23105,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,89,2541,0.0350256
Affligem,23105,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,91,2573,0.0353673
Affligem,23105,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,120,2644,0.0453858
Affligem,23105,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,146,2727,0.0535387
Affligem,23105,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,150,2744,0.0546647
Affligem,23105,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,138,2757,0.0500544
Affligem,23105,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,147,2802,0.0524625
Affligem,23105,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,147,2803,0.0524438
Affligem,23105,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,127,2840,0.0447183
Affligem,23105,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,137,2837,0.0482904
Affligem,23105,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,141,2889,0.0488058
Aarschot,24001,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,229,4783,0.0478779
Aarschot,24001,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,247,4766,0.0518254
Aarschot,24001,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,276,4768,0.0578859
Aarschot,24001,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,296,4746,0.0623683
Aarschot,24001,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,296,4793,0.0617567
Aarschot,24001,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,320,4776,0.0670017
Aarschot,24001,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,313,4756,0.0658116
Aarschot,24001,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,320,4807,0.0665696
Aarschot,24001,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,337,4834,0.0697145
Aarschot,24001,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,367,4879,0.0752203
Aarschot,24001,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,348,4916,0.0707893
Aarschot,24001,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,352,4962,0.0709391
Begijnendijk,24007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,42,1791,0.0234506
Begijnendijk,24007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,45,1823,0.0246846
Begijnendijk,24007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,54,1788,0.0302013
Begijnendijk,24007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,67,1831,0.036592
Begijnendijk,24007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,63,1809,0.0348259
Begijnendijk,24007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,72,1828,0.0393873
Begijnendijk,24007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,86,1825,0.0471233
Begijnendijk,24007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,79,1790,0.0441341
Begijnendijk,24007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,59,1791,0.0329425
Begijnendijk,24007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,88,1790,0.049162
Begijnendijk,24007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,67,1796,0.0373051
Begijnendijk,24007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,85,1821,0.0466776
Bekkevoort,24008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,35,1196,0.0292642
Bekkevoort,24008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,38,1181,0.0321761
Bekkevoort,24008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,55,1195,0.0460251
Bekkevoort,24008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,54,1162,0.0464716
Bekkevoort,24008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,41,1149,0.0356832
Bekkevoort,24008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,67,1153,0.0581093
Bekkevoort,24008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,65,1125,0.0577778
Bekkevoort,24008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,66,1130,0.0584071
Bekkevoort,24008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,72,1130,0.0637168
Bekkevoort,24008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,69,1146,0.0602094
Bekkevoort,24008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,63,1135,0.0555066
Bekkevoort,24008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,76,1163,0.0653482
Bertem,24009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,129,2139,0.0603086
Bertem,24009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,127,2146,0.0591799
Bertem,24009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,126,2132,0.0590994
Bertem,24009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,120,2147,0.0558919
Bertem,24009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,134,2158,0.0620945
Bertem,24009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,124,2170,0.0571429
Bertem,24009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,119,2131,0.0558423
Bertem,24009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,106,2133,0.0496953
Bertem,24009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,115,2135,0.0538642
Bertem,24009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,133,2151,0.0618317
Bertem,24009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,114,2117,0.0538498
Bertem,24009,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,125,2157,0.0579509
Bierbeek,24011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,57,1975,0.0288608
Bierbeek,24011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,69,2013,0.0342772
Bierbeek,24011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,75,2047,0.036639
Bierbeek,24011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,74,2062,0.0358875
Bierbeek,24011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,79,2074,0.0380906
Bierbeek,24011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,90,2089,0.0430828
Bierbeek,24011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,86,2123,0.0405087
Bierbeek,24011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,95,2137,0.0444548
Bierbeek,24011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,85,2119,0.0401133
Bierbeek,24011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,90,2067,0.0435414
Bierbeek,24011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,96,2071,0.0463544
Bierbeek,24011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,88,2032,0.0433071
Boortmeerbeek,24014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,75,2372,0.0316189
Boortmeerbeek,24014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,65,2391,0.0271853
Boortmeerbeek,24014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,85,2411,0.0352551
Boortmeerbeek,24014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,73,2429,0.0300535
Boortmeerbeek,24014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,80,2382,0.0335852
Boortmeerbeek,24014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,79,2348,0.0336457
Boortmeerbeek,24014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,82,2377,0.0344973
Boortmeerbeek,24014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,93,2417,0.0384775
Boortmeerbeek,24014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,104,2415,0.0430642
Boortmeerbeek,24014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,88,2446,0.0359771
Boortmeerbeek,24014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,80,2490,0.0321285
Boortmeerbeek,24014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,79,2556,0.0309077
Boutersem,24016,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,44,1651,0.0266505
Boutersem,24016,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,63,1651,0.0381587
Boutersem,24016,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,56,1652,0.0338983
Boutersem,24016,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,66,1662,0.0397112
Boutersem,24016,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,71,1758,0.0403868
Boutersem,24016,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,80,1778,0.0449944
Boutersem,24016,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,65,1784,0.036435
Boutersem,24016,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,62,1826,0.033954
Boutersem,24016,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,67,1823,0.0367526
Boutersem,24016,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,66,1767,0.0373514
Boutersem,24016,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,71,1762,0.0402951
Boutersem,24016,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,62,1729,0.0358589
Diest,24020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,327,4089,0.0799707
Diest,24020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,375,4083,0.0918442
Diest,24020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,442,4139,0.106789
Diest,24020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,453,4185,0.108244
Diest,24020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,405,4093,0.0989494
Diest,24020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,418,4099,0.101976
Diest,24020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,427,4208,0.101473
Diest,24020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,441,4228,0.104305
Diest,24020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,426,4261,0.0999765
Diest,24020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,419,4298,0.0974872
Diest,24020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,390,4281,0.0911002
Diest,24020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,390,4305,0.0905923
Geetbets,24028,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,74,1100,0.0672727
Geetbets,24028,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,74,1095,0.0675799
Geetbets,24028,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,70,1075,0.0651163
Geetbets,24028,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,68,1080,0.062963
Geetbets,24028,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,61,1075,0.0567442
Geetbets,24028,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,52,1076,0.0483271
Geetbets,24028,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,50,1091,0.0458295
Geetbets,24028,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,66,1099,0.0600546
Geetbets,24028,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,68,1095,0.0621005
Geetbets,24028,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,63,1106,0.056962
Geetbets,24028,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,60,1130,0.0530973
Geetbets,24028,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,51,1135,0.0449339
Haacht,24033,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,92,2979,0.0308828
Haacht,24033,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,115,3004,0.0382823
Haacht,24033,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,92,2970,0.0309764
Haacht,24033,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,101,2951,0.0342257
Haacht,24033,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,113,2947,0.0383441
Haacht,24033,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,102,2884,0.0353675
Haacht,24033,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,108,2883,0.037461
Haacht,24033,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,114,2841,0.0401267
Haacht,24033,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,140,2897,0.0483259
Haacht,24033,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,138,2830,0.0487633
Haacht,24033,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,142,2850,0.0498246
Haacht,24033,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,116,2868,0.0404463
Herent,24038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,166,4352,0.0381434
Herent,24038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,178,4357,0.0408538
Herent,24038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,202,4402,0.0458882
Herent,24038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,206,4369,0.0471504
Herent,24038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,211,4441,0.0475118
Herent,24038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,221,4483,0.0492973
Herent,24038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,251,4454,0.0563538
Herent,24038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,231,4437,0.0520622
Herent,24038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,222,4407,0.0503744
Herent,24038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,238,4477,0.0531606
Herent,24038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,206,4392,0.0469035
Herent,24038,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,214,4408,0.0485481
Hoegaarden,24041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,38,1414,0.0268741
Hoegaarden,24041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,66,1431,0.0461216
Hoegaarden,24041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,64,1436,0.0445682
Hoegaarden,24041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,82,1469,0.0558203
Hoegaarden,24041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,70,1465,0.0477816
Hoegaarden,24041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,69,1452,0.0475207
Hoegaarden,24041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,73,1474,0.0495251
Hoegaarden,24041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,89,1486,0.0598923
Hoegaarden,24041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,104,1474,0.0705563
Hoegaarden,24041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,88,1483,0.0593392
Hoegaarden,24041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,74,1464,0.0505464
Hoegaarden,24041,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,46,1418,0.0324401
Holsbeek,24043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,62,2132,0.0290807
Holsbeek,24043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,97,2147,0.0451793
Holsbeek,24043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,82,2143,0.0382641
Holsbeek,24043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,71,2117,0.033538
Holsbeek,24043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,67,2110,0.0317536
Holsbeek,24043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,72,2101,0.0342694
Holsbeek,24043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,86,2131,0.0403566
Holsbeek,24043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,78,2114,0.0368969
Holsbeek,24043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,92,2079,0.044252
Holsbeek,24043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,81,2029,0.0399211
Holsbeek,24043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,68,2036,0.0333988
Holsbeek,24043,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,66,2036,0.0324165
Huldenberg,24045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,111,2121,0.0523338
Huldenberg,24045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,123,2111,0.0582662
Huldenberg,24045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,117,2055,0.0569343
Huldenberg,24045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,99,2039,0.0485532
Huldenberg,24045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,115,2018,0.0569871
Huldenberg,24045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,109,2019,0.0539871
Huldenberg,24045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,111,2039,0.0544385
Huldenberg,24045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,123,2060,0.0597087
Huldenberg,24045,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,99,2055,0.0481752
