Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,"Totaal netto belastbaar inkomen 
(in miljoen euro)","Aantal fiscale aangiften 
(zonder nulaangiften)","Gemiddeld inkomen, per aangifte 
(in euro)"
Nieuwerkerken,71045,Nee,"Gemiddeld inkomen, per aangifte",2014,125.266,3890,32202.0
Nieuwerkerken,71045,Nee,"Gemiddeld inkomen, per aangifte",2015,124.782,3912,31897.3
Nieuwerkerken,71045,Nee,"Gemiddeld inkomen, per aangifte",2016,129.964,3948,32919.0
Nieuwerkerken,71045,Nee,"Gemiddeld inkomen, per aangifte",2017,131.004,3968,33015.2
Nieuwerkerken,71045,Nee,"Gemiddeld inkomen, per aangifte",2018,135.883,3948,34418.3
Nieuwerkerken,71045,Nee,"Gemiddeld inkomen, per aangifte",2019,139.279,3942,35332.1
Nieuwerkerken,71045,Nee,"Gemiddeld inkomen, per aangifte",2020,146.209,3988,36662.1
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",1991,277.54,15121,18354.6
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",1992,302.85,15367,19707.8
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",1993,315.62,15311,20613.9
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",1994,321.54,15326,20980.0
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",1995,338.03,15891,21271.8
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",1996,348.54,16122,21618.9
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",1997,362.89,16432,22084.3
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",1998,376.81,16587,22717.2
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",1999,391.28,16835,23242.1
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2000,448.1,21422,20917.7
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2001,472.19,21707,21752.9
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2002,480.39,21984,21851.8
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2003,498.926,22252,22421.6
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2004,515.091,22426,22968.5
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2005,533.984,22827,23392.6
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2006,554.284,23212,23879.2
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2007,583.347,23525,24796.9
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2008,610.791,23789,25675.3
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2009,622.404,23757,26198.8
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2010,639.986,23999,26667.2
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2011,657.265,23919,27478.8
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2012,684.512,23755,28815.5
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2013,701.225,23778,29490.5
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2014,734.547,23797,30867.2
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2015,738.775,23902,30908.5
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2016,743.323,24033,30929.3
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2017,773.058,24287,31830.1
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2018,798.689,24445,32672.9
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2019,809.539,24204,33446.5
Sint-Truiden,71053,Nee,"Gemiddeld inkomen, per aangifte",2020,829.616,24119,34396.8
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",1991,115.3,5880,19608.8
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",1992,126.62,5978,21181.0
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",1993,133.22,6038,22063.6
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",1994,139.44,6122,22776.9
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",1995,147.0,6474,22706.2
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",1996,152.83,6663,22937.1
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",1997,163.21,6837,23871.6
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",1998,168.72,6943,24300.7
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",1999,178.09,7283,24452.8
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2000,193.58,7644,25324.4
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2001,205.05,7893,25978.7
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2002,218.74,8287,26395.6
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2003,229.664,9189,24993.4
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2004,239.692,9420,25445.0
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2005,246.066,9510,25874.5
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2006,257.671,9755,26414.2
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2007,270.12,9981,27063.4
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2008,287.908,10053,28639.0
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2009,294.329,10069,29231.2
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2010,298.976,10212,29276.9
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2011,311.331,10204,30510.7
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2012,326.453,10131,32223.2
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2013,333.566,10171,32795.7
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2014,348.687,10338,33728.6
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2015,352.665,10413,33867.8
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2016,358.164,10493,34133.7
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2017,368.439,10521,35019.4
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2018,383.511,10596,36193.9
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2019,389.534,10657,36552.0
Tessenderlo,71057,Nee,"Gemiddeld inkomen, per aangifte",2020,408.164,10779,37866.5
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",1991,135.35,6833,19808.3
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",1992,150.12,7047,21302.7
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",1993,157.11,7102,22121.9
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",1994,161.33,7133,22617.4
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",1995,171.62,7552,22725.1
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",1996,178.9,7785,22980.1
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",1997,186.17,7993,23291.6
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",1998,196.46,8256,23796.0
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",1999,203.26,8486,23952.4
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2000,233.91,10074,23219.2
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2001,236.6,9789,24170.0
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2002,247.37,9744,25386.9
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2003,255.099,9893,25785.8
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2004,267.304,10886,24554.8
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2005,277.315,11049,25098.6
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2006,290.461,11263,25789.0
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2007,303.973,11471,26499.3
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2008,318.732,11605,27465.0
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2009,328.356,11607,28289.5
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2010,336.73,11743,28675.0
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2011,352.03,11767,29916.7
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2012,363.219,11692,31065.6
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2013,376.427,11822,31841.2
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2014,397.384,11910,33365.5
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2015,401.009,11884,33743.6
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2016,399.177,11946,33415.1
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2017,412.976,11957,34538.4
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2018,425.435,11996,35464.7
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2019,434.276,11999,36192.7
Zonhoven,71066,Nee,"Gemiddeld inkomen, per aangifte",2020,455.03,12055,37746.1
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",1991,47.12,2346,20085.3
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",1992,53.27,2296,23201.2
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",1993,54.16,2370,22852.3
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",1994,57.49,2433,23629.3
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",1995,60.44,2653,22781.8
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",1996,65.05,2723,23889.1
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",1997,67.58,2896,23335.6
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",1998,71.59,2955,24226.7
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",1999,73.11,3051,23962.6
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2000,85.24,3153,27034.6
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2001,81.94,3453,23730.1
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2002,85.14,3553,23962.8
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2003,89.1509,3664,24331.6
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2004,93.8125,3721,25211.6
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2005,96.7862,3780,25604.8
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2006,102.039,3902,26150.4
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2007,103.569,3918,26434.1
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2008,109.037,3978,27409.9
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2009,112.601,3963,28413.0
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2010,115.679,3982,29050.6
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2011,121.502,4060,29926.7
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2012,123.382,3967,31102.1
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2013,127.504,4011,31788.7
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2014,137.313,4042,33971.5
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2015,139.761,4130,33840.4
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2016,136.604,4161,32829.7
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2017,143.282,4162,34426.3
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2018,149.464,4240,35250.8
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2019,149.779,4211,35568.5
Zutendaal,71067,Nee,"Gemiddeld inkomen, per aangifte",2020,152.585,4235,36029.4
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",1991,63.66,3448,18462.9
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",1992,70.38,3527,19954.6
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",1993,72.96,3509,20792.2
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",1994,74.32,3503,21216.1
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",1995,79.57,3711,21441.7
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",1996,82.8,3823,21658.4
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",1997,87.04,3957,21996.5
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",1998,91.61,4067,22525.2
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",1999,96.78,4164,23242.1
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2000,103.72,4370,23734.6
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2001,113.74,4373,26009.6
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2002,118.51,5167,22935.9
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2003,124.022,5289,23449.0
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2004,127.638,5349,23862.1
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2005,131.972,5430,24304.2
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2006,139.315,5519,25242.7
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2007,147.033,5611,26204.4
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2008,156.277,5660,27610.8
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2009,158.456,5684,27877.6
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2010,162.306,5788,28041.8
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2011,170.434,5752,29630.4
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2012,175.067,5757,30409.5
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2013,182.382,5798,31456.1
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2014,190.432,5871,32436.0
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2015,195.313,5937,32897.5
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2016,195.378,5984,32650.1
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2017,204.085,6068,33633.1
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2018,211.352,6150,34366.3
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2019,216.221,6144,35192.3
Ham,71069,Nee,"Gemiddeld inkomen, per aangifte",2020,227.673,6133,37122.6
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",1991,190.01,9979,19041.0
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",1992,212.72,10178,20900.0
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",1993,218.87,10328,21191.9
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",1994,229.38,10383,22091.9
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",1995,237.71,10981,21647.4
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",1996,250.72,11528,21748.8
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",1997,260.88,12051,21648.0
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",1998,277.23,12481,22212.2
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",1999,288.73,12894,22392.6
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2000,312.82,13615,22976.1
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2001,328.3,14022,23413.2
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2002,347.53,14469,24018.9
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2003,354.807,14625,24260.3
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2004,376.522,16286,23119.4
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2005,386.847,16440,23530.8
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2006,407.348,16787,24265.7
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2007,427.109,17047,25054.8
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2008,448.713,17267,25986.7
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2009,460.653,17199,26783.7
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2010,464.943,17290,26890.8
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2011,489.234,17306,28269.6
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2012,503.025,17210,29228.6
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2013,523.204,17363,30133.2
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2014,558.579,17648,31651.1
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2015,562.148,17809,31565.4
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2016,564.835,18046,31299.7
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2017,584.758,18202,32126.1
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2018,606.629,18379,33006.7
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2019,621.087,18473,33621.3
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per aangifte",2020,652.132,18435,35374.7
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",1991,74.24,4251,17464.1
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",1992,81.26,4242,19156.1
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",1993,83.71,4256,19668.7
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",1994,86.64,4310,20102.1
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",1995,90.08,4481,20102.7
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",1996,100.6,4625,21751.4
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",1997,99.41,4777,20810.1
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",1998,103.76,4924,21072.3
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",1999,108.42,4910,22081.5
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2000,112.54,4982,22589.3
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2001,119.14,5107,23328.8
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2002,126.68,5388,23511.5
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2003,135.223,5696,23739.9
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2004,145.113,6516,22270.3
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2005,151.107,6586,22943.6
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2006,159.107,6792,23425.7
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2007,164.716,6876,23955.2
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2008,170.959,6922,24697.9
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2009,176.171,6950,25348.4
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2010,181.546,7033,25813.5
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2011,188.137,7017,26811.6
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2012,194.756,7062,27578.1
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2013,202.383,7072,28617.5
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2014,213.426,7124,29958.7
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2015,214.907,7211,29802.7
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2016,218.84,7277,30072.9
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2017,226.966,7326,30980.9
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2018,231.09,7364,31381.1
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2019,238.128,7365,32332.4
Bocholt,72003,Nee,"Gemiddeld inkomen, per aangifte",2020,247.042,7439,33209.1
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",1991,97.17,5414,17947.9
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",1992,106.52,5440,19580.9
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",1993,108.63,5344,20327.5
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",1994,113.29,5432,20856.0
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",1995,117.63,5592,21035.4
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",1996,122.43,5781,21178.0
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",1997,126.7,5860,21621.2
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",1998,130.22,5924,21981.8
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",1999,136.86,6104,22421.4
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2000,143.84,6169,23316.6
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2001,154.82,6317,24508.5
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2002,166.03,6603,25144.6
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2003,173.531,6821,25440.7
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2004,185.357,8011,23137.8
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2005,194.321,8125,23916.5
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2006,201.443,8270,24358.3
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2007,208.088,8429,24687.2
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2008,222.485,8609,25843.3
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2009,227.698,8728,26088.2
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2010,239.061,8737,27362.0
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2011,243.196,8791,27664.2
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2012,250.246,8717,28707.8
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2013,259.989,8752,29706.2
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2014,275.892,8862,31132.1
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2015,273.473,9022,30311.8
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2016,279.721,9117,30681.2
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2017,289.264,9159,31582.4
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2018,297.423,9188,32370.8
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2019,301.69,9217,32732.0
Bree,72004,Nee,"Gemiddeld inkomen, per aangifte",2020,313.209,9165,34174.4
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",1991,71.57,4066,17602.1
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",1992,78.33,4077,19212.7
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",1993,80.91,4074,19860.1
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",1994,83.12,4122,20165.0
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",1995,94.47,5156,18322.3
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",1996,96.36,5122,18813.0
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",1997,94.57,4510,20969.0
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",1998,99.45,4539,21910.1
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",1999,103.27,4676,22085.1
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2000,103.22,4621,22337.2
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2001,114.17,4780,23884.9
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2002,120.49,4898,24599.8
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2003,129.409,5262,24593.1
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2004,137.328,5937,23130.8
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2005,144.459,6311,22890.1
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2006,153.005,6443,23747.4
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2007,157.656,6516,24195.2
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2008,165.131,6593,25046.4
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2009,171.371,6614,25910.3
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2010,174.411,6638,26274.7
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2011,179.192,6629,27031.5
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2012,185.809,6589,28199.9
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2013,191.613,6652,28805.3
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2014,202.653,6721,30152.1
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2015,202.022,6752,29920.3
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2016,203.769,6770,30098.9
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2017,210.088,6772,31023.0
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2018,212.877,6771,31439.5
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2019,219.865,6799,32337.9
Kinrooi,72018,Nee,"Gemiddeld inkomen, per aangifte",2020,228.817,6783,33733.9
Lommel,72020,Nee,"Gemiddeld inkomen, per aangifte",1991,204.17,11051,18475.3
Lommel,72020,Nee,"Gemiddeld inkomen, per aangifte",1992,221.2,11033,20048.9
Lommel,72020,Nee,"Gemiddeld inkomen, per aangifte",1993,233.0,11383,20469.1
Lommel,72020,Nee,"Gemiddeld inkomen, per aangifte",1994,245.41,11725,20930.5
Lommel,72020,Nee,"Gemiddeld inkomen, per aangifte",1995,259.87,12354,21035.3
Lommel,72020,Nee,"Gemiddeld inkomen, per aangifte",1996,271.64,12921,21023.1
Lommel,72020,Nee,"Gemiddeld inkomen, per aangifte",1997,282.75,13208,21407.5
Lommel,72020,Nee,"Gemiddeld inkomen, per aangifte",1998,292.9,13287,22044.1
Lommel,72020,Nee,"Gemiddeld inkomen, per aangifte",1999,305.85,13632,22436.2
Lommel,72020,Nee,"Gemiddeld inkomen, per aangifte",2000,326.31,14038,23244.8
Lommel,72020,Nee,"Gemiddeld inkomen, per aangifte",2001,340.27,14372,23675.9
Lommel,72020,Nee,"Gemiddeld inkomen, per aangifte",2002,356.09,14826,24017.9
Lommel,72020,Nee,"Gemiddeld inkomen, per aangifte",2003,379.226,15913,23831.2
