Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,"Aantal personen met een (equivalent) leefloon, met een IGO of GIB, met een IVT en/of met een IT",Aantal inwoners,Procent
Wommelgem,11052,Nee,Personen met sociale bijstandsuitkering,2017,219,12785,0.0171294
Wommelgem,11052,Nee,Personen met sociale bijstandsuitkering,2018,212,12893,0.016443
Wommelgem,11052,Nee,Personen met sociale bijstandsuitkering,2019,223,12865,0.0173339
Wommelgem,11052,Nee,Personen met sociale bijstandsuitkering,2020,229,12943,0.017693
Wommelgem,11052,Nee,Personen met sociale bijstandsuitkering,2021,233,12991,0.0179355
Wommelgem,11052,Nee,Personen met sociale bijstandsuitkering,2022,240,13181,0.018208
Wuustwezel,11053,Nee,Personen met sociale bijstandsuitkering,2011,394,19371,0.0203397
Wuustwezel,11053,Nee,Personen met sociale bijstandsuitkering,2012,387,19547,0.0197984
Wuustwezel,11053,Nee,Personen met sociale bijstandsuitkering,2013,384,19731,0.0194618
Wuustwezel,11053,Nee,Personen met sociale bijstandsuitkering,2014,394,19872,0.0198269
Wuustwezel,11053,Nee,Personen met sociale bijstandsuitkering,2015,404,20124,0.0200755
Wuustwezel,11053,Nee,Personen met sociale bijstandsuitkering,2016,398,20228,0.0196757
Wuustwezel,11053,Nee,Personen met sociale bijstandsuitkering,2017,416,20459,0.0203333
Wuustwezel,11053,Nee,Personen met sociale bijstandsuitkering,2018,406,20671,0.019641
Wuustwezel,11053,Nee,Personen met sociale bijstandsuitkering,2019,425,20970,0.020267
Wuustwezel,11053,Nee,Personen met sociale bijstandsuitkering,2020,449,21213,0.0211663
Wuustwezel,11053,Nee,Personen met sociale bijstandsuitkering,2021,485,21346,0.0227209
Wuustwezel,11053,Nee,Personen met sociale bijstandsuitkering,2022,506,21523,0.0235097
Zandhoven,11054,Nee,Personen met sociale bijstandsuitkering,2011,172,12533,0.0137238
Zandhoven,11054,Nee,Personen met sociale bijstandsuitkering,2012,178,12580,0.0141494
Zandhoven,11054,Nee,Personen met sociale bijstandsuitkering,2013,215,12713,0.0169118
Zandhoven,11054,Nee,Personen met sociale bijstandsuitkering,2014,233,12729,0.0183047
Zandhoven,11054,Nee,Personen met sociale bijstandsuitkering,2015,248,12727,0.0194861
Zandhoven,11054,Nee,Personen met sociale bijstandsuitkering,2016,258,12768,0.0202068
Zandhoven,11054,Nee,Personen met sociale bijstandsuitkering,2017,246,12843,0.0191544
Zandhoven,11054,Nee,Personen met sociale bijstandsuitkering,2018,242,12985,0.0186369
Zandhoven,11054,Nee,Personen met sociale bijstandsuitkering,2019,253,13025,0.0194242
Zandhoven,11054,Nee,Personen met sociale bijstandsuitkering,2020,261,13071,0.0199679
Zandhoven,11054,Nee,Personen met sociale bijstandsuitkering,2021,269,13124,0.0204968
Zandhoven,11054,Nee,Personen met sociale bijstandsuitkering,2022,256,13172,0.0194352
Zoersel,11055,Nee,Personen met sociale bijstandsuitkering,2011,565,21415,0.0263834
Zoersel,11055,Nee,Personen met sociale bijstandsuitkering,2012,574,21555,0.0266296
Zoersel,11055,Nee,Personen met sociale bijstandsuitkering,2013,555,21610,0.0256826
Zoersel,11055,Nee,Personen met sociale bijstandsuitkering,2014,594,21573,0.0275344
Zoersel,11055,Nee,Personen met sociale bijstandsuitkering,2015,623,21704,0.0287044
Zoersel,11055,Nee,Personen met sociale bijstandsuitkering,2016,618,21764,0.0283955
Zoersel,11055,Nee,Personen met sociale bijstandsuitkering,2017,632,21857,0.0289152
Zoersel,11055,Nee,Personen met sociale bijstandsuitkering,2018,613,21739,0.0281982
Zoersel,11055,Nee,Personen met sociale bijstandsuitkering,2019,620,21944,0.0282537
Zoersel,11055,Nee,Personen met sociale bijstandsuitkering,2020,644,22065,0.0291865
Zoersel,11055,Nee,Personen met sociale bijstandsuitkering,2021,669,22142,0.0302141
Zoersel,11055,Nee,Personen met sociale bijstandsuitkering,2022,691,22317,0.0309629
Zwijndrecht,11056,Nee,Personen met sociale bijstandsuitkering,2011,382,18656,0.020476
Zwijndrecht,11056,Nee,Personen met sociale bijstandsuitkering,2012,385,18643,0.0206512
Zwijndrecht,11056,Nee,Personen met sociale bijstandsuitkering,2013,400,18794,0.0212834
Zwijndrecht,11056,Nee,Personen met sociale bijstandsuitkering,2014,398,18952,0.0210004
Zwijndrecht,11056,Nee,Personen met sociale bijstandsuitkering,2015,432,18936,0.0228137
Zwijndrecht,11056,Nee,Personen met sociale bijstandsuitkering,2016,428,18957,0.0225774
Zwijndrecht,11056,Nee,Personen met sociale bijstandsuitkering,2017,432,18985,0.0227548
Zwijndrecht,11056,Nee,Personen met sociale bijstandsuitkering,2018,434,19002,0.0228397
Zwijndrecht,11056,Nee,Personen met sociale bijstandsuitkering,2019,467,19056,0.0245067
Zwijndrecht,11056,Nee,Personen met sociale bijstandsuitkering,2020,456,19154,0.023807
Zwijndrecht,11056,Nee,Personen met sociale bijstandsuitkering,2021,484,19263,0.0251259
Zwijndrecht,11056,Nee,Personen met sociale bijstandsuitkering,2022,501,19243,0.0260354
Malle,11057,Nee,Personen met sociale bijstandsuitkering,2011,411,14616,0.0281199
Malle,11057,Nee,Personen met sociale bijstandsuitkering,2012,414,14763,0.0280431
Malle,11057,Nee,Personen met sociale bijstandsuitkering,2013,418,14948,0.0279636
Malle,11057,Nee,Personen met sociale bijstandsuitkering,2014,438,15013,0.0291747
Malle,11057,Nee,Personen met sociale bijstandsuitkering,2015,465,15083,0.0308294
Malle,11057,Nee,Personen met sociale bijstandsuitkering,2016,461,15158,0.030413
Malle,11057,Nee,Personen met sociale bijstandsuitkering,2017,472,15257,0.0309366
Malle,11057,Nee,Personen met sociale bijstandsuitkering,2018,499,15304,0.0326059
Malle,11057,Nee,Personen met sociale bijstandsuitkering,2019,495,15561,0.0318103
Malle,11057,Nee,Personen met sociale bijstandsuitkering,2020,525,15602,0.0336495
Malle,11057,Nee,Personen met sociale bijstandsuitkering,2021,536,15620,0.034315
Malle,11057,Nee,Personen met sociale bijstandsuitkering,2022,543,15756,0.0344631
Berlaar,12002,Nee,Personen met sociale bijstandsuitkering,2011,247,10891,0.0226793
Berlaar,12002,Nee,Personen met sociale bijstandsuitkering,2012,241,10960,0.0219891
Berlaar,12002,Nee,Personen met sociale bijstandsuitkering,2013,244,11013,0.0221556
Berlaar,12002,Nee,Personen met sociale bijstandsuitkering,2014,239,11034,0.0216603
Berlaar,12002,Nee,Personen met sociale bijstandsuitkering,2015,248,11174,0.0221944
Berlaar,12002,Nee,Personen met sociale bijstandsuitkering,2016,236,11203,0.0210658
Berlaar,12002,Nee,Personen met sociale bijstandsuitkering,2017,243,11385,0.0213439
Berlaar,12002,Nee,Personen met sociale bijstandsuitkering,2018,243,11507,0.0211176
Berlaar,12002,Nee,Personen met sociale bijstandsuitkering,2019,254,11527,0.0220352
Berlaar,12002,Nee,Personen met sociale bijstandsuitkering,2020,251,11656,0.021534
Berlaar,12002,Nee,Personen met sociale bijstandsuitkering,2021,263,11710,0.0224594
Berlaar,12002,Nee,Personen met sociale bijstandsuitkering,2022,286,11730,0.0243819
Bonheiden,12005,Nee,Personen met sociale bijstandsuitkering,2011,269,14656,0.0183543
Bonheiden,12005,Nee,Personen met sociale bijstandsuitkering,2012,272,14722,0.0184758
Bonheiden,12005,Nee,Personen met sociale bijstandsuitkering,2013,271,14828,0.0182762
Bonheiden,12005,Nee,Personen met sociale bijstandsuitkering,2014,263,14778,0.0177967
Bonheiden,12005,Nee,Personen met sociale bijstandsuitkering,2015,260,14769,0.0176044
Bonheiden,12005,Nee,Personen met sociale bijstandsuitkering,2016,266,14704,0.0180903
Bonheiden,12005,Nee,Personen met sociale bijstandsuitkering,2017,248,14826,0.0167274
Bonheiden,12005,Nee,Personen met sociale bijstandsuitkering,2018,246,14951,0.0164537
Bonheiden,12005,Nee,Personen met sociale bijstandsuitkering,2019,245,15010,0.0163225
Bonheiden,12005,Nee,Personen met sociale bijstandsuitkering,2020,265,15078,0.0175753
Bonheiden,12005,Nee,Personen met sociale bijstandsuitkering,2021,284,15177,0.0187125
Bonheiden,12005,Nee,Personen met sociale bijstandsuitkering,2022,292,15319,0.0190613
Bornem,12007,Nee,Personen met sociale bijstandsuitkering,2011,397,20727,0.0191538
Bornem,12007,Nee,Personen met sociale bijstandsuitkering,2012,411,20866,0.0196971
Bornem,12007,Nee,Personen met sociale bijstandsuitkering,2013,401,20810,0.0192696
Bornem,12007,Nee,Personen met sociale bijstandsuitkering,2014,400,20858,0.0191773
Bornem,12007,Nee,Personen met sociale bijstandsuitkering,2015,418,20940,0.0199618
Bornem,12007,Nee,Personen met sociale bijstandsuitkering,2016,407,21039,0.019345
Bornem,12007,Nee,Personen met sociale bijstandsuitkering,2017,405,21129,0.019168
Bornem,12007,Nee,Personen met sociale bijstandsuitkering,2018,419,21186,0.0197772
Bornem,12007,Nee,Personen met sociale bijstandsuitkering,2019,460,21366,0.0215295
Bornem,12007,Nee,Personen met sociale bijstandsuitkering,2020,465,21353,0.0217768
Bornem,12007,Nee,Personen met sociale bijstandsuitkering,2021,483,21428,0.0225406
Bornem,12007,Nee,Personen met sociale bijstandsuitkering,2022,517,21599,0.0239363
Duffel,12009,Nee,Personen met sociale bijstandsuitkering,2011,519,16770,0.0309481
Duffel,12009,Nee,Personen met sociale bijstandsuitkering,2012,516,16941,0.0304587
Duffel,12009,Nee,Personen met sociale bijstandsuitkering,2013,515,17037,0.0302283
Duffel,12009,Nee,Personen met sociale bijstandsuitkering,2014,505,17119,0.0294994
Duffel,12009,Nee,Personen met sociale bijstandsuitkering,2015,504,17131,0.0294203
Duffel,12009,Nee,Personen met sociale bijstandsuitkering,2016,507,17292,0.0293199
Duffel,12009,Nee,Personen met sociale bijstandsuitkering,2017,486,17302,0.0280892
Duffel,12009,Nee,Personen met sociale bijstandsuitkering,2018,478,17385,0.027495
Duffel,12009,Nee,Personen met sociale bijstandsuitkering,2019,494,17491,0.0282431
Duffel,12009,Nee,Personen met sociale bijstandsuitkering,2020,511,17664,0.0289289
Duffel,12009,Nee,Personen met sociale bijstandsuitkering,2021,509,17714,0.0287343
Duffel,12009,Nee,Personen met sociale bijstandsuitkering,2022,513,17770,0.0288689
Heist-op-den-Berg,12014,Nee,Personen met sociale bijstandsuitkering,2011,1063,40236,0.0264191
Heist-op-den-Berg,12014,Nee,Personen met sociale bijstandsuitkering,2012,1074,40512,0.0265107
Heist-op-den-Berg,12014,Nee,Personen met sociale bijstandsuitkering,2013,1063,40915,0.0259807
Heist-op-den-Berg,12014,Nee,Personen met sociale bijstandsuitkering,2014,1088,41365,0.0263024
Heist-op-den-Berg,12014,Nee,Personen met sociale bijstandsuitkering,2015,1115,41812,0.026667
Heist-op-den-Berg,12014,Nee,Personen met sociale bijstandsuitkering,2016,1101,42110,0.0261458
Heist-op-den-Berg,12014,Nee,Personen met sociale bijstandsuitkering,2017,1097,42416,0.0258629
Heist-op-den-Berg,12014,Nee,Personen met sociale bijstandsuitkering,2018,1082,42478,0.025472
Heist-op-den-Berg,12014,Nee,Personen met sociale bijstandsuitkering,2019,1099,42681,0.0257492
Heist-op-den-Berg,12014,Nee,Personen met sociale bijstandsuitkering,2020,1089,42950,0.0253551
Heist-op-den-Berg,12014,Nee,Personen met sociale bijstandsuitkering,2021,1130,43096,0.0262205
Heist-op-den-Berg,12014,Nee,Personen met sociale bijstandsuitkering,2022,1166,43594,0.0267468
Lier,12021,Nee,Personen met sociale bijstandsuitkering,2011,893,34123,0.02617
Lier,12021,Nee,Personen met sociale bijstandsuitkering,2012,908,34276,0.0264908
Lier,12021,Nee,Personen met sociale bijstandsuitkering,2013,948,34497,0.0274807
Lier,12021,Nee,Personen met sociale bijstandsuitkering,2014,961,34368,0.0279621
Lier,12021,Nee,Personen met sociale bijstandsuitkering,2015,1000,34652,0.0288584
Lier,12021,Nee,Personen met sociale bijstandsuitkering,2016,1079,34905,0.0309125
Lier,12021,Nee,Personen met sociale bijstandsuitkering,2017,1129,35244,0.0320338
Lier,12021,Nee,Personen met sociale bijstandsuitkering,2018,1142,35712,0.031978
Lier,12021,Nee,Personen met sociale bijstandsuitkering,2019,1210,36242,0.0333867
Lier,12021,Nee,Personen met sociale bijstandsuitkering,2020,1266,36646,0.0345467
Lier,12021,Nee,Personen met sociale bijstandsuitkering,2021,1286,36923,0.0348292
Lier,12021,Nee,Personen met sociale bijstandsuitkering,2022,1326,37309,0.035541
Mechelen,12025,Ja,Personen met sociale bijstandsuitkering,2011,2653,81927,0.0323825
Mechelen,12025,Ja,Personen met sociale bijstandsuitkering,2012,2535,82325,0.0307926
Mechelen,12025,Ja,Personen met sociale bijstandsuitkering,2013,2500,82602,0.0302656
Mechelen,12025,Ja,Personen met sociale bijstandsuitkering,2014,2569,83194,0.0308796
Mechelen,12025,Ja,Personen met sociale bijstandsuitkering,2015,2766,83975,0.0329384
Mechelen,12025,Ja,Personen met sociale bijstandsuitkering,2016,2880,84523,0.0340736
Mechelen,12025,Ja,Personen met sociale bijstandsuitkering,2017,3104,85665,0.0362342
Mechelen,12025,Ja,Personen met sociale bijstandsuitkering,2018,3128,86304,0.036244
Mechelen,12025,Ja,Personen met sociale bijstandsuitkering,2019,3264,86616,0.0376836
Mechelen,12025,Ja,Personen met sociale bijstandsuitkering,2020,3287,86921,0.0378159
Mechelen,12025,Ja,Personen met sociale bijstandsuitkering,2021,3597,86911,0.0413872
Mechelen,12025,Ja,Personen met sociale bijstandsuitkering,2022,3625,86996,0.0416686
Nijlen,12026,Nee,Personen met sociale bijstandsuitkering,2011,388,21824,0.0177786
Nijlen,12026,Nee,Personen met sociale bijstandsuitkering,2012,383,22065,0.0173578
Nijlen,12026,Nee,Personen met sociale bijstandsuitkering,2013,398,22198,0.0179295
Nijlen,12026,Nee,Personen met sociale bijstandsuitkering,2014,399,22342,0.0178587
Nijlen,12026,Nee,Personen met sociale bijstandsuitkering,2015,409,22559,0.0181302
Nijlen,12026,Nee,Personen met sociale bijstandsuitkering,2016,430,22651,0.0189837
Nijlen,12026,Nee,Personen met sociale bijstandsuitkering,2017,444,22693,0.0195655
Nijlen,12026,Nee,Personen met sociale bijstandsuitkering,2018,444,22813,0.0194626
Nijlen,12026,Nee,Personen met sociale bijstandsuitkering,2019,455,22949,0.0198266
Nijlen,12026,Nee,Personen met sociale bijstandsuitkering,2020,469,22936,0.0204482
Nijlen,12026,Nee,Personen met sociale bijstandsuitkering,2021,460,22985,0.0200131
Nijlen,12026,Nee,Personen met sociale bijstandsuitkering,2022,491,23259,0.0211101
Putte,12029,Nee,Personen met sociale bijstandsuitkering,2011,401,16557,0.0242194
Putte,12029,Nee,Personen met sociale bijstandsuitkering,2012,383,16726,0.0228985
Putte,12029,Nee,Personen met sociale bijstandsuitkering,2013,412,16896,0.0243845
Putte,12029,Nee,Personen met sociale bijstandsuitkering,2014,412,17133,0.0240472
Putte,12029,Nee,Personen met sociale bijstandsuitkering,2015,406,17195,0.0236115
Putte,12029,Nee,Personen met sociale bijstandsuitkering,2016,385,17227,0.0223486
Putte,12029,Nee,Personen met sociale bijstandsuitkering,2017,373,17379,0.0214627
Putte,12029,Nee,Personen met sociale bijstandsuitkering,2018,363,17584,0.0206438
Putte,12029,Nee,Personen met sociale bijstandsuitkering,2019,350,17800,0.0196629
Putte,12029,Nee,Personen met sociale bijstandsuitkering,2020,363,17927,0.0202488
Putte,12029,Nee,Personen met sociale bijstandsuitkering,2021,392,18109,0.0216467
Putte,12029,Nee,Personen met sociale bijstandsuitkering,2022,392,18392,0.0213136
Sint-Katelijne-Waver,12035,Nee,Personen met sociale bijstandsuitkering,2011,647,20341,0.0318077
Sint-Katelijne-Waver,12035,Nee,Personen met sociale bijstandsuitkering,2012,623,20349,0.0306158
Sint-Katelijne-Waver,12035,Nee,Personen met sociale bijstandsuitkering,2013,610,20412,0.0298844
Sint-Katelijne-Waver,12035,Nee,Personen met sociale bijstandsuitkering,2014,605,20401,0.0296554
Sint-Katelijne-Waver,12035,Nee,Personen met sociale bijstandsuitkering,2015,614,20427,0.0300583
Sint-Katelijne-Waver,12035,Nee,Personen met sociale bijstandsuitkering,2016,597,20609,0.0289679
Sint-Katelijne-Waver,12035,Nee,Personen met sociale bijstandsuitkering,2017,601,20681,0.0290605
Sint-Katelijne-Waver,12035,Nee,Personen met sociale bijstandsuitkering,2018,574,20870,0.0275036
Sint-Katelijne-Waver,12035,Nee,Personen met sociale bijstandsuitkering,2019,580,20792,0.0278953
Sint-Katelijne-Waver,12035,Nee,Personen met sociale bijstandsuitkering,2020,594,21026,0.0282507
Sint-Katelijne-Waver,12035,Nee,Personen met sociale bijstandsuitkering,2021,591,21197,0.0278813
Sint-Katelijne-Waver,12035,Nee,Personen met sociale bijstandsuitkering,2022,614,21391,0.0287037
Willebroek,12040,Nee,Personen met sociale bijstandsuitkering,2011,597,24527,0.0243405
Willebroek,12040,Nee,Personen met sociale bijstandsuitkering,2012,588,24825,0.0236858
Willebroek,12040,Nee,Personen met sociale bijstandsuitkering,2013,575,25059,0.0229458
Willebroek,12040,Nee,Personen met sociale bijstandsuitkering,2014,590,25327,0.0232953
Willebroek,12040,Nee,Personen met sociale bijstandsuitkering,2015,627,25446,0.0246404
Willebroek,12040,Nee,Personen met sociale bijstandsuitkering,2016,674,25745,0.0261798
Willebroek,12040,Nee,Personen met sociale bijstandsuitkering,2017,699,26088,0.0267939
Willebroek,12040,Nee,Personen met sociale bijstandsuitkering,2018,709,26223,0.0270373
Willebroek,12040,Nee,Personen met sociale bijstandsuitkering,2019,757,26462,0.0286071
Willebroek,12040,Nee,Personen met sociale bijstandsuitkering,2020,811,26826,0.0302319
Willebroek,12040,Nee,Personen met sociale bijstandsuitkering,2021,865,27081,0.0319412
Willebroek,12040,Nee,Personen met sociale bijstandsuitkering,2022,870,27436,0.0317102
Puurs-Sint-Amands,12041,Nee,Personen met sociale bijstandsuitkering,2011,532,24744,0.0215002
Puurs-Sint-Amands,12041,Nee,Personen met sociale bijstandsuitkering,2012,527,24828,0.021226
Puurs-Sint-Amands,12041,Nee,Personen met sociale bijstandsuitkering,2013,514,25021,0.0205427
Puurs-Sint-Amands,12041,Nee,Personen met sociale bijstandsuitkering,2014,490,25213,0.0194344
Puurs-Sint-Amands,12041,Nee,Personen met sociale bijstandsuitkering,2015,493,25338,0.0194569
Puurs-Sint-Amands,12041,Nee,Personen met sociale bijstandsuitkering,2016,488,25331,0.0192649
Puurs-Sint-Amands,12041,Nee,Personen met sociale bijstandsuitkering,2017,470,25602,0.0183579
Puurs-Sint-Amands,12041,Nee,Personen met sociale bijstandsuitkering,2018,476,25932,0.0183557
Puurs-Sint-Amands,12041,Nee,Personen met sociale bijstandsuitkering,2019,452,25882,0.0174639
Puurs-Sint-Amands,12041,Nee,Personen met sociale bijstandsuitkering,2020,520,26142,0.0198914
Puurs-Sint-Amands,12041,Nee,Personen met sociale bijstandsuitkering,2021,536,26208,0.0204518
Puurs-Sint-Amands,12041,Nee,Personen met sociale bijstandsuitkering,2022,548,26311,0.0208278
Arendonk,13001,Nee,Personen met sociale bijstandsuitkering,2011,208,12855,0.0161805
Arendonk,13001,Nee,Personen met sociale bijstandsuitkering,2012,224,12894,0.0173724
Arendonk,13001,Nee,Personen met sociale bijstandsuitkering,2013,218,12941,0.0168457
Arendonk,13001,Nee,Personen met sociale bijstandsuitkering,2014,230,12956,0.0177524
Arendonk,13001,Nee,Personen met sociale bijstandsuitkering,2015,231,13053,0.0176971
Arendonk,13001,Nee,Personen met sociale bijstandsuitkering,2016,247,13142,0.0187947
Arendonk,13001,Nee,Personen met sociale bijstandsuitkering,2017,235,13261,0.0177211
Arendonk,13001,Nee,Personen met sociale bijstandsuitkering,2018,241,13281,0.0181462
Arendonk,13001,Nee,Personen met sociale bijstandsuitkering,2019,247,13293,0.0185812
Arendonk,13001,Nee,Personen met sociale bijstandsuitkering,2020,252,13290,0.0189616
Arendonk,13001,Nee,Personen met sociale bijstandsuitkering,2021,265,13207,0.0200651
Arendonk,13001,Nee,Personen met sociale bijstandsuitkering,2022,280,13297,0.0210574
Baarle-Hertog,13002,Nee,Personen met sociale bijstandsuitkering,2011,42,2594,0.0161912
Baarle-Hertog,13002,Nee,Personen met sociale bijstandsuitkering,2012,43,2592,0.0165895
Baarle-Hertog,13002,Nee,Personen met sociale bijstandsuitkering,2013,44,2630,0.01673
Baarle-Hertog,13002,Nee,Personen met sociale bijstandsuitkering,2014,49,2618,0.0187166
Baarle-Hertog,13002,Nee,Personen met sociale bijstandsuitkering,2015,49,2680,0.0182836
Baarle-Hertog,13002,Nee,Personen met sociale bijstandsuitkering,2016,49,2663,0.0184003
Baarle-Hertog,13002,Nee,Personen met sociale bijstandsuitkering,2017,52,2695,0.019295
