Gemeente,NIS-code,Centrumstad,Indicator,Jaar,Procent
Niel,11030,Nee,Kansarmoede-index Kind en Gezin,2002,0.04153
Niel,11030,Nee,Kansarmoede-index Kind en Gezin,2003,0.03947
Niel,11030,Nee,Kansarmoede-index Kind en Gezin,2004,0.0456
Niel,11030,Nee,Kansarmoede-index Kind en Gezin,2005,0.03323
Niel,11030,Nee,Kansarmoede-index Kind en Gezin,2006,0.03216
Niel,11030,Nee,Kansarmoede-index Kind en Gezin,2007,0.01072
Niel,11030,Nee,Kansarmoede-index Kind en Gezin,2008,0.01554
Niel,11030,Nee,Kansarmoede-index Kind en Gezin,2009,0.01995
Niel,11030,Nee,Kansarmoede-index Kind en Gezin,2010,0.02806
Niel,11030,Nee,Kansarmoede-index Kind en Gezin,2011,0.03342
Niel,11030,Nee,Kansarmoede-index Kind en Gezin,2012,0.03467
Niel,11030,Nee,Kansarmoede-index Kind en Gezin,2013,0.0458
Niel,11030,Nee,Kansarmoede-index Kind en Gezin,2014,0.03439
Niel,11030,Nee,Kansarmoede-index Kind en Gezin,2015,0.04948
Niel,11030,Nee,Kansarmoede-index Kind en Gezin,2016,0.07353
Niel,11030,Nee,Kansarmoede-index Kind en Gezin,2017,0.08906
Niel,11030,Nee,Kansarmoede-index Kind en Gezin,2018,0.09067
Niel,11030,Nee,Kansarmoede-index Kind en Gezin,2019,0.12195
Niel,11030,Nee,Kansarmoede-index Kind en Gezin,2020,0.13372
Niel,11030,Nee,Kansarmoede-index Kind en Gezin,2021,0.11953
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2001,0.05088
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2002,0.06981
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2003,0.09579
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2004,0.08286
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2005,0.0663
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2006,0.04708
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2007,0.06792
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2008,0.09515
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2009,0.07818
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2010,0.08672
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2011,0.09733
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2012,0.09108
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2013,0.07752
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2014,0.06225
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2015,0.08949
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2016,0.08061
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2017,0.06733
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2018,0.07115
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2019,0.0572
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2020,0.0647
Ranst,11035,Nee,Kansarmoede-index Kind en Gezin,2021,0.04373
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2001,0.02193
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2002,0.02975
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2003,0.0358
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2004,0.03341
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2005,0.0257
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2006,0.02
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2007,0.02966
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2008,0.04632
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2009,0.06366
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2010,0.06375
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2011,0.06054
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2012,0.05591
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2013,0.06926
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2014,0.09354
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2015,0.09328
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2016,0.08685
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2017,0.07801
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2018,0.07107
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2019,0.0975
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2020,0.09824
Rumst,11037,Nee,Kansarmoede-index Kind en Gezin,2021,0.08858
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2001,0.01277
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2002,0.00469
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2003,0.00488
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2004,0.0
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2005,0.0
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2006,0.00905
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2007,0.0123
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2008,0.01176
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2009,0.01527
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2010,0.01176
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2011,0.02966
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2012,0.02174
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2013,0.02326
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2014,0.01786
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2015,0.03524
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2016,0.05046
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2017,0.06849
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2018,0.04783
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2019,0.04049
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2020,0.02667
Schelle,11038,Nee,Kansarmoede-index Kind en Gezin,2021,0.04369
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2001,0.01966
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2002,0.01326
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2003,0.01716
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2004,0.01746
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2005,0.01408
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2006,0.00708
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2007,0.02489
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2008,0.04028
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2009,0.058
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2010,0.04444
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2011,0.02638
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2012,0.02051
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2013,0.02644
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2014,0.02222
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2015,0.01259
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2016,0.015
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2017,0.02083
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2018,0.03002
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2019,0.02966
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2020,0.02621
Schilde,11039,Nee,Kansarmoede-index Kind en Gezin,2021,0.0214
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2001,0.04195
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2002,0.0539
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2003,0.06439
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2004,0.06306
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2005,0.07335
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2006,0.0956
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2007,0.10438
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2008,0.10374
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2009,0.09688
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2010,0.09346
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2011,0.09016
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2012,0.09604
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2013,0.11542
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2014,0.10816
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2015,0.13497
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2016,0.14709
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2017,0.13783
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2018,0.11966
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2019,0.09957
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2020,0.11857
Schoten,11040,Nee,Kansarmoede-index Kind en Gezin,2021,0.1166
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2001,0.02147
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2002,0.03315
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2003,0.02809
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2004,0.03571
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2005,0.03697
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2006,0.03979
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2007,0.03537
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2008,0.03912
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2009,0.03017
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2010,0.02844
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2011,0.03805
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2012,0.04452
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2013,0.0495
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2014,0.04103
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2015,0.05496
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2016,0.04035
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2017,0.05039
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2018,0.04017
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2019,0.0503
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2020,0.04412
Stabroek,11044,Nee,Kansarmoede-index Kind en Gezin,2021,0.04321
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2001,0.03782
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2002,0.04184
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2003,0.03347
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2004,0.02905
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2005,0.02128
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2006,0.02869
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2007,0.04911
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2008,0.06383
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2009,0.05882
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2010,0.04615
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2011,0.04898
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2012,0.06178
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2013,0.05462
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2014,0.06667
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2015,0.05882
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2016,0.04781
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2017,0.05138
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2018,0.06148
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2019,0.05078
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2020,0.07299
Wijnegem,11050,Nee,Kansarmoede-index Kind en Gezin,2021,0.08163
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2001,0.08239
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2002,0.09537
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2003,0.06425
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2004,0.0291
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2005,0.02426
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2006,0.02639
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2007,0.01159
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2008,0.02292
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2009,0.03399
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2010,0.04494
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2011,0.03955
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2012,0.03892
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2013,0.0614
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2014,0.07493
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2015,0.06925
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2016,0.07084
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2017,0.08201
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2018,0.09341
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2019,0.11671
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2020,0.11143
Wommelgem,11052,Nee,Kansarmoede-index Kind en Gezin,2021,0.09459
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2001,0.0184
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2002,0.01991
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2003,0.02513
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2004,0.02674
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2005,0.01664
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2006,0.01651
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2007,0.01356
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2008,0.01703
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2009,0.02184
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2010,0.02097
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2011,0.04769
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2012,0.04648
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2013,0.05615
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2014,0.04416
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2015,0.03966
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2016,0.0592
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2017,0.07154
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2018,0.0625
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2019,0.05618
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2020,0.0416
Wuustwezel,11053,Nee,Kansarmoede-index Kind en Gezin,2021,0.03738
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2001,0.0
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2002,0.00324
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2003,0.0
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2004,0.00316
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2005,0.01286
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2006,0.0241
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2007,0.02967
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2008,0.01445
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2009,0.01506
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2010,0.02711
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2011,0.02222
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2012,0.01648
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2013,0.02965
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2014,0.03561
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2015,0.02147
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2016,0.02857
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2017,0.03274
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2018,0.03824
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2019,0.06061
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2020,0.05352
Zandhoven,11054,Nee,Kansarmoede-index Kind en Gezin,2021,0.04987
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2001,0.00182
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2002,0.0019
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2003,0.00564
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2004,0.00746
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2005,0.00873
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2006,0.0152
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2007,0.02369
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2008,0.02759
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2009,0.01971
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2010,0.01413
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2011,0.01604
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2012,0.01449
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2013,0.01695
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2014,0.03421
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2015,0.04421
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2016,0.04938
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2017,0.03484
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2018,0.05063
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2019,0.05628
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2020,0.04782
Zoersel,11055,Nee,Kansarmoede-index Kind en Gezin,2021,0.034
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2001,0.05871
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2002,0.07573
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2003,0.0754
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2004,0.07168
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2005,0.05448
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2006,0.04949
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2007,0.04068
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2008,0.03846
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2009,0.04784
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2010,0.0562
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2011,0.05475
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2012,0.06106
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2013,0.0596
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2014,0.06362
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2015,0.0931
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2016,0.1323
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2017,0.11735
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2018,0.08528
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2019,0.09187
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2020,0.12169
Zwijndrecht,11056,Nee,Kansarmoede-index Kind en Gezin,2021,0.13568
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2001,0.00655
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2002,0.00962
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2003,0.01136
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2004,0.01121
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2005,0.02851
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2006,0.04656
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2007,0.05369
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2008,0.05568
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2009,0.04585
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2010,0.03678
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2011,0.03883
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2012,0.05556
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2013,0.06219
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2014,0.08531
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2015,0.08095
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2016,0.08933
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2017,0.08511
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2018,0.0874
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2019,0.0794
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2020,0.08883
Malle,11057,Nee,Kansarmoede-index Kind en Gezin,2021,0.10309
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2001,0.01656
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2002,0.02206
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2003,0.01684
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2004,0.01656
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2005,0.01835
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2006,0.01497
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2007,0.02395
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2008,0.03179
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2009,0.02312
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2010,0.01907
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2011,0.02564
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2012,0.03374
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2013,0.0346
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2014,0.03114
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2015,0.03484
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2016,0.05208
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2017,0.05517
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2018,0.04305
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2019,0.0581
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2020,0.06289
Berlaar,12002,Nee,Kansarmoede-index Kind en Gezin,2021,0.05075
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2001,0.02023
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2002,0.01433
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2003,0.01105
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2004,0.01344
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2005,0.01604
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2006,0.01681
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2007,0.01111
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2008,0.01622
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2009,0.00815
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2010,0.0175
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2011,0.01362
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2012,0.01648
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2013,0.02419
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2014,0.01939
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2015,0.03582
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2016,0.06135
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2017,0.06604
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2018,0.06325
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2019,0.06957
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2020,0.05769
Bonheiden,12005,Nee,Kansarmoede-index Kind en Gezin,2021,0.04533
Bornem,12007,Nee,Kansarmoede-index Kind en Gezin,2001,0.00488
Bornem,12007,Nee,Kansarmoede-index Kind en Gezin,2002,0.00334
Bornem,12007,Nee,Kansarmoede-index Kind en Gezin,2003,0.00347
Bornem,12007,Nee,Kansarmoede-index Kind en Gezin,2004,0.00513
Bornem,12007,Nee,Kansarmoede-index Kind en Gezin,2005,0.01184
Bornem,12007,Nee,Kansarmoede-index Kind en Gezin,2006,0.0065
Bornem,12007,Nee,Kansarmoede-index Kind en Gezin,2007,0.00479
Bornem,12007,Nee,Kansarmoede-index Kind en Gezin,2008,0.0112
Bornem,12007,Nee,Kansarmoede-index Kind en Gezin,2009,0.01413
Bornem,12007,Nee,Kansarmoede-index Kind en Gezin,2010,0.01812
Bornem,12007,Nee,Kansarmoede-index Kind en Gezin,2011,0.0208
Bornem,12007,Nee,Kansarmoede-index Kind en Gezin,2012,0.02135
Bornem,12007,Nee,Kansarmoede-index Kind en Gezin,2013,0.02727
Bornem,12007,Nee,Kansarmoede-index Kind en Gezin,2014,0.03353
Bornem,12007,Nee,Kansarmoede-index Kind en Gezin,2015,0.02976
Bornem,12007,Nee,Kansarmoede-index Kind en Gezin,2016,0.05336
Bornem,12007,Nee,Kansarmoede-index Kind en Gezin,2017,0.0572
Bornem,12007,Nee,Kansarmoede-index Kind en Gezin,2018,0.07008
Bornem,12007,Nee,Kansarmoede-index Kind en Gezin,2019,0.0749
Bornem,12007,Nee,Kansarmoede-index Kind en Gezin,2020,0.07692
