Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,"Aantal leerlingenkenmerken waaraan leerlingen van gewoon lager onderwijs voldoen, gesommeerd over alle leerlingen, naar woonplaats","Aantal leerlingen van gewoon lager onderwijs, naar woonplaats",OKI
Asse,23002,Nee,Onderwijskansarmoede-indicator (OKI),2012,1676,1846,0.907909
Asse,23002,Nee,Onderwijskansarmoede-indicator (OKI),2013,1735,1877,0.924347
Asse,23002,Nee,Onderwijskansarmoede-indicator (OKI),2014,1949,1957,0.995912
Asse,23002,Nee,Onderwijskansarmoede-indicator (OKI),2015,1979,2025,0.977284
Asse,23002,Nee,Onderwijskansarmoede-indicator (OKI),2016,1981,2063,0.960252
Asse,23002,Nee,Onderwijskansarmoede-indicator (OKI),2017,2390,2094,1.14136
Asse,23002,Nee,Onderwijskansarmoede-indicator (OKI),2018,2634,2155,1.22227
Asse,23002,Nee,Onderwijskansarmoede-indicator (OKI),2019,2640,2184,1.20879
Asse,23002,Nee,Onderwijskansarmoede-indicator (OKI),2020,3037,2194,1.38423
Asse,23002,Nee,Onderwijskansarmoede-indicator (OKI),2021,3077,2241,1.37305
Beersel,23003,Nee,Onderwijskansarmoede-indicator (OKI),2009,738,1293,0.570766
Beersel,23003,Nee,Onderwijskansarmoede-indicator (OKI),2010,843,1343,0.627699
Beersel,23003,Nee,Onderwijskansarmoede-indicator (OKI),2011,902,1334,0.676162
Beersel,23003,Nee,Onderwijskansarmoede-indicator (OKI),2012,923,1327,0.695554
Beersel,23003,Nee,Onderwijskansarmoede-indicator (OKI),2013,943,1312,0.71875
Beersel,23003,Nee,Onderwijskansarmoede-indicator (OKI),2014,937,1330,0.704511
Beersel,23003,Nee,Onderwijskansarmoede-indicator (OKI),2015,953,1349,0.706449
Beersel,23003,Nee,Onderwijskansarmoede-indicator (OKI),2016,980,1392,0.704023
Beersel,23003,Nee,Onderwijskansarmoede-indicator (OKI),2017,977,1406,0.694879
Beersel,23003,Nee,Onderwijskansarmoede-indicator (OKI),2018,932,1419,0.656801
Beersel,23003,Nee,Onderwijskansarmoede-indicator (OKI),2019,991,1409,0.703336
Beersel,23003,Nee,Onderwijskansarmoede-indicator (OKI),2020,1404,1402,1.00143
Beersel,23003,Nee,Onderwijskansarmoede-indicator (OKI),2021,1416,1410,1.00426
Bever,23009,Nee,Onderwijskansarmoede-indicator (OKI),2009,44,125,0.352
Bever,23009,Nee,Onderwijskansarmoede-indicator (OKI),2010,44,124,0.354839
Bever,23009,Nee,Onderwijskansarmoede-indicator (OKI),2011,46,136,0.338235
Bever,23009,Nee,Onderwijskansarmoede-indicator (OKI),2012,50,154,0.324675
Bever,23009,Nee,Onderwijskansarmoede-indicator (OKI),2013,49,149,0.328859
Bever,23009,Nee,Onderwijskansarmoede-indicator (OKI),2014,57,152,0.375
Bever,23009,Nee,Onderwijskansarmoede-indicator (OKI),2015,68,170,0.4
Bever,23009,Nee,Onderwijskansarmoede-indicator (OKI),2016,59,159,0.371069
Bever,23009,Nee,Onderwijskansarmoede-indicator (OKI),2017,64,152,0.421053
Bever,23009,Nee,Onderwijskansarmoede-indicator (OKI),2018,81,162,0.5
Bever,23009,Nee,Onderwijskansarmoede-indicator (OKI),2019,86,163,0.527607
Bever,23009,Nee,Onderwijskansarmoede-indicator (OKI),2020,111,161,0.689441
Bever,23009,Nee,Onderwijskansarmoede-indicator (OKI),2021,116,158,0.734177
Dilbeek,23016,Nee,Onderwijskansarmoede-indicator (OKI),2009,1030,2001,0.514743
Dilbeek,23016,Nee,Onderwijskansarmoede-indicator (OKI),2010,1019,1989,0.512318
Dilbeek,23016,Nee,Onderwijskansarmoede-indicator (OKI),2011,1086,1986,0.546828
Dilbeek,23016,Nee,Onderwijskansarmoede-indicator (OKI),2012,1105,1993,0.554441
Dilbeek,23016,Nee,Onderwijskansarmoede-indicator (OKI),2013,1156,2013,0.574267
Dilbeek,23016,Nee,Onderwijskansarmoede-indicator (OKI),2014,1304,2030,0.642365
Dilbeek,23016,Nee,Onderwijskansarmoede-indicator (OKI),2015,1454,2102,0.691722
Dilbeek,23016,Nee,Onderwijskansarmoede-indicator (OKI),2016,1502,2144,0.70056
Dilbeek,23016,Nee,Onderwijskansarmoede-indicator (OKI),2017,1801,2174,0.828427
Dilbeek,23016,Nee,Onderwijskansarmoede-indicator (OKI),2018,1957,2282,0.857581
Dilbeek,23016,Nee,Onderwijskansarmoede-indicator (OKI),2019,2017,2351,0.857933
Dilbeek,23016,Nee,Onderwijskansarmoede-indicator (OKI),2020,2486,2407,1.03282
Dilbeek,23016,Nee,Onderwijskansarmoede-indicator (OKI),2021,2655,2461,1.07883
Galmaarden,23023,Nee,Onderwijskansarmoede-indicator (OKI),2009,159,527,0.301708
Galmaarden,23023,Nee,Onderwijskansarmoede-indicator (OKI),2010,137,533,0.257036
Galmaarden,23023,Nee,Onderwijskansarmoede-indicator (OKI),2011,146,563,0.259325
Galmaarden,23023,Nee,Onderwijskansarmoede-indicator (OKI),2012,164,566,0.289753
Galmaarden,23023,Nee,Onderwijskansarmoede-indicator (OKI),2013,159,594,0.267677
Galmaarden,23023,Nee,Onderwijskansarmoede-indicator (OKI),2014,157,626,0.250799
Galmaarden,23023,Nee,Onderwijskansarmoede-indicator (OKI),2015,141,620,0.227419
Galmaarden,23023,Nee,Onderwijskansarmoede-indicator (OKI),2016,160,638,0.250784
Galmaarden,23023,Nee,Onderwijskansarmoede-indicator (OKI),2017,162,652,0.248466
Galmaarden,23023,Nee,Onderwijskansarmoede-indicator (OKI),2018,181,648,0.279321
Galmaarden,23023,Nee,Onderwijskansarmoede-indicator (OKI),2019,198,626,0.316294
Galmaarden,23023,Nee,Onderwijskansarmoede-indicator (OKI),2020,287,610,0.470492
Galmaarden,23023,Nee,Onderwijskansarmoede-indicator (OKI),2021,269,573,0.469459
Gooik,23024,Nee,Onderwijskansarmoede-indicator (OKI),2009,163,573,0.284468
Gooik,23024,Nee,Onderwijskansarmoede-indicator (OKI),2010,151,576,0.262153
Gooik,23024,Nee,Onderwijskansarmoede-indicator (OKI),2011,148,570,0.259649
Gooik,23024,Nee,Onderwijskansarmoede-indicator (OKI),2012,149,568,0.262324
Gooik,23024,Nee,Onderwijskansarmoede-indicator (OKI),2013,166,568,0.292254
Gooik,23024,Nee,Onderwijskansarmoede-indicator (OKI),2014,179,550,0.325455
Gooik,23024,Nee,Onderwijskansarmoede-indicator (OKI),2015,190,560,0.339286
Gooik,23024,Nee,Onderwijskansarmoede-indicator (OKI),2016,208,583,0.356775
Gooik,23024,Nee,Onderwijskansarmoede-indicator (OKI),2017,194,580,0.334483
Gooik,23024,Nee,Onderwijskansarmoede-indicator (OKI),2018,198,567,0.349206
Gooik,23024,Nee,Onderwijskansarmoede-indicator (OKI),2019,194,585,0.331624
Gooik,23024,Nee,Onderwijskansarmoede-indicator (OKI),2020,349,578,0.603806
Gooik,23024,Nee,Onderwijskansarmoede-indicator (OKI),2021,360,565,0.637168
Grimbergen,23025,Nee,Onderwijskansarmoede-indicator (OKI),2009,1298,1775,0.731268
Grimbergen,23025,Nee,Onderwijskansarmoede-indicator (OKI),2010,1437,1761,0.816014
Grimbergen,23025,Nee,Onderwijskansarmoede-indicator (OKI),2011,1459,1794,0.813266
Grimbergen,23025,Nee,Onderwijskansarmoede-indicator (OKI),2012,1480,1838,0.805223
Grimbergen,23025,Nee,Onderwijskansarmoede-indicator (OKI),2013,1644,1863,0.882448
Grimbergen,23025,Nee,Onderwijskansarmoede-indicator (OKI),2014,1725,1927,0.895174
Grimbergen,23025,Nee,Onderwijskansarmoede-indicator (OKI),2015,1878,1963,0.956699
Grimbergen,23025,Nee,Onderwijskansarmoede-indicator (OKI),2016,1970,2013,0.978639
Grimbergen,23025,Nee,Onderwijskansarmoede-indicator (OKI),2017,2124,2057,1.03257
Grimbergen,23025,Nee,Onderwijskansarmoede-indicator (OKI),2018,2208,2099,1.05193
Grimbergen,23025,Nee,Onderwijskansarmoede-indicator (OKI),2019,2438,2156,1.1308
Grimbergen,23025,Nee,Onderwijskansarmoede-indicator (OKI),2020,2839,2193,1.29457
Grimbergen,23025,Nee,Onderwijskansarmoede-indicator (OKI),2021,2956,2232,1.32437
Halle,23027,Nee,Onderwijskansarmoede-indicator (OKI),2009,1289,2065,0.624213
Halle,23027,Nee,Onderwijskansarmoede-indicator (OKI),2010,1418,2082,0.681076
Halle,23027,Nee,Onderwijskansarmoede-indicator (OKI),2011,1407,2134,0.659325
Halle,23027,Nee,Onderwijskansarmoede-indicator (OKI),2012,1486,2205,0.673923
Halle,23027,Nee,Onderwijskansarmoede-indicator (OKI),2013,1524,2216,0.687726
Halle,23027,Nee,Onderwijskansarmoede-indicator (OKI),2014,1493,2241,0.66622
Halle,23027,Nee,Onderwijskansarmoede-indicator (OKI),2015,1690,2341,0.721914
Halle,23027,Nee,Onderwijskansarmoede-indicator (OKI),2016,1862,2392,0.778428
Halle,23027,Nee,Onderwijskansarmoede-indicator (OKI),2017,1942,2449,0.792977
Halle,23027,Nee,Onderwijskansarmoede-indicator (OKI),2018,2007,2483,0.808296
Halle,23027,Nee,Onderwijskansarmoede-indicator (OKI),2019,2289,2513,0.910864
Halle,23027,Nee,Onderwijskansarmoede-indicator (OKI),2020,2883,2597,1.11013
Halle,23027,Nee,Onderwijskansarmoede-indicator (OKI),2021,2942,2593,1.13459
Herne,23032,Nee,Onderwijskansarmoede-indicator (OKI),2009,130,358,0.363128
Herne,23032,Nee,Onderwijskansarmoede-indicator (OKI),2010,129,354,0.364407
Herne,23032,Nee,Onderwijskansarmoede-indicator (OKI),2011,112,360,0.311111
Herne,23032,Nee,Onderwijskansarmoede-indicator (OKI),2012,115,379,0.30343
Herne,23032,Nee,Onderwijskansarmoede-indicator (OKI),2013,171,382,0.447644
Herne,23032,Nee,Onderwijskansarmoede-indicator (OKI),2014,162,376,0.430851
Herne,23032,Nee,Onderwijskansarmoede-indicator (OKI),2015,200,382,0.52356
Herne,23032,Nee,Onderwijskansarmoede-indicator (OKI),2016,203,386,0.525907
Herne,23032,Nee,Onderwijskansarmoede-indicator (OKI),2017,176,398,0.442211
Herne,23032,Nee,Onderwijskansarmoede-indicator (OKI),2018,159,379,0.419525
Herne,23032,Nee,Onderwijskansarmoede-indicator (OKI),2019,189,360,0.525
Herne,23032,Nee,Onderwijskansarmoede-indicator (OKI),2020,174,360,0.483333
Herne,23032,Nee,Onderwijskansarmoede-indicator (OKI),2021,185,373,0.495979
Hoeilaart,23033,Nee,Onderwijskansarmoede-indicator (OKI),2009,570,587,0.971039
Hoeilaart,23033,Nee,Onderwijskansarmoede-indicator (OKI),2010,565,571,0.989492
Hoeilaart,23033,Nee,Onderwijskansarmoede-indicator (OKI),2011,443,559,0.792487
Hoeilaart,23033,Nee,Onderwijskansarmoede-indicator (OKI),2012,493,592,0.83277
Hoeilaart,23033,Nee,Onderwijskansarmoede-indicator (OKI),2013,475,617,0.769854
Hoeilaart,23033,Nee,Onderwijskansarmoede-indicator (OKI),2014,375,585,0.641026
Hoeilaart,23033,Nee,Onderwijskansarmoede-indicator (OKI),2015,369,604,0.610927
Hoeilaart,23033,Nee,Onderwijskansarmoede-indicator (OKI),2016,388,599,0.647746
Hoeilaart,23033,Nee,Onderwijskansarmoede-indicator (OKI),2017,386,611,0.631751
Hoeilaart,23033,Nee,Onderwijskansarmoede-indicator (OKI),2018,339,616,0.550325
Hoeilaart,23033,Nee,Onderwijskansarmoede-indicator (OKI),2019,385,615,0.626016
Hoeilaart,23033,Nee,Onderwijskansarmoede-indicator (OKI),2020,440,620,0.709677
Hoeilaart,23033,Nee,Onderwijskansarmoede-indicator (OKI),2021,459,604,0.759934
Kampenhout,23038,Nee,Onderwijskansarmoede-indicator (OKI),2009,328,777,0.422136
Kampenhout,23038,Nee,Onderwijskansarmoede-indicator (OKI),2010,240,761,0.315375
Kampenhout,23038,Nee,Onderwijskansarmoede-indicator (OKI),2011,218,740,0.294595
Kampenhout,23038,Nee,Onderwijskansarmoede-indicator (OKI),2012,242,729,0.331962
Kampenhout,23038,Nee,Onderwijskansarmoede-indicator (OKI),2013,218,758,0.287599
Kampenhout,23038,Nee,Onderwijskansarmoede-indicator (OKI),2014,216,794,0.27204
Kampenhout,23038,Nee,Onderwijskansarmoede-indicator (OKI),2015,242,792,0.305556
Kampenhout,23038,Nee,Onderwijskansarmoede-indicator (OKI),2016,229,770,0.297403
Kampenhout,23038,Nee,Onderwijskansarmoede-indicator (OKI),2017,278,807,0.344486
Kampenhout,23038,Nee,Onderwijskansarmoede-indicator (OKI),2018,280,825,0.339394
Kampenhout,23038,Nee,Onderwijskansarmoede-indicator (OKI),2019,274,787,0.348158
Kampenhout,23038,Nee,Onderwijskansarmoede-indicator (OKI),2020,377,789,0.47782
Kampenhout,23038,Nee,Onderwijskansarmoede-indicator (OKI),2021,408,813,0.501845
Kapelle-op-den-Bos,23039,Nee,Onderwijskansarmoede-indicator (OKI),2009,117,495,0.236364
Kapelle-op-den-Bos,23039,Nee,Onderwijskansarmoede-indicator (OKI),2010,148,520,0.284615
Kapelle-op-den-Bos,23039,Nee,Onderwijskansarmoede-indicator (OKI),2011,153,520,0.294231
Kapelle-op-den-Bos,23039,Nee,Onderwijskansarmoede-indicator (OKI),2012,152,526,0.288973
Kapelle-op-den-Bos,23039,Nee,Onderwijskansarmoede-indicator (OKI),2013,166,527,0.314991
Kapelle-op-den-Bos,23039,Nee,Onderwijskansarmoede-indicator (OKI),2014,162,548,0.29562
Kapelle-op-den-Bos,23039,Nee,Onderwijskansarmoede-indicator (OKI),2015,219,566,0.386926
Kapelle-op-den-Bos,23039,Nee,Onderwijskansarmoede-indicator (OKI),2016,255,615,0.414634
Kapelle-op-den-Bos,23039,Nee,Onderwijskansarmoede-indicator (OKI),2017,280,638,0.438871
Kapelle-op-den-Bos,23039,Nee,Onderwijskansarmoede-indicator (OKI),2018,305,626,0.48722
Kapelle-op-den-Bos,23039,Nee,Onderwijskansarmoede-indicator (OKI),2019,337,622,0.541801
Kapelle-op-den-Bos,23039,Nee,Onderwijskansarmoede-indicator (OKI),2020,423,607,0.69687
Kapelle-op-den-Bos,23039,Nee,Onderwijskansarmoede-indicator (OKI),2021,414,630,0.657143
Liedekerke,23044,Nee,Onderwijskansarmoede-indicator (OKI),2009,511,712,0.717697
Liedekerke,23044,Nee,Onderwijskansarmoede-indicator (OKI),2010,582,754,0.771883
Liedekerke,23044,Nee,Onderwijskansarmoede-indicator (OKI),2011,576,755,0.762914
Liedekerke,23044,Nee,Onderwijskansarmoede-indicator (OKI),2012,581,754,0.770557
Liedekerke,23044,Nee,Onderwijskansarmoede-indicator (OKI),2013,618,751,0.822903
Liedekerke,23044,Nee,Onderwijskansarmoede-indicator (OKI),2014,658,793,0.82976
Liedekerke,23044,Nee,Onderwijskansarmoede-indicator (OKI),2015,701,807,0.868649
Liedekerke,23044,Nee,Onderwijskansarmoede-indicator (OKI),2016,727,811,0.896424
Liedekerke,23044,Nee,Onderwijskansarmoede-indicator (OKI),2017,772,859,0.898719
Liedekerke,23044,Nee,Onderwijskansarmoede-indicator (OKI),2018,877,933,0.939979
Liedekerke,23044,Nee,Onderwijskansarmoede-indicator (OKI),2019,891,938,0.949893
Liedekerke,23044,Nee,Onderwijskansarmoede-indicator (OKI),2020,1095,992,1.10383
Liedekerke,23044,Nee,Onderwijskansarmoede-indicator (OKI),2021,1143,988,1.15688
Londerzeel,23045,Nee,Onderwijskansarmoede-indicator (OKI),2009,266,1042,0.255278
Londerzeel,23045,Nee,Onderwijskansarmoede-indicator (OKI),2010,286,1051,0.272122
Londerzeel,23045,Nee,Onderwijskansarmoede-indicator (OKI),2011,287,1046,0.274379
Londerzeel,23045,Nee,Onderwijskansarmoede-indicator (OKI),2012,302,1058,0.285444
Londerzeel,23045,Nee,Onderwijskansarmoede-indicator (OKI),2013,306,1077,0.284123
Londerzeel,23045,Nee,Onderwijskansarmoede-indicator (OKI),2014,333,1123,0.296527
Londerzeel,23045,Nee,Onderwijskansarmoede-indicator (OKI),2015,346,1146,0.30192
Londerzeel,23045,Nee,Onderwijskansarmoede-indicator (OKI),2016,386,1166,0.331046
Londerzeel,23045,Nee,Onderwijskansarmoede-indicator (OKI),2017,402,1182,0.340102
Londerzeel,23045,Nee,Onderwijskansarmoede-indicator (OKI),2018,486,1188,0.409091
Londerzeel,23045,Nee,Onderwijskansarmoede-indicator (OKI),2019,567,1225,0.462857
Londerzeel,23045,Nee,Onderwijskansarmoede-indicator (OKI),2020,753,1197,0.629073
Londerzeel,23045,Nee,Onderwijskansarmoede-indicator (OKI),2021,790,1215,0.650206
Machelen,23047,Nee,Onderwijskansarmoede-indicator (OKI),2009,960,737,1.30258
Machelen,23047,Nee,Onderwijskansarmoede-indicator (OKI),2010,939,753,1.24701
Machelen,23047,Nee,Onderwijskansarmoede-indicator (OKI),2011,1127,769,1.46554
Machelen,23047,Nee,Onderwijskansarmoede-indicator (OKI),2012,1165,804,1.449
Machelen,23047,Nee,Onderwijskansarmoede-indicator (OKI),2013,1172,852,1.37559
Machelen,23047,Nee,Onderwijskansarmoede-indicator (OKI),2014,1434,854,1.67916
Machelen,23047,Nee,Onderwijskansarmoede-indicator (OKI),2015,1514,906,1.67108
Machelen,23047,Nee,Onderwijskansarmoede-indicator (OKI),2016,1514,948,1.59705
Machelen,23047,Nee,Onderwijskansarmoede-indicator (OKI),2017,1644,1002,1.64072
Machelen,23047,Nee,Onderwijskansarmoede-indicator (OKI),2018,1908,989,1.92922
Machelen,23047,Nee,Onderwijskansarmoede-indicator (OKI),2019,2006,998,2.01002
Machelen,23047,Nee,Onderwijskansarmoede-indicator (OKI),2020,2295,1027,2.23466
Machelen,23047,Nee,Onderwijskansarmoede-indicator (OKI),2021,2403,1055,2.27773
Meise,23050,Nee,Onderwijskansarmoede-indicator (OKI),2009,584,1154,0.506066
Meise,23050,Nee,Onderwijskansarmoede-indicator (OKI),2010,595,1097,0.542388
Meise,23050,Nee,Onderwijskansarmoede-indicator (OKI),2011,597,1049,0.569113
Meise,23050,Nee,Onderwijskansarmoede-indicator (OKI),2012,545,1050,0.519048
Meise,23050,Nee,Onderwijskansarmoede-indicator (OKI),2013,565,1021,0.553379
Meise,23050,Nee,Onderwijskansarmoede-indicator (OKI),2014,507,1016,0.499016
Meise,23050,Nee,Onderwijskansarmoede-indicator (OKI),2015,534,1010,0.528713
Meise,23050,Nee,Onderwijskansarmoede-indicator (OKI),2016,576,1043,0.552253
Meise,23050,Nee,Onderwijskansarmoede-indicator (OKI),2017,632,1085,0.582488
Meise,23050,Nee,Onderwijskansarmoede-indicator (OKI),2018,709,1136,0.62412
Meise,23050,Nee,Onderwijskansarmoede-indicator (OKI),2019,752,1159,0.648835
Meise,23050,Nee,Onderwijskansarmoede-indicator (OKI),2020,982,1198,0.819699
Meise,23050,Nee,Onderwijskansarmoede-indicator (OKI),2021,877,1204,0.728405
Merchtem,23052,Nee,Onderwijskansarmoede-indicator (OKI),2009,374,924,0.404762
Merchtem,23052,Nee,Onderwijskansarmoede-indicator (OKI),2010,358,936,0.382479
Merchtem,23052,Nee,Onderwijskansarmoede-indicator (OKI),2011,336,881,0.381385
Merchtem,23052,Nee,Onderwijskansarmoede-indicator (OKI),2012,347,875,0.396571
Merchtem,23052,Nee,Onderwijskansarmoede-indicator (OKI),2013,352,880,0.4
Merchtem,23052,Nee,Onderwijskansarmoede-indicator (OKI),2014,421,865,0.486705
Merchtem,23052,Nee,Onderwijskansarmoede-indicator (OKI),2015,467,877,0.532497
Merchtem,23052,Nee,Onderwijskansarmoede-indicator (OKI),2016,561,928,0.604526
Merchtem,23052,Nee,Onderwijskansarmoede-indicator (OKI),2017,582,971,0.599382
Merchtem,23052,Nee,Onderwijskansarmoede-indicator (OKI),2018,648,994,0.651911
Merchtem,23052,Nee,Onderwijskansarmoede-indicator (OKI),2019,657,995,0.660302
Merchtem,23052,Nee,Onderwijskansarmoede-indicator (OKI),2020,860,1032,0.833333
Merchtem,23052,Nee,Onderwijskansarmoede-indicator (OKI),2021,921,1075,0.856744
Opwijk,23060,Nee,Onderwijskansarmoede-indicator (OKI),2009,257,789,0.325729
Opwijk,23060,Nee,Onderwijskansarmoede-indicator (OKI),2010,248,799,0.310388
Opwijk,23060,Nee,Onderwijskansarmoede-indicator (OKI),2011,254,818,0.310513
Opwijk,23060,Nee,Onderwijskansarmoede-indicator (OKI),2012,290,873,0.332188
Opwijk,23060,Nee,Onderwijskansarmoede-indicator (OKI),2013,306,907,0.337376
Opwijk,23060,Nee,Onderwijskansarmoede-indicator (OKI),2014,307,983,0.312309
Opwijk,23060,Nee,Onderwijskansarmoede-indicator (OKI),2015,349,1055,0.330806
Opwijk,23060,Nee,Onderwijskansarmoede-indicator (OKI),2016,395,1102,0.358439
Opwijk,23060,Nee,Onderwijskansarmoede-indicator (OKI),2017,389,1124,0.346085
Opwijk,23060,Nee,Onderwijskansarmoede-indicator (OKI),2018,432,1118,0.386404
Opwijk,23060,Nee,Onderwijskansarmoede-indicator (OKI),2019,489,1139,0.429324
Opwijk,23060,Nee,Onderwijskansarmoede-indicator (OKI),2020,627,1116,0.561828
Opwijk,23060,Nee,Onderwijskansarmoede-indicator (OKI),2021,643,1077,0.597029
Overijse,23062,Nee,Onderwijskansarmoede-indicator (OKI),2009,601,1251,0.480416
Overijse,23062,Nee,Onderwijskansarmoede-indicator (OKI),2010,685,1239,0.552865
Overijse,23062,Nee,Onderwijskansarmoede-indicator (OKI),2011,665,1204,0.552326
Overijse,23062,Nee,Onderwijskansarmoede-indicator (OKI),2012,639,1179,0.541985
Overijse,23062,Nee,Onderwijskansarmoede-indicator (OKI),2013,723,1234,0.5859
Overijse,23062,Nee,Onderwijskansarmoede-indicator (OKI),2014,695,1239,0.560936
Overijse,23062,Nee,Onderwijskansarmoede-indicator (OKI),2015,748,1260,0.593651
Overijse,23062,Nee,Onderwijskansarmoede-indicator (OKI),2016,794,1284,0.61838
Overijse,23062,Nee,Onderwijskansarmoede-indicator (OKI),2017,802,1319,0.608036
Overijse,23062,Nee,Onderwijskansarmoede-indicator (OKI),2018,819,1303,0.62855
Overijse,23062,Nee,Onderwijskansarmoede-indicator (OKI),2019,859,1274,0.674254
Overijse,23062,Nee,Onderwijskansarmoede-indicator (OKI),2020,946,1235,0.765992
Overijse,23062,Nee,Onderwijskansarmoede-indicator (OKI),2021,987,1245,0.792771
Pepingen,23064,Nee,Onderwijskansarmoede-indicator (OKI),2009,78,308,0.253247
Pepingen,23064,Nee,Onderwijskansarmoede-indicator (OKI),2010,63,314,0.200637
Pepingen,23064,Nee,Onderwijskansarmoede-indicator (OKI),2011,80,314,0.254777
Pepingen,23064,Nee,Onderwijskansarmoede-indicator (OKI),2012,68,316,0.21519
Pepingen,23064,Nee,Onderwijskansarmoede-indicator (OKI),2013,66,297,0.222222
Pepingen,23064,Nee,Onderwijskansarmoede-indicator (OKI),2014,59,289,0.204152
Pepingen,23064,Nee,Onderwijskansarmoede-indicator (OKI),2015,90,293,0.307167
Pepingen,23064,Nee,Onderwijskansarmoede-indicator (OKI),2016,90,282,0.319149
Pepingen,23064,Nee,Onderwijskansarmoede-indicator (OKI),2017,55,279,0.197133
Pepingen,23064,Nee,Onderwijskansarmoede-indicator (OKI),2018,59,282,0.20922
Pepingen,23064,Nee,Onderwijskansarmoede-indicator (OKI),2019,95,284,0.334507
Pepingen,23064,Nee,Onderwijskansarmoede-indicator (OKI),2020,170,295,0.576271
Pepingen,23064,Nee,Onderwijskansarmoede-indicator (OKI),2021,146,283,0.515901
Sint-Pieters-Leeuw,23077,Nee,Onderwijskansarmoede-indicator (OKI),2009,1896,1482,1.27935
Sint-Pieters-Leeuw,23077,Nee,Onderwijskansarmoede-indicator (OKI),2010,1910,1477,1.29316
Sint-Pieters-Leeuw,23077,Nee,Onderwijskansarmoede-indicator (OKI),2011,1956,1479,1.32252
Sint-Pieters-Leeuw,23077,Nee,Onderwijskansarmoede-indicator (OKI),2012,2040,1532,1.33159
Sint-Pieters-Leeuw,23077,Nee,Onderwijskansarmoede-indicator (OKI),2013,2193,1575,1.39238
Sint-Pieters-Leeuw,23077,Nee,Onderwijskansarmoede-indicator (OKI),2014,2345,1639,1.43075
Sint-Pieters-Leeuw,23077,Nee,Onderwijskansarmoede-indicator (OKI),2015,2348,1696,1.38443
Sint-Pieters-Leeuw,23077,Nee,Onderwijskansarmoede-indicator (OKI),2016,2497,1724,1.44838
Sint-Pieters-Leeuw,23077,Nee,Onderwijskansarmoede-indicator (OKI),2017,2598,1782,1.45791
Sint-Pieters-Leeuw,23077,Nee,Onderwijskansarmoede-indicator (OKI),2018,2800,1859,1.50619
Sint-Pieters-Leeuw,23077,Nee,Onderwijskansarmoede-indicator (OKI),2019,2925,1886,1.5509
Sint-Pieters-Leeuw,23077,Nee,Onderwijskansarmoede-indicator (OKI),2020,3319,1912,1.73588
Sint-Pieters-Leeuw,23077,Nee,Onderwijskansarmoede-indicator (OKI),2021,3543,1942,1.82441
