Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Aantal actieve budgetmeters elektriciteit en aardgas,Aantal toegangspunten elektricteit en aardgas,Verhouding per 1000 toegangspunten
Meerhout,13021,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,23,2235,10.2908
Meerhout,13021,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,41,4176,9.81801
Meerhout,13021,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,25,2287,10.9314
Meerhout,13021,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,48,4201,11.4259
Meerhout,13021,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,30,2357,12.728
Meerhout,13021,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,48,4245,11.3074
Meerhout,13021,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,31,2429,12.7625
Meerhout,13021,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,49,4294,11.4113
Meerhout,13021,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,27,2473,10.9179
Meerhout,13021,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,48,4304,11.1524
Meerhout,13021,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,33,2525,13.0693
Meerhout,13021,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,54,4315,12.5145
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,13,2124,6.12053
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,0,3706,0.0
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,15,2209,6.7904
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,3,3112,0.96401
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,17,2228,7.63016
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,20,3130,6.38978
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,11,2250,4.88889
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,27,3145,8.58506
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,15,2292,6.5445
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,25,3171,7.88395
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,18,2303,7.81589
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,24,3182,7.54243
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,23,2334,9.85433
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,27,3220,8.38509
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,20,2376,8.41751
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,27,3256,8.29238
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,18,2412,7.46269
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,28,3285,8.52359
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,14,2416,5.7947
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,28,3329,8.41093
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,14,2431,5.75895
Merksplas,13023,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,27,3334,8.09838
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,102,7881,12.9425
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,178,14381,12.3774
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,128,8182,15.6441
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,195,14399,13.5426
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,118,8583,13.7481
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,183,14615,12.5214
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,135,8862,15.2336
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,192,14732,13.0329
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,136,9174,14.8245
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,196,14914,13.142
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,134,9474,14.144
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,206,15086,13.655
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,148,9746,15.1857
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,222,15238,14.5688
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,157,9968,15.7504
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,228,15421,14.785
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,137,10269,13.3411
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,219,15683,13.9642
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,135,10494,12.8645
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,198,15903,12.4505
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,131,10850,12.0737
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,191,3,63666.7
Mol,13025,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,191,16234,11.7654
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,37,3115,11.878
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,64,4818,13.2835
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,40,3228,12.3916
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,66,4861,13.5775
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,38,3299,11.5186
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,56,4861,11.5203
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,45,3405,13.2159
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,64,4913,13.0267
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,49,3489,14.0441
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,70,4951,14.1386
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,45,3548,12.6832
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,65,4992,13.0208
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,44,3629,12.1246
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,61,5030,12.1272
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,46,3671,12.5306
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,58,5038,11.5125
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,46,3759,12.2373
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,57,5105,11.1655
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,43,3832,11.2213
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,54,5161,10.4631
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,41,3883,10.5588
Olen,13029,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,49,5198,9.4267
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,16,3504,4.56621
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,30,4938,6.07533
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,22,3596,6.11791
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,39,4991,7.81407
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,24,3704,6.47948
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,33,5055,6.52819
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,19,3807,4.99081
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,31,5110,6.06654
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,18,3917,4.59535
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,29,5202,5.57478
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,22,4012,5.48355
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,29,5264,5.50912
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,24,4081,5.88091
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,29,5322,5.44908
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,26,4146,6.2711
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,32,5360,5.97015
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,19,4253,4.46743
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,29,5458,5.3133
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,21,4344,4.83425
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,30,5554,5.40151
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,23,4432,5.18953
Oud-Turnhout,13031,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,33,5618,5.87398
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,38,3297,11.5256
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,71,5373,13.2142
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,49,3378,14.5056
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,72,5382,13.3779
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,48,3471,13.8289
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,69,5437,12.6908
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,52,3586,14.5008
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,70,5500,12.7273
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,47,3656,12.8556
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,73,5525,13.2127
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,49,3753,13.0562
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,80,5594,14.301
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,44,3837,11.4673
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,73,5641,12.941
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,45,3900,11.5385
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,65,5664,11.476
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,32,4013,7.97408
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,48,5759,8.33478
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,40,4123,9.70167
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,55,5858,9.38887
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,10,1029,9.71817
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,10,1337,7.47943
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,10,1860,5.37634
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,12,1029,11.6618
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,12,1337,8.97532
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,12,1860,6.45161
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,18,1029,17.4927
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,18,1337,13.463
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,18,1860,9.67742
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,13,1560,8.33333
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,13,1899,6.84571
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,13,2484,5.23349
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,19,1560,12.1795
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,19,1899,10.0053
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,19,2484,7.64895
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,22,1560,14.1026
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,22,1899,11.585
Ravels,13035,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,22,2484,8.85668
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,33,2433,13.5635
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,39,4206,9.27247
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,33,2490,13.253
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,41,4228,9.69726
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,32,2593,12.3409
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,38,4285,8.86814
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,29,2641,10.9807
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,41,4293,9.55043
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,27,2713,9.95208
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,35,4330,8.08314
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,23,2774,8.29128
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,36,4361,8.25499
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,28,2861,9.78679
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,37,4415,8.38052
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,31,2939,10.5478
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,42,4476,9.38338
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,26,3025,8.59504
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,37,4550,8.13187
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,24,3068,7.82269
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,38,4603,8.25549
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,23,3162,7.27388
Retie,13036,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,31,4700,6.59574
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,40,2899,13.7979
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,57,4440,12.8378
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,41,2967,13.8187
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,62,4466,13.8827
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,32,3021,10.5925
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,50,4491,11.1334
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,33,3106,10.6246
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,58,4555,12.7333
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,32,3183,10.0534
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,52,4626,11.2408
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,32,3216,9.95025
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,53,4643,11.415
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,40,3295,12.1396
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,58,4721,12.2855
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,39,3346,11.6557
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,58,4761,12.1823
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,39,3395,11.4875
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,51,4791,10.645
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,34,3435,9.89811
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,48,4788,10.0251
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,31,3505,8.84451
Rijkevorsel,13037,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,43,4849,8.86781
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2011,322,16233,19.8361
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,433,18534,23.3625
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2012,369,16416,22.4781
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,461,18715,24.6326
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2013,346,16603,20.8396
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,449,18839,23.8335
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2014,344,16788,20.4908
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,425,18968,22.4062
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2015,341,17020,20.0353
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,398,19176,20.7551
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2016,340,17211,19.7548
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,396,19381,20.4324
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2017,347,17378,19.9678
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,417,19616,21.2582
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2018,335,17596,19.0384
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,416,19865,20.9414
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2019,303,17817,17.0062
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,373,20136,18.524
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2020,298,18076,16.4859
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,351,20478,17.1403
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,292,18332,15.9284
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,361,1,361000.0
Turnhout,13040,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,361,20790,17.3641
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,11,2054,5.3554
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,30,3169,9.46671
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,16,2070,7.72947
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,35,3175,11.0236
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,19,2117,8.97496
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,35,3189,10.9752
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,20,2156,9.27644
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,31,3217,9.63631
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,24,2195,10.9339
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,28,3236,8.65266
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,21,2260,9.29204
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,35,3270,10.7034
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,29,2288,12.6748
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,35,3300,10.6061
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,25,2347,10.6519
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,31,3323,9.32892
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,18,2400,7.5
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,27,3381,7.9858
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,13,2428,5.3542
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,25,3415,7.32064
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,9,2436,3.69458
Vorselaar,13044,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,26,3422,7.5979
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,17,3379,5.03107
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,20,4107,4.86973
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,18,3480,5.17241
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,21,4180,5.02392
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,18,3529,5.1006
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,26,4228,6.14948
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,22,3571,6.16074
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,25,4285,5.83431
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,16,3581,4.46803
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,20,4294,4.65766
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,16,3626,4.41258
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,21,4323,4.85774
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,17,3675,4.62585
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,21,4379,4.79562
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,13,3765,3.45286
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,22,4474,4.9173
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,17,3820,4.45026
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,23,4506,5.10431
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,14,3898,3.59159
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,19,4588,4.14124
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,14,3965,3.5309
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,22,3,7333.33
Vosselaar,13046,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,22,4658,4.72306
Westerlo,13049,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,70,5975,11.7155
Westerlo,13049,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,119,9856,12.0739
Westerlo,13049,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,78,6077,12.8353
Westerlo,13049,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,119,9852,12.0788
Westerlo,13049,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,71,6224,11.4075
Westerlo,13049,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,105,9887,10.62
Westerlo,13049,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,74,6344,11.6646
Westerlo,13049,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,109,9963,10.9405
Westerlo,13049,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,67,6491,10.322
Westerlo,13049,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,96,10078,9.5257
Westerlo,13049,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,77,6574,11.7128
Westerlo,13049,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,107,10114,10.5794
Westerlo,13049,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,74,6706,11.0349
Westerlo,13049,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,109,10241,10.6435
Westerlo,13049,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,74,6866,10.7777
Westerlo,13049,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,117,10311,11.3471
