Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Totaal netto belastbaar inkomen (in miljoen euro),Aantal inwoners,"Gemiddeld inkomen (in euro), per inwoner"
Ham,71069,Nee,"Gemiddeld inkomen, per inwoner",2016,195.378,10618,18400.6
Ham,71069,Nee,"Gemiddeld inkomen, per inwoner",2017,204.085,10733,19014.8
Ham,71069,Nee,"Gemiddeld inkomen, per inwoner",2018,211.352,10824,19526.3
Ham,71069,Nee,"Gemiddeld inkomen, per inwoner",2019,216.221,10897,19842.3
Ham,71069,Nee,"Gemiddeld inkomen, per inwoner",2020,227.673,10977,20740.9
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",1997,260.88,29570,8822.46
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",1998,277.23,29699,9334.66
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",1999,288.73,29849,9673.02
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2000,312.82,30105,10391.0
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2001,328.3,30183,10877.0
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2002,347.53,30269,11481.4
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2003,354.807,30513,11628.1
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2004,376.522,30541,12328.4
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2005,386.847,30648,12622.3
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2006,407.348,30769,13238.9
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2007,427.109,31017,13770.1
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2008,448.713,31278,14346.0
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2009,460.653,31473,14636.4
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2010,464.943,31526,14747.9
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2011,489.234,31875,15348.5
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2012,503.025,32003,15718.1
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2013,523.204,32132,16282.9
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2014,558.579,32381,17250.2
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2015,562.148,32774,17152.3
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2016,564.835,33011,17110.5
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2017,584.758,33156,17636.6
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2018,606.629,33406,18159.3
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2019,621.087,33708,18425.5
Heusden-Zolder,71070,Nee,"Gemiddeld inkomen, per inwoner",2020,652.132,33892,19241.5
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",1997,99.41,11589,8577.96
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",1998,103.76,11690,8875.96
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",1999,108.42,11721,9250.06
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2000,112.54,11887,9467.49
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2001,119.14,11925,9990.78
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2002,126.68,11981,10573.4
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2003,135.223,12104,11171.7
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2004,145.113,12186,11908.2
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2005,151.107,12232,12353.4
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2006,159.107,12355,12878.0
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2007,164.716,12509,13167.8
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2008,170.959,12566,13604.9
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2009,176.171,12625,13954.2
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2010,181.546,12636,14367.4
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2011,188.137,12693,14822.1
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2012,194.756,12729,15300.2
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2013,202.383,12830,15774.2
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2014,213.426,12850,16609.0
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2015,214.907,12869,16699.6
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2016,218.84,12917,16942.0
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2017,226.966,12949,17527.7
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2018,231.09,13085,17660.7
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2019,238.128,13110,18163.9
Bocholt,72003,Nee,"Gemiddeld inkomen, per inwoner",2020,247.042,13144,18795.1
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",1997,126.7,13783,9192.48
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",1998,130.22,13831,9415.08
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",1999,136.86,13945,9814.27
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2000,143.84,14001,10273.6
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2001,154.82,14046,11022.4
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2002,166.03,14150,11733.6
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2003,173.531,14223,12200.7
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2004,185.357,14289,12972.0
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2005,194.321,14421,13474.9
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2006,201.443,14503,13889.8
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2007,208.088,14515,14336.1
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2008,222.485,14774,15059.2
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2009,227.698,15013,15166.7
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2010,239.061,15173,15755.7
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2011,243.196,15238,15959.8
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2012,250.246,15379,16271.9
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2013,259.989,15434,16845.2
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2014,275.892,15547,17745.7
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2015,273.473,15660,17463.2
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2016,279.721,15785,17720.7
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2017,289.264,15911,18180.1
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2018,297.423,16005,18583.1
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2019,301.69,16085,18756.0
Bree,72004,Nee,"Gemiddeld inkomen, per inwoner",2020,313.209,16169,19370.9
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",1997,94.57,11539,8195.68
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",1998,99.45,11634,8548.22
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",1999,103.27,11673,8846.91
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2000,103.22,11749,8785.43
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2001,114.17,11844,9639.48
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2002,120.49,11894,10130.3
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2003,129.409,11913,10862.8
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2004,137.328,11928,11513.1
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2005,144.459,11997,12041.3
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2006,153.005,11977,12774.9
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2007,157.656,12098,13031.6
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2008,165.131,12121,13623.5
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2009,171.371,12156,14097.6
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2010,174.411,12227,14264.5
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2011,179.192,12279,14593.4
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2012,185.809,12252,15165.6
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2013,191.613,12338,15530.3
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2014,202.653,12373,16378.6
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2015,202.022,12348,16360.7
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2016,203.769,12309,16554.5
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2017,210.088,12277,17112.3
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2018,212.877,12233,17401.8
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2019,219.865,12174,18060.2
Kinrooi,72018,Nee,"Gemiddeld inkomen, per inwoner",2020,228.817,12206,18746.3
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",1997,282.75,29644,9538.19
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",1998,292.9,29946,9780.94
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",1999,305.85,30150,10144.3
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2000,326.31,30433,10722.2
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2001,340.27,30711,11079.7
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2002,356.09,30947,11506.4
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2003,379.226,31299,12116.2
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2004,399.496,31436,12708.2
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2005,410.646,31616,12988.5
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2006,434.606,31898,13624.9
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2007,449.579,32141,13987.7
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2008,478.191,32415,14752.2
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2009,493.271,32703,15083.4
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2010,503.954,32917,15309.9
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2011,526.079,33193,15849.1
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2012,543.979,33409,16282.4
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2013,568.549,33636,16903.0
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2014,590.589,33744,17502.0
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2015,593.053,33852,17519.0
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2016,600.116,33957,17672.8
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2017,614.417,33996,18073.2
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2018,639.729,34044,18791.3
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2019,651.057,34079,19104.3
Lommel,72020,Nee,"Gemiddeld inkomen, per inwoner",2020,674.018,34245,19682.2
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",1997,206.25,22463,9181.77
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",1998,215.65,22575,9552.6
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",1999,223.05,22673,9837.69
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2000,231.42,22852,10126.9
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2001,253.93,23123,10981.7
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2002,263.3,23193,11352.6
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2003,281.651,23360,12057.0
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2004,292.369,23504,12439.1
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2005,307.376,23564,13044.3
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2006,328.86,23631,13916.5
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2007,337.866,23879,14149.1
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2008,360.977,24145,14950.4
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2009,371.052,24457,15171.6
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2010,377.22,24570,15352.9
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2011,391.218,24724,15823.4
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2012,404.669,24828,16298.9
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2013,414.108,24891,16636.9
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2014,441.772,24969,17692.8
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2015,439.286,25115,17491.0
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2016,436.231,25133,17356.9
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2017,453.167,25233,17959.3
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2018,464.152,25201,18418.0
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2019,475.189,25317,18769.6
Maaseik,72021,Nee,"Gemiddeld inkomen, per inwoner",2020,495.816,25310,19589.7
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",1997,130.64,14801,8826.43
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",1998,138.06,14960,9228.61
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",1999,143.77,15081,9533.19
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2000,153.3,15251,10051.8
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2001,164.1,15347,10692.6
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2002,171.7,15521,11062.4
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2003,184.185,15533,11857.7
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2004,197.348,15607,12644.9
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2005,206.354,15723,13124.3
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2006,218.79,15810,13838.7
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2007,226.767,15943,14223.6
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2008,236.373,15998,14775.2
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2009,241.8,16098,15020.5
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2010,247.124,16157,15295.2
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2011,256.662,16168,15874.7
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2012,263.687,16194,16283.0
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2013,270.897,16230,16691.2
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2014,285.236,16185,17623.5
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2015,284.838,16284,17491.9
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2016,287.529,16312,17626.8
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2017,298.311,16427,18159.8
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2018,304.762,16406,18576.2
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2019,306.804,16357,18756.7
Peer,72030,Nee,"Gemiddeld inkomen, per inwoner",2020,320.93,16298,19691.4
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",1997,110.91,13418,8265.76
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",1998,117.77,13485,8733.41
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",1999,121.64,13580,8957.29
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2000,124.57,13585,9169.67
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2001,135.63,13576,9990.42
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2002,138.36,13653,10134.0
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2003,154.924,13684,11321.5
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2004,164.425,13755,11953.8
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2005,167.094,13779,12126.7
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2006,176.72,13770,12833.7
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2007,182.622,13863,13173.4
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2008,191.663,13903,13785.7
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2009,197.363,14057,14040.2
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2010,200.904,14094,14254.6
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2011,208.058,14180,14672.6
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2012,213.346,14225,14997.9
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2013,219.804,14271,15402.1
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2014,228.204,14265,15997.5
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2015,234.709,14371,16332.1
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2016,235.991,14356,16438.5
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2017,246.204,14427,17065.5
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2018,247.733,14427,17171.5
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2019,255.306,14369,17767.8
Hamont-Achel,72037,Nee,"Gemiddeld inkomen, per inwoner",2020,268.234,14299,18758.9
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",1997,99.18,10998,9018.0
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",1998,106.27,11104,9570.42
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",1999,112.32,11159,10065.4
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2000,116.58,11149,10456.5
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2001,123.19,11232,10967.8
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2002,130.14,11213,11606.2
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2003,132.076,11230,11761.0
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2004,140.433,11345,12378.4
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2005,145.823,11455,12730.1
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2006,152.911,11473,13327.9
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2007,161.13,11517,13990.6
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2008,170.672,11604,14708.0
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2009,178.494,11753,15187.1
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2010,180.387,11838,15238.0
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2011,188.151,11847,15881.7
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2012,195.931,11940,16409.7
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2013,201.201,12009,16754.2
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2014,214.01,12166,17590.8
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2015,216.05,12266,17613.7
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2016,218.621,12294,17782.8
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2017,222.403,12276,18116.9
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2018,229.276,12290,18655.5
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2019,235.961,12419,19000.0
Hechtel-Eksel,72038,Nee,"Gemiddeld inkomen, per inwoner",2020,245.939,12510,19659.4
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",1997,251.31,28761,8737.87
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",1998,265.62,28916,9185.92
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",1999,275.39,29105,9461.95
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2000,294.61,29215,10084.2
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2001,322.48,29270,11017.4
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2002,326.92,29438,11105.4
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2003,338.146,29416,11495.3
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2004,349.56,29607,11806.7
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2005,361.38,29802,12126.0
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2006,379.677,29945,12679.1
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2007,393.008,30050,13078.5
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2008,414.878,29999,13829.7
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2009,423.299,30120,14053.8
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2010,424.639,30126,14095.4
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2011,446.663,30318,14732.6
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2012,455.047,30356,14990.4
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2013,473.364,30515,15512.5
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2014,505.298,30623,16500.6
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2015,494.382,30666,16121.5
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2016,493.439,30592,16129.7
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2017,511.324,30601,16709.4
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2018,524.672,30623,17133.3
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2019,535.647,30655,17473.4
Houthalen-Helchteren,72039,Nee,"Gemiddeld inkomen, per inwoner",2020,563.092,30550,18431.8
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",1997,154.78,17738,8725.9
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",1998,162.68,17957,9059.42
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",1999,169.78,18069,9396.2
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2000,177.54,18187,9761.92
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2001,190.73,18364,10386.1
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2002,200.59,18486,10850.9
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2003,210.332,18626,11292.4
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2004,228.182,18705,12199.0
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2005,232.077,18921,12265.6
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2006,249.186,19106,13042.3
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2007,256.67,19171,13388.4
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2008,272.509,19306,14115.2
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2009,280.96,19462,14436.3
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2010,285.022,19663,14495.4
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2011,296.978,19837,14970.9
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2012,302.878,19947,15184.1
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2013,312.605,19929,15685.9
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2014,337.111,20028,16832.0
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2015,337.794,20199,16723.3
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2016,336.67,20287,16595.4
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2017,348.46,20310,17157.1
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2018,360.549,20454,17627.3
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2019,372.435,20590,18088.1
Dilsen-Stokkem,72041,Nee,"Gemiddeld inkomen, per inwoner",2020,386.928,20693,18698.5
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",1997,193.68,21086,9185.24
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",1998,203.92,21361,9546.37
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",1999,214.1,21518,9949.81
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2000,224.82,21644,10387.2
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2001,241.48,21766,11094.4
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2002,251.94,21771,11572.3
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2003,260.926,21843,11945.5
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2004,277.044,21858,12674.7
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2005,287.772,21921,13127.7
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2006,302.93,22190,13651.6
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2007,315.047,22329,14109.3
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2008,328.97,22471,14639.8
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2009,340.42,22684,15007.0
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2010,345.345,22885,15090.5
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2011,361.347,23012,15702.6
Oudsbergen,72042,Nee,"Gemiddeld inkomen, per inwoner",2012,375.447,23122,16237.6
