Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Totaal netto belastbaar inkomen (in miljoen euro),Aantal inwoners,"Gemiddeld inkomen (in euro), per inwoner"
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",1998,189.79,17085,11108.6
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",1999,194.22,17288,11234.4
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2000,196.95,17260,11410.8
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2001,222.47,17342,12828.4
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2002,223.54,17369,12870.1
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2003,240.345,17410,13805.0
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2004,255.546,17396,14689.9
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2005,258.003,17440,14793.7
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2006,272.019,17489,15553.7
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2007,291.32,17504,16643.1
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2008,295.463,17574,16812.5
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2009,303.455,17587,17254.5
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2010,308.813,17731,17416.6
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2011,321.802,17952,17925.7
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2012,333.212,18126,18383.1
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2013,340.494,18184,18724.9
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2014,362.197,18165,19939.3
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2015,365.179,18192,20073.6
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2016,372.794,18336,20331.3
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2017,388.894,18490,21032.7
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2018,404.457,18608,21735.7
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2019,413.658,18695,22126.7
Kalmthout,11022,Nee,"Gemiddeld inkomen, per inwoner",2020,433.692,18872,22980.7
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",1997,315.05,25510,12350.1
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",1998,334.7,25539,13105.4
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",1999,346.96,25569,13569.6
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2000,351.9,25671,13708.1
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2001,375.74,25642,14653.3
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2002,391.75,25612,15295.6
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2003,397.784,25881,15369.7
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2004,419.793,25974,16162.0
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2005,446.499,25975,17189.6
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2006,452.717,25948,17447.1
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2007,474.423,26104,18174.4
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2008,490.103,26222,18690.5
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2009,512.992,26297,19507.6
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2010,523.766,26427,19819.4
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2011,529.853,26437,20042.1
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2012,551.942,26546,20791.9
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2013,556.198,26506,20983.8
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2014,586.448,26540,22096.8
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2015,598.316,26702,22407.1
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2016,604.08,26745,22586.6
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2017,618.491,26750,23121.1
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2018,640.956,26771,23942.2
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2019,660.695,26850,24606.9
Kapellen,11023,Nee,"Gemiddeld inkomen, per inwoner",2020,693.275,26981,25694.9
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",1997,238.67,19504,12237.0
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",1998,250.25,19537,12809.0
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",1999,258.52,19616,13179.0
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2000,274.47,19874,13810.5
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2001,288.9,19971,14466.0
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2002,304.4,20059,15175.2
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2003,311.425,20139,15463.8
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2004,319.719,20170,15851.2
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2005,330.648,20246,16331.5
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2006,346.652,20239,17127.9
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2007,363.237,20243,17943.9
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2008,377.634,20297,18605.4
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2009,383.057,20335,18837.3
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2010,392.773,20489,19170.0
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2011,412.721,20584,20050.6
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2012,430.9,20739,20777.3
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2013,437.378,20883,20944.2
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2014,460.808,20913,22034.5
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2015,456.065,20886,21835.9
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2016,471.197,20873,22574.5
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2017,489.058,20952,23341.8
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2018,494.524,21074,23466.1
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2019,509.861,21115,24146.9
Kontich,11024,Nee,"Gemiddeld inkomen, per inwoner",2020,524.267,21203,24726.1
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",1997,88.1,7708,11429.7
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",1998,93.63,7772,12047.1
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",1999,96.93,7839,12365.1
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2000,101.9,7864,12957.8
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2001,110.72,7903,14009.9
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2002,114.78,7973,14396.1
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2003,117.188,7977,14690.8
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2004,120.658,7959,15160.0
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2005,126.292,7979,15828.1
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2006,130.427,7977,16350.4
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2007,138.081,8035,17184.9
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2008,148.203,8089,18321.6
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2009,154.63,8229,18790.9
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2010,157.471,8363,18829.5
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2011,167.685,8522,19676.7
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2012,173.934,8620,20178.0
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2013,181.578,8668,20948.0
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2014,188.374,8752,21523.6
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2015,191.902,8767,21889.1
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2016,194.107,8821,22005.1
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2017,202.13,8781,23019.0
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2018,205.764,8787,23416.9
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2019,209.494,8718,24030.1
Lint,11025,Nee,"Gemiddeld inkomen, per inwoner",2020,212.034,8641,24538.1
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",1997,309.17,25370,12186.4
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",1998,326.48,25197,12957.1
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",1999,332.51,25107,13243.7
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2000,338.35,25086,13487.6
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2001,356.11,24859,14325.2
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2002,366.05,24738,14797.1
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2003,375.764,24669,15232.3
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2004,383.003,24450,15664.7
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2005,393.268,24393,16122.2
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2006,413.849,24427,16942.3
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2007,424.694,24426,17387.0
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2008,442.183,24416,18110.4
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2009,450.86,24658,18284.5
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2010,448.97,24737,18149.7
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2011,465.968,24804,18786.0
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2012,486.608,25143,19353.6
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2013,498.993,25202,19799.7
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2014,515.673,25242,20429.1
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2015,519.93,25356,20505.2
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2016,523.69,25551,20495.9
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2017,544.76,25588,21289.7
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2018,560.446,25824,21702.5
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2019,572.803,26099,21947.3
Mortsel,11029,Nee,"Gemiddeld inkomen, per inwoner",2020,586.31,26157,22415.0
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",1997,84.01,8209,10233.9
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",1998,90.37,8347,10826.6
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",1999,92.21,8418,10953.9
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2000,95.29,8405,11337.3
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2001,102.72,8513,12066.3
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2002,107.42,8555,12556.4
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2003,111.238,8590,12949.7
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2004,118.982,8637,13775.8
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2005,122.753,8714,14086.9
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2006,127.593,8798,14502.5
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2007,135.716,8922,15211.4
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2008,141.999,9154,15512.2
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2009,145.132,9230,15724.0
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2010,149.079,9268,16085.3
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2011,153.087,9387,16308.4
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2012,160.551,9461,16969.8
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2013,166.522,9582,17378.6
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2014,178.98,9833,18202.0
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2015,182.049,9962,18274.3
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2016,183.16,10136,18070.3
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2017,187.902,10236,18357.0
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2018,195.067,10424,18713.3
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2019,200.814,10501,19123.3
Niel,11030,Nee,"Gemiddeld inkomen, per inwoner",2020,209.289,10546,19845.4
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",1997,189.04,17343,10900.1
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",1998,198.33,17463,11357.2
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",1999,207.28,17492,11850.0
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2000,214.49,17575,12204.3
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2001,230.49,17615,13084.9
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2002,238.0,17639,13492.8
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2003,253.19,17562,14416.9
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2004,265.291,17708,14981.4
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2005,274.966,17725,15512.9
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2006,285.268,17827,16002.0
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2007,302.332,17948,16844.9
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2008,317.971,18051,17615.1
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2009,325.513,18124,17960.3
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2010,333.99,18253,18297.8
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2011,352.986,18424,19159.1
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2012,360.838,18463,19543.8
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2013,366.573,18581,19728.4
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2014,387.605,18607,20831.1
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2015,392.734,18696,21006.3
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2016,402.74,18856,21358.7
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2017,414.733,18981,21849.9
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2018,434.069,18981,22868.6
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2019,444.859,19008,23403.8
Ranst,11035,Nee,"Gemiddeld inkomen, per inwoner",2020,458.555,19187,23899.3
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",1997,161.35,14598,11052.9
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",1998,175.42,14550,12056.4
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",1999,182.56,14595,12508.4
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2000,190.98,14583,13096.1
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2001,199.59,14550,13717.5
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2002,210.68,14470,14559.8
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2003,216.49,14489,14941.7
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2004,223.816,14588,15342.5
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2005,228.88,14560,15719.8
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2006,240.017,14628,16408.0
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2007,250.472,14650,17097.1
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2008,258.488,14694,17591.4
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2009,262.666,14657,17920.9
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2010,269.811,14612,18465.1
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2011,281.369,14756,19068.1
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2012,293.732,14876,19745.3
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2013,299.631,14922,20079.8
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2014,309.177,15025,20577.5
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2015,312.027,15118,20639.4
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2016,316.325,15140,20893.3
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2017,323.307,15083,21435.2
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2018,338.859,15114,22420.2
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2019,345.464,15090,22893.5
Rumst,11037,Nee,"Gemiddeld inkomen, per inwoner",2020,353.955,15050,23518.6
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",1997,88.65,7609,11650.7
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",1998,93.45,7766,12033.2
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",1999,93.38,7719,12097.4
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2000,98.23,7743,12686.3
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2001,101.84,7711,13207.1
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2002,108.72,7666,14182.1
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2003,111.911,7670,14590.7
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2004,118.101,7746,15246.7
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2005,118.528,7824,15149.2
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2006,127.019,7806,16272.0
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2007,132.676,7914,16764.7
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2008,137.675,8034,17136.5
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2009,138.669,8072,17179.0
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2010,141.186,8104,17421.7
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2011,147.434,8080,18246.8
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2012,154.311,8088,19079.0
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2013,155.898,8201,19009.6
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2014,165.163,8183,20183.7
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2015,166.499,8208,20285.0
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2016,170.928,8259,20695.9
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2017,177.161,8357,21199.1
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2018,183.208,8433,21725.1
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2019,188.361,8518,22113.3
Schelle,11038,Nee,"Gemiddeld inkomen, per inwoner",2020,192.009,8529,22512.5
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",1997,258.03,19498,13233.7
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",1998,277.2,19424,14271.0
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",1999,293.92,19460,15103.8
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2000,288.74,19562,14760.2
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2001,322.4,19563,16480.1
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2002,328.88,19595,16783.9
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2003,327.457,19586,16718.9
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2004,349.665,19652,17792.8
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2005,350.876,19618,17885.4
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2006,370.779,19575,18941.5
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2007,374.568,19537,19172.2
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2008,390.49,19521,20003.6
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2009,401.047,19541,20523.3
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2010,405.457,19496,20796.9
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2011,418.295,19429,21529.4
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2012,440.986,19472,22647.2
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2013,447.866,19308,23195.9
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2014,463.096,19400,23870.9
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2015,481.223,19375,24837.3
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2016,492.718,19434,25353.4
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2017,501.512,19516,25697.5
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2018,530.048,19585,27064.0
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2019,539.132,19652,27433.9
Schilde,11039,Nee,"Gemiddeld inkomen, per inwoner",2020,545.055,19873,27426.9
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",1997,379.33,32099,11817.5
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",1998,398.28,32355,12309.7
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",1999,410.34,32498,12626.6
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2000,423.72,32733,12944.7
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2001,439.63,32720,13436.1
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2002,462.41,32777,14107.8
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2003,486.169,33063,14704.3
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2004,502.888,33190,15151.8
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2005,512.814,33230,15432.3
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2006,535.829,33160,16158.9
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2007,558.182,33132,16847.2
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2008,573.247,33259,17235.8
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2009,592.333,33247,17816.1
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2010,598.575,33342,17952.6
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2011,622.081,33600,18514.3
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2012,654.758,33766,19391.0
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2013,662.942,33776,19627.6
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2014,701.619,33871,20714.5
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2015,703.47,34016,20680.6
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2016,720.866,34063,21162.7
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2017,753.463,34273,21984.2
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2018,764.815,34462,22193.0
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2019,778.039,34517,22540.7
Schoten,11040,Nee,"Gemiddeld inkomen, per inwoner",2020,792.81,34316,23103.2
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",1997,196.88,16828,11699.5
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",1998,205.77,16935,12150.6
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",1999,218.54,17053,12815.3
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2000,225.63,17143,13161.6
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2001,243.29,17253,14101.3
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2002,266.38,17318,15381.7
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2003,259.708,17312,15001.6
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2004,272.648,17389,15679.3
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2005,282.372,17433,16197.5
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2006,294.771,17589,16758.8
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2007,305.819,17627,17349.5
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2008,319.713,17735,18027.2
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2009,324.773,17833,18211.9
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2010,329.357,17966,18332.2
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2011,338.769,17961,18861.4
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2012,352.977,18028,19579.4
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2013,362.792,18140,19999.6
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2014,377.304,18304,20613.2
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2015,379.884,18407,20638.0
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2016,377.279,18515,20376.9
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2017,391.131,18498,21144.5
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2018,404.039,18529,21805.7
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2019,421.213,18710,22512.7
Stabroek,11044,Nee,"Gemiddeld inkomen, per inwoner",2020,424.83,18789,22610.6
Wijnegem,11050,Nee,"Gemiddeld inkomen, per inwoner",1997,94.25,8572,10995.1
Wijnegem,11050,Nee,"Gemiddeld inkomen, per inwoner",1998,99.16,8580,11557.1
Wijnegem,11050,Nee,"Gemiddeld inkomen, per inwoner",1999,102.76,8561,12003.3
