,DATE,PROVINCE,REGION,NR_REPORTING,TOTAL_IN,TOTAL_IN_ICU,TOTAL_IN_RESP,TOTAL_IN_ECMO,NEW_IN,NEW_OUT
5806,2021-08-24,VlaamsBrabant,Flanders,6,27,4,2,0,1,4
5807,2021-08-24,WestVlaanderen,Flanders,11,44,11,5,2,11,8
5808,2021-08-25,Antwerpen,Flanders,14,82,25,12,3,10,8
5809,2021-08-25,BrabantWallon,Wallonia,2,4,1,1,0,0,2
5810,2021-08-25,Brussels,Brussels,15,190,62,31,8,14,20
5811,2021-08-25,Hainaut,Wallonia,14,85,21,13,1,7,8
5812,2021-08-25,Limburg,Flanders,7,25,8,7,1,2,4
5813,2021-08-25,Liège,Wallonia,12,84,20,9,0,6,15
5814,2021-08-25,Luxembourg,Wallonia,3,13,2,0,0,0,1
5815,2021-08-25,Namur,Wallonia,6,14,5,3,1,0,4
5816,2021-08-25,OostVlaanderen,Flanders,14,56,17,8,0,13,5
5817,2021-08-25,VlaamsBrabant,Flanders,6,26,2,1,0,3,3
5818,2021-08-25,WestVlaanderen,Flanders,11,40,13,5,2,2,6
5819,2021-08-26,Antwerpen,Flanders,14,78,22,12,3,8,9
5820,2021-08-26,BrabantWallon,Wallonia,2,6,1,1,0,2,0
5821,2021-08-26,Brussels,Brussels,15,191,68,37,9,20,25
5822,2021-08-26,Hainaut,Wallonia,14,79,23,13,0,6,13
5823,2021-08-26,Limburg,Flanders,7,24,9,6,1,4,4
5824,2021-08-26,Liège,Wallonia,12,81,18,9,1,6,6
5825,2021-08-26,Luxembourg,Wallonia,3,10,2,0,0,1,3
5826,2021-08-26,Namur,Wallonia,6,11,5,3,1,0,2
5827,2021-08-26,OostVlaanderen,Flanders,14,60,18,11,0,5,5
5828,2021-08-26,VlaamsBrabant,Flanders,6,22,4,1,0,2,4
5829,2021-08-26,WestVlaanderen,Flanders,11,40,12,5,2,3,4
5830,2021-08-27,Antwerpen,Flanders,14,81,24,12,3,10,9
5831,2021-08-27,BrabantWallon,Wallonia,2,5,1,1,0,0,2
5832,2021-08-27,Brussels,Brussels,15,188,69,37,10,17,23
5833,2021-08-27,Hainaut,Wallonia,14,69,22,12,2,4,10
5834,2021-08-27,Limburg,Flanders,7,25,8,4,0,5,3
5835,2021-08-27,Liège,Wallonia,12,80,19,11,1,6,5
5836,2021-08-27,Luxembourg,Wallonia,3,8,3,0,0,0,0
5837,2021-08-27,Namur,Wallonia,6,11,5,1,1,1,1
5838,2021-08-27,OostVlaanderen,Flanders,14,68,17,10,0,9,5
5839,2021-08-27,VlaamsBrabant,Flanders,6,22,5,0,0,1,1
5840,2021-08-27,WestVlaanderen,Flanders,11,39,12,5,2,5,5
5841,2021-08-28,Antwerpen,Flanders,14,84,22,12,3,11,10
5842,2021-08-28,BrabantWallon,Wallonia,2,7,2,1,0,1,1
5843,2021-08-28,Brussels,Brussels,15,192,70,38,10,15,19
5844,2021-08-28,Hainaut,Wallonia,14,76,22,13,2,12,6
5845,2021-08-28,Limburg,Flanders,7,22,9,4,0,3,6
5846,2021-08-28,Liège,Wallonia,12,89,24,10,1,14,7
5847,2021-08-28,Luxembourg,Wallonia,3,7,2,0,0,0,0
5848,2021-08-28,Namur,Wallonia,6,13,7,3,1,2,1
5849,2021-08-28,OostVlaanderen,Flanders,14,58,19,13,1,4,13
5850,2021-08-28,VlaamsBrabant,Flanders,6,23,5,0,0,2,1
5851,2021-08-28,WestVlaanderen,Flanders,11,40,12,5,2,5,5
5852,2021-08-29,Antwerpen,Flanders,14,84,22,13,3,4,6
5853,2021-08-29,BrabantWallon,Wallonia,2,9,3,1,0,1,0
5854,2021-08-29,Brussels,Brussels,15,201,70,39,11,11,4
5855,2021-08-29,Hainaut,Wallonia,14,76,21,12,2,7,6
5856,2021-08-29,Limburg,Flanders,7,24,7,4,0,3,0
5857,2021-08-29,Liège,Wallonia,12,99,26,10,1,13,3
5858,2021-08-29,Luxembourg,Wallonia,3,7,2,0,0,0,0
5859,2021-08-29,Namur,Wallonia,6,12,7,3,1,1,0
5860,2021-08-29,OostVlaanderen,Flanders,14,59,19,13,1,3,3
5861,2021-08-29,VlaamsBrabant,Flanders,6,23,2,1,0,1,2
5862,2021-08-29,WestVlaanderen,Flanders,11,37,12,7,2,3,1
5863,2021-08-30,Antwerpen,Flanders,14,91,27,14,3,10,8
5864,2021-08-30,BrabantWallon,Wallonia,2,7,2,0,0,0,0
5865,2021-08-30,Brussels,Brussels,15,206,68,42,13,13,15
5866,2021-08-30,Hainaut,Wallonia,14,85,23,12,3,9,0
5867,2021-08-30,Limburg,Flanders,7,28,8,4,0,4,0
5868,2021-08-30,Liège,Wallonia,12,105,27,13,1,6,0
5869,2021-08-30,Luxembourg,Wallonia,3,9,2,0,0,2,0
5870,2021-08-30,Namur,Wallonia,6,15,6,2,1,1,0
5871,2021-08-30,OostVlaanderen,Flanders,14,64,23,14,2,7,1
5872,2021-08-30,VlaamsBrabant,Flanders,6,24,3,1,0,1,1
5873,2021-08-30,WestVlaanderen,Flanders,11,43,12,6,2,5,2
5874,2021-08-31,Antwerpen,Flanders,14,87,26,11,3,9,14
5875,2021-08-31,BrabantWallon,Wallonia,2,7,2,0,0,1,1
5876,2021-08-31,Brussels,Brussels,15,195,65,40,13,22,40
5877,2021-08-31,Hainaut,Wallonia,14,83,26,11,3,10,10
5878,2021-08-31,Limburg,Flanders,7,27,7,5,1,4,6
5879,2021-08-31,Liège,Wallonia,12,112,24,12,1,17,8
5880,2021-08-31,Luxembourg,Wallonia,3,8,2,0,0,0,1
5881,2021-08-31,Namur,Wallonia,6,17,7,2,1,4,2
5882,2021-08-31,OostVlaanderen,Flanders,14,63,20,14,2,8,12
5883,2021-08-31,VlaamsBrabant,Flanders,6,24,2,1,0,4,5
5884,2021-08-31,WestVlaanderen,Flanders,11,44,11,7,2,4,5
5885,2021-09-01,Antwerpen,Flanders,14,81,26,12,3,7,15
5886,2021-09-01,BrabantWallon,Wallonia,2,6,2,0,0,1,3
5887,2021-09-01,Brussels,Brussels,15,209,66,38,12,25,21
5888,2021-09-01,Hainaut,Wallonia,14,81,23,14,3,6,8
5889,2021-09-01,Limburg,Flanders,7,29,7,4,1,5,3
5890,2021-09-01,Liège,Wallonia,12,112,27,14,1,14,15
5891,2021-09-01,Luxembourg,Wallonia,3,7,2,0,0,0,0
5892,2021-09-01,Namur,Wallonia,6,15,7,2,1,1,3
5893,2021-09-01,OostVlaanderen,Flanders,14,57,20,16,2,3,9
5894,2021-09-01,VlaamsBrabant,Flanders,6,19,1,1,0,1,7
5895,2021-09-01,WestVlaanderen,Flanders,11,45,12,6,1,3,5
5896,2021-09-02,Antwerpen,Flanders,14,87,27,11,3,17,12
5897,2021-09-02,BrabantWallon,Wallonia,2,6,2,0,0,0,0
5898,2021-09-02,Brussels,Brussels,15,203,66,39,12,21,28
5899,2021-09-02,Hainaut,Wallonia,14,82,23,13,3,8,6
5900,2021-09-02,Limburg,Flanders,7,30,7,4,1,3,2
5901,2021-09-02,Liège,Wallonia,12,109,28,14,1,11,14
5902,2021-09-02,Luxembourg,Wallonia,3,6,1,0,0,1,1
5903,2021-09-02,Namur,Wallonia,6,17,6,2,1,3,1
5904,2021-09-02,OostVlaanderen,Flanders,14,57,19,14,3,5,5
5905,2021-09-02,VlaamsBrabant,Flanders,6,22,3,2,0,2,1
5906,2021-09-02,WestVlaanderen,Flanders,11,38,13,5,1,3,11
5907,2021-09-03,Antwerpen,Flanders,14,95,26,14,3,9,6
5908,2021-09-03,BrabantWallon,Wallonia,2,8,3,0,0,2,1
5909,2021-09-03,Brussels,Brussels,15,211,66,39,12,10,12
5910,2021-09-03,Hainaut,Wallonia,14,87,24,13,4,12,9
5911,2021-09-03,Limburg,Flanders,7,31,6,3,1,3,2
5912,2021-09-03,Liège,Wallonia,12,101,27,14,1,8,15
5913,2021-09-03,Luxembourg,Wallonia,3,9,1,0,0,2,0
5914,2021-09-03,Namur,Wallonia,6,20,6,2,1,4,1
5915,2021-09-03,OostVlaanderen,Flanders,14,60,21,15,4,10,9
5916,2021-09-03,VlaamsBrabant,Flanders,6,24,7,4,0,1,4
5917,2021-09-03,WestVlaanderen,Flanders,11,37,13,6,2,5,5
5918,2021-09-04,Antwerpen,Flanders,14,87,30,17,3,13,21
5919,2021-09-04,BrabantWallon,Wallonia,2,9,3,0,0,2,1
5920,2021-09-04,Brussels,Brussels,15,206,67,39,12,25,31
5921,2021-09-04,Hainaut,Wallonia,14,82,28,12,4,5,5
5922,2021-09-04,Limburg,Flanders,7,34,12,2,1,4,3
5923,2021-09-04,Liège,Wallonia,12,97,29,16,1,9,14
5924,2021-09-04,Luxembourg,Wallonia,3,10,3,0,0,3,0
5925,2021-09-04,Namur,Wallonia,6,18,6,2,1,1,2
5926,2021-09-04,OostVlaanderen,Flanders,14,60,19,16,4,8,10
5927,2021-09-04,VlaamsBrabant,Flanders,6,24,10,3,0,2,1
5928,2021-09-04,WestVlaanderen,Flanders,11,42,11,5,2,8,2
5929,2021-09-05,Antwerpen,Flanders,14,86,32,18,3,9,12
5930,2021-09-05,BrabantWallon,Wallonia,2,9,4,0,0,0,0
5931,2021-09-05,Brussels,Brussels,15,215,69,41,13,17,14
5932,2021-09-05,Hainaut,Wallonia,14,81,26,15,4,4,3
5933,2021-09-05,Limburg,Flanders,7,33,13,2,1,3,3
5934,2021-09-05,Liège,Wallonia,12,105,32,15,1,15,2
5935,2021-09-05,Luxembourg,Wallonia,3,11,3,0,0,0,0
5936,2021-09-05,Namur,Wallonia,6,20,7,2,1,1,0
5937,2021-09-05,OostVlaanderen,Flanders,14,60,20,16,3,3,2
5938,2021-09-05,VlaamsBrabant,Flanders,6,25,11,3,0,1,1
5939,2021-09-05,WestVlaanderen,Flanders,11,42,12,5,2,3,3
5940,2021-09-06,Antwerpen,Flanders,14,86,31,18,3,6,5
5941,2021-09-06,BrabantWallon,Wallonia,2,10,4,0,0,0,0
5942,2021-09-06,Brussels,Brussels,15,222,76,40,10,22,24
5943,2021-09-06,Hainaut,Wallonia,14,91,27,15,4,10,2
5944,2021-09-06,Limburg,Flanders,7,35,10,3,1,4,2
5945,2021-09-06,Liège,Wallonia,12,114,33,14,2,13,3
5946,2021-09-06,Luxembourg,Wallonia,3,12,5,0,0,1,0
5947,2021-09-06,Namur,Wallonia,6,21,7,2,1,1,0
5948,2021-09-06,OostVlaanderen,Flanders,14,66,22,15,3,7,2
5949,2021-09-06,VlaamsBrabant,Flanders,6,25,10,2,0,1,1
5950,2021-09-06,WestVlaanderen,Flanders,11,43,12,5,2,1,0
5951,2021-09-07,Antwerpen,Flanders,14,91,33,19,3,10,9
5952,2021-09-07,BrabantWallon,Wallonia,2,8,3,0,0,0,2
5953,2021-09-07,Brussels,Brussels,15,217,75,43,11,29,31
5954,2021-09-07,Hainaut,Wallonia,14,88,20,14,3,12,12
5955,2021-09-07,Limburg,Flanders,7,28,8,3,1,2,9
5956,2021-09-07,Liège,Wallonia,12,109,32,14,2,14,20
5957,2021-09-07,Luxembourg,Wallonia,3,12,5,0,0,1,2
5958,2021-09-07,Namur,Wallonia,6,22,6,3,2,5,2
5959,2021-09-07,OostVlaanderen,Flanders,14,62,24,16,3,3,8
5960,2021-09-07,VlaamsBrabant,Flanders,6,29,10,2,0,5,2
5961,2021-09-07,WestVlaanderen,Flanders,11,36,10,4,2,1,3
5962,2021-09-08,Antwerpen,Flanders,14,95,33,17,3,10,8
5963,2021-09-08,BrabantWallon,Wallonia,2,7,2,0,0,1,2
5964,2021-09-08,Brussels,Brussels,15,230,74,45,11,24,29
5965,2021-09-08,Hainaut,Wallonia,14,89,18,12,3,10,12
5966,2021-09-08,Limburg,Flanders,7,28,6,3,1,3,3
5967,2021-09-08,Liège,Wallonia,12,98,32,16,2,6,14
5968,2021-09-08,Luxembourg,Wallonia,3,13,5,0,0,0,1
5969,2021-09-08,Namur,Wallonia,6,22,5,3,2,1,0
5970,2021-09-08,OostVlaanderen,Flanders,14,59,25,17,3,5,9
5971,2021-09-08,VlaamsBrabant,Flanders,6,23,9,2,0,1,5
5972,2021-09-08,WestVlaanderen,Flanders,11,40,11,5,2,3,6
5973,2021-09-09,Antwerpen,Flanders,14,88,31,17,3,11,14
5974,2021-09-09,BrabantWallon,Wallonia,2,5,2,0,0,0,2
5975,2021-09-09,Brussels,Brussels,15,234,70,43,12,20,27
5976,2021-09-09,Hainaut,Wallonia,14,92,20,12,3,9,8
5977,2021-09-09,Limburg,Flanders,7,26,7,2,0,2,3
5978,2021-09-09,Liège,Wallonia,12,96,30,14,3,8,10
5979,2021-09-09,Luxembourg,Wallonia,3,12,5,0,0,0,1
5980,2021-09-09,Namur,Wallonia,6,23,5,2,1,1,0
5981,2021-09-09,OostVlaanderen,Flanders,14,68,25,17,3,7,3
5982,2021-09-09,VlaamsBrabant,Flanders,6,25,9,1,0,3,2
5983,2021-09-09,WestVlaanderen,Flanders,11,40,13,6,2,3,2
5984,2021-09-10,Antwerpen,Flanders,14,92,30,18,3,12,9
5985,2021-09-10,BrabantWallon,Wallonia,2,7,2,0,0,3,1
5986,2021-09-10,Brussels,Brussels,15,222,74,42,12,14,30
5987,2021-09-10,Hainaut,Wallonia,14,92,22,11,3,9,8
5988,2021-09-10,Limburg,Flanders,7,23,7,1,0,0,3
5989,2021-09-10,Liège,Wallonia,12,95,30,14,3,8,9
5990,2021-09-10,Luxembourg,Wallonia,3,14,5,1,0,0,1
5991,2021-09-10,Namur,Wallonia,6,22,8,2,1,3,4
5992,2021-09-10,OostVlaanderen,Flanders,14,70,29,19,4,7,6
5993,2021-09-10,VlaamsBrabant,Flanders,6,25,8,2,0,0,0
5994,2021-09-10,WestVlaanderen,Flanders,11,41,13,6,2,5,5
5995,2021-09-11,Antwerpen,Flanders,14,76,26,18,2,6,19
5996,2021-09-11,BrabantWallon,Wallonia,2,6,2,0,0,1,1
5997,2021-09-11,Brussels,Brussels,15,218,70,44,13,14,24
5998,2021-09-11,Hainaut,Wallonia,14,80,22,12,3,2,13
5999,2021-09-11,Limburg,Flanders,7,23,7,2,0,2,3
6000,2021-09-11,Liège,Wallonia,12,95,32,13,3,9,7
6001,2021-09-11,Luxembourg,Wallonia,3,17,4,1,0,5,2
6002,2021-09-11,Namur,Wallonia,6,22,8,3,1,1,1
6003,2021-09-11,OostVlaanderen,Flanders,14,67,28,17,3,1,4
6004,2021-09-11,VlaamsBrabant,Flanders,6,28,7,2,0,2,0
6005,2021-09-11,WestVlaanderen,Flanders,11,43,13,6,2,4,3
6006,2021-09-12,Antwerpen,Flanders,14,80,26,18,2,9,5
6007,2021-09-12,BrabantWallon,Wallonia,2,6,1,0,0,0,0
6008,2021-09-12,Brussels,Brussels,15,210,69,45,13,11,19
6009,2021-09-12,Hainaut,Wallonia,14,82,19,13,2,4,3
6010,2021-09-12,Limburg,Flanders,7,25,7,2,0,3,0
6011,2021-09-12,Liège,Wallonia,12,100,36,15,3,8,3
6012,2021-09-12,Luxembourg,Wallonia,3,17,4,1,0,0,0
6013,2021-09-12,Namur,Wallonia,6,23,7,3,1,2,1
6014,2021-09-12,OostVlaanderen,Flanders,14,65,28,19,3,2,5
6015,2021-09-12,VlaamsBrabant,Flanders,6,29,8,2,0,2,1
6016,2021-09-12,WestVlaanderen,Flanders,11,44,13,5,2,1,0
6017,2021-09-13,Antwerpen,Flanders,14,81,25,16,2,7,5
6018,2021-09-13,BrabantWallon,Wallonia,2,6,1,0,0,0,0
6019,2021-09-13,Brussels,Brussels,15,215,71,43,11,16,24
6020,2021-09-13,Hainaut,Wallonia,14,83,21,10,2,4,4
6021,2021-09-13,Limburg,Flanders,7,29,8,3,0,5,1
6022,2021-09-13,Liège,Wallonia,12,108,37,15,3,12,4
6023,2021-09-13,Luxembourg,Wallonia,3,19,4,1,0,0,0
6024,2021-09-13,Namur,Wallonia,6,22,7,3,1,2,2
6025,2021-09-13,OostVlaanderen,Flanders,14,62,28,18,3,2,3
6026,2021-09-13,VlaamsBrabant,Flanders,6,28,9,2,0,2,1
6027,2021-09-13,WestVlaanderen,Flanders,11,49,13,5,2,8,1
6028,2021-09-14,Antwerpen,Flanders,14,78,27,17,2,8,16
6029,2021-09-14,BrabantWallon,Wallonia,2,10,2,0,0,4,0
6030,2021-09-14,Brussels,Brussels,15,217,68,43,10,29,34
6031,2021-09-14,Hainaut,Wallonia,14,75,19,12,2,7,15
6032,2021-09-14,Limburg,Flanders,7,27,8,3,0,3,4
6033,2021-09-14,Liège,Wallonia,12,120,36,15,3,17,12
6034,2021-09-14,Luxembourg,Wallonia,3,17,4,2,0,1,2
6035,2021-09-14,Namur,Wallonia,6,20,8,3,1,0,3
6036,2021-09-14,OostVlaanderen,Flanders,14,60,28,17,4,4,7
6037,2021-09-14,VlaamsBrabant,Flanders,6,26,7,2,0,0,4
6038,2021-09-14,WestVlaanderen,Flanders,11,49,12,5,2,4,4
6039,2021-09-15,Antwerpen,Flanders,14,80,27,15,2,8,10
6040,2021-09-15,BrabantWallon,Wallonia,2,10,3,0,0,0,0
6041,2021-09-15,Brussels,Brussels,15,201,63,41,10,10,31
6042,2021-09-15,Hainaut,Wallonia,14,81,21,12,2,13,4
6043,2021-09-15,Limburg,Flanders,7,18,5,3,0,2,5
6044,2021-09-15,Liège,Wallonia,12,114,37,15,3,9,17
6045,2021-09-15,Luxembourg,Wallonia,3,19,5,2,0,0,2
6046,2021-09-15,Namur,Wallonia,6,22,8,3,0,3,1
6047,2021-09-15,OostVlaanderen,Flanders,14,60,26,17,4,8,11
6048,2021-09-15,VlaamsBrabant,Flanders,6,29,8,3,0,4,1
6049,2021-09-15,WestVlaanderen,Flanders,11,49,12,5,2,5,4
6050,2021-09-16,Antwerpen,Flanders,14,78,31,17,2,10,13
6051,2021-09-16,BrabantWallon,Wallonia,2,9,3,0,0,0,1
6052,2021-09-16,Brussels,Brussels,15,217,64,41,11,27,20
6053,2021-09-16,Hainaut,Wallonia,14,79,22,13,2,4,10
6054,2021-09-16,Limburg,Flanders,7,23,4,2,0,3,1
6055,2021-09-16,Liège,Wallonia,12,121,36,15,3,15,10
6056,2021-09-16,Luxembourg,Wallonia,3,23,5,2,0,2,2
6057,2021-09-16,Namur,Wallonia,6,16,8,3,0,1,5
6058,2021-09-16,OostVlaanderen,Flanders,14,62,27,18,4,7,6
6059,2021-09-16,VlaamsBrabant,Flanders,6,26,7,4,0,2,5
6060,2021-09-16,WestVlaanderen,Flanders,11,49,13,4,2,6,7
6061,2021-09-17,Antwerpen,Flanders,14,83,29,18,3,3,5
6062,2021-09-17,BrabantWallon,Wallonia,2,9,4,1,0,1,2
6063,2021-09-17,Brussels,Brussels,15,227,66,36,10,18,20
6064,2021-09-17,Hainaut,Wallonia,14,76,16,12,2,10,6
6065,2021-09-17,Limburg,Flanders,7,24,7,3,0,2,3
6066,2021-09-17,Liège,Wallonia,12,118,34,16,3,8,12
6067,2021-09-17,Luxembourg,Wallonia,3,22,5,2,0,3,7
6068,2021-09-17,Namur,Wallonia,6,16,7,3,0,0,0
6069,2021-09-17,OostVlaanderen,Flanders,14,64,24,18,4,2,1
6070,2021-09-17,VlaamsBrabant,Flanders,6,24,9,6,0,2,5
6071,2021-09-17,WestVlaanderen,Flanders,11,50,12,6,2,7,5
6072,2021-09-18,Antwerpen,Flanders,14,84,33,18,3,13,12
6073,2021-09-18,BrabantWallon,Wallonia,2,9,4,1,0,2,2
6074,2021-09-18,Brussels,Brussels,15,213,63,41,10,9,26
6075,2021-09-18,Hainaut,Wallonia,14,81,18,10,2,6,4
6076,2021-09-18,Limburg,Flanders,7,23,6,3,0,2,3
6077,2021-09-18,Liège,Wallonia,12,115,34,20,2,11,13
6078,2021-09-18,Luxembourg,Wallonia,3,24,5,3,0,1,1
6079,2021-09-18,Namur,Wallonia,6,16,8,3,0,1,2
6080,2021-09-18,OostVlaanderen,Flanders,14,59,23,19,4,3,4
6081,2021-09-18,VlaamsBrabant,Flanders,6,20,8,7,0,3,7
6082,2021-09-18,WestVlaanderen,Flanders,11,52,11,4,2,6,3
6083,2021-09-19,Antwerpen,Flanders,14,84,34,18,3,10,9
6084,2021-09-19,BrabantWallon,Wallonia,2,11,3,1,0,2,0
6085,2021-09-19,Brussels,Brussels,15,213,64,41,10,8,12
6086,2021-09-19,Hainaut,Wallonia,14,78,19,12,2,1,5
6087,2021-09-19,Limburg,Flanders,7,24,5,3,0,0,0
6088,2021-09-19,Liège,Wallonia,12,121,34,18,2,12,7
6089,2021-09-19,Luxembourg,Wallonia,3,25,5,3,0,1,0
6090,2021-09-19,Namur,Wallonia,6,18,8,3,0,1,0
6091,2021-09-19,OostVlaanderen,Flanders,14,57,23,19,4,1,0
6092,2021-09-19,VlaamsBrabant,Flanders,6,27,9,6,0,5,0
6093,2021-09-19,WestVlaanderen,Flanders,11,51,11,4,2,2,3
6094,2021-09-20,Antwerpen,Flanders,14,84,35,18,3,8,7
6095,2021-09-20,BrabantWallon,Wallonia,2,12,3,1,0,1,0
6096,2021-09-20,Brussels,Brussels,15,224,69,43,10,17,15
6097,2021-09-20,Hainaut,Wallonia,14,75,19,12,3,3,4
6098,2021-09-20,Limburg,Flanders,7,26,6,3,0,2,0
6099,2021-09-20,Liège,Wallonia,12,123,36,17,3,5,5
6100,2021-09-20,Luxembourg,Wallonia,3,25,4,3,0,1,0
6101,2021-09-20,Namur,Wallonia,6,17,8,3,0,0,0
6102,2021-09-20,OostVlaanderen,Flanders,14,62,22,18,4,5,0
6103,2021-09-20,VlaamsBrabant,Flanders,6,30,9,6,1,3,0
6104,2021-09-20,WestVlaanderen,Flanders,11,49,11,4,2,1,2
6105,2021-09-21,Antwerpen,Flanders,14,81,33,20,3,5,12
6106,2021-09-21,BrabantWallon,Wallonia,2,10,3,2,0,0,2
6107,2021-09-21,Brussels,Brussels,15,211,67,41,10,18,31
6108,2021-09-21,Hainaut,Wallonia,14,69,19,10,3,9,15
6109,2021-09-21,Limburg,Flanders,7,22,5,4,0,2,2
6110,2021-09-21,Liège,Wallonia,12,120,35,16,2,16,17
6111,2021-09-21,Luxembourg,Wallonia,3,23,4,3,0,0,0
6112,2021-09-21,Namur,Wallonia,6,16,8,4,0,0,1
6113,2021-09-21,OostVlaanderen,Flanders,14,59,23,15,4,3,5
6114,2021-09-21,VlaamsBrabant,Flanders,6,32,9,6,0,2,1
6115,2021-09-21,WestVlaanderen,Flanders,11,41,8,5,2,5,13
6116,2021-09-22,Antwerpen,Flanders,14,82,35,17,3,8,6
6117,2021-09-22,BrabantWallon,Wallonia,2,12,3,3,0,2,1
6118,2021-09-22,Brussels,Brussels,15,205,65,43,10,13,25
6119,2021-09-22,Hainaut,Wallonia,14,71,20,10,3,9,5
6120,2021-09-22,Limburg,Flanders,7,26,8,5,0,6,1
6121,2021-09-22,Liège,Wallonia,12,120,35,16,2,8,9
6122,2021-09-22,Luxembourg,Wallonia,3,22,4,3,0,1,1
6123,2021-09-22,Namur,Wallonia,6,14,7,4,0,1,3
6124,2021-09-22,OostVlaanderen,Flanders,14,61,21,16,3,6,4
6125,2021-09-22,VlaamsBrabant,Flanders,6,29,9,7,1,0,4
6126,2021-09-22,WestVlaanderen,Flanders,11,46,10,5,2,7,3
6127,2021-09-23,Antwerpen,Flanders,14,78,33,17,3,10,15
6128,2021-09-23,BrabantWallon,Wallonia,2,17,3,2,0,2,0
6129,2021-09-23,Brussels,Brussels,15,203,60,40,8,15,20
6130,2021-09-23,Hainaut,Wallonia,14,79,21,9,3,14,5
6131,2021-09-23,Limburg,Flanders,7,26,11,5,0,4,3
6132,2021-09-23,Liège,Wallonia,12,123,35,15,2,7,10
6133,2021-09-23,Luxembourg,Wallonia,3,19,3,2,0,1,3
6134,2021-09-23,Namur,Wallonia,6,12,7,4,0,0,3
6135,2021-09-23,OostVlaanderen,Flanders,14,63,23,16,3,7,5
6136,2021-09-23,VlaamsBrabant,Flanders,6,26,10,7,1,1,4
6137,2021-09-23,WestVlaanderen,Flanders,11,45,10,6,2,4,5
6138,2021-09-24,Antwerpen,Flanders,14,76,32,18,3,4,6
6139,2021-09-24,BrabantWallon,Wallonia,2,17,4,2,0,1,1
6140,2021-09-24,Brussels,Brussels,15,194,60,38,12,8,16
6141,2021-09-24,Hainaut,Wallonia,14,72,18,9,3,5,12
6142,2021-09-24,Limburg,Flanders,7,22,11,6,0,0,4
6143,2021-09-24,Liège,Wallonia,12,126,35,14,2,6,7
6144,2021-09-24,Luxembourg,Wallonia,3,15,3,2,0,0,3
6145,2021-09-24,Namur,Wallonia,6,14,6,4,0,3,1
6146,2021-09-24,OostVlaanderen,Flanders,14,58,22,15,3,2,5
6147,2021-09-24,VlaamsBrabant,Flanders,6,28,9,7,1,3,2
6148,2021-09-24,WestVlaanderen,Flanders,11,40,9,6,2,0,4
6149,2021-09-25,Antwerpen,Flanders,14,71,28,15,4,6,13
6150,2021-09-25,BrabantWallon,Wallonia,2,14,3,2,0,2,4
6151,2021-09-25,Brussels,Brussels,15,190,55,38,12,12,28
6152,2021-09-25,Hainaut,Wallonia,14,66,18,9,3,1,5
6153,2021-09-25,Limburg,Flanders,7,22,9,5,0,2,3
6154,2021-09-25,Liège,Wallonia,12,132,33,15,2,13,6
6155,2021-09-25,Luxembourg,Wallonia,3,14,2,2,0,1,3
6156,2021-09-25,Namur,Wallonia,6,14,6,4,0,2,0
6157,2021-09-25,OostVlaanderen,Flanders,14,52,23,13,3,3,10
6158,2021-09-25,VlaamsBrabant,Flanders,6,29,11,7,1,2,1
6159,2021-09-25,WestVlaanderen,Flanders,11,42,8,5,2,8,6
6160,2021-09-26,Antwerpen,Flanders,14,74,28,14,4,6,4
6161,2021-09-26,BrabantWallon,Wallonia,2,14,3,1,0,0,0
6162,2021-09-26,Brussels,Brussels,15,196,59,40,11,11,12
6163,2021-09-26,Hainaut,Wallonia,14,70,20,10,4,5,2
6164,2021-09-26,Limburg,Flanders,7,24,9,5,0,1,0
6165,2021-09-26,Liège,Wallonia,12,137,32,14,2,10,4
6166,2021-09-26,Luxembourg,Wallonia,3,13,2,2,0,1,2
6167,2021-09-26,Namur,Wallonia,6,14,6,4,0,1,0
6168,2021-09-26,OostVlaanderen,Flanders,14,52,23,13,3,2,2
6169,2021-09-26,VlaamsBrabant,Flanders,6,28,11,7,1,0,1
6170,2021-09-26,WestVlaanderen,Flanders,11,45,9,5,2,2,0
6171,2021-09-27,Antwerpen,Flanders,14,77,29,14,4,7,3
6172,2021-09-27,BrabantWallon,Wallonia,2,14,3,2,0,0,0
6173,2021-09-27,Brussels,Brussels,15,205,59,40,9,13,13
6174,2021-09-27,Hainaut,Wallonia,14,71,19,10,4,8,7
6175,2021-09-27,Limburg,Flanders,7,25,9,5,0,1,0
6176,2021-09-27,Liège,Wallonia,12,147,33,17,2,16,4
6177,2021-09-27,Luxembourg,Wallonia,3,13,2,1,0,1,0
6178,2021-09-27,Namur,Wallonia,6,17,8,3,1,3,1
6179,2021-09-27,OostVlaanderen,Flanders,14,54,23,14,3,1,0
6180,2021-09-27,VlaamsBrabant,Flanders,6,30,11,7,1,2,0
6181,2021-09-27,WestVlaanderen,Flanders,11,47,10,5,2,3,0
6182,2021-09-28,Antwerpen,Flanders,14,77,30,12,5,6,11
6183,2021-09-28,BrabantWallon,Wallonia,2,14,6,3,0,0,1
6184,2021-09-28,Brussels,Brussels,15,199,58,41,10,18,21
6185,2021-09-28,Hainaut,Wallonia,14,78,18,8,5,14,9
6186,2021-09-28,Limburg,Flanders,7,23,8,5,0,0,2
6187,2021-09-28,Liège,Wallonia,12,147,31,13,2,11,14
6188,2021-09-28,Luxembourg,Wallonia,3,14,3,1,0,2,2
6189,2021-09-28,Namur,Wallonia,6,22,10,4,0,6,0
