,DATE,REGION,AGEGROUP,SEX,DEATHS
8866,2022-03-19,Flanders,75-84,F,1
8867,2022-03-19,Flanders,85+,M,7
8868,2022-03-19,Flanders,85+,F,2
8869,2022-03-20,Wallonia,45-64,M,2
8870,2022-03-20,Wallonia,65-74,M,2
8871,2022-03-20,Wallonia,65-74,F,1
8872,2022-03-20,Wallonia,85+,F,1
8873,2022-03-20,Flanders,65-74,M,1
8874,2022-03-20,Flanders,75-84,M,3
8875,2022-03-20,Flanders,75-84,F,1
8876,2022-03-20,Flanders,85+,M,4
8877,2022-03-20,Flanders,85+,F,1
8878,2022-03-20,Brussels,65-74,M,1
8879,2022-03-20,Brussels,85+,F,1
8880,2022-03-21,Wallonia,65-74,M,1
8881,2022-03-21,Wallonia,75-84,M,3
8882,2022-03-21,Wallonia,75-84,F,1
8883,2022-03-21,Wallonia,85+,M,2
8884,2022-03-21,Wallonia,85+,F,2
8885,2022-03-21,Flanders,45-64,M,1
8886,2022-03-21,Flanders,45-64,F,1
8887,2022-03-21,Flanders,75-84,M,3
8888,2022-03-21,Flanders,75-84,F,1
8889,2022-03-21,Flanders,85+,M,6
8890,2022-03-21,Flanders,85+,F,6
8891,2022-03-21,Brussels,85+,M,1
8892,2022-03-22,Wallonia,65-74,M,1
8893,2022-03-22,Wallonia,65-74,F,1
8894,2022-03-22,Wallonia,75-84,M,3
8895,2022-03-22,Wallonia,85+,F,2
8896,2022-03-22,Flanders,45-64,F,1
8897,2022-03-22,Flanders,65-74,F,1
8898,2022-03-22,Flanders,75-84,M,4
8899,2022-03-22,Flanders,75-84,F,2
8900,2022-03-22,Flanders,85+,M,3
8901,2022-03-22,Flanders,85+,F,2
8902,2022-03-23,Wallonia,65-74,M,2
8903,2022-03-23,Wallonia,65-74,F,1
8904,2022-03-23,Wallonia,75-84,M,2
8905,2022-03-23,Wallonia,75-84,F,1
8906,2022-03-23,Wallonia,85+,M,3
8907,2022-03-23,Wallonia,85+,F,2
8908,2022-03-23,Flanders,65-74,M,2
8909,2022-03-23,Flanders,75-84,M,5
8910,2022-03-23,Flanders,85+,M,2
8911,2022-03-23,Flanders,85+,F,4
8912,2022-03-23,Brussels,25-44,F,1
8913,2022-03-23,Brussels,45-64,M,1
8914,2022-03-23,Brussels,65-74,F,1
8915,2022-03-23,Brussels,85+,F,1
8916,2022-03-24,Wallonia,45-64,M,1
8917,2022-03-24,Wallonia,75-84,M,1
8918,2022-03-24,Flanders,45-64,M,1
8919,2022-03-24,Flanders,75-84,M,3
8920,2022-03-24,Flanders,75-84,F,1
8921,2022-03-24,Flanders,85+,M,1
8922,2022-03-24,Flanders,85+,F,10
8923,2022-03-24,Brussels,65-74,F,1
8924,2022-03-24,Brussels,75-84,M,1
8925,2022-03-24,Brussels,75-84,F,1
8926,2022-03-25,Wallonia,85+,M,1
8927,2022-03-25,Flanders,45-64,M,2
8928,2022-03-25,Flanders,65-74,M,1
8929,2022-03-25,Flanders,65-74,F,1
8930,2022-03-25,Flanders,75-84,M,3
8931,2022-03-25,Flanders,85+,M,5
8932,2022-03-25,Flanders,85+,F,7
8933,2022-03-25,Brussels,75-84,M,1
8934,2022-03-26,Wallonia,65-74,M,1
8935,2022-03-26,Wallonia,85+,M,2
8936,2022-03-26,Wallonia,85+,F,1
8937,2022-03-26,Flanders,65-74,M,2
8938,2022-03-26,Flanders,65-74,F,1
8939,2022-03-26,Flanders,75-84,M,3
8940,2022-03-26,Flanders,75-84,F,2
8941,2022-03-26,Flanders,85+,M,3
8942,2022-03-26,Flanders,85+,F,7
8943,2022-03-26,Brussels,45-64,M,1
8944,2022-03-26,Brussels,75-84,M,1
8945,2022-03-26,Brussels,75-84,F,1
8946,2022-03-27,Wallonia,75-84,F,1
8947,2022-03-27,Flanders,45-64,M,1
8948,2022-03-27,Flanders,65-74,F,2
8949,2022-03-27,Flanders,75-84,M,5
8950,2022-03-27,Flanders,75-84,F,1
8951,2022-03-27,Flanders,85+,M,5
8952,2022-03-27,Flanders,85+,F,5
8953,2022-03-28,Wallonia,65-74,M,1
8954,2022-03-28,Wallonia,85+,M,2
8955,2022-03-28,Wallonia,85+,F,1
8956,2022-03-28,Flanders,45-64,M,1
8957,2022-03-28,Flanders,45-64,F,1
8958,2022-03-28,Flanders,65-74,M,1
8959,2022-03-28,Flanders,65-74,F,3
8960,2022-03-28,Flanders,75-84,M,2
8961,2022-03-28,Flanders,75-84,F,1
8962,2022-03-28,Flanders,85+,M,5
8963,2022-03-28,Flanders,85+,F,7
8964,2022-03-28,Brussels,85+,M,1
8965,2022-03-29,Wallonia,65-74,M,1
8966,2022-03-29,Wallonia,75-84,F,1
8967,2022-03-29,Wallonia,85+,M,1
8968,2022-03-29,Wallonia,85+,F,2
8969,2022-03-29,Flanders,25-44,M,1
8970,2022-03-29,Flanders,75-84,M,3
8971,2022-03-29,Flanders,75-84,F,3
8972,2022-03-29,Flanders,85+,M,5
8973,2022-03-29,Flanders,85+,F,6
8974,2022-03-29,Brussels,65-74,F,1
8975,2022-03-29,Brussels,85+,M,1
8976,2022-03-30,Wallonia,75-84,M,1
8977,2022-03-30,Wallonia,85+,M,1
8978,2022-03-30,Wallonia,85+,F,2
8979,2022-03-30,Flanders,45-64,M,1
8980,2022-03-30,Flanders,65-74,M,1
8981,2022-03-30,Flanders,65-74,F,1
8982,2022-03-30,Flanders,75-84,M,5
8983,2022-03-30,Flanders,75-84,F,2
8984,2022-03-30,Flanders,85+,M,4
8985,2022-03-30,Flanders,85+,F,6
8986,2022-03-30,Brussels,45-64,M,1
8987,2022-03-30,Brussels,65-74,M,1
8988,2022-03-31,Wallonia,75-84,M,1
8989,2022-03-31,Wallonia,75-84,F,2
8990,2022-03-31,Wallonia,85+,M,2
8991,2022-03-31,Flanders,65-74,F,1
8992,2022-03-31,Flanders,75-84,M,2
8993,2022-03-31,Flanders,75-84,F,3
8994,2022-03-31,Flanders,85+,M,2
8995,2022-03-31,Flanders,85+,F,10
8996,2022-03-31,Brussels,85+,F,1
8997,2022-04-01,Flanders,45-64,F,2
8998,2022-04-01,Flanders,65-74,M,4
8999,2022-04-01,Flanders,65-74,F,3
9000,2022-04-01,Flanders,75-84,M,5
9001,2022-04-01,Flanders,85+,M,5
9002,2022-04-01,Flanders,85+,F,4
9003,2022-04-02,Wallonia,85+,M,1
9004,2022-04-02,Flanders,65-74,F,1
9005,2022-04-02,Flanders,75-84,M,4
9006,2022-04-02,Flanders,75-84,F,1
9007,2022-04-02,Flanders,85+,M,4
9008,2022-04-02,Flanders,85+,F,8
9009,2022-04-02,Brussels,65-74,F,1
9010,2022-04-02,Brussels,85+,F,1
9011,2022-04-03,Wallonia,65-74,M,1
9012,2022-04-03,Wallonia,65-74,F,1
9013,2022-04-03,Wallonia,85+,M,1
9014,2022-04-03,Wallonia,85+,F,1
9015,2022-04-03,Flanders,45-64,M,2
9016,2022-04-03,Flanders,65-74,M,3
9017,2022-04-03,Flanders,75-84,M,1
9018,2022-04-03,Flanders,75-84,F,1
9019,2022-04-03,Flanders,85+,M,6
9020,2022-04-03,Flanders,85+,F,3
9021,2022-04-03,Brussels,75-84,F,1
9022,2022-04-03,Brussels,85+,F,1
9023,2022-04-04,Wallonia,45-64,F,1
9024,2022-04-04,Wallonia,75-84,F,1
9025,2022-04-04,Wallonia,85+,M,2
9026,2022-04-04,Flanders,45-64,M,3
9027,2022-04-04,Flanders,65-74,M,1
9028,2022-04-04,Flanders,65-74,F,2
9029,2022-04-04,Flanders,75-84,M,1
9030,2022-04-04,Flanders,75-84,F,2
9031,2022-04-04,Flanders,85+,M,9
9032,2022-04-04,Flanders,85+,F,6
9033,2022-04-05,Wallonia,45-64,M,2
9034,2022-04-05,Wallonia,65-74,M,2
9035,2022-04-05,Wallonia,75-84,M,1
9036,2022-04-05,Wallonia,75-84,F,1
9037,2022-04-05,Flanders,45-64,M,1
9038,2022-04-05,Flanders,65-74,M,2
9039,2022-04-05,Flanders,65-74,F,1
9040,2022-04-05,Flanders,75-84,M,3
9041,2022-04-05,Flanders,85+,M,6
9042,2022-04-05,Flanders,85+,F,2
9043,2022-04-05,Brussels,85+,M,1
9044,2022-04-06,Wallonia,75-84,M,2
9045,2022-04-06,Wallonia,85+,M,1
9046,2022-04-06,Wallonia,85+,F,2
9047,2022-04-06,Flanders,45-64,M,1
9048,2022-04-06,Flanders,45-64,F,1
9049,2022-04-06,Flanders,65-74,M,2
9050,2022-04-06,Flanders,65-74,F,1
9051,2022-04-06,Flanders,75-84,M,4
9052,2022-04-06,Flanders,75-84,F,2
9053,2022-04-06,Flanders,85+,M,4
9054,2022-04-06,Flanders,85+,F,6
9055,2022-04-06,Brussels,65-74,M,1
9056,2022-04-06,Brussels,85+,M,1
9057,2022-04-06,Brussels,85+,F,3
9058,2022-04-07,Wallonia,65-74,F,1
9059,2022-04-07,Wallonia,85+,M,1
9060,2022-04-07,Wallonia,85+,F,2
9061,2022-04-07,Flanders,75-84,M,1
9062,2022-04-07,Flanders,75-84,F,2
9063,2022-04-07,Flanders,85+,M,3
9064,2022-04-07,Flanders,85+,F,5
9065,2022-04-07,Brussels,85+,F,1
9066,2022-04-08,Wallonia,65-74,M,1
9067,2022-04-08,Wallonia,75-84,M,1
9068,2022-04-08,Wallonia,75-84,F,1
9069,2022-04-08,Wallonia,85+,M,1
9070,2022-04-08,Wallonia,85+,F,3
9071,2022-04-08,Flanders,45-64,M,1
9072,2022-04-08,Flanders,65-74,M,3
9073,2022-04-08,Flanders,75-84,M,1
9074,2022-04-08,Flanders,75-84,F,3
9075,2022-04-08,Flanders,85+,M,7
9076,2022-04-08,Flanders,85+,F,10
9077,2022-04-08,Brussels,45-64,M,1
9078,2022-04-08,Brussels,75-84,M,2
9079,2022-04-08,Brussels,85+,F,1
9080,2022-04-09,Wallonia,75-84,M,1
9081,2022-04-09,Wallonia,85+,F,3
9082,2022-04-09,Flanders,45-64,F,1
9083,2022-04-09,Flanders,75-84,M,5
9084,2022-04-09,Flanders,85+,M,3
9085,2022-04-09,Flanders,85+,F,3
9086,2022-04-09,Brussels,85+,M,1
9087,2022-04-10,Wallonia,75-84,M,1
9088,2022-04-10,Wallonia,85+,M,1
9089,2022-04-10,Flanders,75-84,M,5
9090,2022-04-10,Flanders,75-84,F,2
9091,2022-04-10,Flanders,85+,M,7
9092,2022-04-10,Flanders,85+,F,2
9093,2022-04-10,Brussels,85+,M,1
9094,2022-04-10,Brussels,85+,F,1
9095,2022-04-11,Wallonia,75-84,M,1
9096,2022-04-11,Wallonia,75-84,F,2
9097,2022-04-11,Wallonia,85+,M,1
9098,2022-04-11,Wallonia,85+,F,1
9099,2022-04-11,Flanders,45-64,F,1
9100,2022-04-11,Flanders,65-74,M,1
9101,2022-04-11,Flanders,75-84,M,3
9102,2022-04-11,Flanders,75-84,F,2
9103,2022-04-11,Flanders,85+,M,6
9104,2022-04-11,Flanders,85+,F,3
9105,2022-04-11,Brussels,75-84,F,2
9106,2022-04-11,Brussels,85+,F,2
9107,2022-04-12,Wallonia,45-64,M,1
9108,2022-04-12,Wallonia,75-84,F,1
9109,2022-04-12,Wallonia,85+,M,2
9110,2022-04-12,Flanders,45-64,M,1
9111,2022-04-12,Flanders,45-64,F,2
9112,2022-04-12,Flanders,65-74,M,1
9113,2022-04-12,Flanders,75-84,M,3
9114,2022-04-12,Flanders,75-84,F,1
9115,2022-04-12,Flanders,85+,M,2
9116,2022-04-12,Flanders,85+,F,4
9117,2022-04-12,Brussels,65-74,M,1
9118,2022-04-12,Brussels,65-74,F,1
9119,2022-04-12,Brussels,75-84,F,1
9120,2022-04-12,Brussels,85+,M,1
9121,2022-04-12,Brussels,85+,F,1
9122,2022-04-13,Wallonia,65-74,M,1
9123,2022-04-13,Wallonia,65-74,F,2
9124,2022-04-13,Wallonia,75-84,M,3
9125,2022-04-13,Wallonia,75-84,F,1
9126,2022-04-13,Wallonia,85+,M,2
9127,2022-04-13,Wallonia,85+,F,2
9128,2022-04-13,Flanders,45-64,M,1
9129,2022-04-13,Flanders,45-64,F,2
9130,2022-04-13,Flanders,65-74,M,2
9131,2022-04-13,Flanders,65-74,F,1
9132,2022-04-13,Flanders,75-84,M,2
9133,2022-04-13,Flanders,75-84,F,1
9134,2022-04-13,Flanders,85+,M,5
9135,2022-04-13,Brussels,65-74,M,1
9136,2022-04-13,Brussels,65-74,F,1
9137,2022-04-14,Wallonia,45-64,M,1
9138,2022-04-14,Wallonia,65-74,M,1
9139,2022-04-14,Wallonia,75-84,F,1
9140,2022-04-14,Wallonia,85+,M,1
9141,2022-04-14,Wallonia,85+,F,1
9142,2022-04-14,Flanders,25-44,M,1
9143,2022-04-14,Flanders,65-74,M,1
9144,2022-04-14,Flanders,75-84,M,2
9145,2022-04-14,Flanders,75-84,F,2
9146,2022-04-14,Flanders,85+,M,5
9147,2022-04-14,Flanders,85+,F,4
9148,2022-04-14,Brussels,75-84,F,1
9149,2022-04-15,Wallonia,65-74,M,1
9150,2022-04-15,Wallonia,75-84,M,1
9151,2022-04-15,Wallonia,85+,M,1
9152,2022-04-15,Wallonia,85+,F,1
9153,2022-04-15,Flanders,45-64,F,1
9154,2022-04-15,Flanders,65-74,M,1
9155,2022-04-15,Flanders,65-74,F,1
9156,2022-04-15,Flanders,75-84,M,3
9157,2022-04-15,Flanders,75-84,F,3
9158,2022-04-15,Flanders,85+,M,4
9159,2022-04-15,Flanders,85+,F,9
9160,2022-04-15,Brussels,75-84,M,2
9161,2022-04-15,Brussels,75-84,F,1
9162,2022-04-15,Brussels,85+,F,2
9163,2022-04-16,Wallonia,65-74,F,1
9164,2022-04-16,Wallonia,75-84,M,3
9165,2022-04-16,Wallonia,85+,F,3
9166,2022-04-16,Flanders,45-64,F,1
9167,2022-04-16,Flanders,65-74,M,1
9168,2022-04-16,Flanders,75-84,M,2
9169,2022-04-16,Flanders,75-84,F,2
9170,2022-04-16,Flanders,85+,M,10
9171,2022-04-16,Flanders,85+,F,3
9172,2022-04-16,Brussels,75-84,F,1
9173,2022-04-16,Brussels,85+,F,2
9174,2022-04-17,Wallonia,65-74,M,1
9175,2022-04-17,Wallonia,75-84,M,1
9176,2022-04-17,Wallonia,85+,M,2
9177,2022-04-17,Wallonia,85+,F,2
9178,2022-04-17,Flanders,75-84,M,2
9179,2022-04-17,Flanders,85+,M,4
9180,2022-04-17,Flanders,85+,F,3
9181,2022-04-18,Wallonia,75-84,M,1
9182,2022-04-18,Wallonia,85+,F,1
9183,2022-04-18,Flanders,45-64,M,3
9184,2022-04-18,Flanders,65-74,M,1
9185,2022-04-18,Flanders,65-74,F,1
9186,2022-04-18,Flanders,75-84,M,1
9187,2022-04-18,Flanders,85+,M,5
9188,2022-04-18,Flanders,85+,F,2
9189,2022-04-19,Wallonia,45-64,M,1
9190,2022-04-19,Wallonia,65-74,M,1
9191,2022-04-19,Wallonia,75-84,M,1
9192,2022-04-19,Wallonia,85+,F,1
9193,2022-04-19,Flanders,25-44,M,1
9194,2022-04-19,Flanders,65-74,M,2
9195,2022-04-19,Flanders,85+,M,10
9196,2022-04-19,Flanders,85+,F,2
9197,2022-04-20,Wallonia,45-64,M,2
9198,2022-04-20,Wallonia,65-74,M,1
9199,2022-04-20,Wallonia,65-74,F,1
9200,2022-04-20,Wallonia,75-84,F,1
9201,2022-04-20,Wallonia,85+,M,2
9202,2022-04-20,Wallonia,85+,F,2
9203,2022-04-20,Flanders,45-64,F,1
9204,2022-04-20,Flanders,65-74,F,1
9205,2022-04-20,Flanders,75-84,M,3
9206,2022-04-20,Flanders,85+,M,4
9207,2022-04-20,Flanders,85+,F,2
9208,2022-04-21,Wallonia,45-64,F,1
9209,2022-04-21,Wallonia,45-64,,2
9210,2022-04-21,Wallonia,65-74,M,1
9211,2022-04-21,Wallonia,75-84,M,1
9212,2022-04-21,Wallonia,75-84,F,1
9213,2022-04-21,Flanders,65-74,F,1
9214,2022-04-21,Flanders,75-84,M,4
9215,2022-04-21,Flanders,75-84,F,2
9216,2022-04-21,Flanders,85+,M,2
9217,2022-04-21,Flanders,85+,F,2
9218,2022-04-21,Brussels,75-84,M,1
9219,2022-04-21,Brussels,85+,M,1
9220,2022-04-22,Wallonia,65-74,M,1
9221,2022-04-22,Wallonia,65-74,F,2
9222,2022-04-22,Wallonia,75-84,M,2
9223,2022-04-22,Wallonia,85+,M,1
9224,2022-04-22,Flanders,45-64,F,1
9225,2022-04-22,Flanders,65-74,M,1
9226,2022-04-22,Flanders,65-74,F,2
9227,2022-04-22,Flanders,75-84,M,3
9228,2022-04-22,Flanders,85+,M,2
9229,2022-04-22,Flanders,85+,F,1
9230,2022-04-22,Brussels,45-64,F,1
9231,2022-04-22,Brussels,85+,F,4
9232,2022-04-23,Wallonia,75-84,F,1
9233,2022-04-23,Flanders,75-84,F,2
9234,2022-04-23,Flanders,85+,M,2
9235,2022-04-23,Flanders,85+,F,2
9236,2022-04-23,Brussels,65-74,M,1
9237,2022-04-24,Wallonia,75-84,F,1
9238,2022-04-24,Wallonia,85+,M,1
9239,2022-04-24,Wallonia,85+,F,4
9240,2022-04-24,Flanders,25-44,F,1
9241,2022-04-24,Flanders,75-84,M,3
9242,2022-04-24,Flanders,75-84,F,2
9243,2022-04-24,Flanders,85+,M,2
9244,2022-04-24,Flanders,85+,F,6
9245,2022-04-24,Brussels,65-74,M,1
9246,2022-04-24,Brussels,65-74,F,1
9247,2022-04-24,Brussels,75-84,F,1
9248,2022-04-24,Brussels,85+,M,1
9249,2022-04-25,Wallonia,85+,M,2
9250,2022-04-25,Wallonia,85+,F,2
9251,2022-04-25,Flanders,45-64,M,1
9252,2022-04-25,Flanders,65-74,M,1
9253,2022-04-25,Flanders,75-84,M,3
9254,2022-04-25,Flanders,75-84,F,1
9255,2022-04-25,Flanders,85+,M,2
9256,2022-04-25,Flanders,85+,F,1
9257,2022-04-25,Brussels,45-64,M,1
9258,2022-04-25,Brussels,65-74,F,1
9259,2022-04-25,Brussels,75-84,M,1
9260,2022-04-26,Wallonia,65-74,F,1
9261,2022-04-26,Wallonia,75-84,M,1
9262,2022-04-26,Wallonia,75-84,F,1
9263,2022-04-26,Wallonia,85+,M,1
9264,2022-04-26,Wallonia,85+,F,1
9265,2022-04-26,Flanders,45-64,M,1
9266,2022-04-26,Flanders,65-74,M,3
9267,2022-04-26,Flanders,75-84,M,2
9268,2022-04-26,Flanders,75-84,F,1
9269,2022-04-26,Flanders,85+,M,1
9270,2022-04-26,Flanders,85+,F,2
9271,2022-04-26,Brussels,85+,M,2
9272,2022-04-26,Brussels,85+,F,1
9273,2022-04-27,Wallonia,75-84,M,1
9274,2022-04-27,Wallonia,75-84,F,1
9275,2022-04-27,Wallonia,85+,F,1
9276,2022-04-27,Flanders,65-74,M,2
9277,2022-04-27,Flanders,65-74,F,2
9278,2022-04-27,Flanders,75-84,M,3
9279,2022-04-27,Flanders,75-84,F,1
9280,2022-04-27,Flanders,85+,M,2
9281,2022-04-27,Brussels,75-84,M,1
9282,2022-04-28,Wallonia,65-74,F,1
9283,2022-04-28,Wallonia,85+,M,1
9284,2022-04-28,Wallonia,85+,F,2
9285,2022-04-28,Flanders,45-64,F,1
9286,2022-04-28,Flanders,65-74,F,1
9287,2022-04-28,Flanders,75-84,M,1
9288,2022-04-28,Flanders,75-84,F,1
9289,2022-04-28,Flanders,85+,M,3
9290,2022-04-28,Flanders,85+,F,2
9291,2022-04-28,Brussels,85+,M,3
9292,2022-04-29,Wallonia,75-84,F,1
9293,2022-04-29,Wallonia,85+,M,2
9294,2022-04-29,Wallonia,85+,F,3
9295,2022-04-29,Flanders,65-74,M,2
9296,2022-04-29,Flanders,65-74,F,1
9297,2022-04-29,Flanders,75-84,M,2
9298,2022-04-29,Flanders,75-84,F,1
9299,2022-04-29,Flanders,85+,M,1
9300,2022-04-29,Flanders,85+,F,2
9301,2022-04-30,Wallonia,45-64,M,1
9302,2022-04-30,Wallonia,75-84,M,1
9303,2022-04-30,Wallonia,75-84,F,2
9304,2022-04-30,Wallonia,85+,M,4
9305,2022-04-30,Wallonia,85+,F,1
9306,2022-04-30,Flanders,65-74,M,1
9307,2022-04-30,Flanders,75-84,F,1
9308,2022-04-30,Flanders,85+,M,3
9309,2022-04-30,Flanders,85+,F,2
9310,2022-04-30,Brussels,85+,F,1
9311,2022-05-01,Wallonia,45-64,M,1
9312,2022-05-01,Wallonia,65-74,M,2
9313,2022-05-01,Wallonia,85+,F,1
9314,2022-05-01,Flanders,65-74,F,1
9315,2022-05-01,Flanders,75-84,M,1
9316,2022-05-01,Flanders,85+,M,3
9317,2022-05-01,Flanders,85+,F,4
9318,2022-05-01,Brussels,65-74,M,1
9319,2022-05-01,Brussels,85+,F,1
9320,2022-05-02,Wallonia,45-64,M,1
9321,2022-05-02,Wallonia,75-84,F,1
9322,2022-05-02,Wallonia,85+,F,1
9323,2022-05-02,Flanders,65-74,M,3
9324,2022-05-02,Flanders,65-74,F,1
9325,2022-05-02,Flanders,75-84,M,1
9326,2022-05-02,Flanders,75-84,F,2
9327,2022-05-02,Flanders,85+,M,5
9328,2022-05-02,Flanders,85+,F,4
9329,2022-05-02,Brussels,45-64,F,1
9330,2022-05-02,Brussels,75-84,M,1
9331,2022-05-02,Brussels,85+,F,1
9332,2022-05-03,Wallonia,45-64,F,2
9333,2022-05-03,Wallonia,65-74,M,1
9334,2022-05-03,Wallonia,85+,M,1
9335,2022-05-03,Flanders,65-74,M,1
9336,2022-05-03,Flanders,75-84,M,2
9337,2022-05-03,Flanders,75-84,F,2
9338,2022-05-03,Flanders,85+,M,1
9339,2022-05-03,Flanders,85+,F,1
9340,2022-05-03,Brussels,85+,M,1
9341,2022-05-03,Brussels,85+,F,1
9342,2022-05-04,Wallonia,45-64,M,1
9343,2022-05-04,Wallonia,45-64,F,1
9344,2022-05-04,Wallonia,65-74,M,1
9345,2022-05-04,Wallonia,75-84,M,1
9346,2022-05-04,Wallonia,75-84,F,1
9347,2022-05-04,Wallonia,85+,M,1
9348,2022-05-04,Flanders,75-84,M,4
9349,2022-05-04,Flanders,75-84,F,1
9350,2022-05-04,Flanders,85+,M,1
9351,2022-05-04,Flanders,85+,F,2
9352,2022-05-04,Brussels,45-64,F,1
9353,2022-05-04,Brussels,65-74,M,1
9354,2022-05-04,Brussels,75-84,M,1
9355,2022-05-05,Wallonia,65-74,M,2
9356,2022-05-05,Wallonia,85+,F,1
9357,2022-05-05,Flanders,65-74,F,2
9358,2022-05-05,Flanders,85+,M,2
9359,2022-05-05,Brussels,75-84,M,2
9360,2022-05-06,Wallonia,75-84,M,1
9361,2022-05-06,Wallonia,85+,M,1
9362,2022-05-06,Wallonia,85+,F,2
9363,2022-05-06,Flanders,65-74,M,2
9364,2022-05-06,Flanders,75-84,F,1
9365,2022-05-06,Flanders,85+,M,2
9366,2022-05-06,Flanders,85+,F,3
9367,2022-05-06,Brussels,85+,M,1
9368,2022-05-07,Wallonia,75-84,M,1
9369,2022-05-07,Wallonia,85+,M,2
9370,2022-05-07,Flanders,45-64,M,1
9371,2022-05-07,Flanders,65-74,F,1
9372,2022-05-07,Flanders,75-84,F,1
9373,2022-05-07,Flanders,85+,F,3
9374,2022-05-08,Wallonia,65-74,M,1
9375,2022-05-08,Wallonia,75-84,M,1
9376,2022-05-08,Wallonia,85+,F,1
9377,2022-05-08,Flanders,45-64,M,1
9378,2022-05-08,Flanders,75-84,M,1
9379,2022-05-08,Brussels,75-84,M,1
9380,2022-05-09,Wallonia,45-64,M,1
9381,2022-05-09,Wallonia,65-74,M,1
9382,2022-05-09,Wallonia,85+,F,1
9383,2022-05-09,Flanders,65-74,F,1
9384,2022-05-09,Flanders,75-84,M,2
9385,2022-05-09,Flanders,75-84,F,2
9386,2022-05-09,Flanders,85+,F,3
9387,2022-05-09,Brussels,45-64,M,1
9388,2022-05-10,Wallonia,85+,F,1
9389,2022-05-10,Flanders,65-74,F,2
9390,2022-05-10,Flanders,75-84,M,2
9391,2022-05-10,Flanders,75-84,F,2
9392,2022-05-10,Flanders,85+,M,1
9393,2022-05-10,Flanders,85+,F,3
9394,2022-05-10,Brussels,85+,F,1
9395,2022-05-11,Wallonia,85+,F,1
9396,2022-05-11,Flanders,45-64,M,1
9397,2022-05-11,Flanders,65-74,F,1
9398,2022-05-11,Flanders,85+,M,3
9399,2022-05-11,Flanders,85+,F,2
9400,2022-05-11,Brussels,65-74,M,1
9401,2022-05-11,Brussels,85+,F,1
9402,2022-05-12,Flanders,45-64,M,1
9403,2022-05-12,Flanders,75-84,M,1
9404,2022-05-12,Flanders,75-84,F,3
9405,2022-05-12,Flanders,85+,F,3
9406,2022-05-12,Brussels,45-64,M,1
9407,2022-05-13,Wallonia,75-84,F,1
9408,2022-05-13,Wallonia,85+,F,1
9409,2022-05-13,Flanders,75-84,M,1
9410,2022-05-13,Flanders,75-84,F,2
9411,2022-05-13,Flanders,85+,F,1
9412,2022-05-14,Wallonia,85+,M,1
9413,2022-05-14,Flanders,65-74,M,1
9414,2022-05-14,Flanders,75-84,M,3
9415,2022-05-14,Flanders,75-84,F,4
9416,2022-05-14,Flanders,85+,M,1
9417,2022-05-14,Flanders,85+,F,2
9418,2022-05-15,Wallonia,45-64,F,1
9419,2022-05-15,Wallonia,65-74,F,1
9420,2022-05-15,Wallonia,75-84,M,1
9421,2022-05-15,Wallonia,75-84,F,1
9422,2022-05-15,Wallonia,85+,F,1
9423,2022-05-15,Flanders,65-74,M,1
9424,2022-05-15,Flanders,85+,M,1
9425,2022-05-15,Brussels,25-44,M,1
9426,2022-05-15,Brussels,65-74,M,1
9427,2022-05-16,Wallonia,65-74,M,1
9428,2022-05-16,Wallonia,85+,M,1
9429,2022-05-16,Flanders,75-84,M,2
9430,2022-05-16,Brussels,75-84,M,1
9431,2022-05-17,Wallonia,65-74,M,1
9432,2022-05-17,Wallonia,85+,F,3
9433,2022-05-17,Flanders,65-74,M,1
9434,2022-05-17,Flanders,75-84,F,2
9435,2022-05-17,Flanders,85+,M,3
9436,2022-05-17,Brussels,75-84,M,1
9437,2022-05-18,Wallonia,65-74,M,1
9438,2022-05-18,Wallonia,75-84,M,1
9439,2022-05-18,Wallonia,85+,F,2
9440,2022-05-18,Flanders,75-84,M,1
9441,2022-05-18,Flanders,85+,M,1
9442,2022-05-18,Flanders,85+,F,1
9443,2022-05-18,Brussels,75-84,F,1
9444,2022-05-19,Wallonia,75-84,M,1
9445,2022-05-19,Flanders,75-84,M,1
9446,2022-05-19,Flanders,75-84,F,1
9447,2022-05-19,Flanders,85+,M,1
9448,2022-05-19,Flanders,85+,F,3
9449,2022-05-20,Wallonia,45-64,M,1
9450,2022-05-20,Flanders,65-74,M,1
9451,2022-05-20,Flanders,75-84,M,1
9452,2022-05-20,Flanders,85+,M,1
9453,2022-05-20,Brussels,65-74,M,1
9454,2022-05-20,Brussels,85+,M,1
9455,2022-05-21,Wallonia,25-44,F,1
9456,2022-05-21,Wallonia,45-64,M,2
9457,2022-05-21,Wallonia,85+,F,2
9458,2022-05-21,Flanders,45-64,M,1
9459,2022-05-21,Flanders,85+,M,2
9460,2022-05-21,Flanders,85+,F,1
9461,2022-05-22,Wallonia,75-84,M,1
9462,2022-05-22,Flanders,65-74,M,1
9463,2022-05-22,Flanders,75-84,M,1
9464,2022-05-22,Flanders,75-84,F,2
9465,2022-05-22,Flanders,85+,F,1
9466,2022-05-22,Brussels,85+,M,1
9467,2022-05-23,Wallonia,85+,F,1
9468,2022-05-23,Flanders,45-64,F,1
9469,2022-05-23,Flanders,75-84,F,1
9470,2022-05-23,Flanders,85+,M,1
9471,2022-05-24,Wallonia,65-74,F,1
9472,2022-05-24,Wallonia,75-84,M,1
9473,2022-05-24,Wallonia,85+,F,1
9474,2022-05-24,Flanders,45-64,M,2
