,DATE,REGION,AGEGROUP,SEX,DEATHS
2727,2020-11-09,Flanders,65-74,F,4
2728,2020-11-09,Flanders,75-84,M,16
2729,2020-11-09,Flanders,75-84,F,11
2730,2020-11-09,Flanders,85+,M,20
2731,2020-11-09,Flanders,85+,F,23
2732,2020-11-09,Brussels,45-64,M,3
2733,2020-11-09,Brussels,45-64,F,2
2734,2020-11-09,Brussels,65-74,M,3
2735,2020-11-09,Brussels,75-84,M,4
2736,2020-11-09,Brussels,75-84,F,5
2737,2020-11-09,Brussels,85+,M,6
2738,2020-11-09,Brussels,85+,F,6
2739,2020-11-10,Wallonia,45-64,M,4
2740,2020-11-10,Wallonia,45-64,F,1
2741,2020-11-10,Wallonia,65-74,M,8
2742,2020-11-10,Wallonia,65-74,F,4
2743,2020-11-10,Wallonia,75-84,M,15
2744,2020-11-10,Wallonia,75-84,F,16
2745,2020-11-10,Wallonia,85+,M,21
2746,2020-11-10,Wallonia,85+,F,35
2747,2020-11-10,Flanders,25-44,F,1
2748,2020-11-10,Flanders,45-64,M,7
2749,2020-11-10,Flanders,45-64,F,2
2750,2020-11-10,Flanders,65-74,M,6
2751,2020-11-10,Flanders,65-74,F,4
2752,2020-11-10,Flanders,75-84,M,14
2753,2020-11-10,Flanders,75-84,F,7
2754,2020-11-10,Flanders,85+,M,18
2755,2020-11-10,Flanders,85+,F,31
2756,2020-11-10,Flanders,,M,1
2757,2020-11-10,Brussels,0-24,F,1
2758,2020-11-10,Brussels,45-64,M,1
2759,2020-11-10,Brussels,65-74,F,2
2760,2020-11-10,Brussels,75-84,M,2
2761,2020-11-10,Brussels,75-84,F,2
2762,2020-11-10,Brussels,85+,M,7
2763,2020-11-10,Brussels,85+,F,9
2764,2020-11-11,Wallonia,25-44,F,1
2765,2020-11-11,Wallonia,45-64,M,2
2766,2020-11-11,Wallonia,45-64,F,4
2767,2020-11-11,Wallonia,65-74,M,9
2768,2020-11-11,Wallonia,65-74,F,6
2769,2020-11-11,Wallonia,75-84,M,9
2770,2020-11-11,Wallonia,75-84,F,14
2771,2020-11-11,Wallonia,85+,M,20
2772,2020-11-11,Wallonia,85+,F,27
2773,2020-11-11,Flanders,45-64,M,3
2774,2020-11-11,Flanders,45-64,F,1
2775,2020-11-11,Flanders,65-74,M,1
2776,2020-11-11,Flanders,65-74,F,1
2777,2020-11-11,Flanders,75-84,M,19
2778,2020-11-11,Flanders,75-84,F,14
2779,2020-11-11,Flanders,85+,M,20
2780,2020-11-11,Flanders,85+,F,24
2781,2020-11-11,Brussels,45-64,M,1
2782,2020-11-11,Brussels,65-74,M,3
2783,2020-11-11,Brussels,75-84,M,4
2784,2020-11-11,Brussels,75-84,F,2
2785,2020-11-11,Brussels,85+,M,3
2786,2020-11-11,Brussels,85+,F,8
2787,2020-11-12,Wallonia,45-64,M,2
2788,2020-11-12,Wallonia,45-64,F,2
2789,2020-11-12,Wallonia,65-74,M,9
2790,2020-11-12,Wallonia,65-74,F,6
2791,2020-11-12,Wallonia,75-84,M,11
2792,2020-11-12,Wallonia,75-84,F,8
2793,2020-11-12,Wallonia,85+,M,16
2794,2020-11-12,Wallonia,85+,F,22
2795,2020-11-12,Flanders,45-64,M,2
2796,2020-11-12,Flanders,45-64,F,1
2797,2020-11-12,Flanders,65-74,M,1
2798,2020-11-12,Flanders,65-74,F,7
2799,2020-11-12,Flanders,75-84,M,16
2800,2020-11-12,Flanders,75-84,F,11
2801,2020-11-12,Flanders,85+,M,19
2802,2020-11-12,Flanders,85+,F,30
2803,2020-11-12,Brussels,75-84,M,3
2804,2020-11-12,Brussels,85+,M,2
2805,2020-11-12,Brussels,85+,F,4
2806,2020-11-13,Wallonia,45-64,M,3
2807,2020-11-13,Wallonia,45-64,F,1
2808,2020-11-13,Wallonia,65-74,M,10
2809,2020-11-13,Wallonia,65-74,F,3
2810,2020-11-13,Wallonia,75-84,M,11
2811,2020-11-13,Wallonia,75-84,F,11
2812,2020-11-13,Wallonia,85+,M,11
2813,2020-11-13,Wallonia,85+,F,27
2814,2020-11-13,Flanders,45-64,M,1
2815,2020-11-13,Flanders,45-64,F,2
2816,2020-11-13,Flanders,65-74,M,4
2817,2020-11-13,Flanders,65-74,F,3
2818,2020-11-13,Flanders,75-84,M,15
2819,2020-11-13,Flanders,75-84,F,13
2820,2020-11-13,Flanders,85+,M,24
2821,2020-11-13,Flanders,85+,F,29
2822,2020-11-13,Brussels,45-64,M,2
2823,2020-11-13,Brussels,45-64,F,1
2824,2020-11-13,Brussels,75-84,M,2
2825,2020-11-13,Brussels,85+,M,3
2826,2020-11-13,Brussels,85+,F,7
2827,2020-11-14,Wallonia,45-64,M,4
2828,2020-11-14,Wallonia,45-64,F,3
2829,2020-11-14,Wallonia,65-74,M,9
2830,2020-11-14,Wallonia,65-74,F,3
2831,2020-11-14,Wallonia,75-84,M,9
2832,2020-11-14,Wallonia,75-84,F,13
2833,2020-11-14,Wallonia,85+,M,13
2834,2020-11-14,Wallonia,85+,F,21
2835,2020-11-14,Flanders,25-44,M,1
2836,2020-11-14,Flanders,45-64,M,2
2837,2020-11-14,Flanders,65-74,M,3
2838,2020-11-14,Flanders,65-74,F,4
2839,2020-11-14,Flanders,75-84,M,22
2840,2020-11-14,Flanders,75-84,F,8
2841,2020-11-14,Flanders,85+,M,15
2842,2020-11-14,Flanders,85+,F,32
2843,2020-11-14,Brussels,45-64,M,2
2844,2020-11-14,Brussels,45-64,F,1
2845,2020-11-14,Brussels,65-74,M,2
2846,2020-11-14,Brussels,65-74,F,1
2847,2020-11-14,Brussels,75-84,M,2
2848,2020-11-14,Brussels,75-84,F,1
2849,2020-11-14,Brussels,85+,M,4
2850,2020-11-14,Brussels,85+,F,3
2851,2020-11-15,Wallonia,45-64,M,7
2852,2020-11-15,Wallonia,45-64,F,3
2853,2020-11-15,Wallonia,65-74,M,9
2854,2020-11-15,Wallonia,65-74,F,6
2855,2020-11-15,Wallonia,75-84,M,22
2856,2020-11-15,Wallonia,75-84,F,12
2857,2020-11-15,Wallonia,85+,M,17
2858,2020-11-15,Wallonia,85+,F,25
2859,2020-11-15,Flanders,25-44,M,1
2860,2020-11-15,Flanders,45-64,M,2
2861,2020-11-15,Flanders,45-64,F,1
2862,2020-11-15,Flanders,65-74,M,7
2863,2020-11-15,Flanders,75-84,M,11
2864,2020-11-15,Flanders,75-84,F,9
2865,2020-11-15,Flanders,85+,M,17
2866,2020-11-15,Flanders,85+,F,27
2867,2020-11-15,Brussels,45-64,M,1
2868,2020-11-15,Brussels,45-64,F,1
2869,2020-11-15,Brussels,65-74,M,1
2870,2020-11-15,Brussels,75-84,M,4
2871,2020-11-15,Brussels,75-84,F,1
2872,2020-11-15,Brussels,85+,M,3
2873,2020-11-15,Brussels,85+,F,6
2874,2020-11-16,Wallonia,25-44,M,1
2875,2020-11-16,Wallonia,45-64,M,5
2876,2020-11-16,Wallonia,45-64,F,4
2877,2020-11-16,Wallonia,65-74,M,15
2878,2020-11-16,Wallonia,65-74,F,4
2879,2020-11-16,Wallonia,75-84,M,14
2880,2020-11-16,Wallonia,75-84,F,6
2881,2020-11-16,Wallonia,85+,M,11
2882,2020-11-16,Wallonia,85+,F,18
2883,2020-11-16,Flanders,45-64,M,5
2884,2020-11-16,Flanders,65-74,M,2
2885,2020-11-16,Flanders,65-74,F,1
2886,2020-11-16,Flanders,75-84,M,13
2887,2020-11-16,Flanders,75-84,F,10
2888,2020-11-16,Flanders,85+,M,25
2889,2020-11-16,Flanders,85+,F,31
2890,2020-11-16,Brussels,25-44,M,1
2891,2020-11-16,Brussels,45-64,M,3
2892,2020-11-16,Brussels,45-64,F,2
2893,2020-11-16,Brussels,65-74,M,4
2894,2020-11-16,Brussels,65-74,F,4
2895,2020-11-16,Brussels,75-84,M,3
2896,2020-11-16,Brussels,75-84,F,2
2897,2020-11-16,Brussels,85+,M,3
2898,2020-11-16,Brussels,85+,F,8
2899,2020-11-17,Wallonia,45-64,M,4
2900,2020-11-17,Wallonia,65-74,M,7
2901,2020-11-17,Wallonia,65-74,F,4
2902,2020-11-17,Wallonia,75-84,M,20
2903,2020-11-17,Wallonia,75-84,F,13
2904,2020-11-17,Wallonia,85+,M,14
2905,2020-11-17,Wallonia,85+,F,12
2906,2020-11-17,Flanders,45-64,M,3
2907,2020-11-17,Flanders,65-74,M,5
2908,2020-11-17,Flanders,65-74,F,2
2909,2020-11-17,Flanders,75-84,M,15
2910,2020-11-17,Flanders,75-84,F,6
2911,2020-11-17,Flanders,85+,M,18
2912,2020-11-17,Flanders,85+,F,26
2913,2020-11-17,Brussels,45-64,M,1
2914,2020-11-17,Brussels,45-64,F,1
2915,2020-11-17,Brussels,75-84,F,2
2916,2020-11-17,Brussels,85+,M,5
2917,2020-11-17,Brussels,85+,F,2
2918,2020-11-18,Wallonia,45-64,M,3
2919,2020-11-18,Wallonia,45-64,F,1
2920,2020-11-18,Wallonia,65-74,M,8
2921,2020-11-18,Wallonia,65-74,F,4
2922,2020-11-18,Wallonia,75-84,M,6
2923,2020-11-18,Wallonia,75-84,F,12
2924,2020-11-18,Wallonia,85+,M,14
2925,2020-11-18,Wallonia,85+,F,15
2926,2020-11-18,Flanders,45-64,M,1
2927,2020-11-18,Flanders,45-64,F,3
2928,2020-11-18,Flanders,65-74,M,5
2929,2020-11-18,Flanders,65-74,F,2
2930,2020-11-18,Flanders,75-84,M,13
2931,2020-11-18,Flanders,75-84,F,11
2932,2020-11-18,Flanders,85+,M,23
2933,2020-11-18,Flanders,85+,F,21
2934,2020-11-18,Brussels,45-64,M,2
2935,2020-11-18,Brussels,65-74,M,2
2936,2020-11-18,Brussels,65-74,F,2
2937,2020-11-18,Brussels,75-84,M,3
2938,2020-11-18,Brussels,75-84,F,1
2939,2020-11-18,Brussels,85+,M,2
2940,2020-11-18,Brussels,85+,F,5
2941,2020-11-19,Wallonia,45-64,M,5
2942,2020-11-19,Wallonia,65-74,M,10
2943,2020-11-19,Wallonia,65-74,F,4
2944,2020-11-19,Wallonia,75-84,M,11
2945,2020-11-19,Wallonia,75-84,F,7
2946,2020-11-19,Wallonia,85+,M,15
2947,2020-11-19,Wallonia,85+,F,24
2948,2020-11-19,Flanders,45-64,M,5
2949,2020-11-19,Flanders,65-74,M,5
2950,2020-11-19,Flanders,65-74,F,3
2951,2020-11-19,Flanders,75-84,M,13
2952,2020-11-19,Flanders,75-84,F,6
2953,2020-11-19,Flanders,85+,M,21
2954,2020-11-19,Flanders,85+,F,30
2955,2020-11-19,Brussels,45-64,M,1
2956,2020-11-19,Brussels,65-74,M,1
2957,2020-11-19,Brussels,65-74,F,1
2958,2020-11-19,Brussels,75-84,M,3
2959,2020-11-19,Brussels,75-84,F,3
2960,2020-11-19,Brussels,85+,M,2
2961,2020-11-19,Brussels,85+,F,2
2962,2020-11-20,Wallonia,45-64,M,3
2963,2020-11-20,Wallonia,45-64,F,1
2964,2020-11-20,Wallonia,65-74,M,8
2965,2020-11-20,Wallonia,65-74,F,8
2966,2020-11-20,Wallonia,75-84,M,12
2967,2020-11-20,Wallonia,75-84,F,6
2968,2020-11-20,Wallonia,85+,M,7
2969,2020-11-20,Wallonia,85+,F,23
2970,2020-11-20,Flanders,45-64,M,4
2971,2020-11-20,Flanders,45-64,F,1
2972,2020-11-20,Flanders,65-74,M,6
2973,2020-11-20,Flanders,65-74,F,1
2974,2020-11-20,Flanders,75-84,M,8
2975,2020-11-20,Flanders,75-84,F,11
2976,2020-11-20,Flanders,85+,M,17
2977,2020-11-20,Flanders,85+,F,32
2978,2020-11-20,Brussels,25-44,M,2
2979,2020-11-20,Brussels,65-74,M,2
2980,2020-11-20,Brussels,65-74,F,1
2981,2020-11-20,Brussels,75-84,M,4
2982,2020-11-20,Brussels,75-84,F,2
2983,2020-11-20,Brussels,85+,M,8
2984,2020-11-20,Brussels,85+,F,4
2985,2020-11-21,Wallonia,65-74,M,7
2986,2020-11-21,Wallonia,65-74,F,3
2987,2020-11-21,Wallonia,75-84,M,11
2988,2020-11-21,Wallonia,75-84,F,8
2989,2020-11-21,Wallonia,85+,M,10
2990,2020-11-21,Wallonia,85+,F,12
2991,2020-11-21,Flanders,45-64,M,4
2992,2020-11-21,Flanders,45-64,F,1
2993,2020-11-21,Flanders,65-74,M,2
2994,2020-11-21,Flanders,65-74,F,5
2995,2020-11-21,Flanders,75-84,M,7
2996,2020-11-21,Flanders,75-84,F,8
2997,2020-11-21,Flanders,85+,M,14
2998,2020-11-21,Flanders,85+,F,32
2999,2020-11-21,Brussels,45-64,M,1
3000,2020-11-21,Brussels,65-74,F,3
3001,2020-11-21,Brussels,75-84,M,6
3002,2020-11-21,Brussels,85+,M,1
3003,2020-11-21,Brussels,85+,F,7
3004,2020-11-22,Wallonia,25-44,M,1
3005,2020-11-22,Wallonia,25-44,F,1
3006,2020-11-22,Wallonia,45-64,M,4
3007,2020-11-22,Wallonia,45-64,F,2
3008,2020-11-22,Wallonia,65-74,M,2
3009,2020-11-22,Wallonia,65-74,F,3
3010,2020-11-22,Wallonia,75-84,M,10
3011,2020-11-22,Wallonia,75-84,F,6
3012,2020-11-22,Wallonia,85+,M,7
3013,2020-11-22,Wallonia,85+,F,11
3014,2020-11-22,Flanders,45-64,F,1
3015,2020-11-22,Flanders,65-74,M,5
3016,2020-11-22,Flanders,65-74,F,2
3017,2020-11-22,Flanders,75-84,M,13
3018,2020-11-22,Flanders,75-84,F,9
3019,2020-11-22,Flanders,85+,M,22
3020,2020-11-22,Flanders,85+,F,22
3021,2020-11-22,Brussels,75-84,M,4
3022,2020-11-22,Brussels,75-84,F,3
3023,2020-11-22,Brussels,85+,M,3
3024,2020-11-22,Brussels,85+,F,3
3025,2020-11-23,Wallonia,25-44,M,1
3026,2020-11-23,Wallonia,45-64,M,1
3027,2020-11-23,Wallonia,45-64,F,3
3028,2020-11-23,Wallonia,65-74,M,7
3029,2020-11-23,Wallonia,65-74,F,6
3030,2020-11-23,Wallonia,75-84,M,6
3031,2020-11-23,Wallonia,75-84,F,3
3032,2020-11-23,Wallonia,85+,M,8
3033,2020-11-23,Wallonia,85+,F,17
3034,2020-11-23,Flanders,45-64,M,4
3035,2020-11-23,Flanders,65-74,M,5
3036,2020-11-23,Flanders,65-74,F,3
3037,2020-11-23,Flanders,75-84,M,16
3038,2020-11-23,Flanders,75-84,F,6
3039,2020-11-23,Flanders,85+,M,21
3040,2020-11-23,Flanders,85+,F,21
3041,2020-11-23,Brussels,45-64,M,1
3042,2020-11-23,Brussels,45-64,F,1
3043,2020-11-23,Brussels,65-74,M,3
3044,2020-11-23,Brussels,65-74,F,1
3045,2020-11-23,Brussels,75-84,M,1
3046,2020-11-23,Brussels,75-84,F,3
3047,2020-11-23,Brussels,85+,M,1
3048,2020-11-23,Brussels,85+,F,3
3049,2020-11-24,Wallonia,45-64,M,5
3050,2020-11-24,Wallonia,65-74,M,6
3051,2020-11-24,Wallonia,65-74,F,3
3052,2020-11-24,Wallonia,75-84,M,8
3053,2020-11-24,Wallonia,75-84,F,8
3054,2020-11-24,Wallonia,85+,M,4
3055,2020-11-24,Wallonia,85+,F,15
3056,2020-11-24,Flanders,45-64,M,4
3057,2020-11-24,Flanders,45-64,F,1
3058,2020-11-24,Flanders,65-74,M,1
3059,2020-11-24,Flanders,65-74,F,1
3060,2020-11-24,Flanders,75-84,M,6
3061,2020-11-24,Flanders,75-84,F,9
3062,2020-11-24,Flanders,85+,M,19
3063,2020-11-24,Flanders,85+,F,22
3064,2020-11-24,Brussels,45-64,M,3
3065,2020-11-24,Brussels,75-84,M,2
3066,2020-11-24,Brussels,75-84,F,1
3067,2020-11-24,Brussels,85+,M,1
3068,2020-11-24,Brussels,85+,F,4
3069,2020-11-25,Wallonia,25-44,M,1
3070,2020-11-25,Wallonia,45-64,M,3
3071,2020-11-25,Wallonia,45-64,F,4
3072,2020-11-25,Wallonia,65-74,M,7
3073,2020-11-25,Wallonia,65-74,F,4
3074,2020-11-25,Wallonia,75-84,M,6
3075,2020-11-25,Wallonia,75-84,F,4
3076,2020-11-25,Wallonia,85+,M,6
3077,2020-11-25,Wallonia,85+,F,14
3078,2020-11-25,Flanders,45-64,M,1
3079,2020-11-25,Flanders,45-64,F,4
3080,2020-11-25,Flanders,65-74,M,6
3081,2020-11-25,Flanders,65-74,F,1
3082,2020-11-25,Flanders,75-84,M,12
3083,2020-11-25,Flanders,75-84,F,9
3084,2020-11-25,Flanders,85+,M,22
3085,2020-11-25,Flanders,85+,F,23
3086,2020-11-25,Flanders,,F,1
3087,2020-11-25,Brussels,45-64,M,1
3088,2020-11-25,Brussels,45-64,F,1
3089,2020-11-25,Brussels,65-74,M,1
3090,2020-11-25,Brussels,65-74,F,1
3091,2020-11-25,Brussels,75-84,M,2
3092,2020-11-25,Brussels,75-84,F,1
3093,2020-11-25,Brussels,85+,M,1
3094,2020-11-25,Brussels,85+,F,3
3095,2020-11-26,Wallonia,45-64,M,3
3096,2020-11-26,Wallonia,65-74,M,3
3097,2020-11-26,Wallonia,65-74,F,1
3098,2020-11-26,Wallonia,75-84,M,4
3099,2020-11-26,Wallonia,75-84,F,6
3100,2020-11-26,Wallonia,85+,M,7
3101,2020-11-26,Wallonia,85+,F,12
3102,2020-11-26,Flanders,45-64,M,2
3103,2020-11-26,Flanders,45-64,F,1
3104,2020-11-26,Flanders,65-74,M,6
3105,2020-11-26,Flanders,65-74,F,2
3106,2020-11-26,Flanders,75-84,M,9
3107,2020-11-26,Flanders,75-84,F,7
3108,2020-11-26,Flanders,85+,M,14
3109,2020-11-26,Flanders,85+,F,28
3110,2020-11-26,Brussels,45-64,M,2
3111,2020-11-26,Brussels,65-74,M,2
3112,2020-11-26,Brussels,75-84,M,3
3113,2020-11-26,Brussels,85+,M,3
3114,2020-11-26,Brussels,85+,F,3
3115,2020-11-27,Wallonia,45-64,M,5
3116,2020-11-27,Wallonia,45-64,F,1
3117,2020-11-27,Wallonia,65-74,M,6
3118,2020-11-27,Wallonia,65-74,F,1
3119,2020-11-27,Wallonia,75-84,M,4
3120,2020-11-27,Wallonia,75-84,F,4
3121,2020-11-27,Wallonia,85+,M,6
3122,2020-11-27,Wallonia,85+,F,8
3123,2020-11-27,Flanders,0-24,F,1
3124,2020-11-27,Flanders,25-44,F,1
3125,2020-11-27,Flanders,45-64,M,2
3126,2020-11-27,Flanders,45-64,F,1
3127,2020-11-27,Flanders,65-74,M,8
3128,2020-11-27,Flanders,65-74,F,4
3129,2020-11-27,Flanders,75-84,M,3
3130,2020-11-27,Flanders,75-84,F,7
3131,2020-11-27,Flanders,85+,M,21
3132,2020-11-27,Flanders,85+,F,30
3133,2020-11-27,Brussels,25-44,F,1
3134,2020-11-27,Brussels,45-64,M,2
3135,2020-11-27,Brussels,65-74,F,1
3136,2020-11-27,Brussels,75-84,M,2
3137,2020-11-27,Brussels,75-84,F,2
3138,2020-11-27,Brussels,85+,M,1
3139,2020-11-27,Brussels,85+,F,4
3140,2020-11-28,Wallonia,45-64,M,2
3141,2020-11-28,Wallonia,45-64,F,1
3142,2020-11-28,Wallonia,65-74,M,1
3143,2020-11-28,Wallonia,65-74,F,6
3144,2020-11-28,Wallonia,75-84,M,9
3145,2020-11-28,Wallonia,75-84,F,9
3146,2020-11-28,Wallonia,85+,M,6
3147,2020-11-28,Wallonia,85+,F,11
3148,2020-11-28,Flanders,45-64,F,1
3149,2020-11-28,Flanders,65-74,M,5
3150,2020-11-28,Flanders,65-74,F,2
3151,2020-11-28,Flanders,75-84,M,8
3152,2020-11-28,Flanders,75-84,F,10
3153,2020-11-28,Flanders,85+,M,13
3154,2020-11-28,Flanders,85+,F,20
3155,2020-11-28,Brussels,45-64,M,1
3156,2020-11-28,Brussels,65-74,M,2
3157,2020-11-28,Brussels,65-74,F,1
3158,2020-11-28,Brussels,75-84,M,3
3159,2020-11-28,Brussels,75-84,F,1
3160,2020-11-28,Brussels,85+,M,2
3161,2020-11-28,Brussels,85+,F,5
3162,2020-11-29,Wallonia,25-44,M,1
3163,2020-11-29,Wallonia,45-64,M,5
3164,2020-11-29,Wallonia,45-64,F,1
3165,2020-11-29,Wallonia,65-74,M,4
3166,2020-11-29,Wallonia,65-74,F,1
3167,2020-11-29,Wallonia,75-84,M,6
3168,2020-11-29,Wallonia,75-84,F,3
3169,2020-11-29,Wallonia,85+,M,7
3170,2020-11-29,Wallonia,85+,F,12
3171,2020-11-29,Flanders,45-64,M,4
3172,2020-11-29,Flanders,45-64,F,1
3173,2020-11-29,Flanders,65-74,M,2
3174,2020-11-29,Flanders,65-74,F,3
3175,2020-11-29,Flanders,75-84,M,9
3176,2020-11-29,Flanders,75-84,F,12
3177,2020-11-29,Flanders,85+,M,20
3178,2020-11-29,Flanders,85+,F,16
3179,2020-11-29,Brussels,45-64,M,1
3180,2020-11-29,Brussels,45-64,F,1
3181,2020-11-29,Brussels,75-84,F,2
3182,2020-11-29,Brussels,85+,M,4
3183,2020-11-29,Brussels,85+,F,4
3184,2020-11-30,Wallonia,45-64,M,1
3185,2020-11-30,Wallonia,45-64,F,3
3186,2020-11-30,Wallonia,65-74,M,1
3187,2020-11-30,Wallonia,65-74,F,3
3188,2020-11-30,Wallonia,75-84,M,4
3189,2020-11-30,Wallonia,75-84,F,3
3190,2020-11-30,Wallonia,85+,M,10
3191,2020-11-30,Wallonia,85+,F,12
3192,2020-11-30,Flanders,45-64,M,1
3193,2020-11-30,Flanders,45-64,F,2
3194,2020-11-30,Flanders,65-74,M,3
3195,2020-11-30,Flanders,65-74,F,2
3196,2020-11-30,Flanders,75-84,M,5
3197,2020-11-30,Flanders,75-84,F,6
3198,2020-11-30,Flanders,85+,M,13
3199,2020-11-30,Flanders,85+,F,25
3200,2020-11-30,Flanders,,F,1
3201,2020-11-30,Brussels,65-74,F,1
3202,2020-11-30,Brussels,75-84,M,1
3203,2020-11-30,Brussels,75-84,F,1
3204,2020-11-30,Brussels,85+,M,1
3205,2020-11-30,Brussels,85+,F,3
3206,2020-12-01,Wallonia,45-64,M,1
3207,2020-12-01,Wallonia,65-74,M,6
3208,2020-12-01,Wallonia,65-74,F,5
3209,2020-12-01,Wallonia,75-84,M,5
3210,2020-12-01,Wallonia,75-84,F,3
3211,2020-12-01,Wallonia,85+,M,8
3212,2020-12-01,Wallonia,85+,F,8
3213,2020-12-01,Flanders,25-44,F,1
3214,2020-12-01,Flanders,45-64,M,3
3215,2020-12-01,Flanders,45-64,F,3
3216,2020-12-01,Flanders,65-74,M,4
3217,2020-12-01,Flanders,65-74,F,2
3218,2020-12-01,Flanders,75-84,M,5
3219,2020-12-01,Flanders,75-84,F,6
3220,2020-12-01,Flanders,85+,M,15
3221,2020-12-01,Flanders,85+,F,24
3222,2020-12-01,Brussels,45-64,M,1
3223,2020-12-01,Brussels,65-74,M,1
3224,2020-12-01,Brussels,75-84,M,3
3225,2020-12-01,Brussels,75-84,F,1
3226,2020-12-01,Brussels,85+,M,1
3227,2020-12-01,Brussels,85+,F,5
3228,2020-12-02,Wallonia,45-64,M,3
3229,2020-12-02,Wallonia,65-74,M,3
3230,2020-12-02,Wallonia,65-74,F,2
3231,2020-12-02,Wallonia,75-84,M,6
3232,2020-12-02,Wallonia,75-84,F,3
3233,2020-12-02,Wallonia,85+,M,4
3234,2020-12-02,Wallonia,85+,F,13
3235,2020-12-02,Flanders,45-64,M,4
3236,2020-12-02,Flanders,45-64,F,2
3237,2020-12-02,Flanders,65-74,M,3
3238,2020-12-02,Flanders,65-74,F,4
3239,2020-12-02,Flanders,75-84,M,12
3240,2020-12-02,Flanders,75-84,F,7
3241,2020-12-02,Flanders,85+,M,16
3242,2020-12-02,Flanders,85+,F,20
3243,2020-12-02,Brussels,45-64,M,2
3244,2020-12-02,Brussels,65-74,M,1
3245,2020-12-02,Brussels,65-74,F,1
3246,2020-12-02,Brussels,75-84,M,3
3247,2020-12-02,Brussels,75-84,F,5
3248,2020-12-02,Brussels,85+,F,3
3249,2020-12-03,Wallonia,45-64,M,2
3250,2020-12-03,Wallonia,45-64,F,1
3251,2020-12-03,Wallonia,65-74,M,5
3252,2020-12-03,Wallonia,65-74,F,1
3253,2020-12-03,Wallonia,75-84,M,5
3254,2020-12-03,Wallonia,75-84,F,3
3255,2020-12-03,Wallonia,85+,M,6
3256,2020-12-03,Wallonia,85+,F,8
3257,2020-12-03,Flanders,45-64,M,1
3258,2020-12-03,Flanders,65-74,M,1
3259,2020-12-03,Flanders,65-74,F,3
3260,2020-12-03,Flanders,75-84,M,8
3261,2020-12-03,Flanders,75-84,F,7
3262,2020-12-03,Flanders,85+,M,18
3263,2020-12-03,Flanders,85+,F,16
3264,2020-12-03,Brussels,0-24,M,1
3265,2020-12-03,Brussels,45-64,M,1
3266,2020-12-03,Brussels,65-74,M,2
3267,2020-12-03,Brussels,75-84,F,1
3268,2020-12-03,Brussels,85+,M,4
3269,2020-12-03,Brussels,85+,F,1
3270,2020-12-04,Wallonia,45-64,M,3
3271,2020-12-04,Wallonia,45-64,F,2
3272,2020-12-04,Wallonia,65-74,M,7
3273,2020-12-04,Wallonia,65-74,F,3
3274,2020-12-04,Wallonia,75-84,M,3
3275,2020-12-04,Wallonia,75-84,F,4
3276,2020-12-04,Wallonia,85+,M,5
3277,2020-12-04,Wallonia,85+,F,9
3278,2020-12-04,Flanders,0-24,F,1
3279,2020-12-04,Flanders,45-64,M,1
3280,2020-12-04,Flanders,65-74,M,3
3281,2020-12-04,Flanders,65-74,F,2
3282,2020-12-04,Flanders,75-84,M,10
3283,2020-12-04,Flanders,75-84,F,10
3284,2020-12-04,Flanders,85+,M,14
3285,2020-12-04,Flanders,85+,F,21
3286,2020-12-04,Brussels,45-64,M,4
3287,2020-12-04,Brussels,65-74,M,1
3288,2020-12-04,Brussels,65-74,F,1
3289,2020-12-04,Brussels,75-84,M,2
3290,2020-12-04,Brussels,85+,M,3
3291,2020-12-04,Brussels,85+,F,1
3292,2020-12-05,Wallonia,45-64,M,2
3293,2020-12-05,Wallonia,45-64,F,1
3294,2020-12-05,Wallonia,65-74,M,4
3295,2020-12-05,Wallonia,65-74,F,1
3296,2020-12-05,Wallonia,75-84,M,3
3297,2020-12-05,Wallonia,75-84,F,5
3298,2020-12-05,Wallonia,85+,M,3
3299,2020-12-05,Wallonia,85+,F,9
3300,2020-12-05,Flanders,45-64,M,2
3301,2020-12-05,Flanders,65-74,M,5
3302,2020-12-05,Flanders,65-74,F,3
3303,2020-12-05,Flanders,75-84,M,5
3304,2020-12-05,Flanders,75-84,F,6
3305,2020-12-05,Flanders,85+,M,15
3306,2020-12-05,Flanders,85+,F,16
3307,2020-12-05,Brussels,45-64,M,1
3308,2020-12-05,Brussels,65-74,M,1
3309,2020-12-05,Brussels,75-84,M,4
3310,2020-12-05,Brussels,85+,F,1
3311,2020-12-06,Wallonia,45-64,M,2
3312,2020-12-06,Wallonia,65-74,M,3
3313,2020-12-06,Wallonia,65-74,F,2
3314,2020-12-06,Wallonia,75-84,M,1
3315,2020-12-06,Wallonia,75-84,F,4
3316,2020-12-06,Wallonia,85+,M,4
3317,2020-12-06,Wallonia,85+,F,9
3318,2020-12-06,Flanders,45-64,M,1
3319,2020-12-06,Flanders,45-64,F,1
3320,2020-12-06,Flanders,65-74,M,5
3321,2020-12-06,Flanders,65-74,F,2
3322,2020-12-06,Flanders,75-84,M,4
3323,2020-12-06,Flanders,75-84,F,7
3324,2020-12-06,Flanders,85+,M,15
3325,2020-12-06,Flanders,85+,F,20
3326,2020-12-06,Brussels,25-44,F,1
3327,2020-12-06,Brussels,45-64,F,1
3328,2020-12-06,Brussels,75-84,M,2
3329,2020-12-06,Brussels,85+,F,2
3330,2020-12-07,Wallonia,45-64,M,1
3331,2020-12-07,Wallonia,65-74,M,6
