Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Oneens (%),Neutraal (%),Eens (%)
 Gent ,44021,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2008,0.2,0.2,0.6
 Gent ,44021,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2011,0.17,0.2,0.63
 Gent ,44021,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2014,0.19,0.18,0.64
 Gent ,44021,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.14,0.15,0.71
 Gent ,44021,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.22,0.19,0.59
 Gent ,44021,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2008,0.17,0.2,0.63
 Gent ,44021,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2011,0.16,0.21,0.63
 Gent ,44021,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2014,0.13,0.23,0.64
 Gent ,44021,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2017,0.13,0.22,0.65
 Gent ,44021,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.16,0.21,0.62
 Geraardsbergen ,41018,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.12,0.16,0.72
 Geraardsbergen ,41018,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.22,0.23,0.55
 Geraardsbergen ,41018,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.36,0.27,0.37
 Geraardsbergen ,41018,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.45,0.3,0.25
 Geraardsbergen ,41018,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.28,0.25,0.48
 Geraardsbergen ,41018,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.31,0.29,0.39
 Geraardsbergen ,41018,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.18,0.3,0.52
 Gingelom ,71017,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.08,0.13,0.79
 Gingelom ,71017,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.1,0.13,0.76
 Gingelom ,71017,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.15,0.21,0.64
 Gingelom ,71017,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.16,0.29,0.55
 Gingelom ,71017,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.11,0.2,0.69
 Gingelom ,71017,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.12,0.19,0.69
 Gingelom ,71017,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.08,0.17,0.75
 Gistel ,35005,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.1,0.17,0.74
 Gistel ,35005,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.08,0.19,0.72
 Gistel ,35005,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.32,0.25,0.43
 Gistel ,35005,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.21,0.28,0.51
 Gistel ,35005,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.27,0.19,0.53
 Gistel ,35005,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.18,0.19,0.63
 Gistel ,35005,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.13,0.24,0.63
 Glabbeek ,24137,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.05,0.09,0.86
 Glabbeek ,24137,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.04,0.1,0.85
 Glabbeek ,24137,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.1,0.14,0.75
 Glabbeek ,24137,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.1,0.09,0.81
 Glabbeek ,24137,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.09,0.11,0.8
 Glabbeek ,24137,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.07,0.09,0.84
 Glabbeek ,24137,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.06,0.08,0.86
 Gooik ,23024,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.06,0.09,0.84
 Gooik ,23024,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.07,0.11,0.83
 Gooik ,23024,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.25,0.25,0.5
 Gooik ,23024,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.3,0.2,0.49
 Gooik ,23024,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.14,0.17,0.68
 Gooik ,23024,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.18,0.14,0.68
 Gooik ,23024,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.11,0.14,0.75
 Grimbergen ,23025,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.15,0.19,0.66
 Grimbergen ,23025,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.19,0.22,0.59
 Grimbergen ,23025,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.41,0.27,0.32
 Grimbergen ,23025,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.41,0.29,0.31
 Grimbergen ,23025,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.24,0.2,0.56
 Grimbergen ,23025,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.27,0.2,0.53
 Grimbergen ,23025,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.22,0.24,0.54
 Grobbendonk ,13010,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.09,0.12,0.79
 Grobbendonk ,13010,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.08,0.13,0.79
 Grobbendonk ,13010,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.3,0.23,0.47
 Grobbendonk ,13010,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.25,0.26,0.49
 Grobbendonk ,13010,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.16,0.15,0.69
 Grobbendonk ,13010,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.15,0.14,0.72
 Grobbendonk ,13010,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.07,0.17,0.76
 Haacht ,24033,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.06,0.1,0.84
 Haacht ,24033,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.05,0.14,0.81
 Haacht ,24033,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.27,0.26,0.47
 Haacht ,24033,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.3,0.32,0.38
 Haacht ,24033,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.18,0.17,0.65
 Haacht ,24033,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.19,0.22,0.59
 Haacht ,24033,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.1,0.23,0.67
 Haaltert ,41024,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.1,0.13,0.77
 Haaltert ,41024,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.1,0.16,0.73
 Haaltert ,41024,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.29,0.22,0.5
 Haaltert ,41024,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.29,0.32,0.39
 Haaltert ,41024,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.21,0.18,0.61
 Haaltert ,41024,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.25,0.19,0.56
 Haaltert ,41024,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.1,0.25,0.65
 Halen ,71020,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.11,0.12,0.76
 Halen ,71020,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.09,0.16,0.74
 Halen ,71020,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.27,0.22,0.51
 Halen ,71020,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.26,0.22,0.51
 Halen ,71020,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.26,0.22,0.53
 Halen ,71020,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.22,0.18,0.6
 Halen ,71020,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.12,0.19,0.68
 Halle ,23027,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.14,0.21,0.65
 Halle ,23027,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.12,0.15,0.73
 Halle ,23027,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.35,0.3,0.34
 Halle ,23027,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.41,0.25,0.34
 Halle ,23027,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.22,0.19,0.59
 Halle ,23027,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.24,0.21,0.55
 Halle ,23027,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.15,0.25,0.6
 Ham ,71069,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.06,0.08,0.86
 Ham ,71069,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.03,0.12,0.86
 Ham ,71069,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.14,0.2,0.65
 Ham ,71069,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.11,0.25,0.64
 Ham ,71069,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.1,0.14,0.76
 Ham ,71069,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.12,0.2,0.68
 Ham ,71069,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.08,0.2,0.72
 Hamme ,42008,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.1,0.18,0.71
 Hamme ,42008,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.11,0.16,0.73
 Hamme ,42008,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.34,0.27,0.39
 Hamme ,42008,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.37,0.27,0.36
 Hamme ,42008,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.22,0.24,0.54
 Hamme ,42008,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.23,0.19,0.58
 Hamme ,42008,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.13,0.24,0.63
 Hamont-Achel ,72037,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.04,0.12,0.83
 Hamont-Achel ,72037,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.05,0.1,0.85
 Hamont-Achel ,72037,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.18,0.24,0.58
 Hamont-Achel ,72037,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.25,0.2,0.55
 Hamont-Achel ,72037,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.1,0.21,0.69
 Hamont-Achel ,72037,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.17,0.21,0.62
 Hamont-Achel ,72037,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.06,0.18,0.76
 Harelbeke ,34013,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.11,0.13,0.76
 Harelbeke ,34013,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.15,0.17,0.68
 Harelbeke ,34013,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.26,0.27,0.47
 Harelbeke ,34013,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.43,0.26,0.31
 Harelbeke ,34013,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.18,0.19,0.62
 Harelbeke ,34013,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.25,0.24,0.51
 Harelbeke ,34013,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.18,0.21,0.61
 Hasselt ,71022,ja,Voldoende informatie door gemeente (detail),Activiteiten,2008,0.03,0.06,0.91
 Hasselt ,71022,ja,Voldoende informatie door gemeente (detail),Activiteiten,2011,0.04,0.05,0.91
 Hasselt ,71022,ja,Voldoende informatie door gemeente (detail),Activiteiten,2014,0.04,0.1,0.86
 Hasselt ,71022,ja,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.05,0.07,0.88
 Hasselt ,71022,ja,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.07,0.12,0.82
 Hasselt ,71022,ja,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2008,0.16,0.26,0.59
 Hasselt ,71022,ja,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2011,0.19,0.24,0.57
 Hasselt ,71022,ja,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2014,0.26,0.27,0.47
 Hasselt ,71022,ja,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.25,0.29,0.46
 Hasselt ,71022,ja,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.32,0.27,0.41
 Hasselt ,71022,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2008,0.12,0.21,0.67
 Hasselt ,71022,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2011,0.14,0.16,0.7
 Hasselt ,71022,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2014,0.15,0.19,0.66
 Hasselt ,71022,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.18,0.2,0.62
 Hasselt ,71022,ja,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.21,0.19,0.6
 Hasselt ,71022,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2008,0.07,0.14,0.79
 Hasselt ,71022,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2011,0.07,0.11,0.82
 Hasselt ,71022,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2014,0.09,0.15,0.76
 Hasselt ,71022,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2017,0.09,0.16,0.74
 Hasselt ,71022,ja,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.1,0.19,0.71
 Hechtel ,72038,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.06,0.13,0.82
 Hechtel ,72038,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.03,0.09,0.88
 Hechtel ,72038,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.17,0.28,0.55
 Hechtel ,72038,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.17,0.25,0.57
 Hechtel ,72038,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.12,0.21,0.66
 Hechtel ,72038,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.15,0.21,0.65
 Hechtel ,72038,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.06,0.16,0.78
 Heers ,73022,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.04,0.08,0.89
 Heers ,73022,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.05,0.07,0.89
 Heers ,73022,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.22,0.22,0.56
 Heers ,73022,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.21,0.18,0.61
 Heers ,73022,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.15,0.18,0.67
 Heers ,73022,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.13,0.17,0.7
 Heers ,73022,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.08,0.12,0.8
 Heist-Op-Den-Berg ,12014,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.06,0.12,0.82
 Heist-Op-Den-Berg ,12014,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.08,0.12,0.8
 Heist-Op-Den-Berg ,12014,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.24,0.3,0.46
 Heist-Op-Den-Berg ,12014,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.34,0.29,0.37
 Heist-Op-Den-Berg ,12014,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.15,0.21,0.63
 Heist-Op-Den-Berg ,12014,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.2,0.23,0.56
 Heist-Op-Den-Berg ,12014,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.11,0.22,0.67
 Hemiksem ,11018,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.08,0.11,0.8
 Hemiksem ,11018,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.09,0.16,0.75
 Hemiksem ,11018,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.25,0.26,0.49
 Hemiksem ,11018,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.35,0.27,0.38
 Hemiksem ,11018,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.17,0.2,0.63
 Hemiksem ,11018,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.21,0.25,0.53
 Hemiksem ,11018,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.14,0.23,0.63
 Herent ,24038,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.08,0.09,0.83
 Herent ,24038,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.08,0.11,0.8
 Herent ,24038,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.26,0.22,0.52
 Herent ,24038,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.35,0.29,0.36
 Herent ,24038,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.17,0.13,0.69
 Herent ,24038,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.2,0.2,0.6
 Herent ,24038,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.12,0.23,0.65
 Herentals ,13011,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.09,0.17,0.74
 Herentals ,13011,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.08,0.15,0.78
 Herentals ,13011,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.22,0.27,0.51
 Herentals ,13011,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.27,0.27,0.46
 Herentals ,13011,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.14,0.23,0.62
 Herentals ,13011,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.2,0.21,0.59
 Herentals ,13011,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.09,0.22,0.69
 Herenthout ,13012,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.07,0.11,0.82
 Herenthout ,13012,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.07,0.12,0.82
 Herenthout ,13012,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.17,0.24,0.6
 Herenthout ,13012,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.16,0.23,0.6
 Herenthout ,13012,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.14,0.17,0.69
 Herenthout ,13012,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.13,0.18,0.69
 Herenthout ,13012,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.09,0.14,0.76
 Herk-De-Stad ,71024,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.06,0.12,0.81
 Herk-De-Stad ,71024,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.07,0.15,0.78
 Herk-De-Stad ,71024,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.23,0.28,0.49
 Herk-De-Stad ,71024,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.27,0.29,0.44
 Herk-De-Stad ,71024,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.15,0.2,0.66
 Herk-De-Stad ,71024,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.18,0.23,0.6
 Herk-De-Stad ,71024,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.08,0.19,0.73
 Herne ,23032,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.07,0.09,0.85
 Herne ,23032,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.04,0.12,0.84
 Herne ,23032,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.2,0.23,0.58
 Herne ,23032,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.15,0.22,0.63
 Herne ,23032,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.11,0.15,0.74
 Herne ,23032,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.08,0.15,0.76
 Herne ,23032,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.08,0.19,0.73
 Herselt ,13013,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.06,0.11,0.83
 Herselt ,13013,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.03,0.09,0.89
 Herselt ,13013,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.22,0.28,0.5
 Herselt ,13013,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.16,0.25,0.59
 Herselt ,13013,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.14,0.16,0.7
 Herselt ,13013,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.09,0.18,0.73
 Herselt ,13013,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.06,0.14,0.8
 Herzele ,41027,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.1,0.1,0.8
 Herzele ,41027,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.09,0.14,0.76
 Herzele ,41027,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.31,0.28,0.42
 Herzele ,41027,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.27,0.28,0.45
 Herzele ,41027,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.22,0.21,0.57
 Herzele ,41027,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.2,0.19,0.61
 Herzele ,41027,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.13,0.17,0.7
 Heusden-Zolder ,71070,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.11,0.15,0.74
 Heusden-Zolder ,71070,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.1,0.18,0.73
 Heusden-Zolder ,71070,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.28,0.26,0.47
 Heusden-Zolder ,71070,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.32,0.23,0.44
 Heusden-Zolder ,71070,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2017,0.21,0.2,0.59
 Heusden-Zolder ,71070,nee,Voldoende informatie door gemeente (detail),Nieuwe ingrepen en plannen in gemeente/stad,2020,0.22,0.22,0.56
 Heusden-Zolder ,71070,nee,Voldoende informatie door gemeente (detail),Voorzieningen,2020,0.16,0.19,0.64
 Heuvelland ,33039,nee,Voldoende informatie door gemeente (detail),Activiteiten,2017,0.08,0.13,0.78
 Heuvelland ,33039,nee,Voldoende informatie door gemeente (detail),Activiteiten,2020,0.08,0.16,0.76
 Heuvelland ,33039,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2017,0.21,0.24,0.55
 Heuvelland ,33039,nee,Voldoende informatie door gemeente (detail),Beslissingen van het gemeente-/stadsbestuur,2020,0.23,0.29,0.48
