default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.oauth_scope;default.parent_domain;custom.update2;datasetid
Kilometerpalen op het netwerk;"<p>
	Geografische positie van de kilometerpalen langs de sporen met het id en de naam van de paal zoals deze op het terrein is af te lezen. Kilometerpalen helpen treinbestuurders om zich te lokaliseren op een spoorlijn.</p><p>
	Deze data moeten gecombineerd worden met volgende data:</p><ul>
	<li> <a href=""https://infrabel.opendatasoft.com/explore/dataset/relatie-tussen-kilometerpalen-en-lijnen"">Relatie tussen kilometerpalen en hoofdsporen</a>: Geeft aan voor welk hoofdspoor (van een lijn) de kilometerpaal van toepassing is</li>	<li><a href=""https://infrabel.opendatasoft.com/explore/dataset/geosporen"">Lijst en geografische voorstelling van de hoofdsporen</a>: Lijst en geografische beschrijving van de hoofdsporen die een lijnnummer hebben.(bv: L50A)</li>	<li><a href=""https://infrabel.opendatasoft.com/explore/dataset/geografische-positie-van-alle-spoorsegmenten"">Geografische voorstelling van alle spoorsegmenten</a>: Geografische beschrijving van alle spoorsegmenten op het Infrabel-netwerk, niet enkel hoofdspoor</li></ul><p><b style=""background-color: initial;"">Belangrijke nota :</b></p>  <div>De gegevens worden beheerd in het Lambert72 (EPSG 31370) coördinatensysteem en geven de geografische positie van de kilometerpalen met een nauwkeurigheid van 10cm tot 1m, naargelang de locatie.</div> <div>Om een kaartweergave op deze site mogelijk te maken, zijn deze gegevens omgezet naar WGS84. Dit veroorzaakt een klein verlies aan nauwkeurigheid.</div> <p>In de tab ""Exporteren"" kunt u de gegevens met het Lambert72 (in GeoJSON) en met het WGS84 coördinatensysteem downloaden.</p>";Infrastructuur,Geolocatie;Sporen,Geolocalisatie,Kilometerpalen;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2023-03-07T14:39:47.169000+00:00;True;True;2023-07-10T08:46:59+00:00;2024-02-01T02:24:13.166000+00:00;world_be;False;Belgium;Point;;Assets Management;;6043;Infrabel;;;;;;True;;;Halfjaarlijks - Semestriel - Half-yearly;kilometerpalen-op-het-netwerk
Aantal opleidingsdagen;<p>Totaal aantal door Infrabel-personeel gevolgde opleidingsdagen per maand.</p><p>Disclaimer : de statistieken in deze dataset worden op maandbasis gepresenteerd, maar worden elke ochtend bijgewerkt na interne herberekeningen. Het is daarom mogelijk dat de cijfers enigszins afwijken, zowel voor de huidige periode - als die wordt gegeven - als voor eerdere periodes. </p><div><br/></div>;Human resources;Human resources,Opleiding;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2022-07-05T14:23:01.860000+00:00;True;True;2024-01-30T07:02:22+00:00;2024-02-01T02:24:22.458000+00:00;;False;;;;Human Resources and Organization;;73;Infrabel;;;;;;True;;;Maandelijks - Mensuel - Monthly;aantal-opleidingsdagen
Afgeschafte treinen per maand (archief);"<p>Aantal en percentage afgeschafte treinen per maand. </p><p>Een trein kan worden afgeschaft over het geheel van zijn reisweg of over een deel daarvan.</p>
<p>Tot september 2022 werd het percentage van afgeschafte treinen berekend met de verhouding tussen het maandelijkse aantal geannuleerde treinen en het aantal metingen in dezelfde periode. Op dezelfde wijze als voor de berekening van de stiptheid wordt een trein die op zijn reis de Noord-Zuidverbinding kruist, echter tweemaal gemeten (in het eerste station van de verbinding en in het station van bestemming).</p>
<p>Vanaf september 2022 zal, om meer nauwkeurige informatie te verstrekken, het maandelijkse aantal afgeschafte treinen niet langer worden gerelateerd aan het aantal metingen, maar aan het totale aantal treinen dat op het netwerk reed. <a href=""https://opendata.infrabel.be/explore/dataset/afgeschafte-treinen-per-maand-vanaf-2020"" target=""_blank"">Een nieuwe dataset met historische gegevens worden verstrekt vanaf januari 2020</a>.</p>
<p>Deze dataset met de oude berekeningsmethode is afgesloten met gegevens van augustus 2022 en wordt niet meer bijgewerkt.</p>";Traffic beheer;Stiptheid,Afgeschafte treinen,Nationaal;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2022-10-07T08:05:32.943000+00:00;True;True;2022-10-06T08:18:20+00:00;2024-02-01T02:24:27.724000+00:00;world_be;True;Belgium;;;Traffic Management and Services;;80;Infrabel;;;;;;True;;;Maandelijks - Mensuel - Monthly;afgeschafte-treinen-per-maand-tot-2022
Geografische voorstelling van alle spoorsegmenten;"<p>
	Geografische beschrijving van alle spoorsegmenten op het Infrabel-netwerk, niet enkel hoofdsporen.</p><p>
	Deze dataset is verbonden met de volgende datasets:</p><ul>
	<li><a href=""https://infrabel.opendatasoft.com/explore/dataset/geosporen"">Lijst en geografische voorstelling van de hoofdsporen</a> : Lijst en geografische beschrijving van de hoofdsporen die een lijnnummer hebben. (bv: L50A).</li>	<li><a href=""https://infrabel.opendatasoft.com/explore/dataset/kilometerpalen-op-het-netwerk/"">Kilometerpalen op het netwerk</a>: Posities van kilometerpalen langsheen het spoorwegnetwerk.</li>	<li> <a href=""https://infrabel.opendatasoft.com/explore/dataset/relatie-tussen-kilometerpalen-en-lijnen"">Relatie tussen kilometerpalen en lijnen</a>: Geeft aan voor welk hoofdspoor (van een lijn) de kilometerpaal van toepassing is.</li></ul><p>Het merendeel van treinsporen geen eigendom van Infrabel zijn eveneens weergegeven.</p><div><strong>Belangrijke nota :</strong></div><div>De gegevens worden beheerd in het Lambert72 (EPSG 31370) coördinatensysteem en geven de geografische voorstelling van de sporen met een nauwkeurigheid van 10cm tot 1m, naargelang de locatie.</div><div>Om een kaartweergave op deze site mogelijk te maken, zijn deze gegevens omgezet naar WGS84. Dit veroorzaakt een klein verlies aan nauwkeurigheid.</div><div>In de tab ""Exporteren"" kunt u de gegevens met het Lambert72 (in GeoJSON) en met het WGS84 coördinatensysteem downloaden.</div>";Infrastructuur,Geolocatie;Sporen,Geolocalisatie,Hoofdsporen,Wijksporen,Bijsporen;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2022-07-05T14:22:41.708000+00:00;True;True;2023-07-12T09:59:01+00:00;2024-02-01T02:24:13.940000+00:00;world_be;False;Belgium;LineString;"{""coordinates"": [[[6.135259587317705, 51.48595929611474], [2.5547500234097242, 51.48595929611474], [2.5547500234097242, 49.54558701720089], [6.135259587317705, 49.54558701720089], [6.135259587317705, 51.48595929611474]]], ""type"": ""Polygon""}";Assets Management;;24960;Infrabel;;;;;;True;;;Halfjaarlijks - Semestriel - Half-yearly;geografische-positie-van-alle-spoorsegmenten
Kilometers spoorlijnen per gewest;"<p>Jaarlijkse evolutie van het aantal kilometers spoorlijnen per gewest.</p>
<p>Een lijn is een spoorinfrastructuur die één of twee sporen bevat, welke twee bepaalde plaatsen verbindt en waaraan een nummer toegekend wordt.</p>

";Infrastructuur;Lijnen;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2022-07-05T14:23:06.279000+00:00;True;True;2023-10-19T08:30:32+00:00;2024-02-01T02:24:22.857000+00:00;world_be;True;Belgium;;;Assets Management;;51;Infrabel;;;;;;True;;;Jaarlijks - Annuel - Yearly;kilometers-spoorlijnen-per-gewest
GSM-R - Basisstations op het netwerk;"<p>Driemaandelijkse evolutie van het aantal GSM-R-antennes in dienst op het Infrabel-netwerk. </p><p>Net zoals een gewone gsm is GSM-R een mobiel communicatiemiddel, maar dan enkel voor het spoor. De “R” in GSM-R staat dan ook voor “rail”. Via GSM-R-signalen kan een treinbestuurder met het seinhuis, van waaruit Infrabel het treinverkeer regelt, praten.</p>
<p>Een antenne zorgt voor een GSM-R-dekking over een afstand van enkele kilometers. Deze stations liggen dicht bij de spoorwegen. Net als ETCS verhoogt GSM-R de veiligheid op het spoorwegnet. ETCS  staat voor European Train Control System.  Het is een automatisch veiligheidssysteem dat continu de snelheid van een trein bewaakt. Als een trein sneller rijdt dan de toegelaten snelheid, zal ETCS ingrijpen en een noodremming uitvoeren.</p>
<p>Meer info over ETCS in onze dataset: <a href=""»https://infrabel.opendatasoft.com/explore/dataset/geo-etcs/"" »=""""> Uitrol ETCS op Infrabel spoornetwerk</a></p>
<p>ETCS en GSM-R maken deel uit van het <a href=""https://www.ertms.net/"">ERTMS-programma (European Rail Traffic Management System) </a> van de Europese Unie dat streef naar interoperabiliteit van besturings-en seininrichtingssystemen op het spoorwartaalstatistieken over de IT-infrastructuur van Infrabel, die wordt gebruikt om de informatie van Infrabel en zijn klanten op te slaan, uitgedrukt in aantal racks, servers, databanken en Terabyte.</p>
";Infrastructuur;GSM-R,Basisstation,IT,Telecom,ERTMS;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2024-01-31T13:09:06.777000+00:00;True;True;2024-01-31T15:03:41+00:00;2024-02-01T02:24:28.965000+00:00;world_be;False;Belgium;;;ICT;;34;Infrabel;;;;;;True;;;Driemaandelijks - Trimestriel - Quarterly;gsm-r-basisstations-op-het-netwerk
Toewijzing vertraging per maand;<p>Maandelijkse gegevens van de incidenten (minuten vertraging van reizigerstreinen) op het Infrabel-netwerk, opgedeeld per verantwoordelijke. </p><p>Verschillende actoren spelen een rol bij de stiptheid van de treinen. Het gaat voornamelijk om de spoornetbeheerder (Infrabel), de operatoren (zoals NMBS) en derden.</p><p>Als onafhankelijk infrastructuurbeheerder en beheerder van het treinverkeer zorgt Infrabel voor een correcte toewijzing van de oorzaken van vertragingen. Indien een partij het niet eens is met de toegewezen verantwoordelijkheid, dan wordt de daartoe opgerichte neutrale bemiddelingsdienst van Infrabel ingeschakeld.</p><p><p>Het is daardoor soms mogelijk dat er nog heel lichte veranderingen in de cijfers kunnen zijn na de toewijzingen.</p></p>;Traffic beheer;Stiptheid,Reizigers;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2024-01-12T10:00:00+00:00;False;False;2024-01-12T10:08:00+00:00;2024-02-01T02:24:07.594000+00:00;world_be;True;Belgium;;;Traffic Management and Services;;419;Infrabel;;;;;;True;;;Maandelijks - Mensuel - Monthly;toewijzingvertraging
Stiptheid ICE treinen;<p>Maandelijkse stiptheid van ICE-treinen voor</p><ul> <li>Vertrek Brussel-Zuid en inrit grens </li><li>Uitrit grens en aankomst Brussel-Zuid</li></ul>;Traffic beheer;Stiptheid,Reizigers,ICE,Hogesnelheidstreinen;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2024-01-12T10:00:00+00:00;False;False;2024-01-12T09:53:10+00:00;2024-02-01T02:24:05.825000+00:00;world_be;True;Belgium;;;Traffic Management and Services;;96;Infrabel;;;;;;True;;;Maandelijks - Mensuel - Monthly;stiptheid-ice-treinen
Verdeling van het personeelsbestand volgens het opleidingsniveau van de functie;"<p>
	Verdeling per opleidingsniveau van de functie van het aantal actieve medewerkers van Infrabel.  </p><p>
Het ""<em>opleidingsniveau van de functie</em>"" toont aan welke opleiding in theorie nodig is om de functie uit te oefenen. Dit stemt niet noodzakelijk overeen met het opleidingsniveau van de medewerker.</p><p>
Bij voorbeeld: via interne selectieproeven kan een medewerker met een diploma van middelbaar onderwijs een functie uitoefenen op bachelorniveau.</p><p>Disclaimer : de statistieken in deze dataset worden op maandbasis gepresenteerd, maar worden elke ochtend bijgewerkt na interne herberekeningen. Het is daarom mogelijk dat de cijfers enigszins afwijken, zowel voor de huidige periode - als die wordt gegeven - als voor eerdere periodes. </p><div><br/></div>";Human resources;Human resources;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2022-07-05T14:23:00.884000+00:00;True;True;2024-01-30T07:02:23+00:00;2024-02-01T02:24:21.832000+00:00;;False;;;;Human Resources and Organization;;360;Infrabel;;;;;;True;;;Maandelijks - Mensuel - Monthly;verdeling-van-het-personeelsbestand-volgens-het-opleidingsniveau-van-de-functie
Stiptheid van Eurostartreinen;<p>Maandelijks stiptheid van Eurostartreinen op het Infrabel netwerk (minder dan 6 min. vertraging).</p>;Traffic beheer;Stiptheid,Reizigers,Eurostar,Hogesnelheidstreinen;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2024-01-12T10:00:00+00:00;False;False;2024-01-12T10:03:31+00:00;2024-02-01T02:24:14.767000+00:00;world_be;True;Belgium;;;Traffic Management and Services;;96;Infrabel;;;;;;True;;;Maandelijks - Mensuel - Monthly;stiptheid-van-eurostar-treinen
Operationele punten van het Infrabel netwerk;"<p>
	Opdeling van het spoornetwerk volgens de eigenschappen van de infrastructuur en de operationele mogelijkheden.</p><p>
	Deze lijst bevat de locatie, maar ook de verschillende officiële benamingen van de operationele punten, evenals een classificatie.</p><p>
	<strong>Belangrijk:</strong> <ul> 
<li>Deze operationele punten moeten geanalyseerd worden samen met de data over « <a href=""https://infrabel.opendatasoft.com/explore/dataset/lijnsecties"">lijnsecties</a> » aangezien ze de begin- en eindpunten van de secties weergeven. (Hun identificatienummers worden in deze dataset vermeld.)</li>
<li>Deze gegevens hebben als doel schematische weergaves van het Belgische spoornetwerk mogelijk te maken (en dit voor een schaal van max. 1/25.000). Dit verklaart bijvoorbeeld waarom de locatie van de stations niet altijd precies is, aangezien één enkele positie voor de grootste stations van ons land soms bijna 3 km perron vertegenwoordigt. </li></ul>
	Deze gegevens zijn ook gepubliceerd in het 
	<a href=""https://www.era.europa.eu/registers_en"">Europees Register van de Spoorinfrastructuur</a>.</p><p>
	U vindt hieronder de uitleg voor de verschillende benamingen die in deze dataset voorkomen:</p><ul>
	
<li><strong>Symbolische naam: </strong>Deze term wordt gebruikt in de telegrammen en in de communicatie tussen de verschillende informaticasystemen. </li></ul><ul>
	
<li><strong>Code      TAF/TAF : </strong>officiële      Europese benaming volgens de regels voor het goederen- en personenvervoer      in Europa. TAP: “Telematics Applications for Passenger Services"" en TAF: ""Telematics Appplications for Freight"". Meer info op <a ""="""" href=""http://www.rne.eu/it/taf-tap-tsi/"">de site van RailNetEurope</a>.</li>	
<li><strong>Afkortingen BVT : </strong>De officiële afkorting in drukletters in het Nederlands en in het Frans zoals vermeld in <a href=""https://www.infrabel.be/nl/netverklaring"">het Referentiedocument van het netwerk, deel D. Boek van de treindienst</a></li></ul><ul>
	
	
<li><strong>Officiële termen, </strong>kort, middellang en lang, benadrukt zoals ze in een tekst of een e-mail kunnen gebruikt worden. </li>	
</ul><p>
	
	De interne indeling (bij Infrabel) van deze punten wordt eveneens aangehaald.</p>";Infrastructuur,Geolocatie;Geolocalisatie,Sporen,Stations,station;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2023-04-27T08:29:05.445000+00:00;True;True;2023-10-06T06:38:59+00:00;2024-02-01T02:24:28.754000+00:00;world_be;False;Belgium;Point;;Assets Management;;1295;Infrabel;;;;;;True;;;Driemaandelijks - Trimestriel - Quarterly;operationele-punten-van-het-netwerk
Jaarrekenings van Infrabel sinds 2005;<p>Alle jaarrekeningen gepubliceerd door Infrabeld sinds de oprichting in 2005. </p>;Financiën;Jaarrekening;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2022-07-05T14:23:14.435000+00:00;True;True;2023-05-25T07:54:41+00:00;2024-02-01T02:24:25.926000+00:00;world_be;True;Belgium;;;Finance and Business Administration;;83;Infrabel;;;;;;True;;;Jaarlijks - Annuel - Yearly;jaarrekenings-van-infrabel-sinds-2005
Evolutie van het aantal effectieve rijpaden;<div>Deze dataset bevat de driemaandelijkse evolutie van de effectieve rijpaden die door Infrabel worden ingepland en gebruikt door de kandidaat die ze heeft aangevraagd.<br/></div><p></p><p>Een rijpad is de parameter die de verplaatsing uitdrukt van een trein tussen twee punten op een spoorwegnet gedurende een bepaalde periode (equivalent van een slot in het luchtvervoer).</p><p></p>;Klanten en producten;Rijpaden,Spoorverkeer,Reizigers,Goederenvervoer;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2022-07-05T14:22:57.112000+00:00;True;True;2024-01-23T11:04:30+00:00;2024-02-01T02:24:21.467000+00:00;world_be;True;Belgium;;;Traffic Management and Services;;200;Infrabel;;;;;;True;;;Driemaandelijks - Trimestriel - Quarterly;evolutie-van-het-aantal-effectieve-rijpaden
Kilometers sporen en aantal spoortoestellen per gewest;"<p>Aantal kilometers hoofdsporen, wijksporen en bijsporen per gewest (Brussel-Hoofdstad, Vlaanderen en Wallonië) en het aantal spoortoestellen.</p><p style=""margin-left: 20px;""><strong>Hoofdsporen</strong> zijn sporen van lijnen met een lijnnummer.</p><p style=""margin-left: 20px;""><strong>Wijksporen</strong> zijn de sporen die gebruikt worden voor het uitwijken van de reizigers- en/of goederentreinen vanaf een hoofdspoor. </p><p style=""margin-left: 20px;""><strong>Bijsporen</strong> omvatten de sporen in stations (reizigers-, vormings- en andere) die bestemd zijn voor de gewone rangeerbewegingen, omloop- of doorvoerbewegingen.</p><p style=""margin-left: 20px;""><strong>Spoortoestellen</strong> zijn combinatie  van tongenstellen,  puntstukken en kruisingen welke toelaten om  reiswegen  te verbinden  of te kruisen.</p>";Infrastructuur;Sporen,Spoortoestellen;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2022-07-05T14:22:51.947000+00:00;True;True;2023-10-19T08:32:01+00:00;2024-02-01T02:24:18.484000+00:00;world_be;True;Belgium;;;Assets Management;;102;Infrabel;;;;;;True;;;Jaarlijks - Annuel - Yearly;kilometers-sporen-en-aantal-spoortoestellen-per-gewest
Barometer van de stiptheid van de treinen tijdens de piekuren per belangrijke verbinding;"<p>Stiptheidsbarometer van de grote treinverbindingen tijdens de weekdagen.</p>
<p>Dit percentage houdt rekening met de afgeschafte treinen.</p>
<p>Meer informatie over stiptheid vindt u op <a href=""https://infrabel.be/en/punctuality"" target=""_blank"">de pagina Stiptheid op Infrabel.be</a><br/></p>";Traffic beheer;Stiptheid,Brussel,Reizigers,Binnenlandse treinen;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2022-07-05T14:22:38.988000+00:00;True;True;2024-01-31T05:01:35+00:00;2024-02-01T02:24:12.232000+00:00;world_be;True;Belgium;;;Traffic Management and Services;;39115;Infrabel;;;;;;True;;;Dagelijks - Quotidien - Daily;gegevens-mobipulse
Uitrol ETCS op Infrabel spoornetwerk;"<p>Schematische voorstelling met geolocatie van de huidige uitrusting van het Infrabel-netwerk met ETCS of gelijkwaardig. Het ETCS (European Train Control System) is een automatisch Europees veiligheidssysteem dat het risico dat een trein door een rood sein rijdt, sterk vermindert. Een te hoge snelheid, oorzaak van veel treinongelukken, wordt ook vrijwel onmogelijk. Zowel de trein als de infrastructuur moeten met ETCS worden uitgerust.</p><p></p>
<p>Infrabel heeft een ETCS-masterplan, dat de uitrol van ETCS op het volledige spoorwegnet beoogt. Het is de bedoeling dat tegen eind 2025 de treinen in België alleen nog maar met ETCS zullen rijden. In het masterplan is aangegeven welke spoorlijn met ETCS zal worden uitgerust, en op welk niveau. Er bestaan inderdaad verschillende niveaus van ETCS en Infrabel heeft ervoor gekozen om een combinatie van de volgende niveaus te implementeren:</p><p></p><dl>
<dt>ETCS 1 LS (Limited Supervision)</dt> <dd> De stuurpost van de trein ontvangt informatie over seinen en snelheidsbeperkingen via signalen die worden uitgezonden door vaste bakens op de sporen. De bestuurder ziet deze informatie niet, hij vertrouwt op de seinen op het traject van de trein, maar als hij een fout maakt, grijpt het systeem in en remt de trein af.</dd>
<dt>ETCS 1 FS (Full Supervision)</dt> <dd>De stuurpost ontvangt informatie over seinen en snelheidsbeperkingen via signalen die worden uitgezonden door vaste bakens die op de sporen zijn geïnstalleerd. Deze informatie is eveneens zichtbaar vanuit de stuurpost.</dd>
<dt>ETCS 2 FS (Full Supervision)</dt> <dd>De informatie over seinen en maximumsnelheid is niet langer afkomstig van de bakens op het traject, maar van de GSM-R-masten die langs de sporen zijn geplaatst. De treinbestuurder kan alleen vertrouwen op de informatie die hij voortdurend in zijn stuurpost ontvangt.</dd>
<dt>ETCS1+2 FS – (Full Supervision)</dt> <dd>De treinbestuurder ontvangt de sein- en snelheidsinformatie in zijn stuurpost. De informatie komt ofwel van de bakens ofwel van de GSM-R-masten. Dit systeem is geïnstalleerd op de hogesnelheidslijnen 3 (naar Duitsland) en 4 (naar Nederland).</dd><dd>
</dd><dt>TVM-430  -  (Machine-Spoor transmissie)</dt> <dd>  Het is een Frans systeem dat alleen wordt toegepast op de hogesnelheidslijn 1 tussen Lembeek en de Franse grens. De werking is vergelijkbaar met ETCS. De stuurpost ontvangt een signaal dat door de rails wordt uitgezonden en dat de bestuurder informeert over zijn snelheid ten opzichte van de toegestane maximumsnelheid.</dd></dl>
<p>Onder meer dankzij de steun van de Europese Unie kan Infrabel ETCS plaatsen op het volledige Belgische spoornetwerk. We kregen al subsidies voor:</p><p></p><ul>
<li>ETCS niveau 1 Full Supervision; </li><ul>
<li>Plaatsing op Corridor C (goederenas van de Antwerpse haven via Leuven en Namen tot Athus);</li>
<li>Plaatsing op de lijn 10 en de lijn 36C/2;</li>
<li>Plaatsing op de sectie Ans-Angleur van de lijn 36/37 ETCS Niveau 2;</li></ul>  
<li>ETCS niveau 2 Full Supervision:</li><ul>
<li>Ontwikkeling van een generiek design dat onder meer de pilootlijn Deinze-Waregem omvat.</li>
<li>Plaatsing op de lijn 12 sectie Kapellen-Essen </li>
<li>Plaatsing op de lijn 162 sectie Libramont-Autelbas</li>
<li>Plaatsing op de lijn 59 sectie Beveren-Berchem</li>
<li>Plaatsing op de lijn 16 sectie Lier-Aarschot</li>
<li>Plaatsing op de lijn 50A sectie Brugge – Gent-Sint-Pieters</li>
<li>Plaatsing op de lijn 35 sectie Aarschot-Leuven</li></ul></ul><p><br/></p>

<p><img alt=""Logo subsides CEF"" src=""/assets/theme_image/EU_subsidies_CEF.png"" style=""width: 500px;""/></p>
<p><img alt=""logo subsides TEN-T"" src=""/assets/theme_image/EU_subsidies_TEN-T.png"" style=""width: 500px;""/></p>";Veiligheid,Geolocatie;ETCS,Geolocalisatie,Sporen,Lijnen;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2022-07-05T14:22:42.352000+00:00;True;True;2023-12-14T10:31:42+00:00;2024-02-01T02:24:14.111000+00:00;world_be;False;Belgium;LineString,MultiLineString;"{""coordinates"": [[[6.051849592477083, 51.48595921229571], [2.5978853087872267, 51.48595921229571], [2.5978853087872267, 49.546757214702666], [6.051849592477083, 49.546757214702666], [6.051849592477083, 51.48595921229571]]], ""type"": ""Polygon""}";Build;;834;Infrabel;;;;;;True;;;Ad-hoc;geo-etcs
Stiptheid van IC-relatie;<p>Maandelijkse stiptheid van IC-relaties bij aankomst op hun eindbestemming. Voor de treinen die door de Brusselse Noord-Zuid verbinding rijden, geldt hiervoor het eerste station van de verbinding dat zij op hun reisweg aandoen. </p><p>Een trein wordt als stipt beschouwd  als hij met minder dan 6 minuten vertraging in het station aankomt.</p>;Traffic beheer;Stiptheid,Reizigers,Binnenlandse treinen;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2024-01-12T10:00:00+00:00;False;False;2024-01-12T10:04:14+00:00;2024-02-01T02:24:15.778000+00:00;world_be;True;Belgium;;;Traffic Management and Services;;7688;Infrabel;;;;;;True;;;Maandelijks - Mensuel - Monthly;data_punctualite_trainic
Ruwe gegevens van stiptheid D-1;"<p>
	Ruwe gegevens van vertrek en aankomst van (nationale en internationale) reizigerstreinen op al hun stations per dag per treinnummer. Data over de relaties en de spoorlijnen worden ook gegeven.</p><p>Deze dataset wordt dagelijks bijgewerkt met de gegevens van de vorige dag en deze update overschrijft de reeds bestaande gegevens.</p><p>
	Vertragingen worden aangegeven in seconden, ""negatieve"" vertragingen zijn het gevolg van een eerder vertrek of een eerdere  aankomst dan verwacht bij de halte.</p><p>Alleen de treinen die effectief hebben gereden worden hier geregistreerd. Aan hun eerste station, hebben de treinen geen aankomstgegevens. Aan hun eindbestemming, hebben de treinen geen vertrekgegevens.</p>";Traffic beheer;Stiptheid,Reizigers;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2022-07-05T14:23:14.828000+00:00;True;True;2024-01-31T05:03:57+00:00;2024-02-01T02:24:25.933000+00:00;world_be;True;Belgium;;;Traffic Management and Services;;73538;Infrabel;;;;;;True;;;Dagelijks - Quotidien - Daily;ruwe-gegevens-van-stiptheid-d-1
Nationale stiptheid per maand;"<p>Het stiptheidspercentage geeft het percentage weer van alle binnenlandse treinen die in een periode van een maand aangekomen zijn op hun eindbestemmingsstation met een vertraging van maximaal 5 minuten en 59 seconden. Voor de treinen die door de Brusselse Noord-Zuid verbinding rijden, geldt als metingspunt de aankomst in het eerste station van de verbinding dat zij op hun reisweg aandoen.</p><p><strong>Wat is neutralisatie ?</strong></p><div>Volgens het beheerscontract mogen een aantal vertragingen die werden veroorzaakt door voorvallen die extern zijn aan de activiteiten van Infrabel en NMBS (bv. ongevallen aan overwegen,  kabeldiefstallen, vertragingen uit vreemde netten, vandalisme, agressie, …) of die het gevolg zijn van geplande en gecommuniceerde infrastructuurwerken, geneutraliseerd worden.</div>
<div><p>Het stiptheidscijfer “met neutralisatie” is niet bestemd om de waarnemingen van de reizigers weer te geven, maar is een hulpmiddel voor Infrabel en de operatoren om hun eigen balans op te maken.</p><p>Om een goed algemeen beeld te krijgen van de globale stiptheid ongeacht de oorzaken, kan men dus best het stiptheidscijfer “zonder neutralisatie” bekijken.</p></div>";Traffic beheer;Stiptheid,Binnenlandse treinen,Nationaal,Reizigers;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2024-01-12T10:00:00+00:00;False;False;2024-01-12T09:48:52+00:00;2024-02-01T02:24:05.491000+00:00;world_be;True;Belgium;;;Traffic Management and Services;;96;Infrabel;;;;;;True;;;Maandelijks - Mensuel - Monthly;nationale-stiptheid-per-maand
Ongevallen ISI - jaarlijks;<p>De ISI of Infrabel Safety Indicators evalueren de evolutie van de spoorwegveiligheid en bepalen de interne doelstellingen.</p><p>De indicatoren nemen <strong>relevante ongevallen</strong> op. Dit betekent elk ongeval waarbij ten minste één bewegend spoorwegvoertuig betrokken is met ten minste één dode of één zwaargewonde als gevolg, of met een relevante schade aan het rollend materieel, aan de sporen, aan andere installaties of het milieu of met belangrijke verkeersonderbrekingen. De ongevallen in werkplaatsen, magazijnen en opslagruimtes vallen hier niet onder.</p>;Veiligheid;Ongevallen,Overweg;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2022-07-05T14:22:52.541000+00:00;True;True;2023-05-05T10:19:01+00:00;2024-02-01T02:24:18.481000+00:00;world_be;True;Belgium;;;Traffic Management and Services;;12;Infrabel;;;;;;True;;;Jaarlijks - Annuel - Yearly;ongevallen-isi
