,Datum,Aantal testen,Positieve testresultaten,positiviteitsratio,Negatieve testresultaten
1074,2023-02-08,6322,1094,17.304650427080038,5228
1075,2023-02-09,6476,1168,18.035824583075975,5308
1076,2023-02-10,6207,1104,17.78637022716288,5103
1077,2023-02-11,3981,673,16.905300175835215,3308
1078,2023-02-12,2635,414,15.71157495256167,2221
1079,2023-02-13,7763,1741,22.426896818240373,6022
1080,2023-02-14,8396,1779,21.188661267270128,6617
1081,2023-02-15,7374,1597,21.65717385408191,5777
1082,2023-02-16,7581,1642,21.659411687112517,5939
1083,2023-02-17,7065,1538,21.769285208775653,5527
1084,2023-02-18,4286,881,20.555296313579095,3405
1085,2023-02-19,2888,518,17.93628808864266,2370
1086,2023-02-20,7313,1914,26.172569396964313,5399
1087,2023-02-21,8147,2081,25.54314471584632,6066
1088,2023-02-22,6934,1728,24.920680703778483,5206
1089,2023-02-23,6912,1809,26.171875,5103
1090,2023-02-24,6293,1642,26.09248371206102,4651
1091,2023-02-25,3859,872,22.596527597823272,2987
1092,2023-02-26,2517,525,20.858164481525627,1992
1093,2023-02-27,8022,2246,27.998005484916476,5776
1094,2023-02-28,8050,2240,27.82608695652174,5810
1095,2023-03-01,7154,1918,26.810176125244617,5236
1096,2023-03-02,6794,1905,28.039446570503383,4889
1097,2023-03-03,6810,1890,27.75330396475771,4920
1098,2023-03-04,3939,981,24.904798172124902,2958
1099,2023-03-05,2659,585,22.000752162467094,2074
1100,2023-03-06,8378,2560,30.556218667939845,5818
1101,2023-03-07,8743,2710,30.996225551870065,6033
1102,2023-03-08,7553,2325,30.782470541506683,5228
1103,2023-03-09,7556,2264,29.962943356273158,5292
1104,2023-03-10,7301,2119,29.02342144911656,5182
1105,2023-03-11,3912,1019,26.0480572597137,2893
1106,2023-03-12,2638,610,23.12357846853677,2028
1107,2023-03-13,8037,2501,31.118576583302225,5536
1108,2023-03-14,8812,2669,30.288243304584654,6143
1109,2023-03-15,7071,2068,29.246216942440956,5003
1110,2023-03-16,6987,2051,29.354515528839276,4936
1111,2023-03-17,6576,1827,27.782846715328468,4749
1112,2023-03-18,3613,1017,28.14835316911154,2596
1113,2023-03-19,2364,530,22.419627749576986,1834
1114,2023-03-20,7461,2187,29.3124246079614,5274
1115,2023-03-21,7806,2092,26.79989751473226,5714
1116,2023-03-22,6788,1906,28.07896287566293,4882
1117,2023-03-23,6372,1773,27.82485875706215,4599
1118,2023-03-24,5850,1626,27.794871794871796,4224
1119,2023-03-25,3336,819,24.550359712230215,2517
1120,2023-03-26,2016,416,20.634920634920633,1600
1121,2023-03-27,6073,1639,26.98830890828256,4434
1122,2023-03-28,6243,1597,25.58065032836777,4646
1123,2023-03-29,5489,1388,25.28693751138641,4101
1124,2023-03-30,5320,1250,23.49624060150376,4070
1125,2023-03-31,5187,1130,21.7852323115481,4057
1126,2023-04-01,2911,572,19.649604946753694,2339
1127,2023-04-02,1922,355,18.470343392299686,1567
1128,2023-04-03,4630,1120,24.190064794816415,3510
1129,2023-04-04,4989,1186,23.77229905792744,3803
1130,2023-04-05,4213,974,23.118917635888916,3239
1131,2023-04-06,4241,904,21.31572742277765,3337
1132,2023-04-07,4122,798,19.359534206695777,3324
1133,2023-04-08,2556,457,17.879499217527385,2099
1134,2023-04-09,1626,277,17.035670356703566,1349
1135,2023-04-10,1915,324,16.91906005221932,1591
1136,2023-04-11,4469,950,21.257552025061536,3519
1137,2023-04-12,4403,906,20.576879400408814,3497
1138,2023-04-13,3973,812,20.437956204379564,3161
1139,2023-04-14,4125,709,17.187878787878788,3416
1140,2023-04-15,2399,376,15.67319716548562,2023
1141,2023-04-16,1547,227,14.673561732385263,1320
1142,2023-04-17,4228,802,18.968779564806056,3426
1143,2023-04-18,4113,678,16.484318016046682,3435
1144,2023-04-19,3642,618,16.96869851729819,3024
1145,2023-04-20,3452,583,16.888760139049825,2869
1146,2023-04-21,3496,570,16.304347826086957,2926
1147,2023-04-22,2020,277,13.712871287128714,1743
1148,2023-04-23,1508,188,12.46684350132626,1320
1149,2023-04-24,3770,584,15.490716180371352,3186
1150,2023-04-25,3858,639,16.56298600311042,3219
1151,2023-04-26,3581,520,14.521083496230103,3061
1152,2023-04-27,3216,439,13.650497512437813,2777
1153,2023-04-28,2930,395,13.48122866894198,2535
1154,2023-04-29,1750,207,11.82857142857143,1543
1155,2023-04-30,1369,155,11.322132943754564,1214
1156,2023-05-01,1415,188,13.286219081272085,1227
1157,2023-05-02,3251,453,13.934174100276838,2798
1158,2023-05-03,3134,428,13.656668793873644,2706
1159,2023-05-04,2640,365,13.825757575757574,2275
1160,2023-05-05,2714,333,12.269712601326455,2381
1161,2023-05-06,1585,186,11.735015772870662,1399
1162,2023-05-07,1207,139,11.516155758077879,1068
1163,2023-05-08,2852,317,11.115007012622721,2535
1164,2023-05-09,2845,335,11.775043936731107,2510
1165,2023-05-10,2524,283,11.212361331220286,2241
1166,2023-05-11,2261,230,10.172490048651039,2031
1167,2023-05-12,2064,221,10.70736434108527,1843
1168,2023-05-13,1248,120,9.615384615384617,1128
1169,2023-05-14,1084,79,7.287822878228782,1005
1170,2023-05-15,2793,247,8.843537414965986,2546
1171,2023-05-16,2649,250,9.437523593808985,2399
1172,2023-05-17,2431,240,9.872480460715755,2191
1173,2023-05-18,1065,86,8.075117370892018,979
1174,2023-05-19,2241,198,8.835341365461847,2043
1175,2023-05-20,1309,112,8.55614973262032,1197
1176,2023-05-21,1052,83,7.889733840304182,969
1177,2023-05-22,2395,243,10.146137787056366,2152
1178,2023-05-23,2346,189,8.05626598465473,2157
1179,2023-05-24,1992,175,8.785140562248996,1817
1180,2023-05-25,1871,151,8.070550507749866,1720
1181,2023-05-26,1748,154,8.810068649885583,1594
1182,2023-05-27,1050,85,8.095238095238095,965
1183,2023-05-28,834,52,6.235011990407674,782
1184,2023-05-29,852,55,6.455399061032864,797
1185,2023-05-30,1868,136,7.28051391862955,1732
1186,2023-05-31,1724,123,7.134570765661252,1601
1187,2023-06-01,1516,109,7.189973614775726,1407
1188,2023-06-02,1487,108,7.26294552790854,1379
1189,2023-06-03,851,71,8.343125734430082,780
1190,2023-06-04,650,38,5.846153846153846,612
1191,2023-06-05,1552,142,9.149484536082474,1410
1192,2023-06-06,1505,95,6.312292358803987,1410
1193,2023-06-07,1373,101,7.356154406409322,1272
1194,2023-06-08,1351,92,6.809770540340489,1259
1195,2023-06-09,1304,92,7.05521472392638,1212
1196,2023-06-10,756,49,6.481481481481481,707
1197,2023-06-11,675,44,6.518518518518518,631
1198,2023-06-12,1455,76,5.223367697594502,1379
1199,2023-06-13,1287,93,7.226107226107226,1194
1200,2023-06-14,1154,64,5.545927209705372,1090
1201,2023-06-15,1103,63,5.711695376246601,1040
1202,2023-06-16,1083,50,4.616805170821792,1033
1203,2023-06-17,635,36,5.669291338582677,599
1204,2023-06-18,576,22,3.8194444444444446,554
1205,2023-06-19,1189,52,4.373423044575273,1137
1206,2023-06-20,1025,57,5.560975609756098,968
1207,2023-06-21,925,40,4.324324324324325,885
1208,2023-06-22,1015,61,6.009852216748769,954
1209,2023-06-23,900,43,4.777777777777778,857
1210,2023-06-24,594,21,3.535353535353535,573
1211,2023-06-25,413,13,3.14769975786925,400
1212,2023-06-26,950,38,4.0,912
1213,2023-06-27,906,44,4.856512141280353,862
1214,2023-06-28,876,47,5.365296803652968,829
1215,2023-06-29,961,31,3.225806451612903,930
1216,2023-06-30,830,29,3.493975903614458,801
1217,2023-07-01,607,30,4.942339373970346,577
1218,2023-07-02,379,10,2.638522427440633,369
1219,2023-07-03,828,30,3.6231884057971016,798
1220,2023-07-04,813,29,3.5670356703567037,784
1221,2023-07-05,789,41,5.196451204055767,748
1222,2023-07-06,709,28,3.9492242595204514,681
1223,2023-07-07,764,38,4.973821989528796,726
1224,2023-07-08,445,16,3.5955056179775284,429
1225,2023-07-09,401,23,5.7356608478802995,378
1226,2023-07-10,822,49,5.961070559610706,773
1227,2023-07-11,796,45,5.653266331658291,751
1228,2023-07-12,717,44,6.136680613668061,673
1229,2023-07-13,777,49,6.306306306306306,728
1230,2023-07-14,737,41,5.563093622795115,696
1231,2023-07-15,379,17,4.485488126649076,362
1232,2023-07-16,364,19,5.21978021978022,345
1233,2023-07-17,747,46,6.157965194109773,701
1234,2023-07-18,693,41,5.916305916305916,652
1235,2023-07-19,626,50,7.987220447284344,576
1236,2023-07-20,714,44,6.162464985994398,670
1237,2023-07-21,341,14,4.105571847507331,327
1238,2023-07-22,374,29,7.754010695187167,345
1239,2023-07-23,364,34,9.340659340659341,330
1240,2023-07-24,716,52,7.262569832402235,664
1241,2023-07-25,685,56,8.175182481751825,629
1242,2023-07-26,635,64,10.078740157480315,571
1243,2023-07-27,629,66,10.492845786963434,563
1244,2023-07-28,691,76,10.998552821997105,615
1245,2023-07-29,359,34,9.47075208913649,325
1246,2023-07-30,318,27,8.49056603773585,291
1247,2023-07-31,720,86,11.944444444444445,634
1248,2023-08-01,694,90,12.968299711815561,604
1249,2023-08-02,639,90,14.084507042253522,549
1250,2023-08-03,642,100,15.57632398753894,542
1251,2023-08-04,657,102,15.52511415525114,555
1252,2023-08-05,404,61,15.099009900990099,343
1253,2023-08-06,360,52,14.444444444444443,308
1254,2023-08-07,875,149,17.02857142857143,726
1255,2023-08-08,907,166,18.30209481808159,741
1256,2023-08-09,832,143,17.1875,689
1257,2023-08-10,854,165,19.320843091334893,689
1258,2023-08-11,909,153,16.831683168316832,756
1259,2023-08-12,540,103,19.074074074074073,437
1260,2023-08-13,490,79,16.122448979591837,411
1261,2023-08-14,1101,218,19.80018165304269,883
1262,2023-08-15,554,104,18.772563176895307,450
1263,2023-08-16,1245,275,22.08835341365462,970
1264,2023-08-17,1244,253,20.337620578778136,991
1265,2023-08-18,1227,261,21.271393643031786,966
1266,2023-08-19,738,127,17.208672086720867,611
1267,2023-08-20,577,90,15.597920277296359,487
1268,2023-08-21,1392,302,21.695402298850574,1090
1269,2023-08-22,1435,318,22.1602787456446,1117
1270,2023-08-23,1349,273,20.237212750185325,1076
1271,2023-08-24,1508,307,20.358090185676392,1201
1272,2023-08-25,1534,308,20.078226857887874,1226
1273,2023-08-26,865,180,20.809248554913296,685
1274,2023-08-27,695,141,20.287769784172664,554
1275,2023-08-28,1655,391,23.62537764350453,1264
1276,2023-08-29,1658,381,22.979493365500602,1277
1277,2023-08-30,1558,360,23.106546854942234,1198
1278,2023-08-31,1576,364,23.096446700507613,1212
1279,2023-09-01,1595,359,22.50783699059561,1236
1280,2023-09-02,928,194,20.905172413793103,734
1281,2023-09-03,834,181,21.70263788968825,653
1282,2023-09-04,2103,558,26.533523537803138,1545
1283,2023-09-05,2145,537,25.034965034965033,1608
1284,2023-09-06,2023,491,24.270884824518042,1532
1285,2023-09-07,2134,478,22.399250234301782,1656
1286,2023-09-08,2121,458,21.593587930221595,1663
1287,2023-09-09,1207,245,20.298260149130073,962
1288,2023-09-10,1048,181,17.270992366412212,867
1289,2023-09-11,2470,526,21.295546558704455,1944
1290,2023-09-12,2553,558,21.856639247943598,1995
1291,2023-09-13,2121,432,20.367751060820368,1689
1292,2023-09-14,2041,464,22.73395394414503,1577
1293,2023-09-15,2084,376,18.042226487523994,1708
1294,2023-09-16,1175,221,18.808510638297875,954
1295,2023-09-17,1026,178,17.348927875243664,848
1296,2023-09-18,2635,527,20.0,2108
1297,2023-09-19,2341,451,19.265271251601877,1890
1298,2023-09-20,2248,437,19.439501779359432,1811
1299,2023-09-21,2229,424,19.02198295199641,1805
1300,2023-09-22,2079,393,18.9033189033189,1686
1301,2023-09-23,1141,192,16.827344434706397,949
1302,2023-09-24,935,166,17.754010695187166,769
1303,2023-09-25,2359,471,19.96608732513777,1888
1304,2023-09-26,2456,509,20.724755700325733,1947
1305,2023-09-27,2301,428,18.600608431116903,1873
1306,2023-09-28,2183,428,19.606046724690792,1755
1307,2023-09-29,2266,451,19.902912621359224,1815
1308,2023-09-30,1187,205,17.270429654591407,982
1309,2023-10-01,1120,197,17.589285714285715,923
1310,2023-10-02,2491,484,19.429947812123647,2007
1311,2023-10-03,2435,479,19.67145790554415,1956
1312,2023-10-04,2211,430,19.448213478064226,1781
1313,2023-10-05,2013,396,19.672131147540984,1617
1314,2023-10-06,2188,374,17.09323583180987,1814
1315,2023-10-07,1170,208,17.77777777777778,962
1316,2023-10-08,1183,217,18.34319526627219,966
1317,2023-10-09,2427,454,18.706221672847136,1973
1318,2023-10-10,2468,417,16.896272285251214,2051
1319,2023-10-11,2086,373,17.88111217641419,1713
1320,2023-10-12,2091,363,17.360114777618367,1728
1321,2023-10-13,2207,364,16.4929768917082,1843
1322,2023-10-14,1148,167,14.547038327526133,981
1323,2023-10-15,1071,144,13.445378151260504,927
1324,2023-10-16,2286,360,15.748031496062993,1926
1325,2023-10-17,2130,354,16.619718309859156,1776
1326,2023-10-18,2078,345,16.60250240615977,1733
1327,2023-10-19,2235,370,16.55480984340045,1865
1328,2023-10-20,2261,388,17.160548429898277,1873
1329,2023-10-21,1292,221,17.105263157894736,1071
1330,2023-10-22,1214,179,14.744645799011533,1035
1331,2023-10-23,2685,427,15.90316573556797,2258
1332,2023-10-24,2144,338,15.764925373134329,1806
1333,2023-10-25,2126,320,15.051740357478833,1806
1334,2023-10-26,2002,319,15.934065934065933,1683
1335,2023-10-27,2111,313,14.827096162955943,1798
1336,2023-10-28,1290,148,11.472868217054263,1142
1337,2023-10-29,1276,158,12.38244514106583,1118
1338,2023-10-30,2260,342,15.132743362831857,1918
1339,2023-10-31,2215,305,13.769751693002258,1910
1340,2023-11-01,1240,160,12.903225806451612,1080
1341,2023-11-02,2080,308,14.807692307692308,1772
1342,2023-11-03,2042,275,13.46718903036239,1767
1343,2023-11-04,1257,157,12.49005568814638,1100
1344,2023-11-05,1375,149,10.836363636363638,1226
1345,2023-11-06,2328,327,14.04639175257732,2001
1346,2023-11-07,2017,292,14.476945959345564,1725
1347,2023-11-08,1860,257,13.81720430107527,1603
1348,2023-11-09,1925,262,13.610389610389612,1663
1349,2023-11-10,1969,268,13.61097003555104,1701
1350,2023-11-11,1140,134,11.75438596491228,1006
1351,2023-11-12,1159,121,10.440034512510785,1038
1352,2023-11-13,2276,319,14.015817223198592,1957
1353,2023-11-14,2173,298,13.713759779107226,1875
1354,2023-11-15,2007,289,14.39960139511709,1718
1355,2023-11-16,1998,259,12.962962962962962,1739
1356,2023-11-17,1932,273,14.130434782608695,1659
1357,2023-11-18,1216,161,13.240131578947366,1055
1358,2023-11-19,1220,148,12.131147540983607,1072
1359,2023-11-20,2365,373,15.771670190274842,1992
1360,2023-11-21,2216,314,14.169675090252706,1902
1361,2023-11-22,2039,304,14.909269249632173,1735
1362,2023-11-23,2017,330,16.36093207734259,1687
1363,2023-11-24,2122,306,14.420358152686145,1816
1364,2023-11-25,1247,161,12.910986367281478,1086
1365,2023-11-26,1309,161,12.299465240641712,1148
1366,2023-11-27,2441,396,16.22285948381811,2045
1367,2023-11-28,109,16,14.678899082568808,93
